,AMENDMENT_DATE,AMENDMENT_DESCRIPTION,AMENDMENT_RESOLUTION,CRE_DATE,DENSITY_HIGH,DENSITY_LOW,DENSITY_UNITS,FOLDER,LAND_USE,MOD_DATE,PLAN_AREA,PLAN_STATUS,PLAN_TYPE,PLAN_YEAR
17,20171218,As of Corporate Report (File 6520-20),R259,20180117,,,,,Habitat Preservation Area,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
18,20171218,As of Corporate Report (File 6520-20),R259,20180117,10,6,UPA,,Low Density Residential 6-10 u.p.a.,20180403,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
19,20171218,As of Corporate Report (File 6520-20),R259,20180117,10,6,UPA,,Low Density Residential 6-10 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
20,20171218,As of Corporate Report (File 6520-20),R259,20180117,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
21,,,,20180518,,,,,Buffer,20180518,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
22,,,,20131015,10,6,UPA,,Low Density Residential 6-10 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
23,20131216,Amended From Low Density Residential 6-10 u.p.a. To Medium Density Residential 10-15 u.p.a.,,20131015,15,10,UPA,7912-0329-00,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
24,,,,,10,6,UPA,,Low Density Residential 6-10 u.p.a.,20180514,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
25,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
26,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
27,,,,20111115,,,,,Riparian Protection Area,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
28,20171002,Amend to move cul-de-sac to the south,,20171212,,,,7916-0413-00,Proposed Flex Street 15m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
29,,,,,10,6,UPA,,Low Density Residential 6-10 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
30,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
31,20171218,As of Corporate Report (File 6520-20),R259,20180117,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
32,,,,20180514,,,,,Park / Open Space,20180514,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
33,,,,20171212,10,6,UPA,,Low Density Residential 6-10 u.p.a.,20180514,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
34,20171002,Amend road layout,,,10,6,UPA,7916-0022-00,Low Density Residential 6-10 u.p.a.,20180514,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
35,,,,,,,,,Grandview Ridge Trail,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
36,,,,,25,15,UPA,,Multiple Residential 15-25 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
37,,,,,,,,,Proposed Flex Street 15m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
38,,,,20160309,15,10,UPA,,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
39,,,,20160309,15,10,UPA,,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
40,,,,20170519,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
41,20170424,,RES.R17-1089,20170516,15,10,UPA,7912-0290-00,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
42,20160307,Amended from School to Medium Density Residential 10-15 u.p.a.,,20160309,15,10,UPA,7911-0029-00,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
43,,,,,,,,,Park / Open Space,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
44,20170424,Amendment from Low Density Residential 6-10 u.p.a. to Medium Density Residential 10-15 u.p.a.,RES.R17-1086,20170519,15,10,UPA,7916-0099-00,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
45,20170424,Amendment from Low Density Residential 6-10 u.p.a. to Medium Density Residential 10-15 u.p.a.,RES.R17-1086,20170519,15,10,UPA,7916-0099-00,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
46,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
47,,,,20111115,,,,,Conifer,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
48,20171218,As of Corporate Report (File 6520-20),R259,20180117,15,10,UPA,,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
49,20171218,As of Corporate Report (File 6520-20),R259,20180117,15,10,UPA,,Medium Density Residential 10-15 u.p.a.,20180403,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
50,20171218,As of Corporate Report (File 6520-20),R259,20180117,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
51,,,,20180514,,,,,Urban Transitional Up to 8 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
52,,,,20161026,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
53,20171218,As of Corporate Report (File 6520-20),R259,20180117,,,,,Buffer,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
54,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
55,,,,20131015,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
56,20131216,Amended From Low Density Residential 6-10 u.p.a. To Medium Density Residential 10-15 u.p.a.,,20131015,15,10,UPA,7912-0329-00,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
57,20131216,Amended From Low Density Residential 6-10 u.p.a. To Medium Density Residential 10-15 u.p.a.,,20131015,15,10,UPA,7912-0329-00,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
58,,,,,,,,,Buffer,20180518,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
59,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
60,,,,20131015,,,,,Buffer,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
61,,,,,,,,,Proposed Flex Street 15m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
62,,,,,,,,,Proposed Flex Street 15m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
63,,,,20171212,45,30,UPA,,Multiple Residential 30-45 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
64,,,,,,,,,Grandview Ridge Trail,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
65,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
66,,,,,,,,,Drainage Corridor 10m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
67,20171002,,,,,,,7916-0022-00,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
68,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
69,,,,20160309,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
70,,,,20160309,15,10,UPA,,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
71,,,,20160309,15,10,UPA,,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
72,,,,20111115,,,,,Deciduous,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
73,,,,20170516,15,10,UPA,,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
74,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
75,20170424,,RES.R17-1089,20170516,15,10,UPA,7912-0290-00,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
76,20170424,,RES.R17-1089,20170519,15,10,UPA,7912-0290-00,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
77,20160307,Amended from School to Medium Density Residential 10-15 u.p.a.,,20160309,15,10,UPA,7911-0014-00,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
78,,,,,,,,,Drainage Corridor 10m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
79,20160711,Amended from Cluster Residential 10-15 u.p.a. to Buffer,,20160802,,,,7915-0133-00,Buffer,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
80,,,,20170518,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
81,,,,,10,6,UPA,,Cluster Residential 6-10 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
82,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
83,,,,,10,6,UPA,,Low Density Residential 6-10 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
84,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
85,,,,,,,,,Proposed Flex Street 15m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
86,,,,20111115,,,,,Deciduous,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
87,,,,,,,,,Linkages,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
88,20171218,As of Corporate Report (File 6520-20),R259,20180117,15,10,UPA,,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
89,,,,20161026,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
90,20160725,Amended From Urban Transitional Up to 8 u.p.a. to Low Density Residential 6-10 u.p.a.,,20161026,10,6,UPA,7915-0084-00,Low Density Residential 6-10 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
91,,,,,,,,,Urban Transitional Up to 8 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
92,,,,,,,,,Urban Transitional Up to 8 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
93,20171218,As of Corporate Report (File 6520-20),R259,20180117,,,,,Buffer,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
94,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
95,,,,,10,6,UPA,,Low Density Residential 6-10 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
96,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
97,,,,,,,,,Drainage Corridor 20m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
98,,,,,,,,,Proposed Flex Street 15m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
99,20171002,Amended to takeout Cul-De-Sac and move flex road to the south,,,45,30,UPA,7916-0413-00,Multiple Residential 30-45 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
100,,,,,15,10,UPA,,Multiple Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
101,,,,,15,10,UPA,,Multiple Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
102,,,,,,,,,Drainage Corridor 10m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
103,,,,20171212,10,6,UPA,,Low Density Residential 6-10 u.p.a.,20180514,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
104,20171218,As of Corporate Report (File 6520-20),R259,20180117,,,,,Grandview Ridge Trail,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
105,,,,,,,,,Drainage Corridor 5m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
106,,,,,,,,,Proposed Flex Street 15m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
107,,,,,,,,,Grandview Ridge Trail,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
108,,,,,,,,,Drainage Corridor 10m,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
109,,,,20170605,15,10,UPA,,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
110,,,,,15,10,UPA,,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
111,,,,20160309,15,10,UPA,,Medium Density Residential 10-15 u.p.a.,20180117,Sunnyside Heights,Approved,Neighbourhood Concept Plan,2010
