,ANCILLARYROLE,ENABLED,FITTING_TYPE,FITTING_TYPE2,FACILITYID,LEGACYID,NODE_NO,FITTING_SIZE,MATERIAL,RIM_ELEVATION,INVERT,DEPTH,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
0,0,1,4,Tee,1000299633,6660,1399310172,,,100.15,,,In Service,,1989,Surrey,,,,,,,,,19920131,,49.187319,-122.834049
1,0,1,4,Tee,1000300796,2981,1376901888,,,89.3,,,In Service,,1989,Surrey,,,,,,,,,19890214,20140429,49.037480,-122.840682
2,0,1,4,Tee,1000311364,5696,1321809013,,,62.95,,,In Service,,1975,Surrey,,,,,,,,,19890605,,49.166367,-122.855479
3,0,1,4,Tee,1000311469,13259,1357709477,,,57.8,,,In Service,,1993,Surrey,,,,,,,,,19930428,,49.174759,-122.845561
4,,1,4,Tee,1001743912,,1439505818,,CAS,,,,In Service,SEE FT01070,2014,Surrey,,,Initial AB,,,,,,20140425,20140425,49.108261,-122.823230
5,0,1,4,Tee,1000311026,11158,1155609668,,,78.54,,,In Service,,1984,Surrey,,,,,,,,,19900615,,49.178266,-122.901302
6,0,1,4,Tee,1000311052,11183,1125309606,,,39.37,,,In Service,,1980,Surrey,,,,,,,,,19900618,,49.177151,-122.909669
7,0,1,4,Tee,1000311157,11375,1195709610,,,87.41,,,In Service,,1948,Surrey,,,,,,,,,19900626,,49.177214,-122.890242
8,0,1,4,Tee,1000310917,13707,1296810612,,,83.8,,,In Service,,1992,Surrey,,,,,,,,,19900719,,49.195290,-122.862296
9,0,1,4,Tee,1000310775,11582,1337810563,,,78,,,In Service,,1970,Surrey,,,,,,,,,19900713,,49.194410,-122.850979
10,0,1,4,Tee,1000300821,10345,1365501840,,,91.04,,,In Service,,1988,Surrey,,,,,,,,,19900426,20140429,49.036603,-122.843844
11,0,1,4,Tee,1000309859,993,1737206348,,,15.78,,,In Service,,1976,Surrey,,,,,,,,,19881006,,49.117964,-122.741158
12,0,1,4,Tee,1000303178,5226,1426608932,,,64.43,,,In Service,,1988,Surrey,,,,,,,,,19890510,,49.164878,-122.826568
13,0,1,4,Tee,1000313465,13698,1506402833,,,54.21,,,Abandoned,,1995,Surrey,,,,,,,,,19951005,20080623,49.054509,-122.804996
14,0,1,4,Tee,1000307545,13173,1499507209,,,32.88,,,In Service,,1993,Surrey,,,,,,,,,19931208,,49.133672,-122.806589
15,0,1,4,Tee,1000303293,17944,1647610355,100,PVC,,62.5,,In Service,7802-0215-00,2004,Surrey,,,Final AB,,,,,,20040421,,49.190265,-122.765496
16,0,1,4,Tee,1000314104,12606,1639909395,,,31.87,,,In Service,,1988,Surrey,,,,,,,,,19901003,,49.173139,-122.767706
17,0,1,4,Tee,1000301630,10344,1740302503,,,83.8,,,In Service,,1993,Surrey,,,,,,,,,19940610,,49.048422,-122.740669
18,0,1,4,Tee,1000304979,6665,1657110816,,,65.15,,,In Service,,1993,Surrey,,,,,,,,,19930929,,49.198836,-122.762845
19,,1,0,Cap,1001810273,,1219511227,150,CAS,,,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,20150227,20150227,49.206225,-122.883666
20,0,1,4,Tee,1000302705,16362,1879509564,300,CAS,,,,In Service,W-689,1988,Surrey,,,,,,,,,20021129,,49.175788,-122.701563
21,0,1,4,Tee,1000306419,12044,1216209910,,,76.93,,,In Service,,1973,Surrey,,,,,,,,,19900809,,49.182632,-122.884578
22,0,1,4,Tee,1000303359,10144,1277610814,,,59.31,,,In Service,,1992,Surrey,,,,,,,,,19960710,,49.198968,-122.867595
23,0,1,4,Tee,1000303438,12304,1264610410,,,79.1,,,In Service,,1984,Surrey,,,,,,,,,19900822,,49.191662,-122.871192
24,0,1,4,Tee,1000302702,11863,1914009028,,,14.3,,,In Service,,1996,Surrey,,,,,,,,,19961016,,49.166328,-122.692129
25,0,1,4,Tee,1000304286,4289,1559109711,,,82.05,,,In Service,,1981,Surrey,,,,,,,,,19890412,20150227,49.178894,-122.789967
26,0,1,4,Tee,1000304561,18361,1564609725,200,DI,,79.5,,In Service,7803-0086-00,2004,Surrey,,,Final AB,,,,,,20041007,20150227,49.178893,-122.788453
27,,1,0,Cap,1001810294,,1214511183,300,CAS,,,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,20150227,20150227,49.205434,-122.885034
28,0,1,4,Tee,1000308237,10851,1600801842,,,62.85,,,In Service,,1982,Surrey,,,,,,,,,19900528,,49.036536,-122.779104
29,0,1,4,Tee,1000309209,7756,1511107356,,,13.96,,,In Service,,1988,Surrey,,,,,,,,,19891023,20141117,49.136321,-122.803382
30,0,1,4,Tee,1000307150,3711,1522908570,,,78.3,,,In Service,,1982,Surrey,,,,,,,,,19890316,,49.158282,-122.800054
31,0,1,4,Tee,1000301023,10107,1290001639,,,77.55,,,In Service,,1986,Surrey,,,,,,,,,19900327,,49.032998,-122.864611
32,,1,4,Tee,1001168973,,1620807951,200,DI,,47.9,,In Service,7807-0042-00,2009,Surrey,,,Final AB,,,,,,20100804,20110623,49.146775,-122.773090
33,,1,4,Tee,1001170240,,1569910730,250,DI,,78.39,,In Service,7808-0198-00,2010,Surrey,,,Final AB,,,,,,20100818,20110623,49.197084,-122.786918
34,,0,0,Cap,1001171088,,1720700162,200,DI,,,,Abandoned,F/T,,Surrey,,,Initial AB,,,,,,20100826,20110623,49.005764,-122.746260
35,0,1,4,Tee,1000305611,1059,1861106053,,,64.8,,,In Service,,1989,Surrey,,,,,,,,,19881007,20141117,49.112543,-122.707030
36,0,1,4,Tee,1000302849,14803,1599809034,,,74.65,,,In Service,,1996,Surrey,,,,,,,,,19990118,,49.166385,-122.778786
37,0,1,1,Cross,1000315422,9213,1226502826,,,-0.09,,,In Service,,1984,Surrey,,,,,,,,,19900202,20141117,49.054494,-122.882036
38,0,1,4,Tee,1000299247,10608,1484902107,,,112.33,,,In Service,,1987,Surrey,,,,,,,,,19900510,,49.041381,-122.810968
39,0,1,4,Tee,1000298814,12132,1399210806,,,103.85,,,In Service,,1970,Surrey,,,,,,,,,19900813,,49.198781,-122.834023
40,0,1,4,Tee,1000298586,3677,1570010815,,,80.04,,,In Service,,1970,Surrey,,,,,,,,,19890316,,49.198873,-122.786884
41,0,1,4,Tee,1000298633,3838,1529810610,,,73.18,,,In Service,,1980,Surrey,,,,,,,,,19890320,,49.195168,-122.797989
42,0,1,4,Tee,1000298661,14829,1378510420,,,90.9,,,In Service,,1998,Surrey,,,,,,,,,19990205,,49.191555,-122.839795
43,0,1,4,Tee,1000314382,8035,1357706683,,,55.74,,,In Service,,1980,Surrey,,,,,,,,,19891109,,49.124215,-122.845705
44,0,1,4,Tee,1000314637,7009,1287811536,,,0.7,,,In Service,,1978,Surrey,,,,,,,,,19890912,,49.212020,-122.864752
45,0,1,4,Tee,1000313009,580,1378306001,,,73.46,,,In Service,,1972,Surrey,,,,,,,,,19880921,20090514,49.111875,-122.840066
46,0,1,4,Tee,1000314626,6990,1280211213,,,1.5,,,In Service,,1987,Surrey,,,,,,,,,19890911,20110919,49.206180,-122.866860
47,0,1,4,Tee,1000310855,11698,1317710704,,,75.86,,,In Service,,1966,Surrey,,,,,,,,,19900723,,49.196965,-122.856516
48,0,1,4,Tee,1000310937,6303,1338110738,,,76.8,,,In Service,,1995,Surrey,,,,,,,,,19981130,,49.197330,-122.850917
49,0,1,4,Tee,1000311009,11141,1156009659,,,80.58,,,In Service,,1987,Surrey,,,,,,,,,19900615,,49.178108,-122.901206
50,0,1,4,Tee,1000311090,11259,1184109758,,,72.74,,,In Service,,1972,Surrey,,,,,,,,,19900620,,49.179889,-122.893431
51,0,1,4,Tee,1000308827,14943,1699208425,,,28.35,,,In Service,,1998,Surrey,,,,,,,,,19990909,,49.155304,-122.751417
52,0,1,4,Tee,1000309079,5236,1271307616,,,,,,In Service,,1990,Surrey,,,,,,,,,19890926,,49.141105,-122.869493
53,0,1,4,Tee,1000302951,12584,1529609350,,,88.72,,,In Service,,1989,Surrey,,,,,,,,,19901001,20141117,49.172377,-122.798138
54,0,1,4,Tee,1000309945,1154,1723505740,,,5.27,,,In Service,,1976,Surrey,,,,,,,,,19881012,,49.106972,-122.744972
55,0,1,4,Tee,1000297645,8512,1436206792,,,38.15,,,In Service,,1984,Surrey,,,,,,,,,19900102,,49.126152,-122.824079
56,0,1,1,Cross,1000315493,12318,1498910408,,,92.17,,,In Service,,1966,Surrey,,,,,,,,,19900823,,49.191541,-122.806536
57,0,1,1,Cross,1000315564,14453,1691006103,,,21.02,,,In Service,,1996,Surrey,,,,,,,,,19980130,,49.113288,-122.753904
58,0,1,4,Tee,1000302057,9214,1220302885,,,-0.1,,,In Service,,1984,Surrey,,,,,,,,,19900202,20141117,49.055270,-122.883773
59,0,1,4,Tee,1000314305,7944,1326406630,,,73.83,,,In Service,,1981,Surrey,,,,,,,,,19891103,,49.123276,-122.854330
60,,1,4,Tee,1001753838,,1465910554,300,DI,,105.36,,In Service,7812-0158-00,2016,Surrey,,,Final AB,,,,,,20170720,20171004,49.193950,-122.815658
61,0,1,4,Tee,1000314809,7239,1404311403,,,82.1,,,In Service,,1982,Surrey,,,,,,,,,19890925,,49.209576,-122.832577
62,0,1,4,Tee,1000298368,15046,1583911087,100,PVC,,81.5,,In Service,7897-0240-00,1999,Surrey,,,Final AB,,,,,,20020507,,49.203544,-122.783023
63,0,1,4,Tee,1000312441,14340,1860906523,,,71.13,,,In Service,,1995,Surrey,,,,,,,,,19970911,,49.120789,-122.707025
64,,1,0,Cap,1001203464,,1378810825,300,DI,,102.9,,In Service,1205-6070-00,2010,Surrey,,,Final AB,,,,,,20110705,20111005,49.198885,-122.839671
65,,1,4,Tee,1001214810,,1799606002,200,DI,,,,In Service,1209-3030-00,2011,Surrey,,,Final AB,,,,,,20111004,20111005,49.111407,-122.723974
66,0,1,1,Cross,1000315261,16814,1357610580,300,CAS,,80.99,,In Service,12996200-00,2000,Surrey,,,Final AB,,,,,,20030430,,49.194460,-122.845534
67,0,1,4,Tee,1000308173,10777,1560401642,,,96.6,,,In Service,,1983,Surrey,,,,,,,,,19900523,20180108,49.032946,-122.790233
68,0,1,1,Cross,1000315092,12516,1639910814,,,69.66,,,In Service,,1995,Surrey,,,,,,,,,19950822,,49.198817,-122.767598
69,0,1,1,Cross,1000315195,11318,1589410658,,,71.5,,,In Service,,1991,Surrey,,,,,,,,,19930127,,49.196019,-122.781526
70,0,1,4,Tee,1000302823,13277,1541209022,,,95.08,,,In Service,,1993,Surrey,,,,,,,,,19931209,,49.166447,-122.794964
71,0,1,4,Tee,1000303238,5459,1377608966,,,47.61,,,In Service,,1975,Surrey,,,,,,,,,19890524,,49.165505,-122.840104
72,0,1,4,Tee,1000299180,8163,1283101402,,,69.64,,,In Service,,1990,Surrey,,,,,,,,,19891130,,49.028716,-122.866533
73,0,1,4,Tee,1000299768,8353,1365810324,,,79.49,,,In Service,,1970,Surrey,,,,,,,,,19891213,,49.190070,-122.843258
74,0,1,4,Tee,1000300263,620,1479505898,,,63.67,,,In Service,,1978,Surrey,,,,,,,,,19880922,,49.109976,-122.812187
75,0,1,4,Tee,1000300533,13537,1681107746,,,10.67,,,In Service,,1992,Surrey,,,,,,,,,19940107,,49.143293,-122.756505
76,0,1,4,Tee,1000297972,3371,1452808627,,,52.61,,,In Service,,1983,Surrey,,,,,,,,,19890303,,49.159336,-122.819372
77,0,1,4,Tee,1000297999,3408,1470808698,,,55.88,,,In Service,,1984,Surrey,,,,,,,,,19890307,,49.160614,-122.814401
78,0,1,4,Tee,1000310212,16769,1423303547,250,CAS,,8.75,,In Service,12976110-00,2001,Surrey,,,Final AB,,,,,,20030424,,49.067178,-122.827844
79,0,1,4,Tee,1000302751,18225,1588408837,300,DI,,85.5,,In Service,7801-0264-00,2004,Surrey,,,Final AB,,,,,,20040827,,49.162802,-122.781953
80,0,1,4,Tee,1000306483,12344,1254210011,,,65.45,,,In Service,,1976,Surrey,,,,,,,,,19900823,,49.184448,-122.874096
81,0,1,4,Tee,1000306486,12347,1264310204,,,79.35,,,In Service,,1984,Surrey,,,,,,,,,19900823,,49.187931,-122.871289
82,0,1,4,Tee,1000306539,7027,1250610082,,,68,,,In Service,,1991,Surrey,,,,,,,,,19910906,,49.185709,-122.875066
83,0,1,4,Tee,1000304371,4484,1594309612,50,CAS,66.5,,,Abandoned,,1959,Surrey,,SEE WD-024-035,,,,,,,19890418,,49.176836,-122.780283
84,,1,4,Tee,1001835059,,1295105978,200,DI,,,,In Service,7804-0329-00,2015,Surrey,,,Initial AB,,,,,,20150820,20150820,49.111218,-122.863032
85,0,1,4,Tee,1000302374,5180,1599707714,,,30.1,,,In Service,,1991,Surrey,,,,,,,,,19920114,20080416,49.142758,-122.778919
86,0,1,4,Tee,1000302588,13012,1407908569,,,40.66,,,In Service,,1991,Surrey,,,,,,,,,19910729,,49.158306,-122.831759
87,0,1,4,Tee,1000302941,12464,1583409120,,,82.85,,,In Service,,1991,Surrey,,,,,,,,,19900904,,49.168203,-122.783310
88,0,1,4,Tee,1000303258,2909,1921809877,,,7.67,,,In Service,,1981,Surrey,,,,,,,,,19890213,,49.181672,-122.689876
89,,1,4,Tee,1001172945,,1458805616,300,DI,,,,In Service,MOTH 71101-1004,2009,Surrey,,,Final AB,,,,,,20100922,20100922,49.104601,-122.817940
90,0,1,4,Tee,1000300314,13350,1458805720,,,63.4,,,In Service,,1991,Surrey,,,,,,,,,19930527,20100922,49.106473,-122.817920
91,0,0,4,Tee,1000300269,633,1443305600,,,50.75,,,Abandoned,,1969,Surrey,,,,,,,,,19880923,20100922,49.104596,-122.822181
92,0,0,4,Tee,1000313164,19553,1438705613,,CAS,64,,,Abandoned,,1960,Surrey,,,,,,,,,19880920,20100922,49.104551,-122.823478
93,0,1,4,Tee,1000305842,14128,1880306130,,,66.85,,,In Service,,1994,Surrey,,,,,,,,,19960423,,49.113934,-122.701730
94,,0,0,Cap,1001145113,,1279801438,100,DI,,,,Abandoned,1207-3680-00,2009,Surrey,,,Final AB,,,,,,20100107,20171024,49.029057,-122.867464
95,0,0,4,Tee,1000301329,10690,1279901438,,,69,,,Abandoned,,1951,Surrey,,,,,,,,,19900607,20171024,49.029057,-122.867437
96,0,1,4,Tee,1000304509,3822,1570310133,,,73.75,,,In Service,,1994,Surrey,,,,,,,,,19950208,,49.186520,-122.786839
97,0,1,4,Tee,1000302611,13037,1408708419,,,34.2,,,In Service,,1990,Surrey,,,,,,,,,19910730,,49.155606,-122.831551
98,,1,0,Cap,1001952658,,1279901491,150,,,,,In Service,,,Surrey,,FT02515,Final AB,,,,,,20171024,20171024,49.030016,-122.867438
99,0,1,4,Tee,1000301134,9986,1306602055,,,86.75,,,In Service,,1987,Surrey,,,,,,,,,19900323,,49.040512,-122.860025
100,0,1,4,Tee,1000301810,17698,1288202561,200,PVC,,71,,In Service,7801-0073-00,2003,Surrey,,,Final AB,,,,,,20031118,,49.049374,-122.865100
101,0,1,4,Tee,1000301345,16542,1279401522,200,DI,,72.25,,In Service,12963070-00,2002,Surrey,,,Final AB,,,,,,20030219,20110623,49.030590,-122.867573
102,0,1,4,Tee,1000301858,17098,1251502436,200,PVC,,50.3,,In Service,7800-0129-00,2001,Surrey,,,Final AB,,,,,,20030604,,49.047128,-122.875199
103,0,1,4,Tee,1000301638,18410,1710502573,200,DI,,94.9,,In Service,12033130-00,2004,Surrey,,,Final AB,,,,,,20041026,20110623,49.049404,-122.748856
104,0,1,4,Tee,1000302353,19240,1700907920,100,DI,,16.88,,In Service,7803-0225-00,2006,Surrey,,,Final AB,,,,,,20051123,20060727,49.146159,-122.750998
105,0,1,4,Tee,1000301639,18411,1710702571,250,DI,,94.86,,In Service,12033130-00,2004,Surrey,,,Final AB,,,,,,20041026,20110623,49.049368,-122.748801
106,0,1,4,Tee,1000303105,14161,1408309035,200,PVC,56.35,56.35,0,In Service,7890-0253-00,1995,Surrey,,,Final AB,,,,,,20021002,,49.166494,-122.831657
107,0,1,4,Tee,1000302146,16914,1621404989,100,DI,0,-0.99,0.99,In Service,12979040-00,1999,Surrey,,,Final AB,,,,,,20030516,20110623,49.093172,-122.773164
108,0,1,4,Tee,1000302147,16926,1681605195,100,DI,0,-0.55,0.55,In Service,12979040-00,1999,Surrey,,,Final AB,,,,,,20030516,20110623,49.096874,-122.756567
109,0,1,4,Tee,1000298299,19231,1569610484,250,DI,,69.29,,In Service,7899-0215-00,2005,Surrey,,,Final AB,,,,,,20051102,,49.192635,-122.787016
110,0,1,4,Tee,1000298367,15045,1582211073,200,CAS,,80.4,,In Service,7897-0240-00,1999,Surrey,,,Final AB,,,,,,20020507,,49.203281,-122.783498
111,0,1,4,Tee,1000298699,15920,1428710419,300,CAS,,100.83,,In Service,1299-6100-00,2000,Surrey,,,Final AB,,,,,,20020917,,49.191521,-122.825922
112,,0,0,Cap,1001952659,,1279901490,150,,,,,Abandoned,,2017,Surrey,,FT02515,Final AB,,,,,,20171024,20171024,49.030010,-122.867438
113,0,1,4,Tee,1000314863,7337,1413411269,,,95,,,In Service,,1984,Surrey,,,,,,,,,19890927,,49.207154,-122.830064
114,0,1,4,Tee,1000314648,7021,1322811415,,,5.5,,,In Service,,1980,Surrey,,,,,,,,,19890912,,49.209830,-122.855088
115,0,1,4,Tee,1000314675,7065,1358311405,,,36.22,,,In Service,,1975,Surrey,,,,,,,,,19890913,,49.209632,-122.845288
116,0,1,4,Tee,1000300095,19661,1498905954,150,DI,,49.82,,In Service,7803-0214-00,2005,Surrey,,,Final AB,,,,,,20060529,20110623,49.110704,-122.806856
117,,1,4,Tee,1001938443,,1250810508,150,DI,,,,In Service,1213-3180-00,2016,Surrey,,,Initial AB,,,,,,20170628,20171024,49.193198,-122.875048
118,0,1,4,Tee,1000300187,16413,1487105913,200,DI,,59.8,,In Service,7801-0127-00,2002,Surrey,,,Final AB,,,,,,20030108,20110623,49.109963,-122.810107
119,0,1,4,Tee,1000300189,16415,1483805907,200,DI,,61.25,,In Service,7801-0127-00,2002,Surrey,,,Final AB,,,,,,20030108,20110623,49.109861,-122.811038
120,0,1,4,Tee,1000303157,5141,1377009268,,,58.16,,,In Service,,1975,Surrey,,,,,,,,,19890508,,49.170969,-122.840239
121,0,1,4,Tee,1000303168,5200,1357709221,,,53.53,,,In Service,,1988,Surrey,,,,,,,,,19890510,,49.170123,-122.845556
122,0,1,4,Tee,1000302414,2461,1879308727,,,8.89,,,In Service,,1987,Surrey,,,,,,,,,19890207,,49.160899,-122.701729
123,0,1,4,Tee,1000302594,13018,1424508273,,,38.92,,,In Service,,1990,Surrey,,,,,,,,,19910729,,49.152947,-122.827202
124,0,1,4,Tee,1000302637,3186,1394908071,,,18.35,,,In Service,,1977,Surrey,,,,,,,,,19890224,,49.149304,-122.835366
125,0,1,4,Tee,1000302323,641,1840707599,,,27.89,,,In Service,,1965,Surrey,,,,,,,,,19910404,,49.140531,-122.712485
126,0,1,4,Tee,1000302361,2023,1840607203,,,54,,,In Service,,1964,Surrey,,,,,,,,,19890116,,49.133360,-122.712574
127,0,1,4,Tee,1000302073,9235,1231302743,,,1.6,,,In Service,,1977,Surrey,,,,,,,,,19900205,,49.052983,-122.880722
128,0,1,4,Tee,1000302089,17538,1550803964,100,CAS,,0.85,,In Service,1200-903,2003,Surrey,,,,,,,,,20030908,,49.074660,-122.792706
129,0,1,4,Tee,1000302170,8907,1286005342,,,25.3,,,In Service,,1977,Surrey,,,,,,,,,19900116,,49.099975,-122.865545
130,0,1,4,Tee,1000301747,12705,1760502357,,,81,,,In Service,,1985,Surrey,,,,,,,,,19901031,,49.045763,-122.735120
131,0,1,4,Tee,1000301755,8986,1320002352,,,86.24,,,In Service,,1974,Surrey,,,,,,,,,19900221,,49.045877,-122.856335
132,0,1,4,Tee,1000301885,9398,1340002906,,,43.07,,,In Service,,1969,Surrey,,,,,,,,,19900213,,49.055908,-122.850801
133,0,1,4,Tee,1000301927,9247,1217002707,,,1,,,In Service,,1977,Surrey,,,,,,,,,19900205,,49.052340,-122.884651
134,,1,4,Tee,1001075898,,1500105954,200,DI,,49.46,,In Service,7806-0181-00,2008,Surrey,,,Final AB,,,,,,20081218,20090218,49.110703,-122.806529
135,0,1,4,Tee,1000310100,15437,1748605902,150,CAS,,3.9,,In Service,1200-6080-00,2001,Surrey,,,Final AB,,,,,,20020718,20090305,49.109625,-122.738025
136,0,1,4,Tee,1000312823,488,1282606055,,,96,,,In Service,,1966,Surrey,,,,,,,,,19880914,20090303,49.112611,-122.866484
137,0,1,4,Tee,1000310788,11596,1348310625,,,79.71,,,In Service,,1970,Surrey,,,,,,,,,19900716,20090113,49.195282,-122.848120
138,,1,4,Tee,1001083391,,1282606010,250,DI,,,,In Service,,,Surrey,,,Final AB,,,,,,20090303,20090303,49.111786,-122.866484
139,,1,4,Tee,1001080260,,1892505378,200,DI,,15.86,,In Service,7805-0234-00,2008,Surrey,,,Final AB,,,,,,20090205,20090205,49.100035,-122.698430
140,0,1,1,Cross,1000315420,17525,1600304796,100,PE,0,-1.09,1.09,In Service,7800-0272,2001,Surrey,,,,,,,,,20030324,20090113,49.089684,-122.779012
141,0,1,4,Tee,1000303703,5639,1318007325,,,82.03,,,In Service,,1983,Surrey,,,,,,,,,19890602,20090213,49.135575,-122.856657
142,0,1,4,Tee,1000303862,6514,1308307320,,,82.1,,,In Service,,1993,Surrey,,,,,,,,,19940420,20090213,49.135501,-122.859332
143,,1,4,Tee,1001083070,,1312607278,200,DI,,80.56,,In Service,1207-3060-00,2008,Surrey,,,Final AB,,,,,,20090213,20090213,49.134727,-122.858156
144,,1,2,Reducer,1001083072,,1312607278,200,DI,,,,In Service,1207-3060-00,2008,Surrey,,200 X 100 REDUCER,Final AB,,,,,,20090213,20090213,49.134727,-122.858142
145,,1,3,Tap,1001083068,,1312507324,200,DI,,81.67,,In Service,1207-3060-00,2008,Surrey,,,Final AB,,,,,,20090213,20090213,49.135571,-122.858166
146,,1,4,Tee,1001171886,,1758900368,300,DI,,,,In Service,MOTH 11807,2007,Surrey,,,Final AB,,,,,,20100903,20100903,49.009473,-122.735729
147,0,1,4,Tee,1000307495,8644,1469506816,,,34.45,,,In Service,,1982,Surrey,,,,,,,,,19900108,20100903,49.126303,-122.814894
148,0,1,1,Cross,1000315202,3041,1866909614,,,15.74,,,In Service,,1977,Surrey,,,,,,,,,19890220,20100903,49.176967,-122.705054
149,0,1,1,Cross,1000315638,668,1680805987,,,24,,,Abandoned,,1961,Surrey,,,,,,,,,19881212,20060817,49.111477,-122.756731
150,0,1,1,Cross,1000315515,4951,1452209162,,,79.6,,,In Service,,1980,Surrey,,,,,,,,,19890502,,49.169027,-122.819514
151,0,1,1,Cross,1000315106,3611,1608809129,,,64.66,,,In Service,,1989,Surrey,,,,,,,,,19910618,,49.168353,-122.776320
152,0,1,1,Cross,1000315317,14738,1505105740,,,25.21,,,In Service,,1997,Surrey,,,,,,,,,19981103,,49.106814,-122.805177
153,0,1,4,Tee,1000298735,11958,1409110610,,,100.37,,,In Service,,1967,Surrey,,,,,,,,,19900803,,49.195229,-122.831299
154,0,1,1,Cross,1000315026,3717,1541408500,,,82.18,,,In Service,,1992,Surrey,,,,,,,,,19890316,,49.157009,-122.794951
155,0,1,4,Tee,1000307716,42,1201205948,,,60.63,,,In Service,,1985,Surrey,,,,,,,,,19880621,,49.110968,-122.888880
156,,1,0,Cap,1001982030,,1580410426,200,DI,,,,In Service,7812-0265-00,2017,Surrey,,,Final AB,,,,,,20180131,20180131,49.191581,-122.784051
157,0,1,4,Tee,1000307258,12471,1535808068,,,43.65,,,In Service,,1990,Surrey,,,,,,,,,19910722,,49.149187,-122.796526
158,,1,0,Cap,1001982031,,1580410426,200,DI,,,,In Service,7812-0265-00,2017,Surrey,,,Final AB,,,,,,20180131,20180131,49.191588,-122.784052
159,0,1,4,Tee,1000307337,13772,1523608215,,,47.36,,,In Service,,1994,Surrey,,,,,,,,,19890320,,49.151837,-122.799877
160,0,1,4,Tee,1000307365,13345,1523408364,,,63.59,,,In Service,,1994,Surrey,,,,,,,,,19950303,,49.154546,-122.799927
161,0,1,4,Tee,1000307189,3799,1551008682,,,92.75,,,In Service,,1975,Surrey,,,,,,,,,19890320,,49.160300,-122.792297
162,0,1,4,Tee,1000306687,7439,1454010260,,,105.76,,,In Service,,1973,Surrey,,,,,,,,,19891003,,49.188878,-122.818926
163,0,1,4,Tee,1000306461,12112,1231209798,,,86.94,,,In Service,,1974,Surrey,,,,,,,,,19900810,,49.180597,-122.880449
164,0,1,4,Tee,1000306508,12404,1237009754,,,86.81,,,In Service,,1965,Surrey,,,,,,,,,19900824,,49.179813,-122.878840
165,0,1,4,Tee,1000313567,9613,1534702674,,,69.4,,,In Service,,1960,Surrey,,,,,,,,,19900309,20110415,49.051617,-122.797231
166,,1,2,Reducer,1001079048,,1914406836,350,DI,,,,In Service,7804-0193-00,2008,Surrey,,350 X 300 REDUCER,Final AB,,,,,,20090127,20090127,49.126407,-122.692242
167,0,1,4,Tee,1000309989,12677,1732205839,,,7.81,,,In Service,,1990,Surrey,,,,,,,,,19901018,20110415,49.108766,-122.742581
168,0,1,4,Tee,1000307829,200,1256706196,,,99.15,,,In Service,,1989,Surrey,,,,,,,,,19880624,20110415,49.115447,-122.873575
169,0,1,4,Tee,1000304136,8999,1322710011,,,92.06,,,In Service,,1973,Surrey,,,,,,,,,19900122,20180209,49.184428,-122.855181
170,,1,4,Tee,1001080141,,1405603096,100,DI,,40.56,,In Service,7805-0271-00,2008,Surrey,,,Final AB,,,,,,20090204,20090204,49.059026,-122.832755
171,0,1,4,Tee,1000306529,2163,1267209807,,,74.34,,,In Service,,1976,Surrey,,,,,,,,,19910913,20110415,49.180759,-122.870505
172,,1,2,Reducer,1001080147,,1405603096,150,DI,,,,In Service,7805-0271-00,2008,Surrey,,150 X 100 REDUCER,Final AB,,,,,,20090204,20090204,49.059026,-122.832744
173,0,1,1,Cross,1000315122,3040,1336809903,,,76.63,,,In Service,,1979,Surrey,,,,,,,,,19910923,20180209,49.182463,-122.851301
174,0,1,4,Tee,1000310715,11502,1323310830,,,69.98,,,In Service,,1968,Surrey,,,,,,,,,19900703,20090209,49.199008,-122.855013
175,,1,4,Tee,1001081078,,1902307027,300,DI,,79.52,,In Service,7806-0285-00,2008,Surrey,,,Final AB,,,,,,20090209,20090209,49.129873,-122.695553
176,,1,4,Tee,1001075900,,1500206010,200,DI,,48.37,,In Service,7806-0181-00,2008,Surrey,,,Final AB,,,,,,20081218,20090218,49.111715,-122.806492
177,0,1,4,Tee,1000300261,618,1479505723,,,58.52,,,In Service,,1977,Surrey,,,,,,,,,19880922,20090218,49.106532,-122.812223
178,,1,4,Tee,1001083361,,1232002079,150,DI,,39.9,,In Service,7806-0020-00,2008,Surrey,,,Final AB,,,,,,20090227,20090227,49.040673,-122.880591
179,0,1,4,Tee,1000303960,8470,1332810012,,,86.53,,,In Service,,1979,Surrey,,,,,,,,,19891220,20180209,49.184448,-122.852396
180,0,1,4,Tee,1000306355,9105,1257109807,,,81.69,,,In Service,,1976,Surrey,,,,,,,,,19900129,20110415,49.180763,-122.873297
181,,1,2,Reducer,1001136434,,1742200367,400,DI,,,,In Service,7806-0320-00,2009,Surrey,,400 X 300 REDUCER,Final AB,,,,,,20091028,20091028,49.009471,-122.740325
182,,1,4,Tee,1000857739,,1447107130,200,DI,,66.34,,In Service,7805-0224-00,2008,Surrey,,,Final AB,,,,,,20080910,20080910,49.131993,-122.821049
