,ANCILLARYROLE,ENABLED,FITTING_TYPE,FITTING_TYPE2,FACILITYID,LEGACYID,NODE_NO,FITTING_SIZE,MATERIAL,RIM_ELEVATION,INVERT,DEPTH,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
2971,0,1,4,Tee,1000312541,19092,1910907029,300,DI,,82.38,,In Service,7803-0400-00,2005,Surrey,,,Final AB,,,,,,20050906,20110608,49.129911,-122.693192
2972,0,1,4,Tee,1000312613,18380,1936106684,350,DI,,62.75,,In Service,7804-0281-00,2005,Surrey,,,Final AB,,,,,,20060501,20110608,49.123640,-122.686263
2973,0,1,4,Tee,1000313268,18555,1649206148,100,DI,,32.36,,In Service,7803-0363-00,2004,Surrey,,,Final AB,,,,,,20041222,20110608,49.114123,-122.765414
2974,0,1,4,Tee,1000313297,19100,1647305875,300,DI,,28.16,,In Service,7803-0033-00,2005,Surrey,,,Final AB,,,,,,20050907,20110608,49.109197,-122.765972
2975,0,1,4,Tee,1000313315,19587,1656306045,100,DI,,28.4,,In Service,7804-0153-00,2006,Surrey,,,,,,,,,20060428,20110608,49.112256,-122.763457
2976,0,1,4,Tee,1000313694,16044,1537802498,200,DI,,88.9,,In Service,7800-0144-00,2002,Surrey,,,Final AB,,,,,,20020930,20110608,49.048136,-122.796385
2977,,1,2,Reducer,1001908446,,1408810260,250,DI,,104.81,,In Service,1215-3140-00,2016,Surrey,,250 X 200 Reducer,Initial AB,,,,,,20170223,20170223,49.188653,-122.831428
2978,,0,0,Cap,1001421045,,1408510262,150,,,,,Abandoned,FT00147,,Surrey,,As per Operations 5-28-12 - ADH,Final AB,,,,,,20120809,20170223,49.188692,-122.831514
2979,0,1,4,Tee,1000303129,16143,1417909597,600,ST,67.67,82.52,-14.85,In Service,W-850,1991,Surrey,,,,,,,,,20021008,,49.176659,-122.828967
2980,0,1,4,Tee,1000303144,5121,1393209518,,,67.97,,,In Service,,1973,Surrey,,,,,,,,,19890508,,49.175493,-122.835766
2981,0,1,4,Tee,1000303165,5182,1365309216,,,48.61,,,In Service,,1988,Surrey,,,,,,,,,19890509,,49.170031,-122.843473
2982,0,1,4,Tee,1000303189,5268,1404808864,,,53.8,,,In Service,,1988,Surrey,,,,,,,,,19890511,,49.163641,-122.832584
2983,0,1,4,Tee,1000303242,1301,1419709027,,,62.4,,,In Service,,1989,Surrey,,,,,,,,,19881025,,49.166589,-122.828474
2984,0,1,4,Tee,1000303281,13655,1680710258,,,57.4,,,In Service,,1995,Surrey,,,,,,,,,19961105,,49.188733,-122.756359
2985,0,1,4,Tee,1000303420,6813,1214211170,,,0.58,,,In Service,,1963,Surrey,,,,,,,,,19890901,,49.205434,-122.885064
2986,0,1,4,Tee,1000309368,17351,1486607330,200,PVC,,42.52,,In Service,7896-0356-00,2003,Surrey,,,Final AB,,,,,,20030723,,49.135579,-122.810161
2987,0,1,4,Tee,1000310204,16650,1432003325,200,PVC,,22.8,,In Service,7800-0360-00,2002,Surrey,,,Final AB,,,,,,20030326,,49.063156,-122.825459
2988,0,1,2,Reducer,1000841457,,1900107230,750,ST,,,,In Service,1206-8030-00,2007,Surrey,,750 X 450 REDUCER,Final AB,,,,,,20080118,20110608,49.133547,-122.696135
2989,0,1,4,Tee,1000851144,,1453705970,200,DI,,66.2,,In Service,7804-0039-00,2008,Surrey,,,Final AB,,,,,,20080521,20110608,49.111010,-122.819310
2990,0,1,4,Tee,1000851145,,1459505962,200,DI,,68.94,,In Service,7806-0075-00,2008,Surrey,,,Final AB,,,,,,20080521,20110608,49.110862,-122.817725
2991,0,1,4,Tee,1000844501,,1860206817,350,DI,,63.11,,In Service,1205-6090-00,2007,Surrey,,,Final AB,,,,,,20080214,20110608,49.126104,-122.707177
2992,0,1,4,Tee,1000312027,16961,1662508431,300,CAS,51,,,In Service,1297-0501-00,2002,Surrey,,,Final AB,,,,,,20030520,,49.155443,-122.761556
2993,0,1,4,Tee,1000312518,18346,1900307104,200,PVC,,78.98,,For Construction,7802-0127-00,2004,Surrey,,,Final AB,,,,,,20041001,20060810,49.131268,-122.696088
2994,0,1,4,Tee,1000313193,15395,1660006110,200,CAS,,24.57,,In Service,7895-0288-00,2000,Surrey,,,Final AB,,,,,,20020716,,49.113431,-122.762437
2995,0,1,4,Tee,1000846583,,1267910023,200,DI,,71.47,,In Service,7803-0197-00,2008,Surrey,,,Final AB,,,,,,20080310,20110608,49.184415,-122.870354
2996,0,1,0,Cap,1000846599,,1267809995,100,DI,,66.65,,In Service,7803-0197-00,2008,Surrey,,WITH 50mm TAP,Final AB,,,,,,20080310,20110608,49.183918,-122.870360
2997,0,1,4,Tee,1000297565,8200,1383207146,,,66.27,,,In Service,,1979,Surrey,,,,,,,,,19891205,,49.132576,-122.838645
2998,0,1,4,Tee,1000297591,8238,1398506645,,,28.47,,,In Service,,1977,Surrey,,,,,,,,,19891207,,49.123509,-122.834475
2999,0,1,2,Reducer,1000315812,15544,1931305709,300,CAS,,12.92,,In Service,1200-6050-,2001,Surrey,,,Final AB,,,,,,20020725,,49.106005,-122.687712
3000,0,1,2,Reducer,1000315679,15914,1301809665,200,CAS,,81.2,,In Service,F-731,1992,Surrey,,,,,,,,,20020916,,49.177919,-122.860999
3001,0,1,4,Tee,1000301364,2127,1729302259,,,98.6,,,In Service,,1971,Surrey,,,,,,,,,19890118,,49.044008,-122.743707
3002,0,1,4,Tee,1000301396,12801,1760001559,,,29.5,,,In Service,,1975,Surrey,,,,,,,,,19910111,,49.031323,-122.735312
3003,0,1,4,Tee,1000833680,,1800207152,300,DI,,,,In Service,1205-6040-00,2007,Surrey,,,Final AB,,,,,,20071002,20110608,49.132211,-122.723688
3004,0,1,4,Tee,1000312487,17257,1892206956,200,CAS,,70.15,,In Service,7801-0198-00,2002,Surrey,,,Final AB,,,,,,20030625,,49.128598,-122.698337
3005,0,1,4,Tee,1000312491,17266,1892306995,200,CAS,,70.65,,In Service,7801-0198-00,2002,Surrey,,,Final AB,,,,,,20030626,,49.129303,-122.698305
3006,0,1,4,Tee,1000310154,9117,1408803430,,,26,,,In Service,,1972,Surrey,,,,,,,,,19900129,,49.065346,-122.831817
3007,0,1,4,Tee,1000310159,9124,1422903447,,,14.84,,,In Service,,1969,Surrey,,,,,,,,,19900129,,49.065664,-122.827939
3008,0,1,4,Tee,1000300434,16013,1389102053,100,DI,,91.4,,In Service,7896-0310-00,1999,Surrey,,,Final AB,,,,,,20020926,20110608,49.040155,-122.837349
3009,0,1,4,Tee,1000310286,13040,1478603178,,,34.73,,,In Service,,1990,Surrey,,,,,,,,,19891129,,49.060753,-122.812639
3010,0,1,4,Tee,1000300554,16530,1661807827,200,DI,38.54,,,In Service,1200-3170-00,2002,Surrey,,,Final AB,,,,,,20030213,20110608,49.144531,-122.761791
3011,0,1,4,Tee,1000301805,15063,1339802365,300,DI,,,,In Service,1299-6010-00,2002,Surrey,,,Final AB,,,,,,20050623,20110608,49.045821,-122.850901
3012,0,1,4,Tee,1000299063,9903,1319401321,,,63.14,,,In Service,,1995,Surrey,,,,,,,,,19960703,,49.027236,-122.856542
3013,0,1,4,Tee,1000299099,11048,1299601322,,,70.54,,,In Service,,1983,Surrey,,,,,,,,,19900611,,49.027252,-122.861995
3014,0,1,4,Tee,1000299111,11063,1319401493,,,80.5,,,In Service,,1977,Surrey,,,,,,,,,19900612,,49.030348,-122.856537
3015,0,1,4,Tee,1000299238,11006,1295801316,,,69.05,,,In Service,,1985,Surrey,,,,,,,,,19900608,,49.027148,-122.863027
3016,0,1,4,Tee,1000299281,13251,1499602152,,,116.09,,,In Service,,1989,Surrey,,,,,,,,,19930421,,49.042202,-122.806909
3017,0,1,4,Tee,1000299305,14796,1459901966,,,111.37,,,In Service,,1997,Surrey,,,,,,,,,19990115,,49.038550,-122.817876
3018,0,1,4,Tee,1000313761,9807,1640201136,,,39.26,,,In Service,,1961,Surrey,,,,,,,,,19900319,,49.023755,-122.768316
3019,0,1,4,Tee,1000313780,9875,1606201142,,,45.89,,,In Service,,1981,Surrey,,,,,,,,,19900320,,49.023882,-122.777672
3020,0,1,4,Tee,1000313878,10121,1618000835,,,19.51,,,In Service,,1987,Surrey,,,,,,,,,19900327,,49.018311,-122.774454
3021,0,1,2,Reducer,1000315826,15211,1241005840,200,ST,54,74.2,-20.2,In Service,7801-0205-00,200,Surrey,,200 X 150 REDUCER,Final AB,,,,,,19880616,20080211,49.108731,-122.877940
3022,0,1,2,Reducer,1000315828,17480,1640803573,300,CAS,,,,In Service,7895-0164-,2001,Surrey,,300/200,Final AB,,,,,,20030819,,49.067517,-122.767953
3023,0,1,2,Reducer,1000315829,15322,1600801948,200,CAS,,,,In Service,1200-6030-,2001,Surrey,,200-150,Final AB,,,,,,20020710,,49.038165,-122.779089
3024,0,1,2,Reducer,1000315689,17209,1278511468,200,CAS,,,,In Service,WD-0-31,2001,Surrey,,AS PER OPERATIONS,,,,,,,20030618,,49.210550,-122.867332
3025,0,1,2,Reducer,1000315718,15989,1615701545,450,CAS,,51.7,,In Service,1297-505,1997,Surrey,,,,,,,,,20020925,,49.030852,-122.775032
3026,0,1,2,Reducer,1000315758,15265,1550502357,400,CAS,,,,In Service,1297-5130-,2000,Surrey,,400-300,Final AB,,,,,,20020708,,49.045579,-122.792908
3027,0,1,4,Tee,1000312527,18619,1883407147,200,DI,,71.31,,In Service,7802-0240-00,2004,Surrey,,,Final AB,,,,,,20050131,20110608,49.132060,-122.700756
3028,0,1,2,Reducer,1000315715,15084,1374702367,250,CC,,81.5,,In Service,7800-0338-,2002,Surrey,,,Final AB,,,,,,20020613,,49.045851,-122.841300
3029,0,1,2,Reducer,1000315783,15963,1940001367,200,CAS,,36.92,,In Service,7800-0127-,2000,Surrey,,,Final AB,,,,,,20020923,,49.027423,-122.685811
3030,0,0,4,Tee,1000311771,5023,1616708417,200,CAS,64.05,,,Abandoned,,1985,Surrey,,SEE WD-045-032,,,,,,,19890504,20081016,49.155470,-122.774194
3031,0,1,4,Tee,1000300705,10452,1440601587,,,88.69,,,In Service,,1980,Surrey,,,,,,,,,19900503,,49.032007,-122.823189
3032,0,1,4,Tee,1000301052,10153,1322101747,,,91.56,,,In Service,,1980,Surrey,,,,,,,,,19900328,,49.034946,-122.855791
3033,0,1,4,Tee,1000311943,14102,1620808223,,,60.43,,,In Service,,1995,Surrey,,,,,,,,,19960404,,49.151946,-122.773058
3034,0,1,4,Tee,1000311769,4989,1616608415,,,64.05,,,In Service,,1985,Surrey,,,,,,,,,19890503,,49.155431,-122.774210
3035,0,0,4,Tee,1000312019,16949,1620308410,150,CAS,,,,Abandoned,1297-0318-00,1998,Surrey,,,Final AB,,,,,,20030520,20081016,49.155075,-122.773194
3036,0,1,4,Tee,1000314717,12405,1331211218,,,38.95,,,In Service,,1995,Surrey,,,,,,,,,19950818,,49.206262,-122.852784
3037,0,1,4,Tee,1000311995,5109,1612308333,,,64,,,In Service,,1995,Surrey,,,,,,,,,19990705,,49.153699,-122.775410
3038,0,1,4,Tee,1000308031,19281,1196106336,300,DI,,71.4,,In Service,1204-6130-00,2004,Surrey,,,Final AB,,,,,,20051214,20110608,49.117728,-122.890293
3039,0,1,4,Tee,1000308042,19461,1270806008,200,DI,,93.7,,In Service,7803-0412-00,2006,Surrey,,,Final AB,20070820,,,,,20060314,20110608,49.111764,-122.869721
3040,0,1,4,Tee,1000849016,,1670408430,300,DI,,42.4,,In Service,7893-0205-00,2008,Surrey,,,Final AB,20080626,,,,,20080423,20110608,49.155417,-122.759383
3041,0,1,4,Tee,1000849018,,1667408430,300,DI,,45.8,,In Service,7893-0205-00,2008,Surrey,,,Final AB,20080626,,,,,20080423,20110608,49.155416,-122.760187
3042,0,1,4,Tee,1000851019,,1246205601,250,DI,,58.7,,In Service,7805-0137-00,2008,Surrey,,TEE,Final AB,,,,,,20080521,20110608,49.104410,-122.876545
3043,0,1,1,Cross,1000851635,,1418806212,300,DI,,44.05,,In Service,7807-0157-00,2008,Surrey,,,Final AB,,,,,,20080527,20110608,49.115402,-122.828934
3044,0,1,4,Tee,1000851636,,1418806211,300,DI,,,,In Service,7807-0157-00,2008,Surrey,,,Final AB,,,,,,20080527,20110608,49.115392,-122.828935
3045,0,1,1,Cross,1000851638,,1418806296,300,DI,,34.56,,In Service,7807-0157-00,2008,Surrey,,,Final AB,,,,,,20080527,20110608,49.116917,-122.828931
3046,0,1,1,Cross,1000851639,,1418806258,300,DI,,38.92,,In Service,7807-0157-00,2008,Surrey,,,Final AB,,,,,,20080527,20110608,49.116237,-122.828932
3047,0,1,2,Reducer,1000851666,,1418806313,300,DI,,32.57,,In Service,7807-0157-00,2008,Surrey,,300 X 200 REDUCER,Final AB,,,,,,20080527,20110608,49.117230,-122.828930
3048,0,1,4,Tee,1000852204,,1308011423,300,DI,,3.36,,In Service,1703-7020-00,2005,Surrey,,,Final AB,,,,,,20080606,20110608,49.209731,-122.859212
3049,0,1,4,Tee,1000852216,,1308011425,300,DI,,3.35,,In Service,1703-7020-00,2005,Surrey,,,Final AB,,,,,,20080606,20110608,49.209769,-122.859212
3050,0,1,4,Tee,1000310310,15188,1520703246,350,DI,,33.9,,In Service,7899-0072-00,2000,Surrey,,,Final AB,,,,,,20020627,20110608,49.061681,-122.801035
3051,0,1,4,Tee,1000853877,,1520803203,350,DI,,35.33,,In Service,1203-5100-00,2005,Surrey,,,Final AB,,,,,,20080709,20110608,49.060907,-122.801037
3052,0,1,4,Tee,1000299896,18187,1559903714,18,PVC,,16.22,,In Service,7801-0125-00,2004,Surrey,,,Final AB,,,,,,20040803,,49.070142,-122.790226
3053,0,1,4,Tee,1000299898,18189,1551203756,200,PVC,,21,,In Service,7801-0125-00,2004,Surrey,,,Final AB,,,,,,20040804,,49.070889,-122.792618
3054,0,1,4,Tee,1000303273,16306,1958909643,200,DI,,11.92,,In Service,7899-0236-00,2000,Surrey,,,Final AB,,,,,,20021101,,49.177164,-122.679641
3055,0,1,4,Tee,1000303555,15669,1615611407,100,CAS,,54.58,,In Service,7894-0144-00,1997,Surrey,,,Final AB,,,,,,20020821,,49.209305,-122.774244
3056,0,1,4,Tee,1000303557,15671,1619111402,200,CAS,,50.88,,In Service,7894-0144-00,1997,Surrey,,,Final AB,,,,,,20020821,,49.209216,-122.773285
3057,0,1,4,Tee,1000303880,16894,1297207326,300,CAS,,83.4,,In Service,1200-6100-00,2000,Surrey,,,Final AB,,,,,,20030515,,49.135597,-122.862399
3058,0,1,4,Tee,1000304215,15897,1302310117,200,CAS,,91.1,,In Service,1297-3120-00,1997,Surrey,,,Final AB,,,,,,20020913,,49.186108,-122.860836
3059,0,1,4,Tee,1000304230,17028,1339410220,350,CAS,,82.32,,In Service,7899-0188-00,2001,Surrey,,,Final AB,,,,,,20030526,,49.187964,-122.850583
3060,0,1,4,Tee,1000304541,15998,1584310316,150,PVC,,65.07,,In Service,7880-0374-00,1981,Surrey,,,Final AB,,,,,,20020926,,49.189594,-122.782973
3061,0,1,4,Tee,1000310927,8175,1336310884,,,68.42,,,In Service,,1994,Surrey,,,,,,,,,19960122,,49.200215,-122.851380
3062,0,1,4,Tee,1000314178,14431,1620508936,,,60.61,,,In Service,,1997,Surrey,,,,,,,,,19971121,,49.164599,-122.773105
3063,0,1,4,Tee,1000314222,8070,1337906802,,,69.2,,,In Service,,1980,Surrey,,,,,,,,,19891115,,49.126383,-122.851161
3064,0,1,4,Tee,1000314265,10561,1353006455,,,54.16,,,In Service,,1992,Surrey,,,,,,,,,19930203,,49.120089,-122.847024
3065,0,1,4,Tee,1000314274,8215,1359406448,,,49.7,,,In Service,,1995,Surrey,,,,,,,,,19950816,,49.119965,-122.845253
3066,0,1,4,Tee,1000313960,943,1631401351,,,38.25,,,In Service,,1996,Surrey,,,,,,,,,19981123,20110608,49.027336,-122.770708
3067,,0,4,Tee,1001851541,,1680410240,450,DI,,56.29,,In Service,1205-3280-00,2015,Surrey,,,Final AB,,,,,,20151222,20151222,49.188160,-122.756459
3068,,1,2,Reducer,1001714960,,1399306110,300,DI,,,,In Service,7811-0247-00,2015,Surrey,,,Final AB,,,,,,20170731,20170731,49.113564,-122.834301
3069,,1,4,Tee,1001605682,,1518502885,300,PVC,,,,In Service,7812-0201-00,2015,Surrey,,,Final AB,,,,,,20150626,20151124,49.055144,-122.801667
3070,0,1,4,Tee,1000305616,1101,1854105592,,,49.65,,,In Service,,1994,Surrey,,,,,,,,,19881011,,49.104219,-122.709006
3071,0,1,4,Tee,1000305661,8723,1880206274,,,71.33,,,In Service,,1990,Surrey,,,,,,,,,19900109,,49.116535,-122.701761
3072,0,1,4,Tee,1000305740,9439,1870805711,,,59.77,,,In Service,,1989,Surrey,,,,,,,,,19920403,,49.106366,-122.704413
3073,,1,3,Tap,1001168658,,1461710553,600,ST,,,,In Service,1201-5010-00,2010,Surrey,,,Final AB,,,,,,20100729,20110608,49.193943,-122.816811
3074,0,1,4,Tee,1000304667,6903,1265311420,,,0.4,,,In Service,,1977,Surrey,,,,,,,,,19890906,,49.209929,-122.870958
3075,0,1,4,Tee,1000301798,14689,1296602362,,,80,,,In Service,,1997,Surrey,,,,,,,,,19990113,,49.045785,-122.862802
3076,0,1,4,Tee,1000301848,14515,1280102493,,,60.39,,,In Service,,1997,Surrey,,,,,,,,,19980709,,49.048155,-122.867327
3077,0,1,4,Tee,1000314613,18264,1660802365,675,ST,,104.68,,In Service,WF-2556,1999,Surrey,,,Final AB,,,,,,20040914,20151022,49.045676,-122.762549
3078,0,1,4,Tee,1000301886,9399,1357603002,,,37.49,,,In Service,,1969,Surrey,,,,,,,,,19900213,,49.057624,-122.845932
3079,0,1,4,Tee,1000302015,9350,1255102796,,,13.8,,,In Service,,1983,Surrey,,,,,,,,,19900209,,49.053941,-122.874156
3080,0,1,4,Tee,1000302173,8910,1307305422,,,22,,,In Service,,1982,Surrey,,,,,,,,,19900116,,49.101422,-122.859677
3081,0,1,4,Tee,1000302217,741,1553805753,,,12.44,,,In Service,,1981,Surrey,,,,,,,,,19880928,,49.107315,-122.791742
3082,0,1,4,Tee,1000302226,757,1547205822,,,9.13,,,In Service,,1981,Surrey,,,,,,,,,19880928,,49.108559,-122.793539
3083,0,1,4,Tee,1000302237,771,1527805972,,,19.52,,,In Service,,1980,Surrey,,,,,,,,,19880928,,49.111279,-122.798870
3084,0,1,4,Tee,1000302305,2061,1840407203,,,53.25,,,In Service,,1965,Surrey,,,,,,,,,19890117,,49.133376,-122.712628
3085,0,1,4,Tee,1000302389,14062,1554607952,,,55.22,,,In Service,,1994,Surrey,,,,,,,,,19950615,,49.147081,-122.791350
3086,0,1,4,Tee,1000302406,2442,1910608634,,,10.77,,,In Service,,1986,Surrey,,,,,,,,,19890207,,49.159196,-122.693119
3087,0,1,4,Tee,1000303433,12298,1244310414,,,37.64,,,In Service,,1974,Surrey,,,,,,,,,19900822,,49.191741,-122.876790
3088,0,0,4,Tee,1000304520,14800,0798213820,300,CAS,62.17,62.17,0,Abandoned,1296-608,1996,Surrey,,SEE WD-024-035,,,,,,,19990115,20170828,49.176974,-122.778807
3089,0,1,4,Tee,1000303546,13562,1618211317,,,58.9,,,In Service,,1993,Surrey,,,,,,,,,19941121,,49.207917,-122.773532
3090,,1,2,Reducer,1001729839,,1510209136,300,CAS,,89.76,,In Service,7812-0074-00,2015,Surrey,,300 X 150 Reducer,Final AB,,,,,,20150527,20151118,49.168269,-122.803522
3091,0,1,4,Tee,1000303688,5593,1298107919,,,77.7,,,In Service,,1988,Surrey,,,,,,,,,19890601,,49.146592,-122.862080
3092,0,1,4,Tee,1000303715,5673,1296907407,,,83.09,,,In Service,,1978,Surrey,,,,,,,,,19890605,,49.137330,-122.862418
3093,0,1,4,Tee,1000303769,5805,1337407206,,,76.21,,,In Service,,1984,Surrey,,,,,,,,,19890608,,49.133688,-122.851282
3094,0,1,4,Tee,1000304010,8573,1297609864,,,80.25,,,In Service,,1971,Surrey,,,,,,,,,19900104,,49.181783,-122.862111
3095,0,1,4,Tee,1000304016,8579,1287909851,,,77.11,,,In Service,,1967,Surrey,,,,,,,,,19900104,,49.181550,-122.864793
3096,0,1,2,Reducer,1000304052,8673,1293610404,,DI,87.6,,,In Service,,2008,Surrey,,,Initial AB,,,,,,19900108,20080828,49.191554,-122.863185
3097,,1,4,Tee,1001200298,,1720900149,300,DI,,15.58,,In Service,7804-0411-00,2009,Surrey,,,Final AB,,,,,,20110607,20110609,49.005533,-122.746202
3098,0,1,4,Tee,1000314531,2786,1668802784,,,73.85,,,In Service,,1981,Surrey,,,,,,,,,19890203,,49.053539,-122.760313
3099,0,1,4,Tee,1000314587,13333,1680702757,,,80.95,,,In Service,,1993,Surrey,,,,,,,,,19930525,20090112,49.053051,-122.757044
3100,0,1,4,Tee,1000314721,12498,1346911318,,,30.26,,,In Service,,1995,Surrey,,,,,,,,,19950818,,49.208062,-122.848424
3101,0,1,4,Tee,1000314746,15566,1298511737,450,ST,,,,In Service,,,Surrey,,SEE WD-001-023,,,,,,,20020725,,49.215428,-122.861801
3102,0,1,4,Tee,1000314775,7178,1398411613,,,36,,,In Service,,1981,Surrey,,,,,,,,,19890922,,49.213382,-122.834210
3103,0,1,4,Tee,1000314799,7212,1398011294,,,90.54,,,In Service,,1974,Surrey,,,,,,,,,19890925,,49.207601,-122.834327
3104,0,1,4,Tee,1000314804,7221,1388811399,,,72.14,,,In Service,,1980,Surrey,,,,,,,,,19890925,,49.209518,-122.836857
3105,0,1,4,Tee,1000314839,7298,1412011406,,,84.95,,,In Service,,1959,Surrey,,,,,,,,,19890926,,49.209620,-122.830452
3106,0,1,4,Tee,1000841454,,1900107231,450,DI,,80.87,,In Service,1206-8030-00,2007,Surrey,,,Final AB,,,,,,20080118,20110608,49.133568,-122.696135
3107,0,1,2,Reducer,1000315765,17162,1414709053,200,CAS,,62.9,,In Service,7800-0352-,2003,Surrey,,,Final AB,,,,,,20030611,,49.166818,-122.829872
3108,0,1,2,Reducer,1000315767,15384,1529105837,200,CAS,27,21.7,5.3,In Service,7893-0040-,1999,Surrey,,,Final AB,,,,,,20020715,,49.108563,-122.798535
3109,0,1,2,Reducer,1000315779,15978,1779101567,200,CAS,,21.8,,In Service,7898-0147-,2000,Surrey,,,Final AB,,,,,,20020925,,49.031155,-122.730061
3110,0,1,2,Reducer,1000315788,15921,1429110362,300,CAS,,102.48,,In Service,1299-6100-,2000,Surrey,,,Final AB,,,,,,20020917,,49.190496,-122.825813
3111,0,1,2,Reducer,1000315795,15971,1314901409,150,CAS,,75.47,,In Service,7800-0151-,2001,Surrey,,,Final AB,,,,,,20020924,,49.028521,-122.857805
3112,0,1,2,Reducer,1000315796,15694,1191211089,300,CAS,,1.8,,In Service,1298-5130-,1999,Surrey,,,Final AB,,,,,,20020826,,49.203704,-122.891480
3113,0,1,2,Reducer,1000315797,16071,1367310576,350,CAS,88.88,90.36,-1.48,In Service,1297-6280-,2002,Surrey,,,Final AB,,,,,,20021002,,49.194381,-122.842860
3114,0,1,2,Reducer,1000315800,15075,1574811228,200,CAS,,86.48,,In Service,7899-0139-,2001,Surrey,,200-150,Final AB,,,,,,20020611,,49.206091,-122.785518
3115,0,1,2,Reducer,1000315802,15801,1581811074,200,CAS,,80.4,,In Service,7897-0240-,1999,Surrey,,,Final AB,,,,,,20020905,,49.203283,-122.783599
3116,0,1,2,Reducer,1000315804,16277,1458908087,250,CAS,32.11,22.2,9.91,In Service,7896-0094-,2001,Surrey,,,Final AB,,,,,,20021029,,49.149308,-122.817744
3117,0,1,2,Reducer,1000315807,17018,1680710440,250,CAS,,57.61,,In Service,7895-0277-,1997,Surrey,,250/200,Final AB,,,,,,20030523,,49.191770,-122.756357
3118,0,1,4,Tee,1000301761,9102,1359802349,,,80.15,,,In Service,,1974,Surrey,,,,,,,,,19900221,,49.045825,-122.845387
3119,0,1,4,Tee,1000301764,9094,1300402349,,,80.38,,,In Service,,1974,Surrey,,,,,,,,,19900222,,49.045838,-122.861727
3120,0,1,4,Tee,1000313656,14037,1553402643,,,75.15,,,In Service,,1995,Surrey,,,,,,,,,19950607,,49.051049,-122.792071
3121,0,1,4,Tee,1000313671,5462,1539902561,,,85.7,,,In Service,,1997,Surrey,,,,,,,,,19980831,,49.049272,-122.795810
3122,0,1,4,Tee,1000313825,9999,1640200943,,,38.01,,,In Service,,1961,Surrey,,,,,,,,,19900323,,49.020262,-122.768336
3123,0,1,4,Tee,1000313866,10096,1616401110,,,36.17,,,In Service,,1983,Surrey,,,,,,,,,19900327,,49.023281,-122.774865
3124,0,1,4,Tee,1000313888,10151,1657200887,,,30.59,,,In Service,,1989,Surrey,,,,,,,,,19900328,,49.019231,-122.763667
3125,0,1,4,Tee,1000313930,2368,1616801399,,,47.6,,,In Service,,1992,Surrey,,,,,,,,,19921204,,49.028519,-122.774733
3126,0,1,4,Tee,1000314000,2415,1690510461,,,52.7,,,In Service,,1992,Surrey,,,,,,,,,19930302,,49.192396,-122.753639
3127,0,1,4,Tee,1000297506,11136,1383006997,,,61.67,,,In Service,,1987,Surrey,,,,,,,,,19920529,,49.129879,-122.838727
3128,0,1,4,Tee,1000297633,8305,1419406605,,,20.2,,,In Service,,1956,Surrey,,,,,,,,,19891212,,49.122787,-122.828708
3129,0,1,4,Tee,1000297714,12984,1483708331,,,30.32,,,In Service,,1990,Surrey,,,,,,,,,19910726,,49.153983,-122.810857
3130,0,1,4,Tee,1000297715,12986,1486008280,,,26.6,,,In Service,,1990,Surrey,,,,,,,,,19910726,,49.153045,-122.810234
3131,0,1,4,Tee,1000297860,3564,1490408147,,,15.28,,,In Service,,1988,Surrey,,,,,,,,,19890310,,49.150645,-122.809031
3132,0,1,4,Tee,1000311596,4789,1327508047,,,65.17,,,In Service,,1975,Surrey,,,,,,,,,19890426,,49.148902,-122.853965
3133,0,1,4,Tee,1000311600,4793,1332208015,,,64.93,,,In Service,,1973,Surrey,,,,,,,,,19890426,,49.148320,-122.852654
3134,0,1,4,Tee,1000311647,4897,1338208731,,,42.61,,,In Service,,1975,Surrey,,,,,,,,,19890501,,49.161266,-122.850978
3135,0,1,4,Tee,1000311691,9758,1342908323,,,44.15,,,In Service,,1990,Surrey,,,,,,,,,19920717,,49.153894,-122.849693
3136,0,1,4,Tee,1000311770,5021,1620008423,200,CAS,64.59,,,In Service,,1985,Surrey,,,,,,,,,19890504,,49.155567,-122.773286
3137,0,1,4,Tee,1000302900,4069,1538308886,150,DI,95.49,,,Abandoned,,1970,Surrey,,,,,,,,,19890405,20110608,49.163986,-122.795785
3138,0,1,4,Tee,1000307545,13173,1499607224,,,32.88,,,In Service,,1993,Surrey,,,,,,,,,19931208,20060922,49.133672,-122.806589
3139,0,1,4,Tee,1000309223,7782,1479107225,,,50.98,,,In Service,,1984,Surrey,,,,,,,,,19891023,20060922,49.133709,-122.812219
3140,0,1,4,Tee,1000300403,15367,1765106414,400,DI,,13.05,,In Service,1298-512,1999,Surrey,,,,,,,,,20020715,20110608,49.118871,-122.733438
3141,0,1,4,Tee,1000300858,10387,1417601947,250,DI,89.92,,,Abandoned,,1980,Surrey,,SEE WD-122-041,,,,,,,19900430,20110608,49.038529,-122.829485
3142,0,1,4,Tee,1000314712,12070,1348211280,,,39.94,,,In Service,,1995,Surrey,,,,,,,,,19950818,,49.207378,-122.848084
3143,0,1,4,Tee,1000314733,15022,1281611336,300,DI,3.3,2.2,1.1,In Service,1798-710,2000,Surrey,,,,,,,,,20020503,,49.208168,-122.866496
3144,0,1,4,Tee,1000314945,7813,1298106995,,,84.4,,,In Service,,1984,Surrey,,,,,,,,,19891026,,49.129889,-122.862117
