,TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
1180,NDAA-92UNDS,Old Surrey Restaurant,13483 72 Ave,Surrey,Restaurant,49.13375295,-122.84888847
1181,RORS-5ZXQPD,Omega Pizza & Wings,7577 King George Blvd,Surrey,Restaurant,49.14042433,-122.84594096
1182,GEDS-7FAR6Z,Omega Pizza & Wings (152nd St),9965 152 St,Surrey,Restaurant,49.18379312,-122.80127286
1183,A019565    ,On Yuen Restaurant,9014 152 St,Surrey,Restaurant,49.16697429,-122.79924081
1184,SHEN-AJDQCL,One More Thai Restaurant,7158 120 St,Surrey,Restaurant,49.13337244,-122.88992652
1185,SHEN-A3NLE3,One Up Cafe,2755 192 St,Surrey,Restaurant,49.05247451,-122.69181713
1186,MMAR-7YMNCT,OPA Souvlaki of Greece (Surrey),10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
1187,SPLH-9LFPJW,OPA! of Greece,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
1188,SPLH-9URRSS,OPA! Souvlaki (Grandview Corners),2245 160 St,Surrey,Restaurant,49.04289123,-122.77955252
1189,SDFO-8FWNRZ,Orange Julius,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.84584777
1190,GEDS-7ENSTB,Orange Julius (White Rock),1711 152 St,Surrey,Restaurant,49.0331143,-122.80166897
1191,GEDS-6M32JU,Oriental Buffet,15140 101 Ave,Surrey,Restaurant,49.18595325,-122.80215538
1192,GEDS-7NJ2JT,Original Bhaia Sweet Shop,15299 68 Ave,Surrey,Restaurant,49.12656472,-122.79923406
1193,GEDS-7ZPMT4,Otter Gas Bar @ Surrey,16788 104 Ave,Surrey,Restaurant,49.1914658,-122.75688889
1194,NDAA-966PCS,Outtakes,12161 72 Ave,Surrey,Restaurant,49.13501244,-122.88650119
1195,GEDS-772UVP,Pacific Academy,10238 168 St,Surrey,Restaurant,49.18891871,-122.75623984
1196,GEDS-7X2MK9,Pacific Billiards and Snookers,13774 104 Ave,Surrey,Restaurant,49.19140906,-122.84064464
1197,NDAA-9FVSNK,Pacific Bistro and Convenience Store,382 175A St,Surrey,Restaurant,49.00903312,-122.73593331
1198,RORS-5U6QTF,Pacific Carlton,15366 17 Ave,Surrey,Restaurant,49.03276382,-122.79637449
1199,NDAA-9FJTXM,Pacific Community Church,5337 180 St,Surrey,Restaurant,49.09979624,-122.72419535
1200,NDAA-9B3TGR,Pacific Kabab Hut & Catering,10731 King George Blvd,Surrey,Restaurant,49.19765626,-122.84570369
1201,A018215    ,Pacific Life Bible College Cafeteria,15100 66A Ave,Surrey,Restaurant,49.12335647,-122.80362786
1202,SWOD-AF3QGR,Pacific Pizza,12817 Old Yale Rd,Surrey,Restaurant,49.19783731,-122.86702045
1203,NDAA-9AZT2Q,Pacifica Retirement Residence,2525 King George Blvd,Surrey,Restaurant,49.04778017,-122.7976604
1204,A019866    ,Pak Punjab Sweets & Somosas House,12835 96 Ave,Surrey,Restaurant,49.17731947,-122.86660146
1205,SPLH-9P9LLM,Pakwan House,13030 76 Ave,Surrey,Restaurant,49.14081751,-122.86117413
1206,SPLH-9NKPBX,Palmyra Mediterranean Grill,10020 152 St,Surrey,Restaurant,49.18460092,-122.80059474
1207,HCAR-AUNR89,Panago #022,16120 24 Ave,Surrey,Restaurant,49.04472384,-122.776141
1208,A019660    ,Panago #07,14851 108 Ave,Surrey,Restaurant,49.1994351,-122.81019765
1209,SODN-65HUKF,Panago #10,8556 120 St,Surrey,Restaurant,49.15831669,-122.8900703
1210,GEDS-7BRP3Y,Panago #23,7320 King George Blvd,Surrey,Restaurant,49.13512719,-122.84513975
1211,A019251    ,Panago #32,15420 Fraser Hwy,Surrey,Restaurant,49.1635911,-122.79556223
1212,NDAA-93TVRY,Panago #65,12840 16 Ave,Surrey,Restaurant,49.03114098,-122.86620632
1213,SDFO-8LML24,Panago #80,5669 176A St,Surrey,Restaurant,49.10533344,-122.73387815
1214,NDAA-985Q3P,Panago Pizza #34,7310 120 St,Surrey,Restaurant,49.1357896,-122.89000833
1215,NDAA-9DSUU7,Panda Szechuan,3099 152 St,Surrey,Restaurant,49.05809016,-122.80213669
1216,GEDS-6TEV3Q,Panorama Ridge Secondary School Food Service,13220 64 Ave,Surrey,Restaurant,49.11879109,-122.85498745
1217,SPLH-AS8T5E,Papa Joe's Pizza,16055 Fraser Hwy,Surrey,Restaurant,49.1569391,-122.77710268
1218,SDFO-8JBLH9,Papa John's Pizza #009770 (Surrey),10320 152 St,Surrey,Restaurant,49.19010913,-122.80059715
1219,SWOD-AHBR8X,Papa John's Pizza (South Surrey),2245 160 St,Surrey,Restaurant,49.04289123,-122.77955252
1220,NDAA-99WQ7U,Papa Murphy`s Take N Bake Pizza,15355 24 Ave,Surrey,Restaurant,49.04583671,-122.79750443
1221,GEDS-82XN83,Parkland Fellowship,9574 160 St,Surrey,Restaurant,49.17636906,-122.77856423
1222,GEDS-65FUQU,Parkland Food Market,8270 144 St,Surrey,Restaurant,49.15336924,-122.82312417
1223,SHEN-9PXP43,Parmar Sweets & Restaurant Ltd,13647 72 Ave,Surrey,Restaurant,49.13373657,-122.8442029
1224,SHEN-9ZWTDU,Pasta Vino Trattoria & Bar,15355 24 Ave,Surrey,Restaurant,49.04583671,-122.79750443
1225,A020208    ,Path to Freedom Treatment Centre,19030 56 Ave,Surrey,Restaurant,49.10421009,-122.69550705
1226,SDFO-8HKP7E,Pattullo A&W,12808 King George Blvd,Surrey,Restaurant,49.20610961,-122.8668064
1227,SHEN-A47R49,Payal Chaat House & Restaurant,12877 80 Ave,Surrey,Restaurant,49.14842952,-122.86514353
1228,SYOG-5M546R,Peace Portal Alliance Church - Commercial Kitchen,15128 27B Ave,Surrey,Restaurant,49.05269784,-122.80344077
1229,PNEL-6HRRVX,Peace Portal Alliance Church - Servery,15128 27B Ave,Surrey,Restaurant,49.05269784,-122.80344077
1230,A019654    ,Peace Portal Golf Course Lounge,16900 4 Ave,Surrey,Restaurant,49.00906878,-122.75300261
1231,A019528    ,Peace Portal Golf Course Restaurant,16900 4 Ave,Surrey,Restaurant,49.00906878,-122.75300261
1232,SWOD-AKARQ2,Peace Portal Seniors Village,15441 16 Ave,Surrey,Restaurant,49.03127807,-122.79452781
1233,SHEN-9SSR22,Peachwave Clayton Yogurt,18696 Fraser Hwy,Surrey,Restaurant,49.12429034,-122.70365737
1234,JDSO-ACYQ58,Peachwave Frozen Yogurt,14360 64 Ave,Surrey,Restaurant,49.11849968,-122.82424686
1235,SHEN-A5UVGH,Peacock Bar & Grill,10257 King George Blvd,Surrey,Restaurant,49.18923985,-122.845753
1236,GEDS-642SW4,Pearl Fever (Surrey),10330 152 St,Surrey,Restaurant,49.19027016,-122.80009284
1237,SHEN-9QASUV,Pearl Fever Tea House,7310 120 St,Surrey,Restaurant,49.1357896,-122.89000833
1238,GEDS-6LJUGF,Peninsula Resort Retirement Food Service,2088 152 St,Surrey,Restaurant,49.03966889,-122.8009538
1239,SPLH-AAAUPT,Pepperoni Cafe,6388 120 St,Surrey,Restaurant,49.11879807,-122.89012869
1240,GEDS-6Y32GA,Perfect 2 for 1 Pizza (Surrey),15625 96 Ave,Surrey,Restaurant,49.17709036,-122.78948694
1241,NDAA-9C6M25,Pho 99,19533 Fraser Hwy,Surrey,Restaurant,49.11505665,-122.68181058
1242,SHEN-AP8NJL,Pho 99 Express,12837 76 Ave,Surrey,Restaurant,49.141185,-122.86667087
1243,SWOD-AFGPCU,Pho 99 Vietnamese Noodle House (Surrey),8934 152 St,Surrey,Restaurant,49.16515858,-122.80078448
1244,SHEN-APNR78,Pho Hillton Vietnamese Restaurant,18640 Fraser Hwy,Surrey,Restaurant,49.12546293,-122.70609458
1245,GEDS-7FBP3Q,Pho Hoa Hong Vietnamese Restaurant,10302 City Pky,Surrey,Restaurant,49.18995809,-122.84739212
1246,A019121    ,Pho Hoa Restaurant (Surrey),14357 104 Ave,Surrey,Restaurant,49.19172924,-122.82377185
1247,GEDS-6932JN,Pho Hung Restaurant (Surrey),16033 108 Ave,Surrey,Restaurant,49.1989669,-122.77775438
1248,ACAK-8VLMLT,Pho Newton,7488 King George Blvd,Surrey,Restaurant,49.13853724,-122.84525515
1249,HCAR-AVJVJ5,Pho Oh-Ba-Ma,15155 101 Ave,Surrey,Restaurant,49.18629935,-122.80223401
1250,NDAA-8ZMPNB,Pho Sunrise Vietnamese Cuisine,15355 24 Ave,Surrey,Restaurant,49.04583671,-122.79750443
1251,A018996    ,Pho Tam Vietnamese Restaurant,10302 City Pky,Surrey,Restaurant,49.18995809,-122.84739212
1252,NDAA-8ZRNLV,Pho Tau Bay Restaurant,7322 King George Blvd,Surrey,Restaurant,49.1353508,-122.84515819
1253,GEDS-6UHQTM,Pho Tau Bay Restaurant (Surrey),10782 148 St,Surrey,Restaurant,49.19805184,-122.81226056
1254,GEDS-76XSU2,Pick & Chews Teriyaki,1711 152 St,Surrey,Restaurant,49.0331143,-122.80166897
1255,GEDS-6WVQM8,PICS - Assisted Living Food Service,12075 75A Ave,Surrey,Restaurant,49.14031733,-122.88794031
1256,NDAA-8ZBRY3,Pikanik,1959 152 St,Surrey,Restaurant,49.03727504,-122.80146689
1257,SWOD-AF5MEJ,Pink Lotus Cafe,16016 Fraser Hwy,Surrey,Restaurant,49.1569315,-122.77828096
1258,SHEN-ABMQ4S,Pinoy's Chicken,13775 72 Ave,Surrey,Restaurant,49.13379072,-122.83907099
1259,GEDS-7NXTJY,Piquant Gourmet Foods,1627 128 St,Surrey,Restaurant,49.03172404,-122.86773745
1260,SHEN-A72QKH,Pita Pit #235,9908 King George Blvd,Surrey,Restaurant,49.18334718,-122.84499471
1261,GEDS-7FAUTC,Pita Pit (Surrey),7320 King George Blvd,Surrey,Restaurant,49.13512719,-122.84513975
1262,GEDS-7MMUPB,Pizza 24 (Surrey),9514 120 St,Surrey,Restaurant,49.17605137,-122.88986703
1263,GEDS-83MVDP,Pizza 64,13190 64 Ave,Surrey,Restaurant,49.11884568,-122.85695768
1264,SHEN-A2FN38,Pizza 64,12499 88 Ave,Surrey,Restaurant,49.16335778,-122.8766604
1265,SWOD-9Z3MVN,Pizza 64 #2,16780 64 Ave,Surrey,Restaurant,49.11868842,-122.75753449
1266,A020239    ,Pizza Factory (Surrey 2),6838 King George Blvd,Surrey,Restaurant,49.12666981,-122.84512187
1267,SHEN-ANSP7T,Pizza Hub,9436 King George Blvd,Surrey,Restaurant,49.17441007,-122.84552392
1268,GEDS-6U4THW,Pizza Hut #31104,13786 104 Ave,Surrey,Restaurant,49.19140493,-122.84037033
1269,GEDS-6U4TBQ,Pizza Hut #31106,1738 152 St,Surrey,Restaurant,49.0336339,-122.80104859
1270,GEDS-6U4QJY,Pizza Hut #31122,15951 Fraser Hwy,Surrey,Restaurant,49.15815596,-122.78024868
1271,GEDS-6U4Q7U,Pizza Hut #31123,13753 72 Ave,Surrey,Restaurant,49.13377078,-122.84058109
1272,GEDS-6U4Q4B,Pizza Hut #31124,10160 152 St,Surrey,Restaurant,49.18699498,-122.80051348
1273,SHEN-AGKNPK,Pizza Hut #31152,12477 88 Ave,Surrey,Restaurant,49.16395195,-122.8770559
1274,SWOD-AJP25M,Pizza Hut #R39801,2711 192 St,Surrey,Restaurant,49.05150946,-122.6918208
1275,GEDS-82BRGL,Pizza Inn,19390 68 Ave,Surrey,Restaurant,49.12623835,-122.68582352
1276,JDSO-ACHTG3,Pizza Knight,19161 Fraser Hwy,Surrey,Restaurant,49.11961383,-122.69181652
1277,SHEN-AU9QKB,Pizza N Paradise Restaurant Ltd,5775 176 St,Surrey,Restaurant,49.10733737,-122.73518744
1278,SPLH-A9TUJR,Pizza Nation,13980 108 Ave,Surrey,Restaurant,49.19866862,-122.83459774
1279,SHEN-9PQPQM,Pizza Pit,15989 108 Ave,Surrey,Restaurant,49.19896015,-122.77929824
1280,NDAA-9C5SN9,Pizza Plus 96,12050 96 Ave,Surrey,Restaurant,49.17699844,-122.88746876
1281,SDFO-8P6URP,Pizza Point,13651 100 Ave,Surrey,Restaurant,49.18443069,-122.8439126
1282,KSMH-AQWTG2,Pizza Town Curry House & Sweets,8553 132 St,Surrey,Restaurant,49.15823711,-122.85770818
1283,GEDS-7QVQDQ,Planet India Restaurant,13775 72 Ave,Surrey,Restaurant,49.13379072,-122.83907099
1284,GEDS-7AGRER,Polonia Bakery & Deli (Surrey),14641 108 Ave,Surrey,Restaurant,49.19890626,-122.81658094
1285,NDAA-8RKSYR,Polonia Sausage Deli,14045 104 Ave,Surrey,Restaurant,49.19169103,-122.83292548
1286,NDAA-AC3N6U,Pop Up Soup Kitchen,13483 72 Ave,Surrey,Restaurant,49.13375295,-122.84888847
1287,SPLH-AV62J6,Popeye's Supplements (Surrey),16030 24 Ave,Surrey,Restaurant,49.04521951,-122.77797867
1288,GEDS-7QXLV4,Popular Fish House,9532 120 St,Surrey,Restaurant,49.17628345,-122.88985881
1289,A018392    ,Port Kells Cafe,9531 192 St,Surrey,Restaurant,49.17562717,-122.69083866
1290,KSMH-ASMT2M,Port Kells Nurseries,18730 88 Ave,Surrey,Restaurant,49.16254018,-122.70356467
1291,SHEN-AP5M2Q,Porto Fino Express,14016 32 Ave,Surrey,Restaurant,49.06010392,-122.83346713
1292,A014274    ,Porto Fino Express (Surrey),6350 120 St,Surrey,Restaurant,49.11815677,-122.8900634
1293,GEDS-5ZHT3D,Prabu Sweets,7035 128 St,Surrey,Restaurant,49.1303486,-122.86815017
1294,NDAA-8QSTSA,Prairie Cafe,15280 Fraser Hwy,Surrey,Restaurant,49.1650491,-122.79917493
1295,GEDS-7V3QCJ,Price Pro - Deli,6899 King George Blvd,Surrey,Restaurant,49.12803784,-122.84596088
1296,GEDS-7V3QGQ,Price Pro - Snack Bar,6899 King George Blvd,Surrey,Restaurant,49.12803784,-122.84596088
1297,A017695    ,Princess Margaret Secondary School Cafeteria,12870 72 Ave,Surrey,Restaurant,49.13358041,-122.86538742
1298,NDAA-95AN4V,Pronto Pizza,15230 84 Ave,Surrey,Restaurant,49.15537021,-122.80089893
1299,ACAK-8XGT5P,PSI Sushi & Roll,10245 King George Blvd,Surrey,Restaurant,49.18879513,-122.84552689
1300,GEDS-5ZZMJS,Puccinos,7495 132 St,Surrey,Restaurant,49.13903649,-122.85697494
1301,NDAA-A9KPFF,Punjab Banquet Hall,8166 128 St,Surrey,Restaurant,49.15130553,-122.86739367
1302,SYOG-5M56PQ,Punjab Sweet House,12818 72 Ave,Surrey,Restaurant,49.13371285,-122.86737908
1303,NDAA-9CDPEY,Punjabi Masihi Church,14488 72 Ave,Surrey,Restaurant,49.13354678,-122.82071219
1304,A019658    ,Purdy's Chocolates (South Surrey),1711 152 St,Surrey,Restaurant,49.0331143,-122.80166897
1305,SHEN-9Z5MZW,Qoola Frozen Yogurt Bar,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
1306,SWOD-A8QVAV,Quesada - Burritos & Tacos,13737 96 Ave,Surrey,Restaurant,49.17720977,-122.84275097
1307,SHEN-AKQNEW,Quizno's #674,15940 Fraser Hwy,Surrey,Restaurant,49.15704507,-122.78096494
1308,SWOD-AHYRYX,Quizno's Classic Subs #671,12077 72 Ave,Surrey,Restaurant,49.13428679,-122.88837164
1309,SWOD-AFTSDT,Quizno's Classic Subs #7266,15335 56 Ave,Surrey,Restaurant,49.10468961,-122.7980857
1310,PNEL-8QX26S,Quiznos Sub #7277,10355 120 St,Surrey,Restaurant,49.19095424,-122.89075692
1311,NDAA-A67QA4,Quiznos Sub #7833,2670 152 St,Surrey,Restaurant,49.05026809,-122.80093219
1312,NDAA-8WQRZD,Railway Cafe,13375 115 Ave,Surrey,Restaurant,49.21175112,-122.85178846
1313,ACAK-9AJSSH,Rama Sweets & Restaurant,7028 120 St,Surrey,Restaurant,49.13087217,-122.89004487
1314,SWOD-AQNTUW,Ramada Hotel - Breakfast Bar,19225 No 10 Hwy,Surrey,Restaurant,49.10466404,-122.69027245
1315,KSMH-ATMS8A,Rana Catering,8910 120 St,Surrey,Restaurant,49.16515223,-122.89006953
1316,SHEN-9SSQ9R,Rangoli Catering & Sweets Ltd.,17665 66A Ave,Surrey,Restaurant,49.1235247,-122.73321036
1317,GEDS-72BNAT,Rasoi Fine Indian Cuisine,3268 King George Blvd,Surrey,Restaurant,49.06108806,-122.81205645
1318,SYOG-5M5622,Real Canadian Superstore #1521 - Deli,7550 King George Blvd,Surrey,Restaurant,49.13966312,-122.84525795
1319,SWOD-AEQPQX,Real Canadian Superstore #1551 - Deli,2332 160 St,Surrey,Restaurant,49.04383012,-122.77640308
1320,A019207    ,Real Canadian Superstore #1556 - Deli,14650 104 Ave,Surrey,Restaurant,49.19123455,-122.81602592
1321,A016609    ,Red Baron Restaurant,12180 Beecher St,Surrey,Restaurant,49.05222907,-122.88426959
1322,NDAA-9NDRSE,Red Robin Gourmet Burgers (Guildford),10237 152 St,Surrey,Restaurant,49.1884148,-122.80130101
1323,GEDS-7KFM8D,Red Rose Restaurant,2381 King George Blvd,Surrey,Restaurant,49.04479007,-122.79414182
1324,SWOD-AHGRV8,Red Rose Restaurant,6914 King George Blvd,Surrey,Restaurant,49.1282149,-122.84516649
1325,SWOD-A53NQT,Red Shiso Japanese Restaurant,10833 160 St,Surrey,Restaurant,49.19945971,-122.7789059
1326,SPLH-ASUNJH,Relate Church,6788 152 St,Surrey,Restaurant,49.1257959,-122.80067669
1327,NDAA-953NME,Rickshaw Chinese Food,10505 King George Blvd,Surrey,Restaurant,49.1934541,-122.84566372
1328,A019020    ,Ricky's All Day Grill #2,8958 152 St,Surrey,Restaurant,49.1654512,-122.80114915
1329,JCOE-67H9A8,Ricky's All Day Grill #20,17830 56 Ave,Surrey,Restaurant,49.10399479,-122.72846685
1330,A019324    ,Ricky's Country Restaurant,2160 King George Blvd,Surrey,Restaurant,49.0414101,-122.78780138
1331,GEDS-76LVCK,Ricky's Country Restaurant - Cloverdale,19219 56 Ave,Surrey,Restaurant,49.10427952,-122.6901561
1332,NDAA-9P3PZH,Riverside Signature Banquet Hall,13030 76 Ave,Surrey,Restaurant,49.14081751,-122.86117413
1333,GEDS-84YM3G,Robin's Donuts,8005 King George Blvd,Surrey,Restaurant,49.14834266,-122.84611974
