,CRE_DATE,MOD_DATE,ROADEDGE_TYPE,ROADEDGE_TYPE_2
2554,,,10,"Paved, 4 Lane, Divided"
2555,,,8,"Paved, 2 Lane, Undivided"
2556,,,8,"Paved, 2 Lane, Undivided"
2557,,,8,"Paved, 2 Lane, Undivided"
2558,,,11,"Paved, 4 Lane, Undivided"
2559,,,8,"Paved, 2 Lane, Undivided"
2560,,,4,Lane
2561,,,8,"Paved, 2 Lane, Undivided"
2562,,,8,"Paved, 2 Lane, Undivided"
2563,,,8,"Paved, 2 Lane, Undivided"
2564,,,8,"Paved, 2 Lane, Undivided"
2565,,,0,Overpass
2566,,,8,"Paved, 2 Lane, Undivided"
2567,,,8,"Paved, 2 Lane, Undivided"
2568,,,8,"Paved, 2 Lane, Undivided"
2569,,,4,Lane
2570,,,8,"Paved, 2 Lane, Undivided"
2571,,,8,"Paved, 2 Lane, Undivided"
2572,,,8,"Paved, 2 Lane, Undivided"
2573,,,8,"Paved, 2 Lane, Undivided"
2574,,,8,"Paved, 2 Lane, Undivided"
2575,,,8,"Paved, 2 Lane, Undivided"
2576,,,8,"Paved, 2 Lane, Undivided"
2577,,,8,"Paved, 2 Lane, Undivided"
2578,,,8,"Paved, 2 Lane, Undivided"
2579,,,8,"Paved, 2 Lane, Undivided"
2580,,,8,"Paved, 2 Lane, Undivided"
2581,,,8,"Paved, 2 Lane, Undivided"
2582,,,8,"Paved, 2 Lane, Undivided"
2583,,,8,"Paved, 2 Lane, Undivided"
2584,,,10,"Paved, 4 Lane, Divided"
2585,,,8,"Paved, 2 Lane, Undivided"
2586,,,8,"Paved, 2 Lane, Undivided"
2587,,,6,On / Off Ramp
2588,,,10,"Paved, 4 Lane, Divided"
2589,,,8,"Paved, 2 Lane, Undivided"
2590,,,4,Lane
2591,,,12,Rough Road
2592,,,8,"Paved, 2 Lane, Undivided"
2593,,,10,"Paved, 4 Lane, Divided"
2594,,,8,"Paved, 2 Lane, Undivided"
2595,,,8,"Paved, 2 Lane, Undivided"
2596,,,8,"Paved, 2 Lane, Undivided"
2597,,,8,"Paved, 2 Lane, Undivided"
2598,,,8,"Paved, 2 Lane, Undivided"
2599,,,8,"Paved, 2 Lane, Undivided"
2600,,,8,"Paved, 2 Lane, Undivided"
2601,,,8,"Paved, 2 Lane, Undivided"
2602,,,10,"Paved, 4 Lane, Divided"
2603,,,8,"Paved, 2 Lane, Undivided"
2604,,,3,"Gravel, 2 Lane, Undivided"
2605,,,8,"Paved, 2 Lane, Undivided"
2606,,,4,Lane
2607,,,4,Lane
2608,,,8,"Paved, 2 Lane, Undivided"
2609,,,2,"Gravel, 1 Lane, Undivided"
2610,,,8,"Paved, 2 Lane, Undivided"
2611,,,10,"Paved, 4 Lane, Divided"
2612,,,8,"Paved, 2 Lane, Undivided"
2613,,,8,"Paved, 2 Lane, Undivided"
2614,,,8,"Paved, 2 Lane, Undivided"
2615,,,8,"Paved, 2 Lane, Undivided"
2616,,,4,Lane
2617,,,3,"Gravel, 2 Lane, Undivided"
2618,,,8,"Paved, 2 Lane, Undivided"
2619,,,8,"Paved, 2 Lane, Undivided"
2620,,,8,"Paved, 2 Lane, Undivided"
2621,,,4,Lane
2622,,,12,Rough Road
2623,,,8,"Paved, 2 Lane, Undivided"
2624,,,8,"Paved, 2 Lane, Undivided"
2625,,,4,Lane
2626,,,4,Lane
2627,,,12,Rough Road
2628,,,8,"Paved, 2 Lane, Undivided"
2629,,,8,"Paved, 2 Lane, Undivided"
2630,,,0,Overpass
2631,,,10,"Paved, 4 Lane, Divided"
2632,,,8,"Paved, 2 Lane, Undivided"
2633,,,8,"Paved, 2 Lane, Undivided"
2634,,,4,Lane
2635,,,8,"Paved, 2 Lane, Undivided"
2636,,,8,"Paved, 2 Lane, Undivided"
2637,,,8,"Paved, 2 Lane, Undivided"
2638,,,8,"Paved, 2 Lane, Undivided"
2639,,,8,"Paved, 2 Lane, Undivided"
2640,,,8,"Paved, 2 Lane, Undivided"
2641,,,8,"Paved, 2 Lane, Undivided"
2642,,,10,"Paved, 4 Lane, Divided"
2643,,,8,"Paved, 2 Lane, Undivided"
2644,,,8,"Paved, 2 Lane, Undivided"
2645,,,8,"Paved, 2 Lane, Undivided"
2646,,,8,"Paved, 2 Lane, Undivided"
2647,,,8,"Paved, 2 Lane, Undivided"
2648,,,8,"Paved, 2 Lane, Undivided"
2649,,,8,"Paved, 2 Lane, Undivided"
2650,,,6,On / Off Ramp
2651,,,8,"Paved, 2 Lane, Undivided"
2652,,,8,"Paved, 2 Lane, Undivided"
2653,,,8,"Paved, 2 Lane, Undivided"
2654,,,8,"Paved, 2 Lane, Undivided"
2655,,,8,"Paved, 2 Lane, Undivided"
2656,,,4,Lane
2657,,,4,Lane
2658,,,8,"Paved, 2 Lane, Undivided"
2659,,,8,"Paved, 2 Lane, Undivided"
2660,,,8,"Paved, 2 Lane, Undivided"
2661,,,8,"Paved, 2 Lane, Undivided"
2662,,,8,"Paved, 2 Lane, Undivided"
2663,,,12,Rough Road
2664,,,8,"Paved, 2 Lane, Undivided"
2665,,,8,"Paved, 2 Lane, Undivided"
2666,,,8,"Paved, 2 Lane, Undivided"
2667,,,8,"Paved, 2 Lane, Undivided"
2668,,,4,Lane
2669,,,3,"Gravel, 2 Lane, Undivided"
2670,,,0,Overpass
2671,,,8,"Paved, 2 Lane, Undivided"
2672,,,8,"Paved, 2 Lane, Undivided"
2673,,,8,"Paved, 2 Lane, Undivided"
2674,,,8,"Paved, 2 Lane, Undivided"
2675,,,10,"Paved, 4 Lane, Divided"
2676,,,8,"Paved, 2 Lane, Undivided"
2677,,,8,"Paved, 2 Lane, Undivided"
2678,,,8,"Paved, 2 Lane, Undivided"
2679,,,8,"Paved, 2 Lane, Undivided"
2680,,,8,"Paved, 2 Lane, Undivided"
2681,,,0,Overpass
2682,,,11,"Paved, 4 Lane, Undivided"
2683,,,8,"Paved, 2 Lane, Undivided"
2684,,,12,Rough Road
2685,,,8,"Paved, 2 Lane, Undivided"
2686,,,8,"Paved, 2 Lane, Undivided"
2687,,,11,"Paved, 4 Lane, Undivided"
2688,,,8,"Paved, 2 Lane, Undivided"
2689,,,8,"Paved, 2 Lane, Undivided"
2690,,,8,"Paved, 2 Lane, Undivided"
2691,,,8,"Paved, 2 Lane, Undivided"
2692,,,8,"Paved, 2 Lane, Undivided"
2693,,,8,"Paved, 2 Lane, Undivided"
2694,,,8,"Paved, 2 Lane, Undivided"
2695,,,8,"Paved, 2 Lane, Undivided"
2696,,,4,Lane
2697,,,8,"Paved, 2 Lane, Undivided"
2698,,,8,"Paved, 2 Lane, Undivided"
2699,,,10,"Paved, 4 Lane, Divided"
2700,,,8,"Paved, 2 Lane, Undivided"
2701,,,8,"Paved, 2 Lane, Undivided"
2702,,,8,"Paved, 2 Lane, Undivided"
2703,,,8,"Paved, 2 Lane, Undivided"
2704,,,8,"Paved, 2 Lane, Undivided"
2705,,,8,"Paved, 2 Lane, Undivided"
2706,,,8,"Paved, 2 Lane, Undivided"
2707,,,4,Lane
2708,,,4,Lane
2709,,,8,"Paved, 2 Lane, Undivided"
2710,,,3,"Gravel, 2 Lane, Undivided"
2711,,,8,"Paved, 2 Lane, Undivided"
2712,,,8,"Paved, 2 Lane, Undivided"
2713,,,8,"Paved, 2 Lane, Undivided"
2714,,,8,"Paved, 2 Lane, Undivided"
2715,,,12,Rough Road
2716,,,8,"Paved, 2 Lane, Undivided"
2717,,,8,"Paved, 2 Lane, Undivided"
2718,,,8,"Paved, 2 Lane, Undivided"
2719,,,8,"Paved, 2 Lane, Undivided"
2720,,,12,Rough Road
2721,,,8,"Paved, 2 Lane, Undivided"
2722,,,8,"Paved, 2 Lane, Undivided"
2723,,,8,"Paved, 2 Lane, Undivided"
2724,,,10,"Paved, 4 Lane, Divided"
2725,,,0,Overpass
2726,,,8,"Paved, 2 Lane, Undivided"
2727,,,8,"Paved, 2 Lane, Undivided"
2728,,,8,"Paved, 2 Lane, Undivided"
2729,,,4,Lane
2730,,,8,"Paved, 2 Lane, Undivided"
2731,,,8,"Paved, 2 Lane, Undivided"
2732,,,8,"Paved, 2 Lane, Undivided"
2733,,,0,Overpass
2734,,,8,"Paved, 2 Lane, Undivided"
2735,,,0,Overpass
2736,,,4,Lane
2737,,,8,"Paved, 2 Lane, Undivided"
2738,,,4,Lane
2739,,,10,"Paved, 4 Lane, Divided"
2740,,,8,"Paved, 2 Lane, Undivided"
2741,,,8,"Paved, 2 Lane, Undivided"
2742,,,8,"Paved, 2 Lane, Undivided"
2743,,,8,"Paved, 2 Lane, Undivided"
2744,,,4,Lane
2745,,,4,Lane
2746,,,8,"Paved, 2 Lane, Undivided"
2747,,,8,"Paved, 2 Lane, Undivided"
2748,,,12,Rough Road
2749,,,4,Lane
2750,,,4,Lane
2751,,,8,"Paved, 2 Lane, Undivided"
2752,,,8,"Paved, 2 Lane, Undivided"
2753,,,8,"Paved, 2 Lane, Undivided"
2754,,,8,"Paved, 2 Lane, Undivided"
2755,,,10,"Paved, 4 Lane, Divided"
2756,,,8,"Paved, 2 Lane, Undivided"
2757,,,8,"Paved, 2 Lane, Undivided"
2758,,,11,"Paved, 4 Lane, Undivided"
2759,,,8,"Paved, 2 Lane, Undivided"
2760,,,0,Overpass
2761,,,8,"Paved, 2 Lane, Undivided"
2762,,,11,"Paved, 4 Lane, Undivided"
2763,,,8,"Paved, 2 Lane, Undivided"
2764,,,12,Rough Road
2765,,,8,"Paved, 2 Lane, Undivided"
2766,,,8,"Paved, 2 Lane, Undivided"
2767,,,3,"Gravel, 2 Lane, Undivided"
2768,,,8,"Paved, 2 Lane, Undivided"
2769,,,10,"Paved, 4 Lane, Divided"
2770,,,8,"Paved, 2 Lane, Undivided"
2771,,,8,"Paved, 2 Lane, Undivided"
2772,,,4,Lane
2773,,,8,"Paved, 2 Lane, Undivided"
2774,,,11,"Paved, 4 Lane, Undivided"
2775,,,4,Lane
2776,,,4,Lane
2777,,,8,"Paved, 2 Lane, Undivided"
2778,,,10,"Paved, 4 Lane, Divided"
2779,,,8,"Paved, 2 Lane, Undivided"
2780,,,4,Lane
2781,,,8,"Paved, 2 Lane, Undivided"
2782,,,8,"Paved, 2 Lane, Undivided"
2783,,,8,"Paved, 2 Lane, Undivided"
2784,,,8,"Paved, 2 Lane, Undivided"
2785,,,4,Lane
2786,,,8,"Paved, 2 Lane, Undivided"
2787,,,12,Rough Road
2788,,,8,"Paved, 2 Lane, Undivided"
2789,,,4,Lane
2790,,,8,"Paved, 2 Lane, Undivided"
2791,,,8,"Paved, 2 Lane, Undivided"
2792,,,8,"Paved, 2 Lane, Undivided"
2793,,,8,"Paved, 2 Lane, Undivided"
2794,,,8,"Paved, 2 Lane, Undivided"
2795,,,8,"Paved, 2 Lane, Undivided"
2796,,,8,"Paved, 2 Lane, Undivided"
2797,,,8,"Paved, 2 Lane, Undivided"
2798,,,4,Lane
2799,,,8,"Paved, 2 Lane, Undivided"
2800,,,10,"Paved, 4 Lane, Divided"
2801,,,8,"Paved, 2 Lane, Undivided"
2802,,,8,"Paved, 2 Lane, Undivided"
2803,,,8,"Paved, 2 Lane, Undivided"
2804,,,8,"Paved, 2 Lane, Undivided"
2805,,,8,"Paved, 2 Lane, Undivided"
2806,,,8,"Paved, 2 Lane, Undivided"
2807,,,8,"Paved, 2 Lane, Undivided"
2808,,,8,"Paved, 2 Lane, Undivided"
2809,,,12,Rough Road
2810,,,8,"Paved, 2 Lane, Undivided"
2811,,,10,"Paved, 4 Lane, Divided"
2812,,,8,"Paved, 2 Lane, Undivided"
2813,,,4,Lane
2814,,,12,Rough Road
2815,,,4,Lane
2816,,,8,"Paved, 2 Lane, Undivided"
2817,,,8,"Paved, 2 Lane, Undivided"
2818,,,4,Lane
2819,,,8,"Paved, 2 Lane, Undivided"
2820,,,8,"Paved, 2 Lane, Undivided"
2821,,,8,"Paved, 2 Lane, Undivided"
2822,,,8,"Paved, 2 Lane, Undivided"
2823,,,8,"Paved, 2 Lane, Undivided"
2824,,,8,"Paved, 2 Lane, Undivided"
2825,,,8,"Paved, 2 Lane, Undivided"
2826,,,8,"Paved, 2 Lane, Undivided"
2827,,,4,Lane
2828,,,4,Lane
2829,,,12,Rough Road
2830,,,8,"Paved, 2 Lane, Undivided"
2831,,,8,"Paved, 2 Lane, Undivided"
2832,,,4,Lane
2833,,,8,"Paved, 2 Lane, Undivided"
2834,,,8,"Paved, 2 Lane, Undivided"
2835,,,8,"Paved, 2 Lane, Undivided"
2836,,,10,"Paved, 4 Lane, Divided"
2837,,,8,"Paved, 2 Lane, Undivided"
2838,,,0,Overpass
2839,,,8,"Paved, 2 Lane, Undivided"
2840,,,8,"Paved, 2 Lane, Undivided"
2841,,,0,Overpass
2842,,,8,"Paved, 2 Lane, Undivided"
2843,,,8,"Paved, 2 Lane, Undivided"
2844,,,8,"Paved, 2 Lane, Undivided"
2845,,,8,"Paved, 2 Lane, Undivided"
2846,,,8,"Paved, 2 Lane, Undivided"
2847,,,4,Lane
2848,,,8,"Paved, 2 Lane, Undivided"
2849,,,4,Lane
2850,,,8,"Paved, 2 Lane, Undivided"
2851,,,8,"Paved, 2 Lane, Undivided"
2852,,,8,"Paved, 2 Lane, Undivided"
2853,,,4,Lane
2854,,,12,Rough Road
2855,,,8,"Paved, 2 Lane, Undivided"
2856,,,12,Rough Road
2857,,,4,Lane
2858,,,8,"Paved, 2 Lane, Undivided"
2859,,,4,Lane
2860,,,8,"Paved, 2 Lane, Undivided"
2861,,,4,Lane
2862,,,4,Lane
2863,,,8,"Paved, 2 Lane, Undivided"
2864,,,4,Lane
2865,,,8,"Paved, 2 Lane, Undivided"
2866,,,0,Overpass
2867,,,8,"Paved, 2 Lane, Undivided"
2868,,,4,Lane
2869,,,10,"Paved, 4 Lane, Divided"
2870,,,8,"Paved, 2 Lane, Undivided"
2871,,,8,"Paved, 2 Lane, Undivided"
2872,,,8,"Paved, 2 Lane, Undivided"
2873,,,8,"Paved, 2 Lane, Undivided"
2874,,,8,"Paved, 2 Lane, Undivided"
2875,,,11,"Paved, 4 Lane, Undivided"
2876,,,8,"Paved, 2 Lane, Undivided"
2877,,,8,"Paved, 2 Lane, Undivided"
2878,,,4,Lane
2879,,,12,Rough Road
2880,,,8,"Paved, 2 Lane, Undivided"
2881,,,8,"Paved, 2 Lane, Undivided"
2882,,,4,Lane
2883,,,8,"Paved, 2 Lane, Undivided"
2884,,,8,"Paved, 2 Lane, Undivided"
2885,,,8,"Paved, 2 Lane, Undivided"
2886,,,12,Rough Road
2887,,,8,"Paved, 2 Lane, Undivided"
2888,,,0,Overpass
2889,,,8,"Paved, 2 Lane, Undivided"
2890,,,8,"Paved, 2 Lane, Undivided"
2891,,,8,"Paved, 2 Lane, Undivided"
2892,,,4,Lane
2893,,,4,Lane
2894,,,4,Lane
2895,,,8,"Paved, 2 Lane, Undivided"
2896,,,8,"Paved, 2 Lane, Undivided"
2897,,,4,Lane
2898,,,10,"Paved, 4 Lane, Divided"
2899,,,8,"Paved, 2 Lane, Undivided"
2900,,,8,"Paved, 2 Lane, Undivided"
2901,,,0,Overpass
2902,,,8,"Paved, 2 Lane, Undivided"
2903,,,8,"Paved, 2 Lane, Undivided"
2904,,,2,"Gravel, 1 Lane, Undivided"
2905,,,8,"Paved, 2 Lane, Undivided"
2906,,,8,"Paved, 2 Lane, Undivided"
2907,,,8,"Paved, 2 Lane, Undivided"
2908,,,8,"Paved, 2 Lane, Undivided"
2909,,,4,Lane
2910,,,8,"Paved, 2 Lane, Undivided"
2911,,,8,"Paved, 2 Lane, Undivided"
2912,,,4,Lane
2913,,,8,"Paved, 2 Lane, Undivided"
2914,,,8,"Paved, 2 Lane, Undivided"
2915,,,4,Lane
2916,,,8,"Paved, 2 Lane, Undivided"
2917,,,4,Lane
2918,,,8,"Paved, 2 Lane, Undivided"
2919,,,4,Lane
2920,,,8,"Paved, 2 Lane, Undivided"
2921,,,8,"Paved, 2 Lane, Undivided"
2922,,,8,"Paved, 2 Lane, Undivided"
2923,,,8,"Paved, 2 Lane, Undivided"
2924,,,12,Rough Road
2925,,,8,"Paved, 2 Lane, Undivided"
2926,,,8,"Paved, 2 Lane, Undivided"
2927,,,4,Lane
2928,,,4,Lane
2929,,,8,"Paved, 2 Lane, Undivided"
2930,,,8,"Paved, 2 Lane, Undivided"
2931,,,4,Lane
2932,,,8,"Paved, 2 Lane, Undivided"
2933,,,4,Lane
2934,,,8,"Paved, 2 Lane, Undivided"
2935,,,4,Lane
2936,,,2,"Gravel, 1 Lane, Undivided"
2937,,,0,Overpass
2938,,,8,"Paved, 2 Lane, Undivided"
2939,,,8,"Paved, 2 Lane, Undivided"
2940,,,4,Lane
2941,,,11,"Paved, 4 Lane, Undivided"
2942,,,8,"Paved, 2 Lane, Undivided"
2943,,,8,"Paved, 2 Lane, Undivided"
2944,,,4,Lane
2945,,,8,"Paved, 2 Lane, Undivided"
2946,,,8,"Paved, 2 Lane, Undivided"
2947,,,0,Overpass
2948,,,8,"Paved, 2 Lane, Undivided"
2949,,,8,"Paved, 2 Lane, Undivided"
2950,,,8,"Paved, 2 Lane, Undivided"
2951,,,8,"Paved, 2 Lane, Undivided"
2952,,,8,"Paved, 2 Lane, Undivided"
2953,,,0,Overpass
2954,,,10,"Paved, 4 Lane, Divided"
2955,,,8,"Paved, 2 Lane, Undivided"
2956,,,4,Lane
2957,,,3,"Gravel, 2 Lane, Undivided"
2958,,,4,Lane
2959,,,8,"Paved, 2 Lane, Undivided"
2960,,,8,"Paved, 2 Lane, Undivided"
2961,,,4,Lane
2962,,,8,"Paved, 2 Lane, Undivided"
2963,,,12,Rough Road
2964,,,8,"Paved, 2 Lane, Undivided"
2965,,,8,"Paved, 2 Lane, Undivided"
2966,,,4,Lane
2967,,,8,"Paved, 2 Lane, Undivided"
2968,,,8,"Paved, 2 Lane, Undivided"
2969,,,11,"Paved, 4 Lane, Undivided"
2970,,,12,Rough Road
2971,,,12,Rough Road
2972,,,8,"Paved, 2 Lane, Undivided"
2973,,,4,Lane
2974,,,4,Lane
2975,,,8,"Paved, 2 Lane, Undivided"
2976,,,3,"Gravel, 2 Lane, Undivided"
2977,,,10,"Paved, 4 Lane, Divided"
2978,,,8,"Paved, 2 Lane, Undivided"
2979,,,8,"Paved, 2 Lane, Undivided"
2980,,,8,"Paved, 2 Lane, Undivided"
2981,,,8,"Paved, 2 Lane, Undivided"
2982,,,8,"Paved, 2 Lane, Undivided"
2983,,,8,"Paved, 2 Lane, Undivided"
2984,,,12,Rough Road
2985,,,4,Lane
2986,,,4,Lane
2987,,,8,"Paved, 2 Lane, Undivided"
2988,,,8,"Paved, 2 Lane, Undivided"
2989,,,12,Rough Road
2990,,,8,"Paved, 2 Lane, Undivided"
2991,,,8,"Paved, 2 Lane, Undivided"
2992,,,8,"Paved, 2 Lane, Undivided"
2993,,,4,Lane
2994,,,8,"Paved, 2 Lane, Undivided"
2995,,,8,"Paved, 2 Lane, Undivided"
2996,,,4,Lane
2997,,,8,"Paved, 2 Lane, Undivided"
2998,,,8,"Paved, 2 Lane, Undivided"
2999,,,4,Lane
3000,,,0,Overpass
3001,,,11,"Paved, 4 Lane, Undivided"
3002,,,8,"Paved, 2 Lane, Undivided"
3003,,,8,"Paved, 2 Lane, Undivided"
3004,,,10,"Paved, 4 Lane, Divided"
3005,,,2,"Gravel, 1 Lane, Undivided"
3006,,,8,"Paved, 2 Lane, Undivided"
3007,,,8,"Paved, 2 Lane, Undivided"
3008,,,8,"Paved, 2 Lane, Undivided"
3009,,,6,On / Off Ramp
3010,,,8,"Paved, 2 Lane, Undivided"
3011,,,8,"Paved, 2 Lane, Undivided"
3012,,,4,Lane
3013,,,4,Lane
3014,,,4,Lane
3015,,,8,"Paved, 2 Lane, Undivided"
3016,,,8,"Paved, 2 Lane, Undivided"
3017,,,10,"Paved, 4 Lane, Divided"
3018,,,10,"Paved, 4 Lane, Divided"
3019,,,7,"Paved, 2 Lane, 1 Way"
3020,,,4,Lane
3021,,,8,"Paved, 2 Lane, Undivided"
3022,,,2,"Gravel, 1 Lane, Undivided"
3023,,,4,Lane
3024,,,8,"Paved, 2 Lane, Undivided"
3025,,,8,"Paved, 2 Lane, Undivided"
3026,,,0,Overpass
3027,,,8,"Paved, 2 Lane, Undivided"
3028,,,4,Lane
3029,,,8,"Paved, 2 Lane, Undivided"
3030,,,8,"Paved, 2 Lane, Undivided"
3031,,,4,Lane
3032,,,8,"Paved, 2 Lane, Undivided"
3033,,,8,"Paved, 2 Lane, Undivided"
3034,,,8,"Paved, 2 Lane, Undivided"
3035,,,10,"Paved, 4 Lane, Divided"
3036,,,8,"Paved, 2 Lane, Undivided"
3037,,,8,"Paved, 2 Lane, Undivided"
3038,,,8,"Paved, 2 Lane, Undivided"
3039,,,8,"Paved, 2 Lane, Undivided"
3040,,,8,"Paved, 2 Lane, Undivided"
3041,,,8,"Paved, 2 Lane, Undivided"
3042,,,8,"Paved, 2 Lane, Undivided"
3043,,,4,Lane
3044,,,8,"Paved, 2 Lane, Undivided"
3045,,,8,"Paved, 2 Lane, Undivided"
3046,,,8,"Paved, 2 Lane, Undivided"
3047,,,12,Rough Road
3048,,,8,"Paved, 2 Lane, Undivided"
3049,,,8,"Paved, 2 Lane, Undivided"
3050,,,12,Rough Road
3051,,,8,"Paved, 2 Lane, Undivided"
3052,,,8,"Paved, 2 Lane, Undivided"
3053,,,8,"Paved, 2 Lane, Undivided"
3054,,,8,"Paved, 2 Lane, Undivided"
3055,,,8,"Paved, 2 Lane, Undivided"
3056,,,8,"Paved, 2 Lane, Undivided"
3057,,,8,"Paved, 2 Lane, Undivided"
3058,,,8,"Paved, 2 Lane, Undivided"
3059,,,4,Lane
3060,,,12,Rough Road
3061,,,8,"Paved, 2 Lane, Undivided"
3062,,,4,Lane
3063,,,8,"Paved, 2 Lane, Undivided"
3064,,,8,"Paved, 2 Lane, Undivided"
3065,,,8,"Paved, 2 Lane, Undivided"
3066,,,8,"Paved, 2 Lane, Undivided"
3067,,,8,"Paved, 2 Lane, Undivided"
3068,,,8,"Paved, 2 Lane, Undivided"
3069,,,8,"Paved, 2 Lane, Undivided"
3070,,,4,Lane
3071,,,4,Lane
3072,,,8,"Paved, 2 Lane, Undivided"
3073,,,8,"Paved, 2 Lane, Undivided"
3074,,,8,"Paved, 2 Lane, Undivided"
3075,,,8,"Paved, 2 Lane, Undivided"
3076,,,8,"Paved, 2 Lane, Undivided"
3077,,,4,Lane
3078,,,8,"Paved, 2 Lane, Undivided"
3079,,,8,"Paved, 2 Lane, Undivided"
3080,,,8,"Paved, 2 Lane, Undivided"
3081,,,4,Lane
3082,,,8,"Paved, 2 Lane, Undivided"
3083,,,0,Overpass
3084,,,8,"Paved, 2 Lane, Undivided"
3085,,,8,"Paved, 2 Lane, Undivided"
3086,,,8,"Paved, 2 Lane, Undivided"
3087,,,8,"Paved, 2 Lane, Undivided"
3088,,,8,"Paved, 2 Lane, Undivided"
3089,,,4,Lane
3090,,,8,"Paved, 2 Lane, Undivided"
3091,,,4,Lane
3092,,,8,"Paved, 2 Lane, Undivided"
3093,,,12,Rough Road
3094,,,8,"Paved, 2 Lane, Undivided"
3095,,,8,"Paved, 2 Lane, Undivided"
3096,,,6,On / Off Ramp
3097,,,8,"Paved, 2 Lane, Undivided"
3098,,,10,"Paved, 4 Lane, Divided"
3099,,,8,"Paved, 2 Lane, Undivided"
3100,,,4,Lane
3101,,,3,"Gravel, 2 Lane, Undivided"
3102,,,8,"Paved, 2 Lane, Undivided"
3103,,,11,"Paved, 4 Lane, Undivided"
3104,,,4,Lane
3105,,,8,"Paved, 2 Lane, Undivided"
3106,,,4,Lane
3107,,,8,"Paved, 2 Lane, Undivided"
3108,,,8,"Paved, 2 Lane, Undivided"
3109,,,8,"Paved, 2 Lane, Undivided"
3110,,,8,"Paved, 2 Lane, Undivided"
3111,,,8,"Paved, 2 Lane, Undivided"
3112,,,8,"Paved, 2 Lane, Undivided"
3113,,,11,"Paved, 4 Lane, Undivided"
3114,,,11,"Paved, 4 Lane, Undivided"
3115,,,4,Lane
3116,,,4,Lane
3117,,,8,"Paved, 2 Lane, Undivided"
3118,,,8,"Paved, 2 Lane, Undivided"
3119,,,4,Lane
3120,,,8,"Paved, 2 Lane, Undivided"
3121,,,8,"Paved, 2 Lane, Undivided"
3122,,,11,"Paved, 4 Lane, Undivided"
3123,,,4,Lane
3124,,,8,"Paved, 2 Lane, Undivided"
3125,,,8,"Paved, 2 Lane, Undivided"
3126,,,4,Lane
3127,,,8,"Paved, 2 Lane, Undivided"
3128,,,4,Lane
3129,,,8,"Paved, 2 Lane, Undivided"
3130,,,8,"Paved, 2 Lane, Undivided"
3131,,,8,"Paved, 2 Lane, Undivided"
3132,,,8,"Paved, 2 Lane, Undivided"
3133,,,8,"Paved, 2 Lane, Undivided"
3134,,,8,"Paved, 2 Lane, Undivided"
3135,,,8,"Paved, 2 Lane, Undivided"
3136,,,8,"Paved, 2 Lane, Undivided"
3137,,,4,Lane
3138,,,8,"Paved, 2 Lane, Undivided"
3139,,,4,Lane
3140,,,11,"Paved, 4 Lane, Undivided"
3141,,,8,"Paved, 2 Lane, Undivided"
3142,,,8,"Paved, 2 Lane, Undivided"
3143,,,8,"Paved, 2 Lane, Undivided"
3144,,,10,"Paved, 4 Lane, Divided"
3145,,,8,"Paved, 2 Lane, Undivided"
3146,,,8,"Paved, 2 Lane, Undivided"
3147,,,8,"Paved, 2 Lane, Undivided"
3148,,,12,Rough Road
3149,,,8,"Paved, 2 Lane, Undivided"
3150,,,8,"Paved, 2 Lane, Undivided"
3151,,,8,"Paved, 2 Lane, Undivided"
3152,,,8,"Paved, 2 Lane, Undivided"
3153,,,8,"Paved, 2 Lane, Undivided"
3154,,,8,"Paved, 2 Lane, Undivided"
3155,,,4,Lane
3156,,,4,Lane
3157,,,8,"Paved, 2 Lane, Undivided"
3158,,,8,"Paved, 2 Lane, Undivided"
3159,,,10,"Paved, 4 Lane, Divided"
3160,,,8,"Paved, 2 Lane, Undivided"
3161,,,4,Lane
3162,,,8,"Paved, 2 Lane, Undivided"
3163,,,8,"Paved, 2 Lane, Undivided"
3164,,,8,"Paved, 2 Lane, Undivided"
3165,,,8,"Paved, 2 Lane, Undivided"
3166,,,0,Overpass
3167,,,8,"Paved, 2 Lane, Undivided"
3168,,,8,"Paved, 2 Lane, Undivided"
3169,,,8,"Paved, 2 Lane, Undivided"
3170,,,8,"Paved, 2 Lane, Undivided"
3171,,,2,"Gravel, 1 Lane, Undivided"
3172,,,8,"Paved, 2 Lane, Undivided"
3173,,,8,"Paved, 2 Lane, Undivided"
3174,,,10,"Paved, 4 Lane, Divided"
3175,,,8,"Paved, 2 Lane, Undivided"
3176,,,8,"Paved, 2 Lane, Undivided"
3177,,,8,"Paved, 2 Lane, Undivided"
3178,,,4,Lane
3179,,,8,"Paved, 2 Lane, Undivided"
3180,,,4,Lane
3181,,,8,"Paved, 2 Lane, Undivided"
3182,,,8,"Paved, 2 Lane, Undivided"
3183,,,8,"Paved, 2 Lane, Undivided"
3184,,,8,"Paved, 2 Lane, Undivided"
3185,,,8,"Paved, 2 Lane, Undivided"
3186,,,8,"Paved, 2 Lane, Undivided"
3187,,,8,"Paved, 2 Lane, Undivided"
3188,,,8,"Paved, 2 Lane, Undivided"
3189,,,10,"Paved, 4 Lane, Divided"
3190,,,8,"Paved, 2 Lane, Undivided"
3191,,,8,"Paved, 2 Lane, Undivided"
3192,,,10,"Paved, 4 Lane, Divided"
3193,,,10,"Paved, 4 Lane, Divided"
3194,,,8,"Paved, 2 Lane, Undivided"
3195,,,12,Rough Road
3196,,,8,"Paved, 2 Lane, Undivided"
3197,,,4,Lane
