,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MATERIAL,INVERT,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,YTD_COST,LIFECYCLE_COST,CONDITION,CONDITIONDATE,FLOW_WEIR,LAST_INSP_DATE,INSTALL_DATE,MAKE,MODEL,MANUFACTURER,VENDOR,I_I_SOURCE,I_I_QUANTITY,CONDITION_NOTATION,CRE_DATE,MOD_DATE,ENABLED,Latitude,Longitude
496,3,Gate,1001822366,,1257811205,75,Cast Iron,,In Service,4714-5250-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150514,20150514,1,49.205806,-122.873068
497,3,Gate,1001822357,,1307911506,100,Cast Iron,,In Service,4714-4120-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150514,20150514,1,49.211244,-122.859231
498,3,Gate,1001822355,,1308911507,100,Cast Iron,,In Service,4714-4120-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150514,20150514,1,49.211260,-122.858947
499,3,Gate,1001822356,,1307811506,100,Cast Iron,,In Service,4714-4120-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150514,20150514,1,49.211243,-122.859241
500,3,Gate,1001822365,,1258611206,75,Cast Iron,,In Service,4714-5250-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150514,20150514,1,49.205823,-122.872866
501,0,Ball,1001140657,,1238311505,100,PVC Plastic,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20091118,20160708,0,49.211240,-122.878459
502,0,Ball,1001140661,,1253411587,100,PVC Plastic,,Abandoned,SFPR-2009-RU,2009,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20150318,20160708,0,49.212717,-122.874269
503,0,Ball,1001140663,,1288711586,150,PVC Plastic,,Abandoned,SFPR-2009-RU,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150318,20160708,0,49.212697,-122.864537
504,3,Gate,1001152615,,1399703558,200,Ductile Iron,,Abandoned,S-535,1986,Surrey,,CLOSED,Final AB,,,,,,,,,,,,,,,,20100315,20160708,0,49.067373,-122.834347
505,3,Gate,1001157670,,1760410424,300,Ductile Iron,1.33,Abandoned,4705-4550-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100427,20160708,0,49.191435,-122.734344
506,3,Gate,1001157681,,1749110424,200,Ductile Iron,,Abandoned,4705-4550-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100427,20160708,0,49.191453,-122.737474
507,3,Gate,1001435485,,1325605447,200,Cast Iron,,Proposed,S-3077,,Surrey,,,EC,,,,,,,,,,,,,,,,20121004,20121004,1,49.101585,-122.854667
508,3,Gate,1000141402,22857,1435303562,100,Ductile Iron,3.41,In Service,4796-5010-00,2001,Metro Vancouver,,BLOWDOWN CHAMBER ON FORCE MAIN SEE S-102-048,Final AB,,,,,,,,,,,,,,,,20020604,20140509,1,49.067436,-122.824549
509,3,Gate,1001435522,,1328705446,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121004,20140509,1,49.101577,-122.853792
510,3,Gate,1001435403,,1305905360,300,Cast Iron,,Proposed,S-3077,,Surrey,,,EC,,,,,,,,,,,,,,,,20121003,20121003,1,49.100029,-122.860097
511,3,Gate,1001435521,,1328705446,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,EC,,,,,,,,,,,,,,,,20121004,20140509,1,49.101582,-122.853793
512,3,Gate,1000837430,,1600701556,450,Ductile Iron,,In Service,4797-5020-00,2000,Surrey,16th Ave & 160th St,VALVE CHAMBER - 1 OF 4 VALVES,Final AB,,,,,,,,,,,,,,,,20071116,20150710,1,49.031057,-122.779157
513,3,Gate,1000837429,,1600701556,450,Ductile Iron,,In Service,4797-5020-00,2000,Surrey,16th Ave & 160th St,VALVE CHAMBER - 4 OF 4 VALVES,Final AB,,,,,,,,,,,,,,,,20071116,20150710,1,49.031057,-122.779148
514,3,Gate,1000141281,21605,1600701556,450,Ductile Iron,,In Service,4797-5020-00,2000,Surrey,16th Ave & 160th St,VALVE CHAMBER - 2 OF 4 VALVES,Final AB,,,,,,,,,,,,,,,,20011001,20150710,1,49.031063,-122.779152
515,3,Gate,1000837428,,1600701556,450,Ductile Iron,,In Service,4797-5020-00,2000,Surrey,16th Ave & 160th St,VALVE CHAMBER - 3 OF 4 VALVES,Final AB,,,,,,,,,,,,,,,,20071116,20150710,1,49.031068,-122.779148
516,3,Gate,1001930511,,1229810368,600,,,In Service,4714-5330-00,2016,Surrey,,,Final AB,,,,,,,,,,,,,,,,20170509,20170509,1,49.190678,-122.880832
517,0,Ball,1000141216,27554,1238010778,100,Ductile Iron,1.08,In Service,4516,1978,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051030,,1,49.198088,-122.878568
518,0,Ball,1000141217,27582,1230410840,100,Ductile Iron,0.79,In Service,4516,1978,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.199204,-122.880642
519,0,Ball,1000141218,27585,1230310853,100,Ductile Iron,0.48,In Service,4516,1978,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.199443,-122.880673
520,0,Ball,1000141219,27591,1230110903,100,Ductile Iron,0.43,In Service,4516,1978,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.200346,-122.880740
521,0,Ball,1000141220,27594,1231010918,150,Ductile Iron,0.2,In Service,4516,1978,Surrey,,LINE BSW-K,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.200614,-122.880494
522,0,Ball,1000141221,27595,1231010919,100,Ductile Iron,0.24,In Service,4516,1978,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.200617,-122.880496
523,0,Ball,1000141222,27600,1237911004,75,Ductile Iron,1.02,In Service,4516,2005,Surrey,,LINE BSW-K,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.202185,-122.878563
524,3,Gate,1001797596,,1612009991,150,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,For Blow Down,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183702,-122.775363
525,3,Gate,1001603970,,1679811034,300,Ductile Iron,,In Service,FT00748,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130626,20141120,1,49.202530,-122.756539
526,3,Gate,1000141227,21722,1196110578,150,Ductile Iron,,In Service,S-757,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.194472,-122.890143
527,3,Gate,1000141228,21723,1195710582,150,Ductile Iron,,In Service,S-757,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.194544,-122.890273
528,3,Gate,1000141229,21724,1195610582,150,Ductile Iron,,In Service,S-757,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.194544,-122.890273
529,3,Gate,1000141231,22440,1148010432,250,Ductile Iron,,In Service,4797-503,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020103,,1,49.191840,-122.903412
530,3,Gate,1000141232,22442,1154310503,250,Ductile Iron,2.49,In Service,4797-503,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020103,,1,49.193133,-122.901689
531,3,Gate,1001797600,,1612209992,200,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183703,-122.775287
532,3,Gate,1001797593,,1612309992,200,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,For Blow Down,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183708,-122.775276
533,2,Expansion Joint,1001897310,,1285011257,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.206739,-122.865565
534,2,Expansion Joint,1001897311,,1287911263,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.206847,-122.864768
535,2,Expansion Joint,1001897314,,1288111300,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.207515,-122.864694
536,3,Gate,1001897351,,1520607361,150,Ductile Iron,,In Service,4715-4280-00,2016,Surrey,,Rim 7.44 - For Pressure Monitor,Final AB,,,,,,,,,,,,,,,,20161118,20161118,1,49.136149,-122.800773
537,3,Gate,1001897352,,1520707360,150,Ductile Iron,,In Service,4715-4280-00,2016,Surrey,,Rim 7.38 - For Pressure Monitor,Final AB,,,,,,,,,,,,,,,,20161118,20161118,1,49.136132,-122.800761
538,3,Gate,1001897356,,1538707442,150,Ductile Iron,,In Service,4715-4280-00,2016,Surrey,,Rim 1.67 - For Pressure Monitor,Final AB,,,,,,,,,,,,,,,,20161118,20161118,1,49.137612,-122.795775
539,2,Expansion Joint,1001792809,,1217911266,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.206935,-122.884095
540,3,Gate,1001797599,,1612209992,200,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183706,-122.775295
541,3,Gate,1000141252,23580,1512106876,200,Ductile Iron,,In Service,7892-0639-00,2003,Surrey,,,Final AB,,,,,,,,,,,,,,,,20030408,20160921,1,49.127370,-122.803154
542,3,Gate,1000824137,,1706408032,50,Ductile Iron,,In Service,7800-0179-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070502,20070502,1,49.148188,-122.749476
543,3,Gate,1000852341,,,250,Ductile Iron,3.51,In Service,4703-1010-01,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080611,20080611,1,49.209037,-122.859128
544,3,Gate,1001152632,,1442503511,450,Ductile Iron,,In Service,4703-5050-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100315,20160708,1,49.066510,-122.822574
545,3,Gate,1001972114,,1255011197,75,Ductile Iron,2.38,In Service,4716-5110-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20171219,20171219,1,49.205666,-122.873856
546,3,Gate,1000852342,,1308311388,200,Ductile Iron,3.49,In Service,4703-1010-01,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080611,20080611,1,49.209107,-122.859127
547,3,Gate,1001129830,,1193910222,200,Ductile Iron,,In Service,SF-1230,2002,Surrey,,,Final AB,,,,,,,,,,,,,,,,20090805,20090805,1,49.188047,-122.890756
548,0,Ball,1001077716,,1198810474,75,Steel,,In Service,7805-0051-00,2008,Private,,,Final AB,,,,,,,,,,,,,,,,20090113,20090814,1,49.192603,-122.889401
549,3,Gate,1000141262,22866,1442703520,200,Ductile Iron,,In Service,4796-5010-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020605,20160708,1,49.066684,-122.822505
550,3,Gate,1000141261,22865,1443003520,200,Ductile Iron,,In Service,4796-5010-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020605,20160708,1,49.066683,-122.822420
551,2,Expansion Joint,1001793307,,1257611629,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20141030,1,49.213474,-122.873112
552,2,Expansion Joint,1001793308,,1263611629,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20141030,1,49.213480,-122.871465
553,3,Gate,1001136815,,1473203528,200,Ductile Iron,,In Service,7804-0010-00,,Surrey,,,Final AB,,,,,,,,,,,,,,,,20091030,20160708,1,49.066815,-122.814120
554,3,Gate,1001136814,,1473003529,200,Ductile Iron,,In Service,7804-0010-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20091030,20160708,1,49.066828,-122.814157
555,3,Gate,1001410400,,1247511276,150,,0.14,In Service,4706-4520-00,2012,Surrey,,Install in Summer 2012,Final AB,,,,,,,,,,,,,,,,20120424,20160708,1,49.207105,-122.875927
556,3,Gate,1001410399,,1242511276,150,,0.25,In Service,4706-4520-00,2012,Surrey,,Install in Summer 2012,Final AB,,,,,,,,,,,,,,,,20120424,20160708,1,49.207101,-122.877292
557,3,Gate,1001410580,,1237611273,75,,0.28,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120424,20160708,1,49.207050,-122.878640
558,3,Gate,1001080019,,1400203123,50,Ductile Iron,,In Service,7805-0271-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20090204,20090204,1,49.059508,-122.834237
559,3,Gate,1001122722,,1643205595,400,Ductile Iron,-3.45,In Service,7803-0334-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20090528,20090528,1,49.104121,-122.767106
560,3,Gate,1000141408,,1704110386,,Unknown,,In Service,,,Surrey,,,,,,,,,,,,,,,,,,,20060627,20081014,1,49.190794,-122.749882
561,0,Ball,1001077720,,1198610475,75,Steel,,In Service,7805-0051-00,2008,Private,,,Final AB,,,,,,,,,,,,,,,,20090113,20090113,1,49.192617,-122.889459
562,3,Gate,1001080018,,1401803123,50,Ductile Iron,,In Service,7805-0271-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20090204,20090204,1,49.059501,-122.833797
563,3,Gate,1000797918,,1478103562,600,Ductile Iron,5.25,In Service,4703-5060-00,2006,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20060905,20160708,1,49.067413,-122.812756
564,0,Ball,1000141169,27456,1217310770,150,Ductile Iron,0.4,In Service,C-4122,1995,Surrey,,LINE BSW-E,Final AB,,,,,,,,,,,,,,,,20051027,,1,49.197939,-122.884269
565,3,Gate,1001410470,,1259111278,150,,0.08,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120424,20160708,1,49.207130,-122.872701
566,3,Gate,1001410471,,1258911278,150,,0.08,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120424,20160708,1,49.207130,-122.872758
567,3,Gate,1001410401,,1252711277,150,,0.02,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120424,20160708,1,49.207110,-122.874473
568,3,Gate,1001408874,,1226511429,100,,0,In Service,4706-4520-00,2012,Surrey,,Normally Closed,Final AB,,,,,,,,,,,,,,,,20120419,20160803,1,49.209879,-122.881714
569,3,Gate,1001409731,,1253811428,200,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120420,20161117,1,49.209849,-122.874181
570,2,Expansion Joint,1001897045,,1271811427,200,,,Proposed,4714-5340-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161117,20161117,0,49.209823,-122.869191
571,2,Expansion Joint,1001699743,,1221911341,100,,,In Service,4711-9020-00,2013,Surrey,,EEBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20141028,1,49.208290,-122.882998
572,2,Expansion Joint,1001795751,,1279111315,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,,1,49.207796,-122.867188
573,3,Gate,1001795829,,1308611508,150,Cast Iron,1.72,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211282,-122.859035
574,3,Gate,1001795830,,1308511511,150,Cast Iron,1.72,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211323,-122.859046
575,2,Expansion Joint,1001795838,,1308611536,150,Polyethylene,1.72,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211782,-122.859043
576,2,Expansion Joint,1001795840,,1308511549,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,,1,49.212011,-122.859059
577,3,Gate,1001795842,,1308611546,150,Cast Iron,1.68,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211972,-122.859041
578,3,Gate,1001795843,,1308611545,150,Cast Iron,1.68,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211947,-122.859041
579,3,Gate,1001795844,,1308711546,75,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211966,-122.858998
580,3,Gate,1001795845,,1308311546,75,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211971,-122.859106
581,3,Gate,1001795855,,1308211587,150,Cast Iron,0.4,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.212711,-122.859137
582,3,Gate,1001795857,,1308211586,75,Cast Iron,0.4,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.212684,-122.859126
583,3,Gate,1001795858,,1308111586,75,Cast Iron,0.4,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.212685,-122.859159
584,3,Gate,1001160822,,1209810933,150,Cast Iron,,Abandoned,F/T,1978,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100518,20160708,0,49.200896,-122.886344
585,3,Gate,1001567107,,1207110954,150,Cast Iron,,Abandoned,FT00555,,Surrey,,As per survey notes,,,,,,,,,,,,,,,,,20130212,20160708,0,49.201287,-122.887081
586,0,Ball,1001140642,,1230011432,100,PVC Plastic,,Abandoned,F/T,2009,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20091118,20160708,0,49.209928,-122.880751
587,8,LPS Lateral Gate,1001792936,,1234011508,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211300,-122.879638
588,8,LPS Lateral Gate,1001792954,,1235511519,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211490,-122.879226
589,8,LPS Lateral Gate,1001792994,,1237011529,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211681,-122.878816
590,8,LPS Lateral Gate,1001792995,,1236811528,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211663,-122.878854
591,8,LPS Lateral Gate,1001793034,,1237411532,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211739,-122.878687
592,8,LPS Lateral Gate,1001793297,,1255811629,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.213477,-122.873607
593,0,Ball,1000141326,27967,1238311438,100,Ductile Iron,0.49,Abandoned,4515,1977,Surrey,,LINE BW-C,Final AB,,,,,,,,,,,,,,,,20051117,20160913,0,49.210036,-122.878458
594,0,Ball,1000141325,27965,1252111433,150,Ductile Iron,0.39,Abandoned,4515,1977,Surrey,,LINE BW-C,Final AB,,,,,,,,,,,,,,,,20051117,20160913,0,49.209935,-122.874648
595,0,Ball,1000141202,27877,1237011424,100,Ductile Iron,0.61,Abandoned,4515,1977,Surrey,,LINE BW-C,Final AB,,,,,,,,,,,,,,,,20051115,20160913,0,49.209778,-122.878817
596,0,Ball,1000141203,27890,1236911433,100,PVC Plastic,0.58,Abandoned,4515,1977,Surrey,,LINE BW-C,Final AB,,,,,,,,,,,,,,,,20051115,20160913,0,49.209945,-122.878824
597,3,Gate,1001200887,,1238610677,100,Steel,3.3,In Service,,2017,Surrey,,FT02445,Final AB,,,,,,,,,,,,,,,,20110614,20170412,1,49.196265,-122.878407
598,3,Gate,1001200892,,1237710718,125,Steel,,In Service,7806-0035-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110614,20170412,1,49.196999,-122.878655
599,2,Expansion Joint,1001794953,,1271611268,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141103,,1,49.206944,-122.869255
600,2,Expansion Joint,1001794960,,1266411268,150,Polyethylene,0.46,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141103,20141103,1,49.206940,-122.870705
601,3,Gate,1001897355,,1538807441,150,Ductile Iron,,In Service,4715-4280-00,2016,Surrey,,Rim 1.75 -  - For Pressure Monitor,Final AB,,,,,,,,,,,,,,,,20161118,20161118,1,49.137595,-122.795761
602,3,Gate,1001204740,,1234910975,150,,,In Service,F/T (SEE S-010-102),1996,Surrey,,As Per Survey 03/17/11,Final AB,,,,,,,,,,,,,,,,20110721,20110721,1,49.201648,-122.879415
603,3,Gate,1001157669,,1760510429,300,Ductile Iron,2.48,In Service,4705-4550-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100427,20100427,1,49.191540,-122.734330
604,2,Expansion Joint,1001792810,,1219711300,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.207541,-122.883597
605,3,Gate,1001197153,,1460307831,200,,,In Service,4764,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110509,20110509,1,49.144679,-122.817374
606,3,Gate,1001213549,,1279011176,50,,,In Service,7802-0222-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110920,20110920,1,49.205287,-122.867213
607,3,Gate,1001213550,,1279011176,75,,,In Service,7802-0222-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110920,20110920,1,49.205284,-122.867225
608,3,Gate,1001213557,,1278711224,75,,1.81,In Service,7802-0222-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110920,20110920,1,49.206150,-122.867296
609,3,Gate,1001213558,,1278711206,50,,1.81,In Service,7802-0222-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110920,20110920,1,49.205817,-122.867297
610,3,Gate,1000141233,22446,1165610635,250,Clay Tile,1.02,In Service,4797-503,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020103,,1,49.195513,-122.898547
611,3,Gate,1000141234,22452,1146510633,100,Clay Tile,,In Service,4797-503,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020104,,1,49.195487,-122.903835
612,3,Gate,1000141237,22459,1168910652,250,PVC Plastic,,In Service,4857-002,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020104,,1,49.195827,-122.897643
613,3,Gate,1000141238,22462,1167610635,250,PVC Plastic,,In Service,4857-002,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020104,,1,49.195512,-122.898013
614,3,Gate,1001211631,,1680707798,75,Ductile Iron,18.95,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130121,20130121,1,49.143964,-122.756584
615,0,Ball,1000141338,28012,1253511282,100,Ductile Iron,0.71,In Service,4515,1977,Surrey,,LINE BW-G,Final AB,,,,,,,,,,,,,,,,20051121,,1,49.207208,-122.874256
616,3,Gate,1001211637,,1680707744,75,Ductile Iron,8.18,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130121,20130121,1,49.142999,-122.756581
617,3,Gate,1001211639,,1680707743,75,Ductile Iron,8.18,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130121,20130121,1,49.142985,-122.756581
618,3,Gate,1001211640,,1680807695,75,Ductile Iron,1.28,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130121,20130121,1,49.142114,-122.756570
619,3,Gate,1001185498,,1800105344,75,Ductile Iron,2.06,In Service,4709-4010-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110105,20130129,1,49.099491,-122.723903
620,0,Ball,1000141170,27457,1217310771,150,Ductile Iron,0.4,In Service,C-4122,1995,Surrey,,LINE BSW-I,Final AB,,,,,,,,,,,,,,,,20051027,,1,49.197943,-122.884270
621,3,Gate,1001780535,,1874202474,75,Ductile Iron,41.73,In Service,7810-0301-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20140911,20140911,1,49.047502,-122.703778
622,0,Ball,1000141172,27481,1220510855,150,Ductile Iron,,In Service,,2004,Surrey,,LINE BSW-I,,,,,,,,,,,,,,,,,20051028,,1,49.199477,-122.883378
623,0,Ball,1000141174,27498,1203510556,150,Ductile Iron,0.93,In Service,C-4122,1989,Surrey,,LINE BSW-G,Final AB,,,,,,,,,,,,,,,,20051029,,1,49.194074,-122.888102
624,0,Ball,1000141176,27503,1202710525,200,Ductile Iron,1.31,In Service,C-4122,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20051029,,1,49.193510,-122.888321
625,3,Gate,1001780642,,1878802972,150,Ductile Iron,42.07,In Service,7810-0301-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20140912,20140912,1,49.056521,-122.702480
626,0,Ball,1000141178,27533,1217010728,150,Ductile Iron,0.11,In Service,C-4122,1995,Surrey,,LINE BSW-K,Final AB,,,,,,,,,,,,,,,,20051030,,1,49.197182,-122.884360
627,0,Ball,1000141179,27534,1217010729,150,Ductile Iron,0.11,In Service,C-4122,1995,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051030,,1,49.197188,-122.884359
628,0,Ball,1000141180,27535,1217010730,150,Ductile Iron,0.11,In Service,C-4122,1995,Surrey,,LINE BSW-F,Final AB,,,,,,,,,,,,,,,,20051030,,1,49.197190,-122.884351
629,0,Ball,1000141181,27538,1224110816,150,Ductile Iron,0.26,In Service,C-4122,1995,Surrey,,LINE BSW-K,Final AB,,,,,,,,,,,,,,,,20051030,,1,49.198775,-122.882400
630,3,Gate,1001780538,,1877802474,75,Ductile Iron,41.76,In Service,7810-0301-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20140911,20140911,1,49.047501,-122.702793
631,3,Gate,1001780537,,1869802474,75,Ductile Iron,41.69,In Service,7810-0301-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20140911,20140911,1,49.047504,-122.704997
632,3,Gate,1001937001,,1308211388,200,Ductile Iron,,In Service,4703-1010-01,2005,Surrey,,FT02471,Final AB,,,,,,,,,,,,,,,,20170622,20170622,1,49.209114,-122.859141
633,3,Gate,1001780644,,1878802878,150,Ductile Iron,41.96,In Service,7810-0301-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20140912,20140912,1,49.054820,-122.702477
634,3,Gate,1001408490,,1237611277,100,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120417,20160708,1,49.207118,-122.878639
635,3,Gate,1001408489,,1237711292,100,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120417,20160708,1,49.207396,-122.878633
636,3,Gate,1001410244,,1237611292,75,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120423,20160708,1,49.207386,-122.878649
637,3,Gate,1001410243,,1228311291,75,,0,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120423,20160708,1,49.207378,-122.881218
638,3,Gate,1001408399,,1237811431,100,,0.2,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120417,20160708,1,49.209900,-122.878596
639,3,Gate,1001408895,,1237911428,150,,0.3,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209855,-122.878571
