,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MATERIAL,INVERT,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,YTD_COST,LIFECYCLE_COST,CONDITION,CONDITIONDATE,FLOW_WEIR,LAST_INSP_DATE,INSTALL_DATE,MAKE,MODEL,MANUFACTURER,VENDOR,I_I_SOURCE,I_I_QUANTITY,CONDITION_NOTATION,CRE_DATE,MOD_DATE,ENABLED,Latitude,Longitude
208,2,Expansion Joint,1001793988,,1298211636,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141031,20150313,1,49.213590,-122.861884
209,2,Expansion Joint,1001794073,,1228411306,75,Polyethylene,0,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141031,20150313,1,49.207649,-122.881197
210,3,Gate,1001795856,,1308211586,150,Cast Iron,0.4,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20150313,1,49.212686,-122.859137
211,3,Gate,1001802044,,1522003154,900,Cast Iron,,In Service,,,Surrey,,FT01722,Final AB,,,,,,,,,,,,,,,,20150114,20150313,1,49.060019,-122.800684
212,3,Gate,1001812184,,1542311542,200,Cast Iron,,In Service,SFPR Seg. 8,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150312,20150312,1,49.211795,-122.794481
213,3,Gate,1001812185,,1542311542,200,Cast Iron,,In Service,SFPR Seg. 8,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150312,20150312,1,49.211794,-122.794488
214,3,Gate,1001812188,,1542011554,200,Cast Iron,,In Service,SFPR Seg. 8,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150312,20150312,1,49.212014,-122.794573
215,3,Gate,1001152633,,1442503511,200,Ductile Iron,,In Service,4703-5050-00,2009,Surrey,,Valve is Closed,Final AB,,,,,,,,,,,,,,,,20100315,20160708,1,49.066510,-122.822568
216,3,Gate,1001152645,,1456603488,350,Ductile Iron,,In Service,4706-4590-00,2009,Surrey,,NORMALLY CLOSED,Final AB,,,,,,,,,,,,,,,,20100315,20160708,1,49.066089,-122.818690
217,3,Gate,1001152646,,1456403490,350,Ductile Iron,,In Service,4706-4590-00,2009,Surrey,,NORMALLY OPEN,Final AB,,,,,,,,,,,,,,,,20100315,20160708,1,49.066134,-122.818746
218,3,Gate,1001408899,,1230511429,75,,,In Service,4706-4520-00,2012,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209868,-122.880602
219,3,Gate,1001409736,,1254111422,150,,,In Service,4706-4520-00,2012,Surrey,,Normally Closed,Final AB,,,,,,,,,,,,,,,,20120420,20160708,1,49.209737,-122.874100
220,8,LPS Lateral Gate,1001699687,,1209811251,38,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,,,,,,,,,,,,,,,,,20130827,20160708,1,49.206661,-122.886324
221,3,Gate,1001147452,,1471703526,200,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066777,-122.814535
222,3,Gate,1001148611,,1471803527,200,Cast Iron,,Abandoned,7800-0232-00,2004,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20100201,20180105,0,49.066787,-122.814506
223,3,Gate,1001147447,,1472103528,200,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066804,-122.814410
224,3,Gate,1001147448,,1472103527,200,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066790,-122.814412
225,3,Gate,1001147450,,1471603526,200,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066782,-122.814540
226,3,Gate,1001147455,,1472003526,100,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066773,-122.814446
227,3,Gate,1001136816,,1473203528,200,Ductile Iron,,Abandoned,7804-0010-00,,Surrey,,NORMALLY CLOSED,Final AB,,,,,,,,,,,,,,,,20091030,20180105,0,49.066805,-122.814107
228,3,Gate,1001147446,,1472103528,150,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066802,-122.814404
229,3,Gate,1001147449,,1472103527,150,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066789,-122.814406
230,3,Gate,1001147453,,1471603526,150,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066773,-122.814549
231,3,Gate,1001148612,,1471803527,150,Cast Iron,,Abandoned,7800-0232-00,2004,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20100201,20180105,0,49.066784,-122.814505
232,3,Gate,1001136817,,1472903529,200,Ductile Iron,,Abandoned,7804-0010-00,,Surrey,,NORMALLY CLOSED,Final AB,,,,,,,,,,,,,,,,20091030,20180105,0,49.066819,-122.814186
233,3,Gate,1001147451,,1471603526,150,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066776,-122.814548
234,0,Ball,1000141144,27342,1194910601,100,Ductile Iron,0.74,In Service,4516,1978,Surrey,,LINE BSW-B,Final AB,,,,,,,,,,,,,,,,20051025,,1,49.194901,-122.890479
235,0,Ball,1000141145,27343,1194810601,150,Ductile Iron,0.74,In Service,4516,1978,Surrey,,,Final AB,,,,,,,,,,,,,,,,20051025,,1,49.194901,-122.890479
236,3,Gate,1000141410,21755,1600701282,50,Ductile Iron,,In Service,4514,1979,Surrey,,AIR RELEASE VALVE & BOX,Final AB,,,,,,,,,,,,,,,,20011029,,1,49.026106,-122.779171
237,3,Gate,1000141411,21756,1600701150,50,Ductile Iron,,In Service,4514,1979,Surrey,,AIR RELEASE VALVE & BOX,Final AB,,,,,,,,,,,,,,,,20011029,,1,49.023723,-122.779181
238,3,Gate,1000141412,22935,1756806810,250,Clay Tile,,In Service,7898-0162-00,2001,Surrey,,PLUG VALVE,Final AB,,,,,,,,,,,,,,,,20020705,,1,49.126039,-122.735694
239,3,Gate,1000141413,22936,1756706809,200,Clay Tile,,In Service,7898-0162-00,2001,Surrey,,PLUG VALVE,Final AB,,,,,,,,,,,,,,,,20020705,,1,49.126030,-122.735709
240,3,Gate,1001838152,,1679908824,50,Ductile Iron,,In Service,7813-0155-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20150910,20150910,1,49.162531,-122.756725
241,0,Ball,1000141224,27606,1241711056,100,Ductile Iron,1.03,Abandoned,S-757,1995,Surrey,,LINE BSW-K,Final AB,,,,,,,,,,,,,,,,20051101,20180308,0,49.203113,-122.877532
242,3,Gate,1000141301,22375,1366310025,350,Ductile Iron,,In Service,4793-327,1999,Surrey,,ON FORCE MAIN,Final AB,,,,,,,,,,,,,,,,20011220,,1,49.184418,-122.843184
243,3,Gate,1000141302,23788,1509307447,100,Ductile Iron,14,In Service,7887-5460,1992,Surrey,,IN VALVE CHAMBER,Final AB,,,,,,,,,,,,,,,,20030623,,1,49.137706,-122.803895
244,3,Gate,1000141303,23789,1509107447,100,Ductile Iron,14,In Service,7887-5460,1992,Surrey,,CHECK VALVE IN VALVE CHAMBER,Final AB,,,,,,,,,,,,,,,,20030623,,1,49.137695,-122.803951
245,3,Gate,1000141304,24769,1762706877,250,Ductile Iron,2.6,In Service,7898-0162-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040304,,1,49.127229,-122.734046
246,3,Gate,1000141305,24770,1762706877,250,Ductile Iron,2.6,In Service,7898-0162-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040304,,1,49.127238,-122.734067
247,3,Gate,1001202190,,1510607010,200,Ductile Iron,,In Service,7805-0085-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110623,20110623,1,49.129800,-122.803557
248,3,Gate,1000141306,24773,1762706877,250,Ductile Iron,2.6,In Service,7898-0162-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040304,,1,49.127242,-122.734071
249,3,Gate,1000141307,24774,1762706877,200,Ductile Iron,2.2,In Service,7898-0162-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040304,,1,49.127233,-122.734049
250,3,Gate,1000141308,26528,1499406396,250,Clay Tile,10.41,In Service,4702-0540-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20050421,,1,49.118705,-122.806698
251,3,Gate,1000141309,26533,1506806396,200,Clay Tile,9.41,In Service,4703-5070-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20050421,,1,49.118698,-122.804664
252,3,Gate,1000141310,22227,1681008847,100,Ductile Iron,11.91,In Service,7800-0172-00,2000,Surrey,,CHECK VALVE ON LOW PRESSURE SEWER,Final AB,,,,,,,,,,,,,,,,20011204,,1,49.162944,-122.756407
253,3,Gate,1001985022,,1450405414,250,PVC Plastic,,In Service,SF-1136,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180219,20180220,1,49.100949,-122.820276
254,3,Gate,1000141313,25907,1594703713,200,Ductile Iron,,In Service,7801-0213-00,2004,Surrey,,,Final AB,,,,,,,,,,,,,,,,20041028,,1,49.070076,-122.780636
255,3,Gate,1000141314,25908,1595203711,400,Ductile Iron,,In Service,7801-0213-00,2004,Surrey,,,Final AB,,,,,,,,,,,,,,,,20041028,,1,49.070051,-122.780508
256,3,Gate,1001985023,,1450405413,250,PVC Plastic,,In Service,SF-1136,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180219,20180220,1,49.100931,-122.820275
257,3,Gate,1001991196,,1397508087,200,Ductile Iron,16.23,In Service,4715-4040-00,2017,Surrey,,Valve on Surcharged Main,Initial AB,,,,,,,,,,,,,,,,20180319,20180319,1,49.149335,-122.834670
258,2,Expansion Joint,1001793176,,1245111572,150,,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.212457,-122.876578
259,0,Ball,1000141348,28076,1265111374,75,Ductile Iron,0.89,Abandoned,4515,1977,Surrey,,LINE BW-A,Final AB,,,,,,,,,,,,,,,,20051122,20160708,0,49.208861,-122.871043
260,0,Ball,1000141349,28083,1265111383,75,Ductile Iron,0.6,Abandoned,4515,1977,Surrey,,LINE BW-A,Final AB,,,,,,,,,,,,,,,,20051122,20160708,0,49.209028,-122.871037
261,0,Ball,1000141350,28087,1265411420,100,Ductile Iron,0.64,Abandoned,4515,1977,Surrey,,LINE BW-A,Final AB,,,,,,,,,,,,,,,,20051122,20160708,0,49.209704,-122.870966
262,0,Ball,1000141351,28099,1253611574,75,Ductile Iron,0.59,Abandoned,4515,1977,Surrey,,LINE BW-B,Final AB,,,,,,,,,,,,,,,,20051123,20160708,0,49.212491,-122.874221
263,0,Ball,1000141352,28104,1253611533,75,Ductile Iron,0.73,Abandoned,4515,1977,Surrey,,LINE BW-B,Final AB,,,,,,,,,,,,,,,,20051123,20160708,0,49.211746,-122.874229
264,0,Ball,1000141353,28112,1253611583,75,Ductile Iron,0.88,Abandoned,4515,1977,Surrey,,LINE BW-B,Final AB,,,,,,,,,,,,,,,,20051123,20160708,0,49.212650,-122.874225
265,0,Ball,1000141355,28115,1253311607,75,Ductile Iron,0.75,Abandoned,4515,1977,Surrey,,LINE BW-B,Final AB,,,,,,,,,,,,,,,,20051123,20160708,1,49.213086,-122.874286
266,0,Ball,1000141356,28117,1253611610,75,Ductile Iron,0.81,Abandoned,4515,1977,Surrey,,LINE BW-B,Final AB,,,,CLOSED,20071210,,,,,,,,,,,20051123,20160708,0,49.213134,-122.874206
267,0,Ball,1000141374,28213,1273311580,63,Ductile Iron,0.69,Abandoned,4515,1978,Surrey,,LINE BE-F,Final AB,,,,,,,,,,,,,,,,20051129,20160708,0,49.212595,-122.868778
268,0,Ball,1000141377,28222,1252011424,150,Ductile Iron,0.4,Abandoned,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051129,20160708,0,49.209776,-122.874655
269,0,Ball,1000141378,28223,1252011425,75,Ductile Iron,0.49,Abandoned,4515,1977,Surrey,,LINE BW-D,Final AB,,,,,,,,,,,,,,,,20051129,20160708,0,49.209772,-122.874657
270,3,Gate,1000141394,22596,1389403500,200,Ductile Iron,1.61,Abandoned,S-810,1993,Surrey,,SEE S-102-049,Final AB,,,,,,,,,,,,,,,,20011017,20160708,1,49.066346,-122.837187
271,3,Gate,1000141400,22597,1389503502,100,Ductile Iron,,Abandoned,S-810,1993,Surrey,,SEE S-102-049,Final AB,,,,,,,,,,,,,,,,20011017,20160708,1,49.066374,-122.837153
272,3,Gate,1000141401,22856,1429803560,200,Ductile Iron,,Abandoned,4796-5010-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020604,20160708,0,49.067374,-122.826035
273,2,Expansion Joint,1000795257,,1918805185,250,Ductile Iron,2.35,Abandoned,4704-7540-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060803,20160708,0,49.096530,-122.691214
274,2,Expansion Joint,1000795255,,1918805164,250,Ductile Iron,3.27,Abandoned,4704-7540-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060803,20160708,0,49.096150,-122.691221
275,3,Gate,1001129837,,1196810228,200,Ductile Iron,,Abandoned,SF-1230,2002,Surrey,,Permanently Closed,Final AB,,,,,,,,,,,,,,,,20090805,20160708,0,49.188143,-122.889965
276,3,Gate,1001421077,,1878703065,150,Clay Tile,42.21,In Service,7809-0065-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120809,20121207,1,49.058201,-122.702483
277,3,Gate,1001721460,,1297911504,75,Ductile Iron,,In Service,7811-0022-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20131212,,1,49.211202,-122.861998
278,3,Gate,1001721461,,1297811503,75,Ductile Iron,,In Service,7811-0022-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20131212,,1,49.211190,-122.862008
279,3,Gate,1001421078,,1878703015,150,Cast Iron,42.11,In Service,7809-0065-00,,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120809,20121207,1,49.057298,-122.702482
280,3,Gate,1000141379,22594,1445111674,50,Ductile Iron,,In Service,4700-9040-00,2001,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20020129,20140606,1,49.214233,-122.821326
281,3,Gate,1001361347,,1558807531,600,Steel,15.71,In Service,4705-6020-00,2011,Surrey,,53 Turns,Final AB,,,,,,,,,,,,,,,,20120221,20140724,1,49.139201,-122.790238
282,3,Gate,1001361357,,1558707530,750,Steel,15.75,In Service,4705-6020-00,2011,Surrey,,387 Turns,Final AB,,,,,,,,,,,,,,,,20120221,20140724,1,49.139181,-122.790250
283,2,Expansion Joint,1000795258,,1918905138,250,Ductile Iron,4.42,In Service,4704-7540-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060803,20150415,1,49.095685,-122.691184
284,3,Gate,1001200882,,1238310582,75,Steel,,In Service,7806-0035-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110614,20111223,1,49.194549,-122.878476
285,3,Gate,1000816347,,1511407198,,,,In Service,7803-0022-00,,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070117,20140204,1,49.133211,-122.803335
286,3,Gate,1000141383,28436,1483308230,300,Ductile Iron,19.1,In Service,4799-3030-00,2005,Surrey,,SEE ALSO S-043-197,Final AB,,,,,,,,,,,,,,,,20060105,20140313,1,49.151887,-122.811015
287,3,Gate,1000141384,28437,1483308230,400,Ductile Iron,19.1,In Service,4799-3030-00,2005,Surrey,,SEE ALSO S-043-197,Final AB,,,,,,,,,,,,,,,,20060105,20140313,1,49.151884,-122.810998
288,2,Expansion Joint,1001810319,,1173510721,250,Polyethylene,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.197078,-122.896384
289,3,Gate,1001810338,,1171310695,200,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.196597,-122.896977
290,3,Gate,1001810339,,1171910690,250,Cast Iron,-0.79,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.196515,-122.896823
291,3,Gate,1001810340,,1171910689,250,Cast Iron,-0.79,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.196498,-122.896820
292,3,Gate,1001810348,,1176610652,250,Cast Iron,-1.44,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.195828,-122.895528
293,3,Gate,1001810353,,1171410683,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.196396,-122.896945
294,3,Gate,1001810366,,1180410729,100,Cast Iron,0.16,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.197219,-122.894469
295,3,Gate,1001810371,,1175310743,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.197480,-122.895875
296,3,Gate,1001810372,,1175310744,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.197489,-122.895881
297,3,Gate,1001810575,,1183810601,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.194903,-122.893541
298,3,Gate,1001810589,,1191210615,250,Cast Iron,0.71,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.195157,-122.891497
299,3,Gate,1001810740,,1193410612,100,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.195102,-122.890885
300,3,Gate,1001810591,,1187510631,250,Cast Iron,1.39,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.195442,-122.892523
301,3,Gate,1001810767,,1192710630,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.195432,-122.891068
302,3,Gate,1001810788,,1192510631,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.195443,-122.891141
303,3,Gate,1001810820,,1204910959,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,,1,49.201365,-122.887707
304,3,Gate,1001810789,,1190310667,250,Cast Iron,0.52,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.196102,-122.891747
305,3,Gate,1001433485,,1604100759,450,Ductile Iron,0.07,In Service,4706-4550-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120913,20130219,1,49.016633,-122.778286
306,3,Gate,1001433486,,1604100758,450,Ductile Iron,0.31,In Service,4706-4550-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120913,20130219,1,49.016623,-122.778291
307,3,Gate,1001150925,,1335811422,350,Ductile Iron,3.09,In Service,4708-3020-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100223,20110118,1,49.209712,-122.851519
308,2,Expansion Joint,1001793223,,1248611590,150,Polyethylene,0.57,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.212782,-122.875609
309,3,Gate,1001187148,,1343311422,250,Ductile Iron,,In Service,4706-3020-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110118,20110118,1,49.209705,-122.849449
310,0,Ball,1001077669,,1175710250,150,Steel,,In Service,7805-0269-00,2006,Surrey,,3 ball valves,Final AB,,,,,,,,,,,,,,,,20090109,20091208,1,49.188545,-122.895780
311,0,Ball,1001143027,,1179210293,150,Steel,0.95,In Service,7806-0185-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20091208,20091208,1,49.189331,-122.894818
312,2,Expansion Joint,1001793290,,1254311620,150,Polyethylene,0,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.213321,-122.874015
313,0,Ball,1000141290,27763,1300111593,75,Ductile Iron,0.91,In Service,4515,1978,Surrey,,LINE BE-G SEE ALSO S-001-070,Final AB,,,,,,,,,,,,,,,,20051107,20091221,0,49.212821,-122.861384
314,3,Gate,1000824132,,1706108031,75,Ductile Iron,,In Service,7800-0179-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070502,20120309,1,49.148168,-122.749560
315,8,LPS Lateral Gate,1001699710,,1221411333,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208142,-122.883125
316,8,LPS Lateral Gate,1001699711,,1221811340,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208272,-122.883022
317,8,LPS Lateral Gate,1001699723,,1222611355,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208543,-122.882801
318,8,LPS Lateral Gate,1001699724,,1222611357,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208574,-122.882782
319,8,LPS Lateral Gate,1001699725,,1223411372,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208835,-122.882571
320,8,LPS Lateral Gate,1001699733,,1224611394,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.209231,-122.882249
321,8,LPS Lateral Gate,1001792642,,1219911305,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.207630,-122.883530
322,8,LPS Lateral Gate,1001792643,,1219111289,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.207340,-122.883768
323,8,LPS Lateral Gate,1001792644,,1218611281,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.207189,-122.883892
324,8,LPS Lateral Gate,1001792645,,1218311274,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.207076,-122.883983
325,8,LPS Lateral Gate,1001792646,,1217511261,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.206827,-122.884193
326,8,LPS Lateral Gate,1001792647,,1216311238,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.206415,-122.884529
327,8,LPS Lateral Gate,1001792648,,1216211235,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.206360,-122.884574
328,8,LPS Lateral Gate,1001792747,,1226411431,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.209900,-122.881728
329,8,LPS Lateral Gate,1001792790,,1227211446,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.210177,-122.881526
330,8,LPS Lateral Gate,1001792791,,1227111444,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.210149,-122.881549
331,0,Ball,1000141171,27480,1215210891,100,Ductile Iron,0.6,In Service,S-537,1986,Surrey,,LINE BSW-E SEE ALSO S-010-053,Final AB,,,,,,,,,,,,,,,,20051028,20140717,1,49.200148,-122.884846
332,3,Gate,1001811886,,1359111632,100,Cast Iron,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150309,20150309,1,49.213499,-122.845066
333,3,Gate,1001811887,,1359111630,100,Cast Iron,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150309,20150309,1,49.213472,-122.845081
334,3,Gate,1001811888,,1363211624,100,Cast Iron,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150309,20150309,1,49.213355,-122.843935
335,8,LPS Lateral Gate,1001792795,,1228011461,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.210460,-122.881298
336,8,LPS Lateral Gate,1001792804,,1230311482,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.210825,-122.880667
337,8,LPS Lateral Gate,1001792805,,1229411475,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.210710,-122.880913
338,3,Gate,1001222558,,1857009820,450,Steel,8.54,In Service,4707-3120-00,2011,Surrey,,Cathodic Protected,Final AB,,,,,,,,,,,,,,,,20111207,20111207,1,49.180450,-122.707754
339,3,Gate,1001222559,,1857209819,450,Steel,8.7,In Service,4707-3120-00,2011,Surrey,,Cathodic Protected,Final AB,,,,,,,,,,,,,,,,20111207,20111207,1,49.180426,-122.707691
340,3,Gate,1001157901,,1728510427,300,Steel,,In Service,SF-1784,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100429,20130830,1,49.191511,-122.743166
341,3,Gate,1001157902,,1728410426,300,Steel,,In Service,SF-1784,,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100429,20160805,1,49.191505,-122.743176
342,0,Ball,1000141184,27544,1229710788,100,Ductile Iron,0.41,In Service,4516,1978,Surrey,,LINE BSW-J  SEE ALSO S-010-068,Final AB,,,,,,,,,,,,,,,,20051030,,1,49.198270,-122.880839
343,0,Ball,1000141185,27547,1232510768,100,Ductile Iron,0.29,In Service,4516,1978,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051030,,1,49.197904,-122.880073
344,0,Ball,1000141186,27549,1230410796,100,Ductile Iron,0.31,In Service,4516,1978,Surrey,,LINE BSW-J  SEE ALSO S-010-068,Final AB,,,,,,,,,,,,,,,,20051030,,1,49.198408,-122.880661
345,3,Gate,1001897238,,1302111586,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.212687,-122.860822
346,3,Gate,1000141188,22426,1136910139,250,Ductile Iron,,In Service,4797-503,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020103,,1,49.186559,-122.906499
347,3,Gate,1001897239,,1302311586,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,,0,49.212687,-122.860781
