,ANCILLARYROLE,ENABLED,CHAMBER_TYPE,CHAMBER_TYPE2,FACILITYID,LEGACYID,NODE_NO,CHAMBER_DISCHARGE,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
71,,1,2,Valve,1000280169,8089,1640109314,,In Service,,,Metro Vancouver,,,,,,,,,20020429,20170413,49.171425,-122.767669
72,,1,2,Valve,1000280564,17578,1666802368,,In Service,,,Surrey,,,,,,,,,20020503,20170413,49.045720,-122.760903
73,,1,2,Valve,1000280631,23281,1666902357,,In Service,WF-2556,1999,Metro Vancouver,,SEE ALSO GVW-125-031 TO 032,Final AB,,,,,,20040914,20170413,49.045523,-122.760866
74,,1,2,Valve,1000814555,,1879605401,,In Service,1200-5120-00,2006,Surrey,,350 & 600 BUTERFLY VALVES,Final AB,,,,,,20061214,20170413,49.100461,-122.701990
75,,1,2,Valve,1000820735,,1460302348,,In Service,WF-2093,2006,Metro Vancouver,,,Final AB,,,,,,20070313,20170413,49.045464,-122.817727
76,,1,0,Pressure Reducing,1000851025,,1658608197,,In Service,1205-5520-00,2008,Surrey,16588 FRASER HWY,,Final AB,,,,,,20080521,20170413,49.151196,-122.762634
77,,1,0,Pressure Reducing,1000853191,,1492703017,,In Service,1205-5530-00,2007,Surrey,3061 KING GEORGE BLVD,,Final AB,,,,,,20080625,20170413,49.057545,-122.808768
78,,1,0,Pressure Reducing,1000855708,,1649808774,,In Service,7806-0012-00,2008,Surrey,16488 87A AVE,,Final AB,,,,,,20080815,20170413,49.161655,-122.765028
79,,1,0,Pressure Reducing,1001085721,,1442705621,No,In Service,MOTH 71101-1004,2009,Surrey,14400 BLK HWY 10 (56 AVE),T.B Verified with A/B,Final AB,,,,,,20100922,20170413,49.104700,-122.822380
80,,1,0,Pressure Reducing,1001120176,,1479605628,No,In Service,1207-3590-00,2009,Surrey,5606 148 ST,,Final AB,,,,,,20090421,20170413,49.104810,-122.812195
81,,1,2,Valve,1001126510,,1477710422,No,In Service,W-902,1980,Surrey,,Check valve in valve chamber,Final AB,,,,,,20090625,20170413,49.191558,-122.812385
82,,1,0,Pressure Reducing,1001132305,,1601602754,No,In Service,7805-0349-00,,Surrey,S E COR. 28 AVE & 160 ST,For Interm PRV Station,Final AB,,,,,,20090923,20170413,49.052739,-122.778822
83,,1,2,Valve,1001134959,,1460702206,Yes,In Service,4806-3070-00,2008,Surrey,,DISCHARGE KIOSK,Final AB,,,,,,20091016,20170413,49.042891,-122.817635
84,,1,2,Valve,1001134963,,1460602212,No,In Service,4806-3070-00,2008,Surrey,,,Final AB,,,,,,20091016,20170413,49.042992,-122.817665
85,,1,3,Zone Meter,1001141044,,1555802355,,In Service,1207-5560-00,2009,Surrey,15564 24 AVE,,Final AB,,,,,,20091120,20170413,49.045549,-122.791441
86,,1,3,Zone Meter,1001141058,,1461502362,,In Service,1207-5560-00,2009,Surrey,SUNNYSIDE @ 2400 (E),,Final AB,,,,,,20091120,20170413,49.045723,-122.817414
87,,1,3,Zone Meter,1001141063,,1459302361,,In Service,1207-5560-00,2009,Surrey,SUNNYSIDE @ 2400 (W),,Final AB,,,,,,20091120,20170413,49.045694,-122.818017
88,,1,3,Zone Meter,1001141064,,1640209537,,In Service,1207-5560-00,2009,Surrey,9548 164 ST,,Final AB,,,,,,20091120,20170413,49.175470,-122.767620
89,,1,3,Zone Meter,1001141069,,1680008039,,In Service,1207-5560-00,2009,Surrey,8015 FRASER HWY,Relocated by 1209-5210-00,Final AB,,,,,,20091123,20170413,49.148326,-122.756746
90,,1,3,Zone Meter,1001141070,,1357409213,,In Service,1207-5560-00,2009,Surrey,9180 KING GEORGE BLVD,,Final AB,,,,,,20091123,20170413,49.169733,-122.845691
91,,1,2,Valve,1001168629,,1198611202,,In Service,,1963,Surrey,,,Final AB,,,,,,20100727,20170413,49.205764,-122.889422
92,,1,3,Zone Meter,1001173041,,1840307216,,In Service,F/T,,Surrey,184 ST & 72 AVE,,Initial AB,,,,,,20100923,20170413,49.133338,-122.712625
93,,1,3,Zone Meter,1001173042,,1918205432,,In Service,F/T,,Surrey,54TH & 192ND ST,,Initial AB,,,,,,20100923,20170413,49.101002,-122.691343
94,,1,3,Zone Meter,1001173043,,1761206889,,In Service,F/T,,Surrey,6890-176 ST,,Initial AB,,,,,,20100923,20170413,49.127467,-122.734471
95,,1,3,Zone Meter,1001173044,,1940206271,,In Service,F/T,,Surrey,19407 FRASER HWY,,Initial AB,,,,,,20100923,20170413,49.116166,-122.685174
96,,1,3,Zone Meter,1001184342,,1581602226,,In Service,1209-1020-00,2010,Surrey,2303 CRANLEY DR,Placed as per Sig B.,Final AB,,,,,,20101210,20170413,49.043204,-122.784358
97,,1,0,Pressure Reducing,1001184873,,1275406242,,In Service,1207-5580-00,2010,Surrey,62A AVE WEST OF 128TH ST,,Final AB,,,,,,20101216,20170413,49.115987,-122.868466
98,,1,0,Pressure Reducing,1001189821,,1640102350,,In Service,7807-0041-00,2009,Surrey,24 @ 164,,Final AB,,,,,,20110222,20170413,49.045408,-122.768230
99,,1,0,Pressure Reducing,1001189822,,1633001362,,In Service,7807-0041-00,2009,Surrey,16335 14TH AVE,,Final AB,,,,,,20110222,20170413,49.027525,-122.770293
100,,1,0,Pressure Reducing,1001204755,,1654108154,,In Service,7803-0440-00,2011,Surrey,SW CORNER OF 16588 81AVE,Drawing Details Sheet WD-045-079,Final AB,,,,,,20110721,20170413,49.150421,-122.763889
101,,1,3,Zone Meter,1001222657,,1684206006,,In Service,1209-5060-00,2010,Surrey,16832 60TH AVE,1500 MH,Final AB,,,,,,20111208,20170413,49.111536,-122.755793
102,,1,0,Pressure Reducing,1001416027,,1371106217,,In Service,1209-6020-00,2014,Surrey,62ND AVE. AND 137A STREET,New PRV Chamber,Final AB,,New,20130627,,,20151014,20170413,49.115510,-122.842070
103,,1,0,Pressure Reducing,1001416028,,1295205603,,In Service,1209-6030-00,2014,Surrey,56TH AND COULTHARD RD. ,,Final AB,,,,,,20151014,20170413,49.104425,-122.863019
104,,1,0,Pressure Reducing,1001416037,,1323505555,,In Service,1209-5080-00,2014,Surrey,55A AVE. AND 132A ST. ,"NE Corner of 55A Ave. and 132A St., off of 132A st.",Final AB,,,,,,20151014,20170413,49.103551,-122.855228
105,,0,2,Valve,1000267936,4533,1340710354,,Abandoned,,,Surrey,,,,,,,,,20020425,20130107,49.190385,-122.850228
106,,1,0,Pressure Reducing,1001416042,,1558907929,,In Service,1209-5090-00,2014,Surrey,156 ST & 79A AVE ,,Final AB,,,,,,20151014,20170413,49.146399,-122.790179
107,,1,0,Pressure Reducing,1001416049,,1253805501,,In Service,1209-5100-00,2014,Surrey,55 AVE AND 125A STREET,,Final AB,,,,,,20151014,20170413,49.102599,-122.874430
108,,1,0,Pressure Reducing,1001416053,,1613108021,,In Service,1209-5110-00,2014,Surrey,80 AVE & 161A ST,,Final AB,,,,,,20151014,20170413,49.148041,-122.775211
109,,1,0,Pressure Reducing,1001416074,,1126209902,,In Service,1209-5120-00,2014,Surrey,PLYWOOD RD & ROBSON RD,,Final AB,,,,,,20151014,20170413,49.182266,-122.909452
110,,1,0,Pressure Reducing,1001416079,,1477808671,,In Service,1209-5140-00,2014,Surrey,8640BLK 148 ST,,Final AB,,,,,,20151015,20170413,49.159872,-122.812501
111,,1,0,Pressure Reducing,1001416105,,1627801369,,In Service,1209-5150-00,2014,Surrey,1421 KING GEORGE BLVD (W),,Final AB,,New,20131108,,,20151015,20170413,49.027672,-122.771713
112,,1,3,Zone Meter,1001932272,,1545103160,Yes,In Service,1213-3280-00,2015,Surrey,,,Final AB,,,,,,20170523,20170523,49.060109,-122.794334
113,,1,3,Zone Meter,1001932303,,1361106416,,In Service,1213-3280-00,2015,Surrey,,,Final AB,,,,,,20170523,20170523,49.119112,-122.844829
114,,1,3,Zone Meter,1001932298,,1498205801,Yes,In Service,1213-3280-00,2015,Surrey,,,Final AB,,,,,,20170523,20170523,49.107936,-122.807052
115,,1,3,Zone Meter,1001418117,,1439603167,,In Service,1213-3280-00,2015,Surrey,NW CORNER 32 AVE & 144 ST,,Final AB,,,,,,20170523,20170523,49.060288,-122.823379
116,,0,0,Pressure Reducing,1000263258,20097,1563003364,,Abandoned,7800-0107-00,2001,Surrey,15639 34 AVE,Decommisioned Feb 2018 - FT02559,Final AB,,,,,,20020617,20180308,49.063800,-122.789403
117,,1,2,Valve,1000278671,13807,1318906017,,In Service,0048,1966,Surrey,,,,,,,,,20020502,20180220,49.111915,-122.856470
118,,1,2,Valve,1001987746,,1900507154,,In Service,,2017,Surrey,Hazelgrove Park,Parks Responsibility,Final AB,,,,,,20180301,20180302,49.132165,-122.696022
119,,1,2,Valve,1001987747,,1902207153,,In Service,,2017,Surrey,Hazelgrove Park,Parks Responsibility,Final AB,,,,,,20180301,20180306,49.132159,-122.695569
120,,1,2,Valve,1001989508,,1341910068,,In Service,,2006,Surrey,Holland Park,Parks Responsibility - Irrigation,Final AB,,,,,,20180312,20180312,49.185211,-122.849905
121,,1,2,Valve,1001992321,,1544110237,,In Service,,,Surrey,Guildford Heights Park,Water Chamber Location Approx.,,,,,,,20180321,20180321,49.188175,-122.794087
122,,0,0,Pressure Reducing,1000853192,,1492703017,,Abandoned,1205-5530-00,2007,Surrey,3061 KING GEORGE HWY,"Duplicate of 1000853191, both PRVs are in same Chamber",Final AB,,,,,,20080625,20150424,49.057549,-122.808760
123,,1,0,Pressure Reducing,1000271726,6329,1210609054,,Abandoned,,,Surrey,12171 90 AVE - in roadway,Old PRV in roadway,,,,,,,20020429,20130606,49.166894,-122.886198
124,,1,0,Pressure Reducing,1000260684,21448,1498008436,No,In Service,W-323,,Surrey,14983 84 AVE,PREVIOUSLY PLACE W/O ATTR - Shut off Aug 7/15 ,Final AB,,,,,,20021028,20180201,49.155603,-122.806927
125,,1,0,Pressure Reducing,1000265076,16845,1280602366,,Abandoned,,,Surrey,,Details of abandonment are unknown.,,,,,,,20020502,20120705,49.045849,-122.867216
126,,1,0,Pressure Reducing,1001944741,,1600710185,,In Service,1705-3120-00,2016,Surrey,160 St & 101A Ave (NE Corner),,Initial AB,,,,,,20170830,20170830,49.187215,-122.778454
127,,1,0,Pressure Reducing,1000277743,10067,1680108041,,Abandoned,W433,1984,Surrey,8015 168 ST,,Final AB,,,,,,20020430,20151016,49.148377,-122.756726
128,,0,0,Pressure Reducing,1000265203,16774,1297802852,,Abandoned,W570,1986,Surrey,130 ST & CRESCENT RD,Abandoned - (132St and Crescent Rd.),Final AB,,,,,,20020502,20171020,49.054643,-122.862453
129,,1,2,Valve,1000270180,16190,1443104065,,Abandoned,,,Surrey,,,,,,,,,20020502,,49.076540,-122.822356
130,,1,0,Pressure Reducing,1001721780,,1958306447,,Proposed,7811-0140-00,2013,Surrey,,,EC,,,,,,20131217,20131217,49.119333,-122.680166
131,,1,2,Valve,1000275107,16258,1432103641,,Abandoned,,,Surrey,,,,,,,,,20020502,,49.068871,-122.825401
132,,0,0,Pressure Reducing,1000276840,20712,1119709707,,Abandoned,,,Surrey,,FIELD INFO,,,,,,,20020910,20111019,49.178737,-122.911272
133,,1,0,Pressure Reducing,1000272397,23403,1479606889,,Abandoned,1202-5010-00,2004,Surrey,14805 68A AVE,On 148 ST,Final AB,,,,,,20060404,20130124,49.127623,-122.812117
134,,1,0,Pressure Reducing,1000274222,21987,1461607509,,Abandoned,7896-0081-00,1997,Surrey,7450 146 ST,Abandoned - (146 & 75 Ave)SEE ALSO W-053-031,Final AB,,,,,,20030515,20170410,49.138856,-122.817047
135,,1,0,Pressure Reducing,1000266702,7065,1397909037,,Abandoned,,,Surrey,90 AVE & 140 ST,Chamber filled with sand,,,,,,,20020429,20171128,49.166525,-122.834501
136,,1,0,Pressure Reducing,1000849911,,1333211282,,In Service,,,Surrey,13325 112A AVE,,,,,,,,20080508,20171128,49.207185,-122.852257
137,,1,0,Pressure Reducing,1001416052,,1599507984,,In Service,1209-5110-00,2014,Surrey,7988 160TH AVE.,Circulation PRV; Shut off Dec 2014,Final AB,,,,,,20151014,20171128,49.147384,-122.778956
138,,1,0,Pressure Reducing,1001416106,,1320408826,,In Service,1209-5170-00,2014,Surrey,"13213 88TH AVE, PRV CHAMBER",,Final AB,,New,20131201,,,20151015,20170413,49.162748,-122.855923
139,,1,0,Pressure Reducing,1001416116,,1361506418,,In Service,1209-5180-00,2014,Surrey,KING GEORGE BLVD AND 64TH AVE,,Final AB,,New,20131001,,,20151015,20170413,49.119149,-122.844714
140,,1,0,Pressure Reducing,1001416117,,1372506805,,In Service,1209-5190-00,2014,Surrey,13748 HYLAND ROAD,Critical - (68th & Hyland),Final AB,,New,20130607,,,20151015,20170413,49.126157,-122.841645
141,,1,0,Pressure Reducing,1001416140,,1725802746,,In Service,1209-5200-00,2014,Surrey,2773 COUNTRY WOODS DRIVE ,"West side of Country Woods Dr., left side of 2773s driveway",Final AB,,New,20131210,,,20151016,20170413,49.052521,-122.744612
142,,1,0,Pressure Reducing,1001416141,,1680108041,,In Service,1209-5210-00,2014,Surrey,FRASER HWY AND 168TH STREET,,Final AB,,New,20130627,,,20151016,20170413,49.148377,-122.756737
143,,1,0,Pressure Reducing,1001416142,,1667302370,,In Service,1209-5220-00,2014,Surrey,16667 24TH AVE,,Final AB,,,,,,20151016,20170413,49.045750,-122.760758
144,,1,0,Pressure Reducing,1001416143,,1359401367,,In Service,1209-5230-00,2014,Surrey,14TH AVE AND 136TH STREET,,Final AB,,,,,,20151016,20170413,49.027748,-122.845564
145,,1,0,Pressure Reducing,1001416144,,1300001382,,In Service,1209-5240-00,2014,Surrey,14TH AVE AND 130TH STREET,,Final AB,,,,,,20151019,20170413,49.028047,-122.861922
146,,0,2,Valve,1000271613,6150,1214509049,,Abandoned,,,Surrey,,,,,,,,,20020429,20171221,49.166802,-122.885109
147,,1,0,Pressure Reducing,1001559543,,1241310424,,In Service,1200-3060-00,2013,Surrey,12442 104TH AVE,Secondary - PRV Chamber,EC,,New,20130531,,,20121116,20170413,49.191691,-122.877660
148,,1,2,Valve,1001591349,,1267806264,,In Service,,,Metro Vancouver,,,,,,,,,20130404,20170413,49.116393,-122.870538
149,,1,2,Valve,1001740184,,1134910275,,In Service,Fraser Surrey Docks,2013,Private,,New Backflow Preventor,Final AB,,,,,,20140407,20170413,49.189005,-122.907045
150,,1,2,Valve,1001740185,,1135110273,,In Service,Fraser Surrey Docks,2013,Private,,Flow Meter in Exist. Chamber,Final AB,,,,,,20140407,20170413,49.188978,-122.906994
151,,1,3,Zone Meter,1001842524,,1127009908,,In Service,1209-5120-00,2014,Surrey,PLYWOOD RD & ROBSON RD,Flowmeter in 1500 MH (North flowmeter),Final AB,,,,,,20151015,20170413,49.182374,-122.909254
152,,1,3,Zone Meter,1001842525,,1126409899,,In Service,1209-5120-00,2014,Surrey,PLYWOOD RD & ROBSON RD,Flowmeter in 1500 MH,Final AB,,,,,,20151015,20170413,49.182207,-122.909418
153,,1,2,Valve,1001856384,,1460402161,,In Service,,,Surrey,,,,,,,,,20160128,20170413,49.042079,-122.817713
154,,1,2,Valve,1001856385,,1460302161,,In Service,,,Surrey,,,,,,,,,20160128,20170413,49.042079,-122.817755
155,,1,0,Pressure Reducing,1000260676,9417,1517908349,,In Service,7881-1281,2002,Surrey,8311 152 ST,,Final AB,,,,,,20020430,20170413,49.154033,-122.801458
156,,1,2,Valve,1000271630,6175,1210509050,,In Service,,,Metro Vancouver,,,,,,,,,20020429,20171219,49.166821,-122.886242
157,,1,0,Pressure Reducing,1000265440,16605,1240702492,,In Service,W364,1984,Surrey,2496 124 ST,On 25 AVE - Shut off Aug 14/15 - Removed June 2016,Final AB,,,,,,20020502,20171220,49.048153,-122.878178
158,,1,0,Pressure Reducing,1000267210,65,1199011200,,In Service,,1974,Surrey,PATULLO BRIDGE (S),Shut off Aug 13/15,Final AB,,,,,,20020424,20171220,49.205729,-122.889328
159,,0,0,Pressure Reducing,1000267364,2735,1448911652,,Abandoned,,,Surrey,14502 116A AVE,In lane at rear,,,,,,,20020424,20171220,49.213824,-122.820266
160,,1,0,Pressure Reducing,1000260782,9286,1459508520,,In Service,,,Surrey,8489 146 ST,Shut off and Marked Dec 11/14,,,,,,,20020429,20171220,49.157141,-122.817549
161,,1,0,Pressure Reducing,1000260793,9297,1492508544,,In Service,7888-0002,1990,Surrey,8519 149A ST,Shut off and marked Dec 11/14,Final AB,,,,,,20020430,20171220,49.157561,-122.808433
162,,1,0,Pressure Reducing,1000269439,15178,1840405798,,Abandoned,W634,1986,Surrey,58 AVE & 184 ST,Abandoned - Decommissioned,Final AB,,,,,,20020502,20140415,49.107675,-122.712760
163,,0,2,Valve,1000272767,14139,1277506263,,Abandoned,,2002,Surrey,,,,,,,,,20020502,20101215,49.116366,-122.867878
164,,1,0,Pressure Reducing,1000281025,22336,1416411626,,Abandoned,,2002,Surrey,11576 141A ST,Abandoned - AS PER OPERATIONS,,,,,,,20030616,20140415,49.213348,-122.829238
165,,1,0,Pressure Reducing,1000264163,21997,1632707856,,In Service,1296-501,2002,Surrey,16316 78A AVE,SEE DETAIL SHEET W-055-069 - Shut off and marked Dec 03/14,Final AB,,,,,,20030516,20171220,49.145039,-122.769832
166,,1,0,Pressure Reducing,1000269058,20215,1665410901,,Abandoned,7898-0015-00,2001,Surrey,10873 166A ST,Abandoned,Final AB,,,,,,20020628,20171220,49.200131,-122.760535
167,,1,0,Pressure Reducing,1000269114,22924,1667910830,,In Service,1202-5050-00,2003,Surrey,16690 108 AVE,"Shut off inlet only, Dec 19/14",Final AB,,,,,,20031125,20171220,49.198848,-122.759504
168,,1,0,Pressure Reducing,1000269792,15491,1897405959,,In Service,7887-1346,1991,Surrey,18975 59A AVE,Shut off and Marked Nov. 27/14,Final AB,,,,,,20020429,20171220,49.110554,-122.697012
169,,1,0,Pressure Reducing,1000269921,15625,1894005834,,In Service,7887-1340,1988,Surrey,18952 58 AVE,Shut off and Marked Nov 27/14,Final AB,,,,,,20020502,20171220,49.108299,-122.697971
170,,1,0,Pressure Reducing,1000274176,11512,1453007570,,In Service,,,Surrey,7549 WILTSHIRE DR,"Shut off, Aug 7/15",,,,,,,20020501,20171220,49.139952,-122.819414
171,,1,0,Pressure Reducing,1000274215,21943,1473707431,,Abandoned,7897-0332-00,2001,Surrey,14755 74 AVE,Abandoned - (14800-74 Ave) SEE ALSO W-053-062,Final AB,,,,,,20030513,20171220,49.137429,-122.813704
172,,1,3,Zone Meter,1001932381,,1460002205,,In Service,1213-3280-00,2015,Surrey,,,Final AB,,,,,,20170524,20170524,49.042876,-122.817826
173,,1,3,Zone Meter,1001932385,,1462410544,,In Service,1213-3280-00,2015,Surrey,,Whalley P.S.,Final AB,,,,,,20170524,20170524,49.193764,-122.816606
174,,1,3,Zone Meter,1001932377,,1373006807,,In Service,1213-3280-00,2015,Surrey,,,Final AB,,,,,,20170524,20170524,49.126187,-122.841506
175,,1,3,Zone Meter,1001932384,,1458702135,,In Service,1213-3280-00,2015,Surrey,Sunnyside P.S. 1,,Final AB,,,,,,20170524,20170524,49.041611,-122.818205
176,,1,3,Zone Meter,1001932387,,1269706270,,In Service,1213-3280-00,2015,Surrey,Newton P.S.,,Final AB,,,,,,20170524,20170524,49.116496,-122.870017
177,,1,0,Pressure Reducing,1000269455,15194,1841005750,,In Service,W634,1986,Surrey,5758 184 ST,,Final AB,,,,,,20020502,20171128,49.106807,-122.712600
178,,1,0,Pressure Reducing,1000269851,15554,1919406381,,In Service,W-121,1994,Surrey,6356 192 ST,Already shut off July 27/16,Final AB,,,,,,20020502,20171128,49.118172,-122.690904
179,,1,0,Pressure Reducing,1000277249,21341,1357709212,,In Service,1299-5000-00,2001,Surrey,9180 KING GEORGE BLVD,"SEE ALSO W-031-098, WD-031-042",Final AB,,,,,,20021008,20171128,49.169705,-122.845608
180,,1,0,Pressure Reducing,1000277519,22897,1358008215,,In Service,,,Surrey,8190 KING GEORGE BLVD,"No prv, is a water meter",,,,,,,20031104,20171128,49.151671,-122.845572
181,,1,0,Pressure Reducing,1000270751,15879,1940006272,,In Service,,2002,Surrey,19401 FRASER HWY,"Already shut off, July 25/16",,,,,,,20020502,20171128,49.116193,-122.685233
182,,1,0,Pressure Reducing,1000261751,23390,1419811180,,In Service,1201-3040-00,2004,Surrey,14207 KINDERSLEY DR,Secondary - (Kindersley & Coventry),Final AB,,,,,,20041108,20170413,49.205294,-122.828322
183,,1,0,Pressure Reducing,1000263197,22703,1544603163,,In Service,1200-5010-00,2002,Surrey,15400 32 AVE,,Final AB,,,,,,20030807,20170413,49.060166,-122.794460
184,,1,0,Pressure Reducing,1000263201,22940,1559703556,,In Service,1200-5020-00,2002,Surrey,3581 156 ST,,Final AB,,,,,,20050708,20170413,49.067271,-122.790282
185,,1,0,Pressure Reducing,1000263182,21809,1525303365,,In Service,7896-0307-00,2003,Surrey,15233 34 AVE,,Final AB,,,,,,20030410,20170413,49.063829,-122.799770
186,,1,0,Pressure Reducing,1000263979,18082,1299401568,,In Service,W530,,Surrey,16 AVE & 130 ST,,Final AB,,,,,,20020503,20170413,49.031403,-122.862060
187,,1,0,Pressure Reducing,1000263997,18102,1358201563,,In Service,,,Surrey,13589 16 AVE,Secondary - (16th Ave and 136th Street),Final AB,,,,,,20020503,20170413,49.031295,-122.845877
188,,1,0,Pressure Reducing,1000264170,22076,1640907886,,In Service,1298-303,2002,Surrey,7854 164 ST,,Final AB,,,,,,20030521,20170413,49.145582,-122.767564
189,,1,0,Pressure Reducing,1000264429,23382,1839201958,,In Service,12025040-00,2004,Surrey,18386 20 AVE,On 184 ST,Final AB,,,,,,20041103,20170413,49.038190,-122.713472
190,,1,0,Pressure Reducing,1000264541,19404,1760601963,,In Service,,,Surrey,1994 176 ST,,,,,,,,20020503,20170413,49.038335,-122.735116
191,,1,0,Pressure Reducing,1000264573,22264,1760901580,,In Service,,,Surrey,17621 16 AVE,On 176 ST,,,,,,,20030611,20170413,49.031385,-122.735066
192,,1,0,Pressure Reducing,1000264887,23357,1721402973,,In Service,1202-5110-00,2004,Surrey,17218 HILLVIEW PL,,Final AB,,,,,,20041109,20170413,49.056638,-122.745821
193,,1,0,Pressure Reducing,1000264892,23397,1758802869,,In Service,1202-5100,2004,Surrey,2909 176 ST,,Final AB,,,,,,20051103,20170413,49.054730,-122.735526
194,,1,0,Pressure Reducing,1000264929,23791,1919502762,,In Service,1204-6050-00,2005,Surrey,28 AVE & 192 ST,,Final AB,,,,,,20051012,20170413,49.052687,-122.691296
195,,1,0,Pressure Reducing,1000265083,16855,1359502972,,In Service,W432,1984,Surrey,3018 136 ST,,Final AB,,,,,,20020502,20170413,49.056787,-122.845441
196,,1,0,Pressure Reducing,1000265115,22228,1319902664,,In Service,1200-5030-02,2002,Surrey,2710 132 ST,AS PER OPERATION,Final AB,,,,,,20030606,20170413,49.051237,-122.856368
197,,0,0,Pressure Reducing,1000265350,16722,1246602499,,Abandoned,W-886,1993,Surrey,25 AVE & 124B ST,,Final AB,,,,,,20020502,20170622,49.048268,-122.876546
198,,1,0,Pressure Reducing,1000275803,13187,1822906632,,In Service,,,Surrey,18197 66 AVE,Shut off Aug 13/15,,,,,,,20020502,20171220,49.122788,-122.717488
199,,1,0,Pressure Reducing,1000275846,21508,1817506709,,In Service,7800-0028-00,2001,Surrey,67 AVE & 182 ST,"SEE ALSO W-067-065 - Shut off inlet only, Nov 27/14 ",Final AB,,,,,,20021115,20171220,49.124164,-122.718956
200,,1,0,Pressure Reducing,1000276017,14391,1489605700,,Abandoned,,,Surrey,14899 57 AVE,Abandoned (14900-57Ave),,,,,,,20020502,20171220,49.106111,-122.809442
