,AMENDMENT_DATE,AMENDMENT_DESCRIPTION,AMENDMENT_RESOLUTION,CRE_DATE,DENSITY_HIGH,DENSITY_LOW,DENSITY_UNITS,FOLDER,LAND_USE,MOD_DATE,PLAN_AREA,PLAN_STATUS,PLAN_TYPE,PLAN_YEAR
317,,,,,,,,,Village Commercial,,Crescent Beach,Approved,Local Area Plan,1999
318,,,,,,,,,Beach,,Crescent Beach,Approved,Local Area Plan,1999
319,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
320,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
321,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
322,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
323,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
324,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
325,,,,,,,,,Village Commercial,,Crescent Beach,Approved,Local Area Plan,1999
326,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
327,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
328,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
329,,,,,,,,,Park/Open Space,,Crescent Beach,Approved,Local Area Plan,1999
330,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
331,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
332,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
333,,,,,,,,,Park/Open Space,,Crescent Beach,Approved,Local Area Plan,1999
334,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
335,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
336,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
337,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
338,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
339,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
340,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
341,,,,,,,,,Park/Open Space,,Crescent Beach,Approved,Local Area Plan,1999
342,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
343,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
344,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
345,,,,,,,,,Park/Open Space,,Crescent Beach,Approved,Local Area Plan,1999
346,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
347,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
348,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
349,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
350,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
351,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
352,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
353,,,,,,,,,Local Commercial,,Crescent Beach,Approved,Local Area Plan,1999
354,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
355,,,,,,,,,Institutional,,Crescent Beach,Approved,Local Area Plan,1999
356,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
357,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
358,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
359,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
360,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
361,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
362,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
363,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
364,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
365,,,,,,,,,Village Commercial,,Crescent Beach,Approved,Local Area Plan,1999
366,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
367,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
368,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
369,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
370,,,,,,,,,Village Commercial,,Crescent Beach,Approved,Local Area Plan,1999
371,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
372,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
373,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
374,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
375,,,,,,,,,Village Commercial,,Crescent Beach,Approved,Local Area Plan,1999
376,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
377,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
378,,,,,,,,,Village Commercial,,Crescent Beach,Approved,Local Area Plan,1999
379,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
380,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
381,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
382,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
383,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
384,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
385,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
386,,,,,,,,,Village Commercial,,Crescent Beach,Approved,Local Area Plan,1999
387,,,,,,,,,Village Commercial,,Crescent Beach,Approved,Local Area Plan,1999
388,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
389,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
390,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
391,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
392,,,,,,,,,Conservation,,Crescent Beach,Approved,Local Area Plan,1999
393,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
394,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
395,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
396,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
397,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
398,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
399,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
400,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
401,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
402,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
403,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
404,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
405,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
406,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
407,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
408,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
409,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
410,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
411,,,,,,,,,Local Commercial,,Crescent Beach,Approved,Local Area Plan,1999
412,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
413,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
414,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
415,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
416,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
417,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
418,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
419,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
420,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
421,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
422,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
423,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
424,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
425,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
426,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
427,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
428,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
429,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
430,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
431,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
432,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
433,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
434,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
435,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
436,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
437,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
438,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
439,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
440,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
441,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
442,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
443,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
444,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
445,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
446,,,,,,,,,Village Commercial,,Crescent Beach,Approved,Local Area Plan,1999
447,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
448,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
449,,,,,,,,,Village Commercial,,Crescent Beach,Approved,Local Area Plan,1999
450,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
451,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
452,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
453,,,,,,,,,Urban Residential,,Crescent Beach,Approved,Local Area Plan,1999
