,AMENDMENT_DATE,AMENDMENT_DESCRIPTION,AMENDMENT_RESOLUTION,CRE_DATE,DENSITY_HIGH,DENSITY_LOW,DENSITY_UNITS,FOLDER,LAND_USE,MOD_DATE,PLAN_AREA,PLAN_STATUS,PLAN_TYPE,PLAN_YEAR
105,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
106,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
107,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
108,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
109,, , ,,,,, ,Mixed Commercial-Recreational,,South Newton,Approved,Neighbourhood Concept Plan,1999
110,, , ,,10,8,UPA, ,Single Family Small Lots,20130716,South Newton,Approved,Neighbourhood Concept Plan,1999
111,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20120113,South Newton,Approved,Neighbourhood Concept Plan,1999
112,, , ,,6,,UPA, ,Single Family Residential,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
113,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
114,20081103,"From TH 15 u.p.a., Creek and Rip. Setback and Proposed Park and Walkways",R08-2424,,25,,UPA,05-0182-00,Townhouses (25 u.p.a. max),20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
115,, , ,,25,,UPA, ,Townhouses (25 u.p.a. max),20130411,South Newton,Approved,Neighbourhood Concept Plan,1999
116,, , ,20170518,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20170518,South Newton,Approved,Neighbourhood Concept Plan,1999
117,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
118,, , ,,,,, ,Existing & Future School,,South Newton,Approved,Neighbourhood Concept Plan,1999
119,20170206, Amendment from Institutional to Existing & Future Parks, ,20170208,,,,7914-0286-00,Existing & Future Parks,20170208,South Newton,Approved,Neighbourhood Concept Plan,1999
120,20170206,Amendment from Institutional to Commercial, ,20170208,,,,7914-0286-00,Commercial,20170208,South Newton,Approved,Neighbourhood Concept Plan,1999
121,, , ,,,,, ,Proposed Parks & Walkways,,South Newton,Approved,Neighbourhood Concept Plan,1999
122,20151214,From Townhouses (15 u.p.a. max) to , ,20151216,,,,7910-0270-00,Creeks & Riparian Set Backs,20151216,South Newton,Approved,Neighbourhood Concept Plan,1999
123,20151214,From Creeks & Riparian Set Backs to , ,20151216,,,,7910-0270-00,Creeks & Riparian Set Backs,20151216,South Newton,Approved,Neighbourhood Concept Plan,1999
124,, , ,20151216,,,, ,Creeks & Riparian Set Backs,20120112,South Newton,Approved,Neighbourhood Concept Plan,1999
125,, , ,20130730,,,, ,Creeks & Riparian Set Backs,20130807,South Newton,Approved,Neighbourhood Concept Plan,1999
126,, , ,20171212,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
127,, , ,20160803,6,,UPA, ,Single Family Residential,20150611,South Newton,Approved,Neighbourhood Concept Plan,1999
128,, , ,,6,,UPA, ,Single Family Residential,20160803,South Newton,Approved,Neighbourhood Concept Plan,1999
129,, , ,,,,, ,Proposed Parks & Walkways,,South Newton,Approved,Neighbourhood Concept Plan,1999
130,, , ,,,,, ,Proposed Parks & Walkways,,South Newton,Approved,Neighbourhood Concept Plan,1999
131,20130527,Amendment from Office Park to Townhouses (25 u.p.a. max), ,,25,25,UPA,7910-0309-00,Townhouses (25 u.p.a. max),20130605,South Newton,Approved,Neighbourhood Concept Plan,1999
132,20131125,Amendment From Institutional To Office Park, ,,,,,7913-0121-00,Office Park,20160331,South Newton,Approved,Neighbourhood Concept Plan,1999
133,, , ,20130508,,,, ,Proposed Parks & Walkways,,South Newton,Approved,Neighbourhood Concept Plan,1999
134,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20130315,South Newton,Approved,Neighbourhood Concept Plan,1999
135,20130311,Portion amended from Dentention Pond to Single Family Residential Flex 6-14.5 u.p.a., ,20130315,14.5,6,UPA,7905-0300-00,Single Family Residential Flex 6-14.5 u.p.a.,20160331,South Newton,Approved,Neighbourhood Concept Plan,1999
136,, , ,20160205,,,, ,Utility R/W / Greenway,20151120,South Newton,Approved,Neighbourhood Concept Plan,1999
137,,,,,14.5,6,UPA,,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
138,, , ,20150618,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20150618,South Newton,Approved,Neighbourhood Concept Plan,1999
139,,Amended from Townhouses (15 u.p.a. max) to Townhouses (25 u.p.a. max),RES.R16-2929,20150507,25,,UPA,7915-0246-00,Townhouses (25 u.p.a. max),20170424,South Newton,Approved,Neighbourhood Concept Plan,1999
140,,,,20110726,14.5,6,UPA,,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
141,, , ,,2,,UPA, ,Suburban Residential 1/2 Acre,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
142,, , ,,,,, ,Buffers,20130411,South Newton,Approved,Neighbourhood Concept Plan,1999
143,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
144,, , ,20140509,,,, ,Creeks & Riparian Set Backs,20120112,South Newton,Approved,Neighbourhood Concept Plan,1999
145,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),20160205,South Newton,Approved,Neighbourhood Concept Plan,1999
146,20130311,Amended from Townhouses (15 u.p.a. max) toTownhouses (20 u.p.a. max), ,,20,,UPA,7911-0044-00,Townhouses (20 u.p.a. max),20130318,South Newton,Approved,Neighbourhood Concept Plan,1999
147,20031027,NCP (Omit Lane),R03-2580,,10,8,UPA,02-0224-00,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
148,, , ,,6,,UPA, ,Single Family Residential,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
149,20150223,Amended from Proposed School & Parks to Townhouses (25 u.p.a. max), ,20150304,25,,UPA,7913-0092-00,Townhouses (25 u.p.a. max),20150304,South Newton,Approved,Neighbourhood Concept Plan,1999
150,, , ,,,,, ,Existing & Future School,,South Newton,Approved,Neighbourhood Concept Plan,1999
151,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
152,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
153,, , ,,6,,UPA, ,Single Family Residential,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
154,20140113,Amend from Townhouses (15 u.p.a. max) to Commercial, ,20110726,,,,11-0285-00,Commercial,20140116,South Newton,Approved,Neighbourhood Concept Plan,1999
155,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
156,, , ,,2,,UPA, ,Suburban Residential 1/2 Acre,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
157,, , ,20111117,,,, ,Mixed Commercial-Residential (Townhouses) ALTERNATIVE LAND USE OPTION,20111117,South Newton,Approved,Neighbourhood Concept Plan,1999
158,, , ,,,,, ,Detention Ponds,,South Newton,Approved,Neighbourhood Concept Plan,1999
159,20080808,From Proposed School to Single Family Small Lots,R08-2009 ,,10,8,UPA,03-0015-00,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
160,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
161,, , ,,,,, ,Mixed Commercial-Recreational,,South Newton,Approved,Neighbourhood Concept Plan,1999
162,20170206,Amendment from Institutional to Townhouses (25 u.p.a. max), ,20170208,25,25,UPA,7914-0286-00,Townhouses (25 u.p.a. max),20170208,South Newton,Approved,Neighbourhood Concept Plan,1999
163,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
164,,,,20120112,14.5,6,UPA,,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
165,20120507,Amend Single Family Residential Flex 6-14.5 u.p.a. to Townhouses (25 u.p.a. max)   7910-0293-00   Mike Newall,RES.R12-1021,,25,25,UPA,7910-0293-00,Townhouses (25 u.p.a. max),20121218,South Newton,Approved,Neighbourhood Concept Plan,1999
166,, , ,20120518,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20120518,South Newton,Approved,Neighbourhood Concept Plan,1999
167,20070625,From Single Family Residential to Single Family Residential Flex 6-14.5 u.p.a.,R07-1797,,14.5,6,UPA,06-0181-00,Single Family Residential Flex 6-14.5 u.p.a.,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
168,, , ,,,,, ,Proposed Parks & Walkways,,South Newton,Approved,Neighbourhood Concept Plan,1999
169,, , ,,,,, ,Industrial,,South Newton,Approved,Neighbourhood Concept Plan,1999
170,20170206,Amendment from Institutional to Townhouses (25 u.p.a. max), ,,25,25,UPA,7914-0286-00,Townhouses (25 u.p.a. max),20170208,South Newton,Approved,Neighbourhood Concept Plan,1999
171,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
172,, , ,20120403,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
173,, , ,,45,,UPA, ,Apartments (45 u.p.a. max.),20120112,South Newton,Approved,Neighbourhood Concept Plan,1999
174,20151214,Amendment from Detention Ponds to Single Family Small Lots, ,20151216,,,,7910-0270-00,Single Family Small Lots,20151216,South Newton,Approved,Neighbourhood Concept Plan,1999
175,20150303,Amend fromunopenRoad Allowance to Single Family Small Lots,,20150326,,,,12-0069-00,Single Family Small Lots,20150326,South Newton,Approved,Neighbourhood Concept Plan,1999
176,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
177,20130729,Amend fromTownhouses (15 u.p.a. max) to Single Family Small Lots,RES.R13-1706,20111206,,,,7912-0037-00,Single Family Small Lots,20130826,South Newton,Approved,Neighbourhood Concept Plan,1999
178,20130729,Amend fromTownhouses (15 u.p.a. max) to Single Family Small Lots,RES.R13-1706,20130730,,,,7912-0037-00,Single Family Small Lots,20130826,South Newton,Approved,Neighbourhood Concept Plan,1999
179,, , ,20130729,15,,UPA, ,Townhouses (15 u.p.a. max),20140509,South Newton,Approved,Neighbourhood Concept Plan,1999
180,, , ,,,,, ,Creeks & Riparian Set Backs,20120113,South Newton,Approved,Neighbourhood Concept Plan,1999
181,, , ,20161005,,,, ,Creeks & Riparian Set Backs,20161005,South Newton,Approved,Neighbourhood Concept Plan,1999
182,20130128,Amendment,RES.R13-127,20130130,10,8,UPA,7910-0175-00,Single Family Small Lots,20130417,South Newton,Approved,Neighbourhood Concept Plan,1999
183,20150615,Amended from Single Family Residential to Single Family Small Lots, ,20150618,10,8,UPA,7912-0266-00,Single Family Small Lots,20150618,South Newton,Approved,Neighbourhood Concept Plan,1999
184,, , ,,6,,UPA, ,Single Family Residential,20150611,South Newton,Approved,Neighbourhood Concept Plan,1999
185,20160725,Amended from Single Family Residential to Single Family Small Lots, ,20160803,6,,UPA,7914-0263-00,Single Family Small Lots,20160803,South Newton,Approved,Neighbourhood Concept Plan,1999
186,, , ,,,,, ,Utility R/W / Greenway,,South Newton,Approved,Neighbourhood Concept Plan,1999
187,, , ,20130730,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20130508,South Newton,Approved,Neighbourhood Concept Plan,1999
188,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
189,20130311, , ,,,,,7905-0300-00,Creeks & Riparian Set Backs,20160331,South Newton,Approved,Neighbourhood Concept Plan,1999
190,, , ,,10,8,UPA, ,Single Family Small Lots,20161117,South Newton,Approved,Neighbourhood Concept Plan,1999
191,, , ,,,,, ,Utility R/W / Greenway,20150618,South Newton,Approved,Neighbourhood Concept Plan,1999
192,, , ,,,,, ,Utility R/W / Greenway,,South Newton,Approved,Neighbourhood Concept Plan,1999
193,, , ,,,,, ,Utility R/W / Greenway,,South Newton,Approved,Neighbourhood Concept Plan,1999
194,,,,,14.5,6,UPA,,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
195,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
196,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20150618,South Newton,Approved,Neighbourhood Concept Plan,1999
197,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20180514,South Newton,Approved,Neighbourhood Concept Plan,1999
198,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
199,20130527,Amendment From Townhouses (15 u.p.a. max) to Single Family Small Lots, ,20130605,,,UPA,7912-0018-00,Single Family Small Lots,20130605,South Newton,Approved,Neighbourhood Concept Plan,1999
200,,,,,10,8,UPA,,Single Family Small Lots,20130605,South Newton,Approved,Neighbourhood Concept Plan,1999
201,, , ,,2,,UPA, ,Suburban Residential 1/2 Acre,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
202,, , ,,,,, ,Creeks & Riparian Set Backs,,South Newton,Approved,Neighbourhood Concept Plan,1999
203,, , ,20140509,,,, ,Creeks & Riparian Set Backs,20120112,South Newton,Approved,Neighbourhood Concept Plan,1999
204,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
205,20120109,NCP Amendment from Townhouse 15upa to Townhouse 25 upa   7906-0324-00   Ron Gill,RES.R12-38,20110726,25,,UPA,7906-0324-00,Townhouses (25 u.p.a. max),20121218,South Newton,Approved,Neighbourhood Concept Plan,1999
206,, , ,,,,, ,Detention Ponds,20140509,South Newton,Approved,Neighbourhood Concept Plan,1999
207,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
208,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
209,20150223,Amended from Proposed School & Parks to Townhouses (15 u.p.a. max),RES.R15-342,20150623,15,,UPA,,Townhouses (15 u.p.a. max),20150623,South Newton,Approved,Neighbourhood Concept Plan,1999
210,, , ,,45,,UPA, ,Apartments (45 u.p.a. max.),20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
211,,from Townhouses 15 upa max to Townhouses 20 upa max, ,,20,,UPA, ,Townhouses (20 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
212,, , ,20130318,15,,UPA, ,Townhouses (15 u.p.a. max),20120606,South Newton,Approved,Neighbourhood Concept Plan,1999
213,20130311,Amend from Townhouses (15 u.p.a. max) to Townhouses (25 u.p.a. max), ,,25,,UPA,7911-0257-00,Townhouses (25 u.p.a. max),20160331,South Newton,Approved,Neighbourhood Concept Plan,1999
214,, , ,,6,,UPA, ,Single Family Residential,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
215,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
216,, , ,20120113,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20120113,South Newton,Approved,Neighbourhood Concept Plan,1999
217,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
218,,,,,,,,,Existing & Future Parks,,South Newton,Approved,Neighbourhood Concept Plan,1999
219,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
220,20070611,From Residential Half Acre to Urban Single Family Residential,R07-1654,,6,,UPA,04-0151-00 ,Single Family Residential,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
221,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
222,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
223,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
224,, , ,,,,, ,Existing & Future Parks,,South Newton,Approved,Neighbourhood Concept Plan,1999
225,, , ,,,,, ,Commercial,,South Newton,Approved,Neighbourhood Concept Plan,1999
226,, , ,,10,8,UPA, ,Single Family Small Lots,20130716,South Newton,Approved,Neighbourhood Concept Plan,1999
227,,,,,14.5,6,UPA,,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
228,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20170518,South Newton,Approved,Neighbourhood Concept Plan,1999
229,,,,,6,,UPA,,Single Family Residential,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
230,20070626,From Single Family Residential to Single Family Residential Flex (6-14.5 upa),R07-1988,,14.5,6,UPA,06-0157-00,Single Family Residential Flex 6-14.5 u.p.a.,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
231,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
232,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
233,20151214,Amended from Townhouses (15 u.p.a. max) to Single Family Small Lots, ,20111206,,,,7910-0270-00,Single Family Small Lots,20151216,South Newton,Approved,Neighbourhood Concept Plan,1999
234,20151214,From Detention Ponds to , ,20151216,,,,7910-0270-00,Creeks & Riparian Set Backs,20151216,South Newton,Approved,Neighbourhood Concept Plan,1999
235,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
236,, , ,20130411,,,, ,Buffers,20171212,South Newton,Approved,Neighbourhood Concept Plan,1999
237,20130128,Amendment,RES.R13-127,20130130,10,8,UPA,7910-0175-00,Single Family Small Lots,20130417,South Newton,Approved,Neighbourhood Concept Plan,1999
238,20150525,Amended from Single Family Residential to Single Family Small Lots, ,20130130,10,8,UPA,7911-0268-00,Single Family Small Lots,20160803,South Newton,Approved,Neighbourhood Concept Plan,1999
239,, , ,20130130,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
240,, , ,20130508,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20130508,South Newton,Approved,Neighbourhood Concept Plan,1999
241,, , ,,,,, ,Detention Ponds,20130508,South Newton,Approved,Neighbourhood Concept Plan,1999
242,20150525,Amended from Single Family Residential to Single Family Small Lots, ,20160205,10,8,UPA,7911-0268-00,Single Family Small Lots,20160331,South Newton,Approved,Neighbourhood Concept Plan,1999
243,20130311, , ,20130315,14.5,6,UPA,7905-0300-00,Single Family Residential Flex 6-14.5 u.p.a.,20160331,South Newton,Approved,Neighbourhood Concept Plan,1999
244,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
245,, , ,,10,8,UPA, ,Single Family Small Lots,20161117,South Newton,Approved,Neighbourhood Concept Plan,1999
246,, , ,20150618,,,, ,Utility R/W / Greenway,,South Newton,Approved,Neighbourhood Concept Plan,1999
247,, , ,,,,, ,Utility R/W / Greenway,,South Newton,Approved,Neighbourhood Concept Plan,1999
248,, , ,,,,, ,Utility R/W / Greenway,20160205,South Newton,Approved,Neighbourhood Concept Plan,1999
249,, , ,20160205,,,, ,Proposed Parks & Walkways,20160205,South Newton,Approved,Neighbourhood Concept Plan,1999
250,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
251,, , ,,,,, ,Mixed Commercial-Residential (Townhouses),,South Newton,Approved,Neighbourhood Concept Plan,1999
252,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
253,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
254,, , ,20160205,10,8,UPA, ,Single Family Small Lots,20160205,South Newton,Approved,Neighbourhood Concept Plan,1999
255,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
256,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
257,, , ,,6,,UPA, ,Single Family Residential,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
258,, , ,,2,,UPA, ,Suburban Residential 1/2 Acre,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
259,20110725,AMENDMENT Single Family Residential to Single Family Small Lots   7911-0046-00 Taryn Hayes,RES.R11-1327,,10,8,UPA,7911-0046-00,Single Family Small Lots,20121218,South Newton,Approved,Neighbourhood Concept Plan,1999
260,,,,,,,,,Proposed Parks & Walkways,,South Newton,Approved,Neighbourhood Concept Plan,1999
261,, , ,,2,,UPA, ,Suburban Residential 1/2 Acre,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
262,, , ,,2,,UPA, ,Suburban Residential 1/2 Acre,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
263,, , ,,6,,UPA, ,Single Family Residential,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
264,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
265,20180507,Amended From Single Family Residential Flex 6-14.5 u.p.a. to Existing & Future Parks, ,20180514,14.5,6,UPA,7916-0326-00,Existing & Future Parks,20180514,South Newton,Approved,Neighbourhood Concept Plan,1999
266,20070625,From Single Family Residential to Single Family Residential Flex (6-14.5 upa),R07-1807,,14.5,6,UPA,06-0075-00,Single Family Residential Flex 6-14.5 u.p.a.,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
267,,,,,14.5,6,UPA,,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
268,, , ,,,,, ,Proposed Parks & Walkways,20120113,South Newton,Approved,Neighbourhood Concept Plan,1999
269,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
270,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
271,,,,,,,,,Detention Ponds,,South Newton,Approved,Neighbourhood Concept Plan,1999
272,, , ,,6,,UPA, ,Single Family Residential,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
273,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
274,20030707,Rezone from RA & CD to CD (B/L-12000); NCP from Single Family Residential to Single Family Small Lots,R04-681,,10,8,UPA,03-0118-00,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
275,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
276,20170206,Amendment from Institutional to Townhouses (25 u.p.a. max), ,20170208,25,25,UPA,7914-0286-00,Townhouses (25 u.p.a. max),20170208,South Newton,Approved,Neighbourhood Concept Plan,1999
277,20070626,From SIngle Family Residential to Single Family Residential Flex (6-14.5 upa),R07-1991,,14.5,6,UPA,05-0378-00,Single Family Residential Flex 6-14.5 u.p.a.,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
278,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
279,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
280,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
281,, , ,,,,, ,Mixed Commercial-Residential (Townhouses),20120112,South Newton,Approved,Neighbourhood Concept Plan,1999
282,, , ,,10,8,UPA, ,Single Family Small Lots,20120112,South Newton,Approved,Neighbourhood Concept Plan,1999
283,, , ,,25,,UPA, ,Townhouses (25 u.p.a. max),20130411,South Newton,Approved,Neighbourhood Concept Plan,1999
284,, , ,,,,, ,Proposed Parks & Walkways,20130411,South Newton,Approved,Neighbourhood Concept Plan,1999
285,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20120112,South Newton,Approved,Neighbourhood Concept Plan,1999
286,, , ,,10,8,UPA, ,Single Family Small Lots,20120112,South Newton,Approved,Neighbourhood Concept Plan,1999
287,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,,South Newton,Approved,Neighbourhood Concept Plan,1999
288,, , ,,,,, ,Proposed Parks & Walkways,,South Newton,Approved,Neighbourhood Concept Plan,1999
289,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
290,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
291,, , ,,,,, ,Commercial,,South Newton,Approved,Neighbourhood Concept Plan,1999
292,20141215,Amended from Townhouses (15 u.p.a. max) to Townhouses (20 u.p.a. max), ,20130730,20,,UPA,7912-0119-00,Townhouses (20 u.p.a. max),20150122,South Newton,Approved,Neighbourhood Concept Plan,1999
293,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),20130730,South Newton,Approved,Neighbourhood Concept Plan,1999
294,, , ,20130730,,,, ,Creeks & Riparian Set Backs,20130729,South Newton,Approved,Neighbourhood Concept Plan,1999
295,, , ,,,,, ,Mixed Commercial-Residential (Apartments),20161005,South Newton,Approved,Neighbourhood Concept Plan,1999
296,20150223,Amended From Townhouses (15 u.p.a. max) to Townhouses (25 u.p.a. max),RES.R16-2559,,25,,UPA,7911-0111-00,Townhouses (25 u.p.a. max),20171212,South Newton,Approved,Neighbourhood Concept Plan,1999
297,20130128,Amendment,RES.R13-127,20130130,6,,UPA,7910-0175-00,Single Family Residential,20130417,South Newton,Approved,Neighbourhood Concept Plan,1999
298,,,,,,,,,Commercial,,South Newton,Approved,Neighbourhood Concept Plan,1999
299,, , ,,6,,UPA, ,Single Family Residential,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
300,, , ,,2,,UPA, ,Suburban Residential 1/2 Acre,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
301,, , ,,,,, ,Buffers,,South Newton,Approved,Neighbourhood Concept Plan,1999
302,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
303,, , ,20160205,10,8,UPA, ,Single Family Small Lots,20160205,South Newton,Approved,Neighbourhood Concept Plan,1999
304,, , ,,10,8,UPA, ,Single Family Small Lots,20160205,South Newton,Approved,Neighbourhood Concept Plan,1999
305,, , ,20130130,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
306,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
307,, , ,,,,, ,Proposed Parks & Walkways,20160205,South Newton,Approved,Neighbourhood Concept Plan,1999
308,, , ,,10,8,UPA, ,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
309,, , ,,14.5,6,UPA, ,Single Family Residential Flex 6-14.5 u.p.a.,20150618,South Newton,Approved,Neighbourhood Concept Plan,1999
310,, , ,,15,,UPA, ,Townhouses (15 u.p.a. max),,South Newton,Approved,Neighbourhood Concept Plan,1999
311,,,,,10,8,UPA,,Single Family Small Lots,20110928,South Newton,Approved,Neighbourhood Concept Plan,1999
