,AMENDMENT_DATE,AMENDMENT_DESCRIPTION,AMENDMENT_RESOLUTION,CRE_DATE,DENSITY_HIGH,DENSITY_LOW,DENSITY_UNITS,FOLDER,LAND_USE,MOD_DATE,PLAN_AREA,PLAN_STATUS,PLAN_TYPE,PLAN_YEAR
130,,, ,20160802,,,,,Buffer Within Private Land,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
131,,, ,,,,,,Manufactured Homes,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
132,,, ,,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
133,,, ,20160802,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
134,,, ,20160802,,,,,4 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
135,,, ,20160802,2.5,,FAR,,Mixed Use 2.5 FAR 6 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
136,,, ,20160802,,,,,Commercial Frontage Required,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
137,,, ,20160802,,,,,Low Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
138,,, ,,,,,,Single Family Urban,20130318,Fleetwood Town Centre,Approved,Town Centre Plan,2000
139,,, ,,,,,,Medium Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
140,,, ,,,,,,Single Family Urban,20130705,Fleetwood Town Centre,Approved,Town Centre Plan,2000
141,,, ,,,,,,Low Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
142,,, ,20160802,,,,,Low Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
143,,, ,20160802,,,,,Apartment and Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
144,,, ,,,,,,Community Commercial,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
145,,, ,20160802,1.5,,FAR,,Commercial 1.5 FAR,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
146,,, ,20160802,2.5,,FAR,,Mixed Use 2.5 FAR 6 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
147,,, ,20160802,,,,,Apartment and Medium Density Townhouses,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
148,,, ,20160802,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
149,,, ,20160802,,,,,Buffer Within Private Land,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
150,20150727,Amended See Corporate Report L004, ,20160802,,,,6520-20,Low Density Townhouses or Single Family,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
151,,, ,20150805,,,,,Buffer Within Private Land,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
152,20150727,Amended See Corporate Report L004,,20150805,,,,6520-20,Medium Density Townhouses,20150805,Fleetwood Town Centre,Approved,Town Centre Plan,2000
153,,, ,20160802,,,,,Buffer Within Private Land,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
154,,, ,20160802,1.5,,FAR,,Commercial 1.5 FAR,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
155,,, ,,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
156,,, ,20150805,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
157,,, ,,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
158,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
159,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
160,,, ,,,,,,Single Family Urban,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
161,,, ,,,,,,Parks & Linear Corridors,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
162,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
163,,, ,,,,,,Low Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
164,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
165,,, ,,,,,,Low Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
166,,, ,,,,,,Apartment and Medium Density Townhouses,,Fleetwood Town Centre,Approved,Town Centre Plan,2000
167,,, ,20160802,,,,,Buffer Within Private Land,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
168,,, ,20160802,2.5,,FAR,,Mixed Use 2.5 FAR 6 Storey Maximum,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
169,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
170,,, ,20160802,,,,,Single Family Urban,,Fleetwood Town Centre,Stage 1 Approval,Town Centre Plan,
