,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,CURB_TYPE,CURB_TYPE2,FACILITYID,GIS_ENTRY_STAGE,LEGACYID,LIFECYCLE_COST,LOCATION,MATERIAL,MOD_DATE,OWNER,PROFILE,PROJECT_NO,STATUS,WARRANTYDATE,YR,YTD_COST
8686,Digitized Via 2013 Air Photo,,,20140211,2,Rollover,1001728896,Final AB,1001728882,,,Concrete,20140211,Surrey,,,In Service,,,
8687,,,,20100218,0,Barrier,1001150329,Final AB,,,,Concrete,20101208,Surrey,,1706-3090-00,In Service,,2009,
8688,Digitized from 2015 Ortho photos,,,20160104,0,Barrier,1001851829,Initial AB,,,,Concrete,,Surrey,,,In Service,,,
8689,Digitized via 2014 image,,,20150713,0,Barrier,1001830707,,,,,Concrete,20150713,Surrey,,,In Service,,2015,
8690,,,,20150713,0,Barrier,1001830708,Final AB,,,,Concrete,20150713,Surrey,,3809-6040-00,In Service,,2015,
8691,Digitized via 2014 image,,,20150713,0,Barrier,1001830711,,,,,Concrete,20150713,Surrey,,,In Service,,,
8692,Digitized via 2014 image,,,20150713,0,Barrier,1001830713,,,,,Concrete,20150713,Surrey,,,In Service,,,
8693,Digitized via 2014 image,,,20150714,0,Barrier,1001830778,,,,,Concrete,20150714,Surrey,,,In Service,,,
8694,,,,20150714,0,Barrier,1001830780,Final AB,,,,Concrete,,Surrey,,3809-6040-00,In Service,,2015,
8695,Digitized via 2014 image,,,20150714,0,Barrier,1001830837,,,,,Concrete,20150827,Surrey,,,In Service,,,
8696,,,,20140918,3,Pavement Edge,1001780923,EC,,,,Asphalt,20140918,Surrey,,7814-0003-00,Proposed,,2014,
8697,,,,20140918,3,Pavement Edge,1001780924,EC,,,,Asphalt,20140918,Surrey,,7814-0003-00,Proposed,,2014,
8698,Digitized from 2015 Ortho photos,,,20160128,0,Barrier,1001856407,Initial AB,,,,Concrete,20160128,Surrey,,,In Service,,,
8699,,,,20170803,2,Rollover,1001942498,,,,,Concrete,20170803,Surrey,,,In Service,,,
8700,,,,20161216,0,Barrier,1001900088,Final AB,,,,Concrete,20161216,Surrey,,1711-3090-00,In Service,,2016,
8701,Digitized Via 2013 Air Photo,,,20140325,2,Rollover,1001736894,,,,,Concrete,20140326,Surrey,,,In Service,,,
8702,Digitized Via 2012 Air Photo,,,20130114,0,Barrier,1001562968,,1001562936,,,Concrete,20130808,Surrey,,,In Service,,,
8703,,,,20120115,2,Rollover,1001200482,Final AB,,,,Concrete,20170505,Surrey,,7808-0182-00,In Service,,2012,
8704,,,,20130424,0,Barrier,1001593117,Final AB,1001593110,,,Concrete,20130808,Surrey,,7806-0192-00,In Service,,2009,
8705,,,,20130424,0,Barrier,1001593110,Final AB,,,,Concrete,20130808,Surrey,,7806-0192-00,In Service,,2009,
8706,,,,20130424,1,Extruded,1001593106,Final AB,,,,Asphalt,20130808,Surrey,,7806-0192-00,In Service,,2009,
8707,,,,20130424,0,Barrier,1001593186,Final AB,1001593175,,,Concrete,20130808,Surrey,,7804-0326-00,In Service,,2008,
8708,,,,20130424,0,Barrier,1001593137,Final AB,,,,Concrete,20130808,Surrey,,7802-0283-00,In Service,,2008,
8709,,,,20120508,3,Pavement Edge,1001412030,Final AB,,,,Asphalt,20130808,Surrey,,7810-0121-00,In Service,,2012,
8710,,,,20120508,1,Extruded,1001211654,Final AB,,,,Asphalt,20130808,Surrey,,7810-0121-00,In Service,,2012,
8711,Digitized Via 2013 Air Photo,,,20111110,3,Pavement Edge,1001219642,Final AB,1001188575,,,Asphalt,20130917,Surrey,,7809-0205-00,In Service,,2011,
8712,,,,20160215,0,Barrier,1001777984,Final AB,,,,Concrete,20160215,Surrey,,7812-0333-00,In Service,,2015,
8713,Digitized Via 2013 Air Photo,,,20140212,0,Barrier,1001729149,Final AB,1001728890,,,Concrete,20140212,Surrey,,,In Service,,,
8714,,,,20110714,1,Extruded,1001204208,Final AB,,,,Asphalt,20110714,Surrey,,3898-6050-00,In Service,,2001,
8715,Digitized from 2015 Ortho photos,,,20160104,0,Barrier,1001851831,Initial AB,,,,Concrete,,Surrey,,,In Service,,,
8716,Digitized Via 2014 Air Photo,,,20150713,2,Rollover,1001830717,,,,,Concrete,20150713,Surrey,,,In Service,,,
8717,,,,20170803,3,Pavement Edge,1001942500,,,,,Asphalt,,Surrey,,,In Service,,,
8718,,,,20170803,1,Extruded,1001942502,,,,,Asphalt,20170803,Surrey,,,In Service,,,
8719,,,,20150703,1,Extruded,1001830014,,,,,,20161214,Surrey,,,In Service,,,
8720,Digitized Via 2017 Air Photo,,,20180510,0,Barrier,1002016008,,,,,Concrete,20180510,Surrey,,,In Service,,,
8721,,,,20180813,0,Barrier,1002127787,Initial AB,,,,Concrete,,Surrey,,7806-0213-00,In Service,,2018,
8722,,,,20101022,0,Barrier,1001178042,Final AB,,,,Concrete,20101119,Surrey,,7804-0325-00,In Service,,2010,
8723,,,,20130916,2,Rollover,1001406372,Initial AB,1001406371,,,Concrete,20130916,Surrey,,7810-0189-00,In Service,,2013,
8724,Digitized Via 2013 Air Photo,,,20140422,0,Barrier,1001742441,,1001742440,0,,Concrete,20140423,Surrey,,,In Service,,,0
8725,,,,20140415,3,Pavement Edge,1001741510,,,,,,20140423,Surrey,,,,,,
8726,,,,20100217,0,Barrier,1001150194,Final AB,,,,Concrete,20100217,Surrey,,1706-3090-00,In Service,,2009,
8727,Digitized from 2015 Ortho photos,,,20160104,0,Barrier,1001851838,Initial AB,,,,Concrete,20160104,Surrey,,,In Service,,,
8728,Digitized from 2015 Ortho photos,,,20160104,0,Barrier,1001851832,Initial AB,,,,Concrete,20160104,Surrey,,,In Service,,,
8729,Digitized from 2015 Ortho photos,,,20160104,0,Barrier,1001851848,Initial AB,,,,Concrete,,Surrey,,,In Service,,,
8730,,,,20150311,2,Rollover,1001812042,,,,,Concrete,20150311,Surrey,,,In Service,,,
8731,,,,20110907,0,Barrier,1001211765,,,,,Concrete,20121207,Surrey,,,In Service,,,
8732,,,,20110907,2,Rollover,1001211749,,,,,Concrete,20121207,Surrey,,,In Service,,,
8733,,,,20140121,0,Barrier,1001725549,Final AB,,,,Concrete,20140122,Surrey,,7806-0413-00,In Service,,2013,
8734,Digitized via 2016 image,,,20160928,3,Pavement Edge,1001893212,,,,,Asphalt,20160928,Surrey,,,In Service,,,
8735,,,,20160125,3,Pavement Edge,1001855608,Final AB,,,,Asphalt,20160125,Provincial,,SFPR Seg. 8,In Service,,2014,
8736,Digitized from 2015 Ortho photos,,,20160129,0,Barrier,1001856427,Initial AB,,,,Concrete,20160129,Surrey,,,In Service,,,
8737,,,,20100407,0,Barrier,1001154853,,,,,Concrete,20120430,Surrey,,,In Service,,,
8738,,,,20100407,0,Barrier,1001154852,Final AB,,,,Concrete,20100407,Surrey,,,In Service,,,
8739,,,,20140909,0,Barrier,1001780394,,,,,,,Surrey,,,,,,
8740,,,,20180813,0,Barrier,1002127825,Initial AB,1002127822,0,,Concrete,20180813,Surrey,,7806-0213-00,In Service,,2018,0
8741,,,,20110315,2,Rollover,1001191238,,1001191237,,,Concrete,20110315,Surrey,,,In Service,,,
8742,Digitized Via 2013 Air Photo,,,20140324,0,Barrier,1001736701,,,,,Concrete,20140324,Surrey,,,In Service,,,
8743,,,,20131120,0,Barrier,1001719247,,,,,Concrete,,Surrey,,,In Service,,,
8744,Digitized Via 2011 Airphoto,,,20120517,0,Barrier,1001413163,,,,,Concrete,20130808,Surrey,,,In Service,,,
8745,,,,20170829,0,Barrier,1001944599,EC,,,,Concrete,20170829,Surrey,,7815-0308-00,Proposed,,,
8746,,,,20110623,0,Barrier,1001202400,Final AB,,,,Concrete,20140423,Surrey,,7805-0085-00,In Service,,2011,
8747,,,,20160215,0,Barrier,1001778049,Final AB,,,,Concrete,20160215,Surrey,,7812-0333-00,In Service,,2015,
8748,Digitized Via 2013 Air Photo,,,20140423,0,Barrier,1001742706,,,,,Concrete,20140423,Surrey,,,In Service,,,
8749,Digitized Via 2013 Air Photo,,,20140415,3,Pavement Edge,1001741498,,1001741493,0,,Asphalt,20140415,Surrey,,,In Service,,,0
8750,,,,20110714,1,Extruded,1001204250,Final AB,,,,Asphalt,20110714,Surrey,,3898-6050-00,In Service,,2001,
8751,,,,20110907,2,Rollover,1001211747,,,,,Concrete,20110907,Surrey,,,In Service,,,
8752,,,,20160126,3,Pavement Edge,1001855612,Final AB,,,,Asphalt,20160126,Provincial,,SFPR Seg. 8,In Service,,2014,
8753,,,,20140409,2,Rollover,1001740633,Final AB,,,,Concrete,20140409,Surrey,,3812-4010-00,In Service,,2012,
8754,,,,20140911,0,Barrier,1001780623,EC,,,,Concrete,20170804,Surrey,,7811-0241-00,Proposed,,2014,
8755,,,,20110315,2,Rollover,1001191291,Final AB,,,,Concrete,20110316,Provincial,,MOTH 71101-1004,In Service,,2009,
8756,,,,20180801,0,Barrier,1001925028,Initial AB,,,,Concrete,20180801,Surrey,,7814-0286-00,In Service,,2018,
8757,,,,20120413,0,Barrier,1001408033,,,,,Concrete,20140423,Surrey,,,In Service,,,
8758,Digitized Via 2013 Air Photo,,,20140423,0,Barrier,1001742931,,1001742872,0,,Concrete,20140423,Surrey,,,In Service,,,0
8759,Digitized Via 2012 Air Photo,,,20130116,0,Barrier,1001563569,,,,,Concrete,20140423,Surrey,,,In Service,,,
8760,Digitized Via 2012 Air Photo,,,20130116,0,Barrier,1001563459,Final AB,,,,Concrete,20130808,Surrey,,7803-0022-00,In Service,,2006,
8761,,,,20150521,1,Extruded,1001823393,,,,,Asphalt,20150521,Surrey,,,In Service,,,
8762,,,,20150521,2,Rollover,1001823438,,,,,Concrete,,Surrey,,,In Service,,,
8763,Digitized Via 2016 Air Photo,,,20160928,2,Rollover,1001893368,,,,,Concrete,20160928,Surrey,,,In Service,,,
8764,Temporary,,,20150525,1,Extruded,1001729518,Final AB,,,,Asphalt,20150525,Surrey,,7812-0074-00,In Service,,2014,
8765,,,,20150526,2,Rollover,1001825971,Final AB,,,,Concrete,20150526,Surrey,,7812-0074-00,In Service,,2015,
8766,Digitized Via 2016 Air Photo,,,20160908,2,Rollover,1001891269,,,,,Concrete,20160908,Surrey,,,In Service,,,
8767,,,,20160908,0,Barrier,1001891279,Initial AB,,,,Concrete,20160920,Surrey,,3814-6090-00,In Service,,2015,
8768,Digitized Via 2016 Air Photo,,,20160908,0,Barrier,1001891273,,,,,Concrete,20160908,Surrey,,,In Service,,,
8769,,,,20150309,0,Barrier,1001811856,,,,,Concrete,20170124,Surrey,,,In Service,,,
8770,Digitized Via 2015 Air Photo,,,20160205,2,Barrier,1001857802,,,,,Concrete,20160209,Surrey,,,In Service,,,
8771,,,,20091224,1,Extruded,1001144538,Final AB,,,,Concrete,20091224,Surrey,,7803-0343-00,In Service,,2009,
8772,digitized via 2014 image,,,20150626,0,Barrier,1001829605,,,,,Concrete,20150626,Surrey,,,In Service,,,
8773,,,,20160114,0,Barrier,1001853797,EC,,,,Concrete,20160114,Surrey,,7814-0024-00,Proposed,,2015,
8774,,,,20160114,0,Barrier,1001853808,EC,,,,Concrete,20160114,Surrey,,7814-0024-00,Proposed,,2015,
8775,,,,20170804,1,Extruded,1001942642,,,,,Asphalt,20170804,Surrey,,,In Service,,,
8776,,,,20170804,0,Barrier,1001942634,,,,,Concrete,,Surrey,,,In Service,,,
8777,,,,20091023,0,Barrier,1001135416,Initial AB,,,,Concrete,20130501,Surrey,,,In Service,,,
8778,Digitized Via 2013 Air Photo,,,20131025,3,Pavement Edge,1001715007,,,,,Asphalt,20131025,Surrey,,,In Service,,,
8779,,,,20150915,3,Pavement Edge,1001838813,Initial AB,,,,Asphalt,20150915,Surrey,,1708-3080-00,In Service,,2015,
8780,,,,20150915,3,Pavement Edge,1001203285,Initial AB,,,,Asphalt,20170801,Surrey,,1708-3080-00,In Service,,2015,
8781,,,,20120118,0,Barrier,1001356713,,,,,Concrete,20150915,Surrey,,,In Service,,,
8782,,,,20110315,0,Barrier,1001191287,,1001191286,,,Concrete,20120430,Surrey,,,In Service,,,
8783,Digitized Via 2011 Airphoto,,,20120517,0,Barrier,1001413199,,1001413169,,,Concrete,20130808,Surrey,,,In Service,,,
8784,Digitized Via 2012 Air Photo,,,20130219,0,Barrier,1001567932,,,,,Concrete,20130808,Surrey,,,In Service,,,
8785,,,,20120413,0,Barrier,1001408023,,1001408020,,,Concrete,20140423,Surrey,,,In Service,,,
8786,Digitized Via 2012 Air Photo,,,20130116,0,Barrier,1001563586,,1001563570,,,Concrete,20130808,Surrey,,,In Service,,,
8787,Digitized Via 2012 Air Photo,,,20130116,0,Barrier,1001563596,,1001563578,,,Concrete,20130808,Surrey,,,In Service,,,
8788,Digitized Via 2015 Air Photo,,,20170502,0,Barrier,1001929399,,,,,Concrete,20180308,Surrey,,,In Service,,,
8789,Digitized Via 2017 Air Photo,,,20180308,0,Barrier,1001989066,,,,,Concrete,20180308,Surrey,,,In Service,,,
8790,,,,20150525,1,Extruded,1001729501,Final AB,,,,Asphalt,20150525,Surrey,,7812-0074-00,In Service,,2014,
8791,,,,20180502,2,Rollover,1001884851,Final AB,,,,Concrete,20180502,Surrey,,3815-6350-00,In Service,,2017,
8792,,,,20130711,0,Barrier,1001605993,,,,,Concrete,,Surrey,,,In Service,,,
8793,,,,20121213,0,Barrier,1001561531,Final AB,,,,Concrete,,Surrey,,,In Service,,,
8794,,,,20130711,0,Barrier,1001606062,,,,,Concrete,20130711,Surrey,,,In Service,,,
8795,,,,20130711,0,Barrier,1001606303,,,,,Concrete,,Surrey,,,In Service,,,
8796,,,,20150630,0,Barrier,1001434812,Final AB,,,,Concrete,20150630,Surrey,,7809-0174-00,In Service,,2015,
8797,,,,20150812,0,Barrier,1001834445,Final AB,,,,Concrete,20150812,Surrey,,7809-0174-00,In Service,,2015,
8798,,,,20150312,0,Barrier,1001812284,Final AB,1001214990,0,,Concrete,20120926,Surrey,,1705-3150-00,In Service,,,0
8799,,,,20130521,0,Barrier,1001595702,Initial AB,,,,Concrete,20150818,Surrey,,7812-0106-00,In Service,,2015,
8800,,,,20170124,0,Barrier,1001152239,Final AB,,,,Concrete,20170124,Surrey,,MOTH Gateway E1,In Service,,2015,
8801,,,,20141112,0,Barrier,1001796782,,,,,Concrete,20160209,Surrey,,,In Service,,,
8802,,,,20170803,0,Barrier,1001942507,,,,,Concrete,20170803,Surrey,,,In Service,,,
8803,,,,20170803,0,Barrier,1001942525,,,,,Concrete,,Surrey,,,In Service,,,
8804,Digitized Via 2016 Air Photo,,,20161028,0,Barrier,1001895654,,,,,Concrete,20161028,Surrey,,,In Service,,,
8805,,,,20180601,0,Barrier,1002052422,EC,,,,Concrete,20180601,Surrey,,7817-0082-00,Proposed,,,
8806,Digitized Via 2016 Air Photo,,,20170526,0,Barrier,1001932578,,1001932577,0,,Concrete,20170526,Surrey,,,In Service,,,0
8807,,,,20161122,0,Barrier,1001775777,Initial AB,,,,Concrete,20161122,Surrey,,7811-0187-00,In Service,,2016,
8808,,,,20170804,0,Barrier,1001942647,,,,,Concrete,,Surrey,,,In Service,,,
8809,,,,20150915,3,Pavement Edge,1001203278,Initial AB,,,,Asphalt,20150915,Surrey,,1708-3080-00,In Service,,2015,
8810,,,,20100112,2,Rollover,1001146108,Final AB,1001146107,,,Concrete,20110316,Surrey,,7807-0013-00,In Service,,2009,
8811,,,,20171207,2,Rollover,1001970978,EC,,,,Concrete,20171207,Surrey,,7815-0347-00,Proposed,,,
8812,,,,20171207,0,Barrier,1001970972,EC,,,,Concrete,20171207,Surrey,,7815-0347-00,Proposed,,,
8813,,,,20150213,2,Rollover,1001583367,Final AB,,,,Concrete,20150213,Surrey,,7811-0221-00,In Service,,2014,
8814,,,,20170124,0,Barrier,1001903874,,,,,Concrete,20170124,Surrey,,,In Service,,,
8815,Digitized Via 2012 Air Photo,,,20130208,0,Barrier,1001567018,,1001567015,,,Concrete,20130808,Surrey,,,In Service,,,
8816,Digitized Via 2012 Air Photo,,,20130212,3,Pavement Edge,1001567062,,,,,Asphalt,20130808,Surrey,,,In Service,,,
8817,,,,20130208,0,Barrier,1001220372,Final AB,,,,Concrete,20130808,Surrey,,7808-0128-00,In Service,,2012,
8818,,,,20110908,2,Rollover,1001211848,EC,,,,Concrete,20110908,Surrey,,7810-0231-00,Proposed,,2011,
8819,,,,20150924,2,Rollover,1001840181,Final AB,,,,Concrete,20151008,Surrey,,3811-6430-00,In Service,,2015,
8820,,,,20120509,0,Barrier,1001412134,,,,,Concrete,20120509,Surrey,,,In Service,,,
8821,,,,20130711,0,Barrier,1001606027,,,,,Concrete,,Surrey,,,In Service,,,
8822,,,,20131205,0,Barrier,1001720896,,1001720892,,,,20131205,Surrey,,,,,,
8823,Digitized Via 2015 Air Photo,,,20160218,0,Barrier,1001860374,,,,,Concrete,20160218,Surrey,,,In Service,,,
8824,,,,20130509,1,Extruded,1001594723,Final AB,1001204153,,,Asphalt,20130808,Surrey,,7807-0400-00,In Service,,2013,
8825,,,,20130509,2,Rollover,1001151853,Final AB,,,,Concrete,20130808,Surrey,,7807-0400-00,In Service,,2013,
8826,,,,20170131,0,Barrier,1001805248,Initial AB,,,,Concrete,20170131,Surrey,,7810-0061-00,In Service,,2016,
8827,Digitized Via 2016 Air Photo,,,20170803,0,Barrier,1001942536,,1001904728,0,,Concrete,20170131,Surrey,,,In Service,,,0
8828,,,,20171128,2,Rollover,1001956427,EC,,,,Concrete,20171128,Surrey,,7816-0656-00,Proposed,,,
8829,,,,20160202,0,Barrier,1001857332,EC,,,,Concrete,20160202,Surrey,,7812-0217-00,Proposed,,2015,
8830,,,,20170306,0,Barrier,1001911698,Final AB,,,,Concrete,20170306,Surrey,,7812-0206-00,In Service,,2016,
8831,,,,20101125,3,Pavement Edge,1001183152,Final AB,1001183150,,,Asphalt,20101125,Surrey,,7802-0340-00,In Service,,2007,
8832,,,,20100527,0,Barrier,1001161706,Final AB,,,,Concrete,20120509,Surrey,,1709-3010-00,In Service,,2011,
8833,,,,20170119,3,Pavement Edge,1001882512,Final AB,,,,Asphalt,20170119,Provincial,,MOTH Gateway E1,In Service,,2015,
8834,,,,20110714,0,Barrier,1001204173,,,,,Concrete,20110714,Surrey,,,In Service,,,
8835,,,,20110714,0,Barrier,1001204161,,,,,Concrete,20110714,Surrey,,,In Service,,,
8836,,,,20110714,0,Barrier,1001204169,,,,,Concrete,20110714,Surrey,,,In Service,,,
8837,Digitized Via 2013 Air Photo,,,20131204,0,Barrier,1001720704,,,,,Concrete,20131204,Surrey,,,In Service,,,
8838,Digitized Via 2013 Air Photo,,,20131204,3,Pavement Edge,1001720703,,,,,Asphalt,20170524,Surrey,,,In Service,,,
8839,Digitized Via 2015 Air Photo,,,20160718,2,Rollover,1001883599,,,,,Concrete,20160718,Surrey,,,In Service,,,
8840,,,,20110316,1,Extruded,1001191685,Final AB,,,,Asphalt,20110316,Provincial,,MOTH 71101-1004,In Service,,2009,
8841,,,,20111115,0,Barrier,1001220438,Final AB,,,,Concrete,20130219,Surrey,,7808-0128-00,In Service,,2012,
8842,,,,20130213,1,Extruded,1001567130,Final AB,1001220426,,,Asphalt,20130808,Surrey,,7808-0128-00,In Service,,2012,
8843,,,,20100527,0,Barrier,1001161760,Final AB,,,,Concrete,20120509,Surrey,,1709-3010-00,In Service,,,
8844,,,,20170131,2,Rollover,1001904677,,,,,Concrete,,Surrey,,,In Service,,,
8845,,,,20150717,0,Barrier,1001831404,Final AB,,,,Concrete,20150717,Surrey,,1710-4060-00,In Service,,2015,
8846,,,,20110714,0,Barrier,1001204125,,,,,Concrete,20110714,Surrey,,,In Service,,,
8847,,,,20180626,0,Barrier,1002082246,Final AB,,,,Concrete,20180626,Surrey,,7814-0177-00,In Service,,2018,
8848,,,,20110729,0,Barrier,1001205318,Final AB,1001205315,,,Concrete,20110729,Surrey,,7807-0137-00,In Service,,2011,
8849,,,,20120911,0,Barrier,1001433018,Final AB,,,,Concrete,20120911,Surrey,,CRRP 018993,In Service,,2012,
8850,,,,20120911,0,Barrier,1001433019,Final AB,,,,Concrete,20120911,Surrey,,CRRP 018993,In Service,,2012,
8851,,,,20180215,2,Rollover,1001984367,EC,,,,,20180215,Surrey,,7816-0159-00,Proposed,,,
8852,,,,20151019,3,Pavement Edge,1001843179,,,,,Asphalt,,Surrey,,,In Service,,,
8853,,,,20170726,0,Barrier,1001887982,Initial AB,,,,Concrete,20170726,Surrey,,7813-0017-00,In Service,,2017,
8854,,,,20160505,0,Barrier,1001831716,Final AB,,,,Concrete,20160505,Surrey,,7812-0308-00,In Service,,2016,
8855,,,,20160505,0,Barrier,1001831798,Final AB,,,,Concrete,20160505,Surrey,,7812-0308-00,In Service,,2016,
8856,,,,20180202,0,Barrier,1001982318,,1001982313,0,,,,Surrey,,,,,,0
8857,,,,20091009,0,Barrier,1001133926,Final AB,,,,Concrete,20091009,Surrey,,7805-0305-00,In Service,,2009,
8858,,,,20091009,0,Barrier,1001133911,Final AB,,,,Concrete,20091009,Surrey,,7805-0305-00,In Service,,2009,
8859,,,,20111206,2,Rollover,1001184950,,,,,Concrete,20130814,Surrey,,,In Service,,,
8860,,,,20171004,3,Pavement Edge,1001949291,Final AB,,,,Asphalt,20171004,Surrey,,7812-0255-00,In Service,,2016,
8861,,,,20130814,2,Rollover,1001608900,,1001184950,,,Concrete,20130814,Surrey,,,In Service,,,
8862,,,,20170214,0,Barrier,1001906274,EC,,,,Concrete,20170214,Surrey,,7814-0202-00,Proposed,,,
8863,,,,20170214,3,Pavement Edge,1001906275,EC,,,,Asphalt,20170214,Surrey,,7814-0202-00,Proposed,,,
8864,,,,20170123,3,Pavement Edge,1001882406,Final AB,,,,Asphalt,20170123,Provincial,,MOTH Gateway E1,In Service,,2015,
8865,,,,20170203,2,Rollover,1001905118,,1001905111,0,,Concrete,20170203,Surrey,,,In Service,,,0
8866,,,,20170203,0,Barrier,1001868352,Initial AB,,,,Concrete,20170203,Surrey,,3815-6020-00,In Service,,2016,
8867,,,,20170203,3,Pavement Edge,1001905104,,,,,Asphalt,,Surrey,,,In Service,,,
8868,,,,20170203,2,Rollover,1001905111,,,,,Concrete,,Surrey,,,In Service,,,
8869,Digitized via 2014 image,,,20150717,2,Rollover,1001831424,,1001831420,0,,Concrete,20150717,Surrey,,,In Service,,,0
8870,Digitized via 2014 image,,,20150717,2,Rollover,1001831422,,1001831420,0,,Concrete,20150717,Surrey,,,In Service,,,0
8871,,,,20160126,3,Pavement Edge,1001855643,Final AB,,,,Asphalt,20160126,Provincial,,SFPR Seg. 8,In Service,,2014,
8872,,,,20130806,1,Extruded,1001357706,Final AB,,,,Asphalt,20130808,Surrey,,7808-0254-00,In Service,,2013,
8873,Digitized Via 2011 Air Photo,,,20120820,3,Pavement Edge,1001422221,,,,,Asphalt,20130808,Surrey,,,In Service,,,
8874,,,,20120820,1,Extruded,1001410385,Final AB,,,,Asphalt,20130808,Surrey,,7811-0144-00,In Service,,2012,
8875,,,,20091009,0,Barrier,1001133899,Final AB,,,,Concrete,20091009,Surrey,,7805-0305-00,In Service,,2009,
8876,,,,20150604,1,Extruded,1001826906,Final AB,,,,Asphalt,20150604,Surrey,,1707-3170-00,In Service,,2008,
8877,,,,20170203,2,Rollover,1001905119,,,,,Concrete,,Surrey,,,In Service,,,
8878,,,,20170203,2,Rollover,1001905132,,,,,Concrete,20170831,Surrey,,,In Service,,,
8879,Digitized via 2014 image,,,20150720,1,Extruded,1001831455,,,,,Asphalt,,Surrey,,,In Service,,,
8880,Digitized from 2015 Ortho photos,,,20160129,3,Pavement Edge,1001856448,Initial AB,,,,Concrete,20160129,Surrey,,,In Service,,,
8881,Digitized from 2015 Ortho photos,,,20160129,3,Pavement Edge,1001856447,Initial AB,,,,Concrete,20160129,Surrey,,,In Service,,,
8882,,,,20180503,1,Extruded,1001884898,Final AB,1001884897,0,,Concrete,20180503,Surrey,,3815-4070-00,In Service,,2017,0
8883,Digitized via 2011 Air Photo,,,20150921,0,Barrier,1001839828,,1001757005,0,,Concrete,20150921,Surrey,,,In Service,,,0
8884,Digitized Via 2011 Airphoto,,,20120517,3,Pavement Edge,1001413116,,,,,Asphalt,20180524,Surrey,,,In Service,,,
8885,,,,20130912,3,Pavement Edge,1001413111,Final AB,,,,Asphalt,20130912,Surrey,,7811-0051-00,In Service,,2013,
8886,,,,20130912,0,Barrier,1001413112,Final AB,,,,Concrete,20130912,Surrey,,7811-0051-00,In Service,,2013,
8887,,,,20160419,0,Barrier,1001791368,Final AB,1001791366,0,,Concrete,20160419,Surrey,,7813-0083-00,In Service,,2015,0
8888,,,,20100202,0,Barrier,1001148690,Final AB,,,,Concrete,20110720,Surrey,,7806-0257-00,In Service,,2009,
8889,Digitized Via 2013 Air Photo,,,20150825,3,Pavement Edge,1001835610,,1001608130,0,,Asphalt,20170821,Surrey,,,In Service,,,0
8890,,,,20140227,1,Extruded,1001731929,Final AB,1001731926,,,Asphalt,20140227,Surrey,,7810-0173-00,In Service,,2014,
8891,Digitized via 2015 image,,,20151007,0,Barrier,1001841665,,,,,Concrete,20151007,Surrey,,,In Service,,,
8892,,,,20120830,1,Extruded,1001423787,Final AB,,,,Asphalt,20130808,Surrey,,7811-0085-00,In Service,,2013,
8893,,,,20160317,0,Barrier,1001817346,Final AB,,,,Concrete,20160317,Surrey,,7814-0138-00,In Service,,2015,
8894,Digitized via 2015 image,,,20150915,2,Rollover,1001838799,,,,,Concrete,20150915,Surrey,,,In Service,,,
