,SIGN_TYPE,SIGN_TYPE2,FACILITYID,DESCRIPTION,LEGACYID,SIGN_MESSAGE,SIGN_POST_TYPE,PARK_ENTRANCE,SIGN_SIZE,ROAD_NAME,ADDRESS,SIGN_INVENTORY_NO,PLATE_NO,ROAD_TYPE,DIRECTION_FACING,SIDE_OF_ROAD,PLATE_TYPE_CODE,POST_TYPE_CODE,INSTALLED_BY,DATE_INSTALLED,TAB1_CODE,TAB2_CODE,WORK_ORDER,PLATE_DESCRIPTION,POST_TYPE_DESCRIPTION,TAB1_DESCRIPTION,TAB2_DESCRIPTION,PASS_REFLECTIVITY,DISPLACEMENT_ROADCODE,DISPLACEMENT_DISTANCE,DISPLACEMENT_DIRECTION,DISPLACEMENT_ADDRESS,PSEUDO_ADDRESS,ADDRESS_OVERRIDE,DATE_TESTED,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,HOUSE_NO,ROAD_CODE,MAP_PAGE,STATUS_PARKS,STATUS_DATE,PARK_OWNERSHIP,MAINTENANCE_RESPONSIBILITY,OPERATIONAL_RESPONSIBILITY,WORK_ASSIGNMENT,INSERVICE_COST,YRS_LIFE_EXPECTANCY,WARRANTY_PROVIDER,VENDOR,MAKE,MODEL,SERIAL_NO,BARCODE,PARK_LEGACY_ID,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,STRUCTURES_INSPECTION_ROUTE,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
1066,,,1001145864,,,,,,,,,3014477,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.123640,-122.712755
1067,,,1001145876,,,,,,,,,5012239,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.082668,-122.690940
1068,0,,1001152382,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198763,-122.783118
1069,0,,1001140748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,7806-0269-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091118,20091118,49.190703,-122.742642
1070,0,,1001153757,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.074374,-122.735612
1071,0,,1001141360,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,1R03,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091125,20091125,49.177378,-122.711579
1072,0,,1001157532,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.122619,-122.679946
1073,0,,1001140447,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.119074,-122.756414
1074,0,,1001135455,,,,,,,,,,,,,,RB41R,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.061286,-122.800982
1075,0,,1001152764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20100317,,49.005487,-122.737167
1076,0,,1001159316,,,,,,,,,,,,,,RB51R,,,,,,,,,,,,,,,,,,,In Service,7803-0192-00,2006,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100512,20100512,49.187624,-122.781466
1077,0,,1001135483,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.065019,-122.801041
1078,0,,1001135503,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.067137,-122.801035
1079,0,,1001154820,,,,,,,,,,,,,,RB1*60,,,,,,,,,,,,,,,,,,,In Service,1709-2020-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100407,20100407,49.099291,-122.712852
1080,0,,1001154179,,,,,,,175A St,,,,,,,RB151,,,,,,,,,,,,,,,,,,,In Service,7809-0099-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100330,20110630,49.008718,-122.736734
1081,,,1001145785,,,,,,,,,1008426,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.185283,-122.867550
1082,,,1001145877,,,,,,,,,5012734,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.082676,-122.691379
1083,0,,1001141781,,,,,,,,,,,,,,WA18,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.181788,-122.689196
1084,0,,1001157006,,,,,,,,,,,,South Bound,,WA1001,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100420,20100420,49.159607,-122.734930
1085,0,,1001150459,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.168746,-122.809253
1086,0,,1001157035,,,,,,,,,,,,North Bound,,RA1,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100420,20100420,49.162594,-122.730440
1087,,,1001145707,,,,,,,,,5007833,,,WB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.045647,-122.743824
1088,0,,1001150483,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.167779,-122.806092
1089,0,,1001156781,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.127411,-122.734778
1090,0,,1001156782,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.127056,-122.734830
1091,0,,1001152354,,,,,,,,,,,,,,RA4,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198776,-122.786859
1092,0,,1001152390,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198736,-122.781219
1093,0,,1001152394,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198874,-122.780011
1094,0,,1001152383,,,,,,,,,,,,,,RB55L,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198763,-122.783118
1095,0,,1001152371,,,,,,,,,,,,,,WA38,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198789,-122.784492
1096,0,,1001152361,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198880,-122.785226
1097,0,,1001152372,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198917,-122.784504
1098,0,,1001152365,,,,,,,,,,,,,,RA4,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198798,-122.784733
1099,0,,1001152370,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198780,-122.784765
1100,,,1001145776,,,,,,,,,2009478,,,WB,,,,,,,,,Heritage Marker,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,Ferguson Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,,20100310,49.198918,-122.782170
1101,0,,1001152353,,,,,,,,,,,,,,RA4,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198891,-122.786858
1102,0,,1001152389,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198932,-122.781669
1103,0,,1001152392,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198877,-122.780842
1104,0,,1001152366,,,,,,,,,,,,,,RA4,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198917,-122.784504
1105,0,,1001152387,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198754,-122.782155
1106,0,,1001155204,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111459,-122.732055
1107,0,,1001155205,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111606,-122.732286
1108,0,,1001155208,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111591,-122.732386
1109,0,,1001155209,,,,,,,,,,,,,,RB14,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111591,-122.732386
1110,0,,1001155216,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111399,-122.731479
1111,0,,1001155217,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111396,-122.731145
1112,0,,1001155219,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111535,-122.730580
1113,0,,1001157524,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.123674,-122.680018
1114,0,,1001157504,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.126412,-122.679644
1115,0,,1001151692,,,,,,,,,,,,,,WA36B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045730,-122.793953
1116,0,,1001151712,,,,,,,,,,,,,,RB60,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.051300,-122.801416
1117,0,,1001151676,,,,,,,,,,,,,,WA36B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.047075,-122.795471
1118,0,,1001151688,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.046102,-122.794485
1119,0,,1001151687,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.046238,-122.793908
1120,0,,1001151643,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.051974,-122.801455
1121,0,,1001151690,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.046104,-122.793977
1122,0,,1001151657,,,,,,,,,,,,,,RB1*60,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.049502,-122.798699
1123,0,,1001142642,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091204,20091204,49.108355,-122.867815
1124,0,,1001143100,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,7806-0185-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.188226,-122.896388
1125,0,,1001143101,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,7806-0185-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.188563,-122.896050
1126,0,,1001143105,,,,,,,,,,,,,,RB58B,,,,,,,,,,,,,,,,,,,In Service,7806-0185-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.188535,-122.895708
1127,0,,1001143106,,,,,,,,,,,,,,RB58R,,,,,,,,,,,,,,,,,,,In Service,7806-0185-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.188735,-122.895506
1128,0,,1001134907,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7804-0008-01,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091016,20091109,49.113836,-122.815089
1129,0,,1001134908,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7804-0008-01,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091016,20091109,49.113715,-122.815122
1130,0,,1001137155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,1R01,2009,Translink,Golden Ears Way,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091105,20091109,49.180945,-122.700953
1131,0,,1001137157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,1R01,2009,Translink,Golden Ears Way,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091105,20091109,49.181223,-122.692310
1132,0,,1001156764,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.134392,-122.687745
1133,0,,1001156765,,,,,,,,,,,,,,WA50,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.134102,-122.687663
1134,0,,1001139020,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1706-3080-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091109,20091109,49.136506,-122.845587
1135,0,,1001156767,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.134400,-122.687945
1136,0,,1001156768,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.134404,-122.688535
1137,0,,1001156769,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.134406,-122.689190
1138,0,,1001156770,,,,,,,,,,,,,,RB51L,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.134583,-122.689599
1139,0,,1001156771,,,,,,,,,,,,,,WA50,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.133798,-122.690030
1140,,,1001145894,,,,,,,,,3008226,,,WB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Ayerst Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.123082,-122.868965
1141,,,1001145895,,,,,,,,,3008225,,,EB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Ayerst Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.122817,-122.889309
1142,0,,1001145280,,,,,,,60 Ave,,,,,West Bound,,RB51R,,,,,,,,,,,,,,,,,,,Proposed,7807-0313-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100108,20100108,49.111816,-122.809558
1143,0,,1001145301,,,,,,,60 Ave,,,,,North Bound,,RB23,,,,,,,,,,,,,,,,,,,Proposed,7807-0313-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100108,20100108,49.111816,-122.809448
1144,0,,1001145328,,,,,,,60 Ave,,,,,West Bound,,RA1,,,,,,,,,,,,,,,,,,,In Service,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20100108,20100108,49.111838,-122.812027
1145,0,,1001145333,,,,,,,60 Ave,,,,,West Bound,,RB51L,,,,,,,,,,,,,,,,,,,Proposed,7807-0313-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100108,20100108,49.111844,-122.811886
1146,0,,1001145336,,,,,,,,,,,,West Bound,,WA1001,,,,,,,,,,,,,,,,,,,Proposed,7807-0313-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100108,20100108,49.111843,-122.811681
1147,0,,1001135479,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.064081,-122.801022
1148,0,,1001135481,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.064662,-122.801040
1149,0,,1001135482,,,,,,,,,,,,,,RB1*50,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091023,20091023,49.064513,-122.801333
1150,0,,1001135507,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.066425,-122.801038
1151,0,,1001135486,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.067602,-122.801323
1152,0,,1001135487,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.067742,-122.801011
1153,0,,1001135488,,,,,,,,,,,,,,WA33R,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.068030,-122.801031
1154,0,,1001135489,,,,,,,,,,,,,,RB92,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.068030,-122.801031
1155,0,,1001135490,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.068137,-122.801330
1156,0,,1001135491,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.068254,-122.801181
1157,0,,1001135492,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.068254,-122.801181
1158,0,,1001135494,,,,,,,,,,,,,,WB3,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.068489,-122.801042
1159,0,,1001135495,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.068736,-122.801047
1160,0,,1001135504,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.067130,-122.801333
1161,0,,1001150429,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.170006,-122.811271
1162,0,,1001150474,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.168289,-122.806828
1163,0,,1001150420,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.170408,-122.812547
1164,0,,1001150392,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.171273,-122.814963
1165,0,,1001150486,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.167801,-122.805553
1166,0,,1001150464,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.168744,-122.808597
1167,0,,1001149530,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1707-7030-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100212,20100212,49.049767,-122.790646
1168,0,,1001144555,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2005,2007,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091224,20091224,49.108205,-122.737427
1169,0,,1001157024,,,,,,,,,,,,North Bound,,RB25,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100420,20100420,49.162834,-122.734692
1170,0,,1001150421,,,,,,,,,,,,,,WA36R,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100218,20100218,49.170467,-122.812453
