,SIGN_TYPE,SIGN_TYPE2,FACILITYID,DESCRIPTION,LEGACYID,SIGN_MESSAGE,SIGN_POST_TYPE,PARK_ENTRANCE,SIGN_SIZE,ROAD_NAME,ADDRESS,SIGN_INVENTORY_NO,PLATE_NO,ROAD_TYPE,DIRECTION_FACING,SIDE_OF_ROAD,PLATE_TYPE_CODE,POST_TYPE_CODE,INSTALLED_BY,DATE_INSTALLED,TAB1_CODE,TAB2_CODE,WORK_ORDER,PLATE_DESCRIPTION,POST_TYPE_DESCRIPTION,TAB1_DESCRIPTION,TAB2_DESCRIPTION,PASS_REFLECTIVITY,DISPLACEMENT_ROADCODE,DISPLACEMENT_DISTANCE,DISPLACEMENT_DIRECTION,DISPLACEMENT_ADDRESS,PSEUDO_ADDRESS,ADDRESS_OVERRIDE,DATE_TESTED,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,HOUSE_NO,ROAD_CODE,MAP_PAGE,STATUS_PARKS,STATUS_DATE,PARK_OWNERSHIP,MAINTENANCE_RESPONSIBILITY,OPERATIONAL_RESPONSIBILITY,WORK_ASSIGNMENT,INSERVICE_COST,YRS_LIFE_EXPECTANCY,WARRANTY_PROVIDER,VENDOR,MAKE,MODEL,SERIAL_NO,BARCODE,PARK_LEGACY_ID,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,STRUCTURES_INSPECTION_ROUTE,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
328,,,1001145843,,,,,,,,,3014489,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.166475,-122.756818
329,,,1001145844,,,,,,,,,2009458,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.166095,-122.756391
330,0,,1001141721,,,,,,,,,,,,,,RB12,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.171857,-122.690484
331,0,,1001145646,,,,,,,138 St,,,,,South Bound,,WA8,,,,,,,,,,,,,,,,,,,Proposed,7807-0211-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100111,20100111,49.108882,-122.839136
332,0,,1001146129,,,,,,,146 St,5660 146,,,,,,RB51B,,,,,,,,,,,,,,,,,,,Proposed,7807-0234-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100112,20100112,49.105736,-122.817735
333,0,,1001146130,,,,,,,146 St,5652 146,,,,,,RB51B,,,,,,,,,,,,,,,,,,,Proposed,7807-0234-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100112,20100112,49.105453,-122.817724
334,0,,1001146723,,,,,,,81 Ave,,,,,North Bound,,WA1022,,,,,,,,,,,,,,,,,,,Proposed,7807-0372-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100114,20100114,49.150123,-122.846563
335,0,,1001146724,,,,,,,,,,,,North Bound,,WA8,,,,,,,,,,,,,,,,,,,Proposed,7807-0372-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100114,20100114,49.150844,-122.846640
336,0,,1001144252,,,,,,,25A Ave,12745,,,,West Bound,,RB51R,,,,,,,,,,,,,,,,,,,In Service,7809-0021-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100414,20100414,49.048981,-122.868843
337,0,,1001155359,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,7802-0040-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100414,20100414,49.122500,-122.754626
338,0,,1001144250,,,,,,,25A Ave,12704,,,,East Bound,,ID31,,,,,,,,,,,,,,,,,,,In Service,7809-0021-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100414,20100414,49.048823,-122.869942
339,0,,1001144251,,,,,,,25A Ave,12740,,,,East Bound,,RB51L,,,,,,,,,,,,,,,,,,,In Service,7809-0021-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100414,20100414,49.048820,-122.869073
340,0,,1001156028,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060147,-122.797959
341,0,,1001156030,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060295,-122.797906
342,0,,1001156033,,,,,,,,,,,,,,RB51R,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060045,-122.798053
343,0,,1001156034,,,,,,,,,,,,,,RB51R,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060142,-122.797594
344,0,,1001156035,,,,,,,,,,,,,,RB51L,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060043,-122.797453
345,0,,1001156036,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060091,-122.798380
346,0,,1001151770,,,,,,,,,,,,North Bound,,WA50,,,,,,,,,,,,,,,,,,,In Service,7807-0132-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100304,20110104,49.182682,-122.855877
347,0,,1001151776,,,,,,,,,,,,South Bound,,,,,,,,,,,,,,,,,,,,,In Service,7807-0132-00,2010,Surrey,,'SPEED HUMP AHEAD',,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100304,20110104,49.183160,-122.855928
348,0,,1001151777,,,,,,,,,,,,North Bound,,,,,,,,,,,,,,,,,,,,,In Service,7807-0132-00,2010,Surrey,,'SPEED BUMP AHEAD',,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100304,20110104,49.182357,-122.855896
349,0,,1001151773,,,,,,,,,,,,South Bound,,WA50,,,,,,,,,,,,,,,,,,,In Service,7807-0132-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100304,20110104,49.182679,-122.855941
350,0,,1001152359,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198786,-122.786796
351,0,,1001152377,,,,,,,,,,,,,,RB58L,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198783,-122.783968
352,0,,1001152385,,,,,,,,,,,,,,WA37,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198875,-122.782613
353,0,,1001152376,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198783,-122.783968
354,0,,1001152378,,,,,,,,,,,,,,RB58L,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198891,-122.783756
355,0,,1001151695,,,,,,,,,,,,,,RB2,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045764,-122.794081
356,0,,1001151703,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045015,-122.792607
357,0,,1001151678,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.046653,-122.795112
358,0,,1001151651,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.051261,-122.800368
359,0,,1001151700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045103,-122.793019
360,0,,1001151696,,,,,,,,,,,,,,WA36R,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045502,-122.793262
361,0,,1001151672,,,,,,,,,,,,,,RB14R,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.047299,-122.795658
362,0,,1001151682,,,,,,,,,,,,,,WA36B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.046546,-122.794813
363,0,,1001151702,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045277,-122.792932
364,0,,1001134495,,,,,,,,,,,,,,WA1022,,,,,,,,,,,,,,,,,,,In Service,7805-0325-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091014,20091014,49.160963,-122.779016
365,0,,1001134602,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,7807-0251-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091014,20091014,49.101855,-122.872130
366,0,,1001134604,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,7807-0251-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091014,20091014,49.101579,-122.872229
367,0,,1001134605,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,7807-0251-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091014,20091014,49.101393,-122.872117
368,0,,1001135392,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,7804-0294-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091022,20091022,49.149636,-122.778678
369,0,,1001135431,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.059420,-122.801185
370,0,,1001135432,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.059420,-122.801185
371,0,,1001135433,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.060061,-122.801395
372,0,,1001153795,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20100325,20100325,49.099064,-122.734884
373,,,1001145858,,,,,,,,,5008126,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,In Service,,,Provincial,,Walker Hill,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,,20100325,49.061003,-122.735204
374,0,,1001153748,,,,,,,,,,,,,,RA2,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.060381,-122.735037
375,0,,1001153774,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.089485,-122.735400
376,0,,1001153775,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.089656,-122.734894
377,0,,1001140431,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.113376,-122.756621
378,0,,1001140417,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.115280,-122.756441
379,0,,1001140449,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.120005,-122.756420
380,,,1001145845,,,,,,,,,2009717,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.161869,-122.756818
381,,,1001145846,,,,,,,,,2010949,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.158983,-122.756414
382,,,1001145847,,,,,,,,,4003151,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.140899,-122.756877
383,,,1001145848,,,,,,,,,2014589,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.117469,-122.756958
384,,,1001145849,,,,,,,,,5012521,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.088976,-122.757097
385,,,1001145850,,,,,,,,,5008122,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Coast Meridian Hill,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.059869,-122.757207
386,,,1001145851,,,,,,,,,5008102,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.058787,-122.757245
387,,,1001145852,,,,,,,,,5008101,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.051695,-122.756841
388,,,1001145853,,,,,,,,,5008121,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Coast Meridian Hill,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.047756,-122.756838
389,,,1001145854,,,,,,,,,5008100,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.036337,-122.757288
390,,,1001145857,,,,,,,,,5008123,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Walker Hill,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.030120,-122.734993
391,,,1001145860,,,,,,,,,2009495,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Clover Valley Hill,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.164622,-122.734442
392,0,,1001153763,,,,,,,,,,,,,,RB1*70,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,MAX 80,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.075081,-122.735379
393,0,,1001153764,,,,,,,,,,,,,,WA1001,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.076269,-122.735540
394,0,,1001153765,,,,,,,,,,,,,,RB1*70,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,MAX 80,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.076771,-122.735681
395,0,,1001153766,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.074663,-122.738238
396,0,,1001153767,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.074541,-122.732784
397,0,,1001153769,,,,,,,,,,,,,,WA1001,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.087903,-122.735187
398,0,,1001153770,,,,,,,,,,,,,,WA1001,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.089349,-122.735176
399,0,,1001144556,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2005,2007,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091224,20091224,49.108615,-122.736552
400,0,,1001144557,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2005,2007,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091224,20091224,49.108435,-122.736145
401,0,,1001144590,,,,,,,21 Ave,2100 128,,,,West Bound,,RA1,,,,,,,,,,,,,,,,,,,Proposed,7806-0118-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20091224,20091224,49.039922,-122.867224
402,0,,1001144592,,,,,,,Lane,2101 128A,,,,North Bound,,WA50,,,,,,,,,,,,,,,,,,,Proposed,7806-0118-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20091224,20091224,49.039931,-122.866793
403,0,,1001144597,,,,,,,128A St,2096 128A,,,,,,RB51B,,,,,,,,,,,,,,,,,,,Proposed,7806-0118-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20091224,20091224,49.039978,-122.866155
404,,,1001145814,,,,,,,,,2009473,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.161250,-122.823246
405,,,1001145825,,,,,,,,,3007719,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Johnston Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.101147,-122.801268
406,0,,1001140454,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.111500,-122.757824
407,0,,1001155124,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.160514,-122.856721
408,0,,1001152360,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198779,-122.785860
409,0,,1001141723,,,,,,,,,,,,,,WA9,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.171848,-122.690727
410,0,,1001141726,,,,,,,,,,,,,,RB51L,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.172246,-122.690424
411,0,,1001141727,,,,,,,,,,,,,,RB55L,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.172246,-122.690424
412,0,,1001141728,,,,,,,,,,,,,,RB55R,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.172239,-122.690727
413,0,,1001141729,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.172685,-122.690423
414,0,,1001141730,,,,,,,,,,,,,,RB41R,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.172631,-122.690714
415,0,,1001141145,,,,,,,,,,,,,,WA8B,,,,,,,,,,,,,,,,,,,In Service,1R02,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091124,20091124,49.172681,-122.723605
416,0,,1001141146,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1R02,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091124,20091124,49.173915,-122.723915
417,0,,1001141147,,,,,,,,,,,,,,WA8B,,,,,,,,,,,,,,,,,,,In Service,1R02,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091124,20091124,49.173963,-122.723624
418,0,,1001141148,,,,,,,,,,,,,,WB4,,,,,,,,,,,,,,,,,,,In Service,1R02,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091124,20091124,49.175042,-122.723667
419,0,,1001149591,,,,,,,,,,,,,,WA8,,,,,,,,,,,,,,,,,,,In Service,7806-0013-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100215,20100215,49.116354,-122.816604
420,0,,1001149592,,,,,,,,,,,,,,WA8,,,,,,,,,,,,,,,,,,,In Service,7806-0013-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100215,20100215,49.116712,-122.814973
421,0,,1001149594,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,7806-0013-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100215,20100215,49.116686,-122.815352
422,,,1001145768,,,,,,,,,1008419,,,EB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.191513,-122.874573
423,,,1001145769,,,,,,,,,1008441,,,EB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.191580,-122.858214
424,0,,1001144573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2005,2007,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091224,20091224,49.111335,-122.734892
425,0,,1001144576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2005,2007,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091224,20091224,49.113787,-122.735034
426,0,,1001144578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2005,2007,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091224,20091224,49.115849,-122.734913
427,0,,1001144579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2005,2007,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091224,20091224,49.118945,-122.734920
428,0,,1001144580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2005,2007,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091224,20091224,49.118610,-122.734965
429,0,,1001144581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2005,2007,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091224,20091224,49.121164,-122.734761
430,0,,1001144582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2005,2007,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091224,20091224,49.121532,-122.735143
431,0,,1001144584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2005,2007,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091224,20091224,49.123510,-122.734907
432,0,,1001144585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091224,,49.124783,-122.734710
433,0,,1001144586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091224,,49.125206,-122.734686
