,COMMENTS,ECOLOGICAL_SIGNIFICANCE,HECTARES,ID,NAME,TYPE
0, ,0,174.59366949,101,FRASER FORESHORE,AQUATIC
1, ,0,164.09089609,104,LOWER NICOMEKL,AQUATIC
2, ,0,48.8756649,102,PARSON'S CHANNEL FORESHORE,AQUATIC
3, ,0,1057.69962844,105,MUD BAY FORESHORE & INTERTIDAL,AQUATIC
4, ,0,702.21639783,106,SOUTH SURREY FORESHORE & INTERTIDAL,AQUATIC
5, ,0,99.76961871,103,LOWER SERPENTINE,AQUATIC
