,ANCILLARYROLE,ENABLED,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MAKE,MODEL,CORROSION_PROTECTED,DISASTER_CONTROL,GEARED,PRESSURE_ZONE_VALVE,RESTRAINED,NO_TURNS,STATUS,OPERATING_STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,ROTATION,Latitude,Longitude
173,,1,2,Gate,1000263662,18409,1404602308,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.044771,-122.833070
174,,1,2,Gate,1000263674,18421,1368102290,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.044443,-122.843111
175,,1,2,Gate,1000263360,16416,1569903556,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,,,49.067268,-122.787469
176,,1,2,Gate,1000281015,21661,1398611307,200,,,,,,,,,In Service,Closed,1201-3020-00,2002,Surrey,,,Final AB,,,,,,20030305,,,49.207600,-122.834174
177,,1,2,Gate,1000281041,12159,1298107149,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.132392,-122.862142
178,,1,2,Gate,1000281043,12163,1307907134,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.132125,-122.859444
179,,1,2,Gate,1000266888,6859,1377109238,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.170169,-122.840243
180,,1,2,Gate,1000266892,6864,1397709229,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.169997,-122.834567
181,,1,2,Gate,1000266784,6943,1397709030,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.166399,-122.834582
182,,1,2,Gate,1000277758,10082,1644908543,200,,,,,,,,26,In Service,Open,F/T,,Surrey,8504 164A ST,,,,,,,,20020430,20110819,,49.157469,-122.766391
183,,1,2,Gate,1000278390,20427,1845606702,200,,,,,,,,26,In Service,Open,7896-0219-02,1999,Surrey,,,Final AB,,,,,,20020717,20161018,,49.124029,-122.711214
184,,1,2,Gate,1000275208,16306,1460803164,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20090119,,49.060227,-122.817536
185,,1,2,Gate,1000278391,20428,1845706732,200,,,,,,,,28,In Service,Open,7896-0219-02,1999,Surrey,,,Final AB,,,,,,20020717,20161018,,49.124578,-122.711202
186,,1,2,Gate,1000278392,20429,1851406803,250,,,,,,,,33,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020717,20161018,,49.125852,-122.709618
187,,1,2,Gate,1000278393,20430,1851606765,250,,,,,,,,32,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020717,20161018,,49.125167,-122.709566
188,,1,2,Gate,1000278394,20431,1851606674,200,,,,,,,,31,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020717,20161018,,49.123515,-122.709563
189,,1,2,Gate,1000278395,20432,1851606663,200,,,,,,,,,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020717,20161018,,49.123321,-122.709563
190,,1,2,Gate,1000274658,23973,1278306830,300,,,,,,,,,In Service,Open,1203-3190-00,2003,Surrey,,,Final AB,,,,,,20060309,20101216,,49.126626,-122.867626
191,,1,2,Gate,1000274008,22044,1277707332,150,,,,,,,,,In Service,Open,1299-3050-00,2000,Surrey,,,Final AB,,,,,,20030520,,,49.135717,-122.867767
192,,0,2,Gate,1000274339,11861,1277206824,,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020501,20101216,,49.126518,-122.867925
193,,1,2,Gate,1001184923,,1277906825,450,,,,,,,,,In Service,Open,1203-5030-00,2010,Surrey,,,Final AB,,,,,,20101216,20101216,,49.126553,-122.867728
194,,1,2,Gate,1000273869,10420,1215907441,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.137706,-122.884806
195,,1,2,Gate,1000273680,23532,1700708536,200,,,,,,,,,In Service,Open,7803-0101-00,2004,Surrey,,,Final AB,,,,,,20050301,20071221,,49.157308,-122.751001
196,,1,2,Gate,1000273383,7551,1449309106,100,,,,,,,,14,In Service,Open,F/T,,Surrey,14512 91 AVE,,,,,,,,20020429,20110301,,49.167762,-122.820318
197,,1,2,Gate,1000266948,22954,1605309667,200,,,,,,,,26,In Service,Open,7897-0099-00,2003,Surrey,9658 160A ST,,Final AB,,,,,,20031216,20110713,,49.177837,-122.777225
198,,1,2,Gate,1000277671,9991,1680108486,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.156415,-122.756689
199,,1,2,Gate,1000261176,9051,1453708246,100,,,,,,,,,Abandoned,Closed,1200-319,2000,Surrey,,SEE W-043-108,Final AB,,,,,,20020430,,,49.152191,-122.819167
200,,1,2,Gate,1000261187,9062,1451908738,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.161090,-122.819641
201,,1,2,Gate,1000261219,21400,1769209930,300,,,,,,,,,In Service,Open,7896-0230-00,2001,Surrey,,,Final AB,,,,,,20021016,,,49.182496,-122.731968
202,,1,2,Gate,1000261262,5504,1920509831,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020426,,,49.180597,-122.690220
203,,1,2,Gate,1000261120,,1276608328,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20060628,20150617,90,49.153741,-122.868028
204,,1,2,Gate,1000264288,23293,1554611375,200,,,,,,,,27,In Service,Open,7802-0345-00,2004,Surrey,11360 154A ST,,Final AB,,,,,,20040921,20110411,,49.208761,-122.791086
205,,1,2,Gate,1000264287,23251,1553511370,50,,,,,,,,,In Service,Open,7802-0345-00,2004,Surrey,,,Final AB,,,,,,20040803,,,49.208683,-122.791407
206,,1,2,Gate,1000260900,9195,1497908254,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.152311,-122.806979
207,,1,2,Gate,1000260929,9224,1459008300,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.153167,-122.817693
208,,1,2,Gate,1000260951,8525,1195908842,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.163070,-122.890253
209,,1,2,Gate,1000278244,11775,1879807226,200,,,,,,,,,In Service,Closed,,,Surrey,,,,,,,,,20020501,20150626,90,49.133491,-122.701740
210,,1,2,Gate,1000260808,9312,1491208199,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.151329,-122.808831
211,,1,2,Gate,1000273398,7567,1487309034,150,,,,,,,,21,In Service,Open,F/T,,Surrey,8996 149 ST,On 90 Ave main.,,,,,,,20020429,20110301,,49.166441,-122.809831
212,,1,2,Gate,1000276975,6546,1299609300,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.171323,-122.861635
213,,1,2,Gate,1000264285,22186,1548211323,200,,,,,,,,27,In Service,Open,7891-0511-00,2002,Surrey,11288 154A ST,,Final AB,,,,,,20030602,20110411,,49.207821,-122.792860
214,,1,2,Gate,1000264284,22183,1548611330,200,,,,,,,,28,In Service,Open,7891-0511-00,2002,Surrey,11310 154A ST,,Final AB,,,,,,20030602,20110411,,49.207956,-122.792745
215,,1,2,Gate,1000261494,2465,1549910524,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020424,,,49.193375,-122.792459
216,,1,2,Gate,1000274900,14808,1700606012,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.111635,-122.751257
217,,1,2,Gate,1000274901,14809,1700606101,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.113254,-122.751250
218,,1,2,Gate,1000274904,14812,1690206156,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.114257,-122.754115
219,,1,2,Gate,1000270898,3664,1263310023,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,,,49.184426,-122.871617
220,,1,2,Gate,1000270914,3687,1237709924,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,,,49.182641,-122.878685
221,,1,2,Gate,1000270782,3487,1268609829,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,,,49.180907,-122.870159
222,,1,2,Gate,1000270830,3563,1231309825,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,,,49.180838,-122.880450
223,,1,2,Gate,1000270839,3576,1201409710,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,,,49.178780,-122.888710
224,,1,2,Gate,1000274905,14813,1686506156,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.114263,-122.755131
225,,1,2,Gate,1000274909,14817,1691006092,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.113101,-122.753905
226,,1,2,Gate,1000264152,11706,1681007762,250,,,,,,,,33,In Service,Open,F/T,2002,Surrey,7700 168 ST,Near North P/L,,,,,,,20020501,20110819,,49.143311,-122.756505
227,,1,2,Gate,1000273992,21937,1277507430,300,,,,,,,,,In Service,Open,1299-3050-00,2000,Surrey,,,Final AB,,,,,,20030512,,,49.137497,-122.867812
228,,1,2,Gate,1000273885,10445,1216707582,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.140264,-122.884578
229,,1,2,Gate,1000273929,10516,1249007887,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.145765,-122.875648
230,,1,2,Gate,1000273932,10520,1200707577,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,20090731,,49.140181,-122.888975
231,,1,2,Gate,1000273939,10531,1261407919,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.146354,-122.872231
232,,1,2,Gate,1000273962,10580,1246707240,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.134064,-122.876307
233,,1,2,Gate,1000273796,10302,1236307778,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.143809,-122.879169
234,,1,2,Gate,1000273852,10394,1206607871,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.145496,-122.887348
235,,1,2,Gate,1000273860,10407,1196007820,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020430,,,49.144566,-122.890269
236,,1,2,Gate,1000274910,14818,1691006057,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.112467,-122.753912
237,,1,2,Gate,1001121932,,1363306210,300,,,No,No,No,No,No,,In Service,Open,1205-6100-00,2008,Surrey,,,Final AB,,,,,,20090515,20090515,,49.115388,-122.844233
238,,1,2,Gate,1000279032,14042,1398705768,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20090515,,49.107375,-122.834505
239,,1,2,Gate,1001121912,,1398405765,200,,,No,No,No,No,No,,In Service,Open,1205-6100-00,2008,Surrey,,,Final AB,,,,,,20090515,,,49.107323,-122.834564
240,,1,2,Gate,1001121927,,1395505810,50,,,No,No,No,No,No,,In Service,Open,1205-6100-00,2008,Surrey,,,Final AB,,,,,,20090515,20090515,,49.108131,-122.835380
241,,1,2,Gate,1000269564,15304,1841105797,150,,,,,,,,,In Service,Closed,,,Surrey,,,,,,,,,20031105,20161018,,49.107663,-122.712545
242,,1,2,Gate,1000281064,12192,1313207080,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.131156,-122.857995
243,,1,2,Gate,1000281081,12216,1288306930,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.128446,-122.864866
244,,1,2,Gate,1000281109,12248,1298406555,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.121661,-122.862092
245,,1,2,Gate,1000281113,12252,1285706466,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.120050,-122.865601
246,,1,2,Gate,1000280307,8239,1660308844,300,,,,,,,,38,In Service,Open,F/T,,Surrey,16605 88 AVE,,,,,,,,20020429,20110817,,49.162907,-122.762130
247,,1,2,Gate,1000269630,,1870806067,200,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20060628,20161018,,49.112524,-122.704332
248,,1,2,Gate,1000268535,286,1265311533,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020423,,,49.211737,-122.870978
249,,1,2,Gate,1000268468,16140,1841205404,150,,,,,,,,,Abandoned,Closed,NA,,Surrey,,,,,,,,,20020502,,,49.100545,-122.712556
250,,1,2,Gate,1000268383,5225,1553910401,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020426,,,49.191144,-122.791352
251,,1,2,Gate,1000267655,4093,1346409868,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020425,20090114,,49.181579,-122.848693
252,,1,2,Gate,1000267312,820,1441511534,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020423,,,49.211702,-122.822327
253,,1,2,Gate,1000266571,7814,1578708944,200,,,,,,,,26,In Service,Open,F/T,,Surrey,15793 89 AVE,On 89 Ave main.,,,,,,,20020429,20110728,,49.164762,-122.784642
254,,1,2,Gate,1000267217,73,1265110424,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020423,,,49.191677,-122.871103
255,,1,2,Gate,1000267061,23278,1254510508,150,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020423,,,49.193184,-122.874009
256,,1,2,Gate,1000275486,17018,1427003050,200,,,,,,,,26,In Service,Open,F/T,,Surrey,3110 NORTHCREST DR,On Northcrest Dr main.,,,,,,,20020502,20110728,,49.058187,-122.826855
257,,1,2,Gate,1000267117,149,1233410943,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020423,,,49.201069,-122.879830
258,,1,2,Gate,1000275525,17057,1427103048,200,,,,,,,,25,In Service,Open,F/T,,Surrey,3110 NORTHCREST DR,On 31 Ave main.,,,,,,,20020502,20110728,,49.058144,-122.826830
259,,1,2,Gate,1000266869,6840,1366909486,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.174663,-122.843030
260,,1,2,Gate,1000261193,9068,1457508683,200,,,,,,,,24,In Service,Open,F/T,,Surrey,14399 CHARTWELL DR,On 146 St main.,,,,,,,20020430,20110728,,49.160103,-122.818077
261,,1,2,Gate,1000266277,20475,1588809194,200,,,,,,,,26,In Service,Open,7890-0456-00,1994,Surrey,9176 159 ST,,Final AB,,,,,,20020722,20110728,,49.169283,-122.781833
262,,1,5,Tap,1000854319,,1370509613,200,,,No,No,No,No,No,,In Service,Open,7805-0396-00,2008,Surrey,,TAPPING VALVE,Final AB,,,,,,20080723,20090129,,49.176963,-122.842052
263,,1,2,Gate,1001079892,,1948407116,200,,,No,No,No,No,No,,In Service,Open,7803-0104-00,2008,Surrey,,,Final AB,,,,,,20090203,,,49.131460,-122.682829
264,,1,2,Gate,1001079893,,1951607115,100,,,No,No,No,No,No,,In Service,Open,7803-0104-00,2008,Surrey,,,Final AB,,,,,,20090203,20090203,,49.131434,-122.681954
265,,1,2,Gate,1000267517,10928,1308207320,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,20090213,,49.135501,-122.859360
266,,1,2,Gate,1001122620,,1638705902,200,,,No,No,No,No,No,,In Service,Open,7803-0334-00,2006,Surrey,,,Final AB,,,,,,20090528,20090528,,49.109688,-122.768327
267,,1,2,Gate,1000278396,20457,1855006664,100,,,,,,,,10,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020722,20161018,,49.123344,-122.708633
268,,1,2,Gate,1000280639,23732,1611803030,200,,,,,,,,,In Service,Open,7899-0179-00,2003,Surrey,,,Final AB,,,,,,20050825,,,49.057736,-122.775984
269,,1,2,Gate,1000280600,17615,1641102766,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.052938,-122.767928
270,,1,2,Gate,1000280468,12462,1298306554,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.121638,-122.862133
271,,1,2,Gate,1000280504,12498,1332606507,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.120767,-122.852673
272,,1,2,Gate,1000278397,20459,1855006766,200,,,,,,,,,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020722,20161018,,49.125177,-122.708626
273,,1,2,Gate,1000280321,21409,1638908833,200,,,,,,,,,In Service,Open,1297-5080-00,1997,Surrey,,,Final AB,,,,,,20021018,,,49.162726,-122.768034
274,,1,2,Gate,1000278398,20460,1855006717,200,,,,,,,,25,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020722,20161018,,49.124302,-122.708629
275,,1,2,Gate,1000278400,20463,1851406813,350,,,,,,,,,In Service,Open,7896-0219-01,2000,Surrey,,,Final AB,,,,,,20020722,20161018,,49.126041,-122.709608
276,,1,2,Gate,1000275576,17109,1411902612,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,,,49.050257,-122.831037
277,,1,2,Gate,1000275313,23207,1503403558,100,,,,,,,,,In Service,Open,7803-0130-00,2004,Surrey,,,Final AB,,,,,,20040705,,,49.067335,-122.805794
278,,1,2,Gate,1000278401,20464,1850506772,200,,,,,,,,,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020722,20161018,,49.125294,-122.709848
279,,1,2,Gate,1000278402,20465,1851906772,200,,,,,,,,,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020722,20161018,,49.125302,-122.709483
280,,1,2,Gate,1000278403,20466,1855006774,100,,,,,,,,,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020722,20161018,,49.125322,-122.708610
281,,1,2,Gate,1000278404,20468,1850606666,200,,,,,,,,,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020722,20161018,,49.123374,-122.709834
282,,1,2,Gate,1000278405,20469,1854706667,200,,,,,,,,25,In Service,Open,7896-0219-01,1998,Surrey,,,Final AB,,,,,,20020722,20161018,,49.123399,-122.708705
283,,1,2,Gate,1000262541,18702,1470001954,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.038325,-122.815105
284,,1,2,Gate,1000262549,18710,1460602136,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.041629,-122.817657
285,,1,2,Gate,1000262551,18713,1460702159,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,,,49.042036,-122.817637
286,,1,2,Gate,1000265040,17726,1759202574,250,,,,,,,,,In Service,Closed,,,Surrey,,As per Ops - Painted Red,,,,,,,20020503,20160825,,49.049390,-122.735440
287,,1,2,Gate,1000262404,22530,1409410018,300,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20030708,,,49.184280,-122.831283
288,,1,2,Gate,1001125362,,1487106223,200,,,No,No,No,No,No,,In Service,Open,7804-0326-00,2009,Surrey,,,Final AB,,,,,,20090616,20090616,,49.115578,-122.810102
289,,0,2,Gate,1000272276,12904,1499007179,,,,,,,,,,Abandoned,Open,,,Surrey,,,,,,,,,20020502,20090623,,49.132864,-122.806759
290,,1,2,Gate,1001126223,,1499007178,200,,,No,No,No,No,No,,In Service,Open,7803-0470-00,2009,Surrey,,,Final AB,,,,,,20090623,20090623,,49.132849,-122.806751
291,,1,2,Gate,1001126303,,1489906211,200,,,No,No,No,No,No,,In Service,Open,7806-0192-00,2008,Surrey,,,Final AB,,,,,,20090623,20090623,,49.115351,-122.809320
292,,1,2,Gate,1000280965,708,1430111665,50,,,,,,,,,Abandoned,Closed,7800-0142-00,2002,Surrey,,SEE W-003-047,Final AB,,,,,,20030707,,,49.214077,-122.825470
293,,1,2,Gate,1000264965,17648,1710302725,150,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,20160825,,49.052155,-122.748884
294,,1,2,Gate,1000262695,18649,1485201812,150,,,,,,,,20,In Service,Open,F/T,,Surrey,148A ST & 18A AVE,NE corner,,,,,,,20020503,20111011,,49.035758,-122.810911
295,,1,2,Gate,1000265033,17719,1759202564,250,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020503,20160825,,49.049211,-122.735439
296,,1,2,Gate,1000264974,17657,1759202569,250,,,,,,,,,In Service,Open,,,Surrey,,As Per Ops - Painted Blue,Final AB,,,,,,20020503,20160825,,49.049304,-122.735440
297,,1,2,Gate,1000265028,17714,1719702769,300,,,,,,,,,In Service,Closed,,,Surrey,,As Per Ops - Painted Red,,,,,,,20020503,20160825,,49.052953,-122.746285
298,,1,2,Gate,1000280822,564,1405111583,150,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020423,,,49.212592,-122.832382
299,,1,2,Gate,1000280828,570,1378111522,150,,,,,,,,,In Service,Closed,,,Surrey,,,,,,,,,20020423,,,49.211505,-122.839831
300,,1,2,Gate,1000280676,456,1298511634,300,,,,,,,,,Abandoned,Closed,,,Surrey,,,,,,,,,20020423,,,49.213566,-122.861819
301,,1,2,Gate,1001607005,,1805006670,200,,,No,,,,No,26,In Service,Open,7812-0178-00,2013,Surrey,,,Final AB,,,,,,20140220,20161018,,49.123488,-122.722410
302,,1,2,Gate,1001607008,,1800406671,200,,,No,,,No,No,,In Service,Open,7812-0178-00,2013,Surrey,,,Final AB,,,,,,20140220,20161018,,49.123498,-122.723670
303,,1,2,Gate,1001708699,,1835006707,250,,,No,,,,No,,In Service,Open,7811-0249-00,2013,Surrey,,,Final AB,,,,,,20130917,20161018,,49.124138,-122.714134
304,,1,2,Gate,1001721903,,1833006709,200,,,No,,,,No,25,In Service,Open,7811-0163-00,2013,Surrey,,,Final AB,,,,,,20131219,20161018,,49.124172,-122.714678
305,,1,2,Gate,1000265901,10717,1918908041,150,,,,,,,,19,In Service,Open,,,Surrey,,,,,,,,,20020501,20161018,,49.148205,-122.690850
306,,1,2,Gate,1000265905,10721,1919008649,200,,,,,,,,25,In Service,Open,,,Surrey,,,,,,,,,20020501,20161018,,49.159217,-122.690751
307,,1,5,Tap,1001121939,,1358806269,150,,,No,No,No,No,No,,In Service,Open,1205-6100-00,2008,Surrey,,,Final AB,,,,,,20090515,20090515,,49.116452,-122.845448
308,,1,5,Tap,1001129858,,1519605453,300,,,No,No,No,No,No,,In Service,Open,F/T,2008,Surrey,,,Final AB,,,,,,20090806,20090806,,49.101625,-122.801185
309,,1,2,Gate,1000277291,8554,1323708167,100,,,,,,,,,In Service,Open,7882-3470,1984,Surrey,,,Final AB,,,,,,20021023,,,49.150813,-122.855037
310,,1,2,Gate,1000274911,14819,1695606103,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.113283,-122.752622
311,,1,2,Gate,1000274912,14820,1699706102,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.113278,-122.751500
312,,1,2,Gate,1000277194,6767,1354909235,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.170121,-122.846368
313,,1,2,Gate,1000277202,6775,1344908828,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.162766,-122.849157
314,,1,2,Gate,1000274914,14822,1691306054,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.112409,-122.753816
315,,1,2,Gate,1000260950,8524,1196208852,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.163254,-122.890166
316,,1,2,Gate,1000260423,12809,1438406756,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.125243,-122.823491
317,,1,2,Gate,1000260467,20547,1379106804,200,,,,,,,,,In Service,Open,9018,1978,Surrey,,,Final AB,,,,,,20020725,,,49.126129,-122.839836
318,,1,2,Gate,1000281118,12257,1308606529,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.121183,-122.859275
319,,1,2,Gate,1000280520,12514,1347607211,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.133512,-122.848494
320,,1,2,Gate,1000280025,19920,1614300863,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020506,,,49.018517,-122.775466
321,,1,2,Gate,1000280001,19896,1620600753,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020506,,,49.016528,-122.773755
322,,1,2,Gate,1000274915,14823,1696606054,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.112401,-122.752362
323,,1,2,Gate,1000279474,17266,1450602907,150,,,,,,,,20,In Service,Open,F/T,,Surrey,145 ST & 29A AVE,,,,,,,,20020503,20110817,,49.055590,-122.820381
324,,1,2,Gate,1000267441,10837,1337407624,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020501,,,49.140977,-122.851287
325,,1,2,Gate,1000266969,5254,1615809621,300,,,,,,,,37,In Service,Open,F/T,,Surrey,161A ST & 96 AVE,,,,,,,,20020426,20110817,,49.176999,-122.774330
326,,1,2,Gate,1000280254,8184,1632009046,200,,,,,,,,26,In Service,Open,F/T,,Surrey,9011 163 ST,,,,,,,,20020429,20110817,,49.166577,-122.769914
327,,1,2,Gate,1000280252,8182,1632709040,200,,,,,,,,26,In Service,Open,F/T,,Surrey,163 ST & 90 AVE,,,,,,,,20020429,20110817,,49.166478,-122.769711
328,,1,2,Gate,1000272368,22689,1452406770,100,,,,,,,,,In Service,Open,7801-0135-00,2003,Surrey,,,Final AB,,,,,,20030729,,,49.125477,-122.819634
329,,1,2,Gate,1000274917,14825,1686605907,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.109756,-122.755135
330,,1,2,Gate,1000274918,14826,1686505906,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.109739,-122.755162
331,,1,2,Gate,1000274924,14835,1705405862,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.108927,-122.749946
332,,1,2,Gate,1000274926,14837,1710505809,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.107957,-122.748559
333,,1,2,Gate,1000274927,14838,1714305805,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020502,20161018,,49.107882,-122.747502
334,,1,2,Gate,1000267005,5290,1605910220,150,,,,,,,,21,In Service,Open,F/T,,Surrey,10223 160A ST,,,,,,,,20020426,20110712,,49.187836,-122.777014
335,,1,2,Gate,1000267054,20637,1200011021,300,,,,,,,,,In Service,Open,1298-5130-00,1999,Surrey,,,Final AB,,,,,,20020826,,,49.202486,-122.889045
336,,1,2,Gate,1000266837,6997,1385908981,,,,,,,,,,In Service,Open,,,Surrey,,,,,,,,,20020429,,,49.165511,-122.837835
337,,1,2,Gate,1000267278,760,1492611323,200,,,,,,,,27,In Service,Open,,,Surrey,"11320 Lansdowne Ave., on Kew Dr.",,,,,,,,20020423,20161018,,49.207846,-122.808229
