,DEVICE_TYPE,DEVICE_TYPE2,FACILITYID,LEGACYID,MATERIAL,YEAR_BUILT,ROTATION,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
688,7,Speed Hump,1001856137,,Concrete,,,In Service,,,Surrey,,Digitized via 2015 image,,,,,,,20160128,,49.123604,-122.868526
689,7,Speed Hump,1001856138,,Concrete,,,In Service,,,Surrey,,Digitized via 2015 image,,,,,,,20160128,,49.124167,-122.868475
690,7,Speed Hump,1001856139,,Concrete,,,In Service,,,Surrey,,Digitized via 2015 image,,,,,,,20160128,,49.124750,-122.868474
691,7,Speed Hump,1001856140,,Concrete,,,In Service,,,Surrey,,Digitized via 2015 image,,,,,,,20160128,,49.125164,-122.868472
692,7,Speed Hump,1001856141,,Concrete,,,In Service,,,Surrey,,Digitized via 2015 image,,,,,,,20160128,,49.125738,-122.868466
693,7,Speed Hump,1001856142,,Concrete,,,In Service,,,Surrey,,Digitized via 2015 image,,,,,,,20160128,,49.126345,-122.868459
694,7,Speed Hump,1001856143,,Concrete,,,In Service,,,Surrey,,Digitized via 2015 image,,,,,,,20160128,,49.126960,-122.868437
695,7,Speed Hump,1001856144,,Concrete,,,In Service,,,Surrey,,Digitized via 2015 image,,,,,,,20160128,,49.128102,-122.868557
696,7,Speed Hump,1001856145,,Concrete,,,In Service,,,Surrey,,Digitized via 2015 image,,,,,,,20160128,,49.129086,-122.868490
697,3,Raised Crosswalk,1001796624,,Asphalt,2015,,In Service,3809-4020-00,2015,Surrey,,,Final AB,,,,,,20160205,20160205,49.118780,-122.854017
698,7,Speed Hump,1001813273,,Asphalt,,,In Service,7814-0142-00,2016,Surrey,,,Final AB,,,,,,20160412,20160412,49.005081,-122.740524
699,7,Speed Hump,1001869383,,Asphalt,,,In Service,7814-0142-00,2016,Surrey,,,Final AB,,,,,,20160412,20160412,49.005080,-122.741457
700,7,Speed Hump,1001075141,214,Asphalt,,0,In Service, ,,Surrey,214, ,Final AB,,,,,,,20160524,49.200894,-122.857021
701,7,Speed Hump,1001884021,,Asphalt,,,In Service,,,Surrey,,Digitized via 2015 image,,,,,,,20160720,20160720,49.160029,-122.773261
702,7,Speed Hump,1001884078,,Asphalt,,,In Service,,,Surrey,,Digitized via 2015 image,,,,,,,20160720,20160720,49.032968,-122.814620
703,7,Speed Hump,1001889820,,Asphalt,,,In Service,,,Surrey,,Digitized via 2016 image,,,,,,,20160830,20160830,49.114243,-122.769234
704,7,Speed Hump,1001889821,,Asphalt,,,In Service,,,Surrey,,Digitized via 2016 image,,,,,,,20160830,20160830,49.113445,-122.769180
705,7,Speed Hump,1001889822,,Asphalt,,,In Service,,,Surrey,,Digitized via 2016 image,,,,,,,20160830,20160830,49.112835,-122.769198
706,7,Speed Hump,1001834235,,Asphalt,,,In Service,7812-0323-00,2016,Surrey,,,Final AB,,,,,,20160831,20160831,49.048735,-122.766366
707,7,Speed Hump,1001834238,,Asphalt,,,In Service,7812-0323-00,2016,Surrey,,,Final AB,,,,,,20160831,20160831,49.048740,-122.765716
708,7,Speed Hump,1001834254,,Asphalt,,,In Service,7812-0323-00,2016,Surrey,,,Final AB,,,,,,20160831,20160831,49.048503,-122.767449
709,7,Speed Hump,1001834255,,Asphalt,,,In Service,7812-0323-00,2016,Surrey,,,Final AB,,,,,,20160831,20160831,49.048852,-122.767713
710,7,Speed Hump,1001201870,,Asphalt,,,In Service,,,Surrey,,,,,,,,,20110621,20160919,49.039546,-122.817768
711,7,Speed Hump,1001075356,186,Asphalt,,0,In Service, ,,Surrey,186,TC05-47,Final AB,,,,,,,20160919,49.183691,-122.787041
712,7,Speed Hump,1001559294,,Asphalt,,,In Service,FT00374,,Surrey,,,Final AB,,,,,,20121109,20160919,49.131005,-122.696198
713,7,Speed Hump,1001144838,,Asphalt,,,In Service,MOTH 71101-2005,2007,Surrey,,,Final AB,,,,,,20100104,20100105,49.109960,-122.735677
714,7,Speed Hump,1001152687,,Asphalt,2009,,In Service,MOTH 11651-0000,2009,Provincial,,,Final AB,,,,,,20100316,20100316,49.002438,-122.735433
715,7,Speed Hump,1001152688,,Asphalt,2009,,In Service,MOTH 11651-0000,2009,Provincial,,,Final AB,,,,,,20100316,20100316,49.003565,-122.735392
716,7,Speed Hump,1001154116,,Asphalt,,,Proposed,7809-0099-00,2009,Surrey,,,EC,,,,,,20100330,20100401,49.006746,-122.737197
717,7,Speed Hump,1001152689,,Asphalt,2009,,In Service,MOTH 11651-0000,2009,Provincial,,,Final AB,,,,,,20100316,20100317,49.004654,-122.735450
718,3,Raised Crosswalk,1001211265,,Asphalt,,,In Service,3811-6030-00,2012,Surrey,,,Initial AB,,,,,,20130123,20130123,49.180615,-122.880506
719,7,Speed Hump,1001169579,,Asphalt,,,In Service,7807-0178-00,2010,Surrey,,,Final AB,,,,,,20100811,20100811,49.111304,-122.806983
720,3,Raised Crosswalk,1001154135,,Asphalt,,,Proposed,7809-0099-00,2009,Surrey,,,EC,,,,,,20100330,20100401,49.008455,-122.736730
721,7,Speed Hump,1001154117,,Asphalt,,,Proposed,7809-0099-00,2009,Surrey,,,EC,,,,,,20100330,20100401,49.007637,-122.736954
722,7,Speed Hump,1001154114,,Asphalt,,,Proposed,7809-0099-00,2009,Surrey,,,EC,,,,,,20100330,20100401,49.005870,-122.737362
723,7,Speed Hump,1001158003,,Asphalt,2009,,In Service,7805-0154-00,2009,Surrey,,,Final AB,,,,,,20100503,20100503,49.115859,-122.830459
724,7,Speed Hump,1001174764,,Asphalt,2010,,In Service,7807-0332-00,2010,Surrey,,,Final AB,,,,,,20101004,20101028,49.131127,-122.822712
725,9,Traffic Circle,1001211084,,Concrete,,,In Service,1710-8080-00,2012,Surrey,92 Ave & Prince Charles Blvd.,,Final AB,,,,,,20120924,20120924,49.169751,-122.860578
726,5,Roundabout,1000963727,,Concrete,2006,,In Service,MOTH 11257,2006,Provincial,King George Hwy @ 8 Ave,,Final AB,,,,,,20100719,20100719,49.016578,-122.762335
727,5,Roundabout,1000963726,,Concrete,2006,,In Service,MOTH 11257,2006,Provincial,Hwy 99 off/on ramps @ 8 Ave,,Final AB,,,,,,20100719,20100719,49.016847,-122.758081
728,7,Speed Hump,1001169331,,Asphalt,2009,,In Service,7805-0368-00,2009,Surrey,,,Final AB,,,,,,20100806,20100813,49.116019,-122.827102
729,7,Speed Hump,1001169332,,Asphalt,2009,,In Service,7805-0368-00,2009,Surrey,,,Final AB,,,,,,20100806,20100813,49.115658,-122.827100
730,3,Raised Crosswalk,1001194239,,Asphalt,2010,,In Service,7806-0317-00,2010,Surrey,,,Final AB,,,,,,20110331,20110331,49.143992,-122.752345
731,7,Speed Hump,1001563430,,Asphalt,,,In Service,7806-0066-00,2009,Surrey,,,Final AB,,,,,,20130116,20130116,49.134058,-122.684918
732,9,Traffic Circle,1001211099,,Concrete,,,In Service,1710-8080-00,2012,Surrey,Prince Charles Blvd. & 92A Ave.,,Final AB,,,,,,20120924,20120924,49.171256,-122.861498
733,7,Speed Hump,1001151845,,Asphalt,,,In Service,7807-0400-00,2013,Surrey,,,Final AB,,,,,,20130509,20130509,49.033386,-122.797806
734,7,Speed Hump,1001902470,,Asphalt,2016,,In Service,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170117,20170117,49.040624,-122.766919
735,7,Speed Hump,1001435885,,Asphalt,,,In Service,7811-0249-00,2013,Surrey,,,Final AB,,,,,,20121009,20130917,49.124415,-122.713369
736,7,Speed Hump,1001164980,,Asphalt,,,In Service,7809-0200-00,2010,Surrey,,,Final AB,,,,,,20101008,20101008,49.186610,-122.745446
737,7,Speed Hump,1001175814,,Asphalt,2010,,In Service,7805-0003-00,2010,Surrey,,,Final AB,,,,,,20101013,20101013,49.136900,-122.685487
738,7,Speed Hump,1001175450,,Asphalt,2010,,In Service,7804-0335-00,2010,Surrey,,,Final AB,,,,,,20101012,20101012,49.106431,-122.731366
739,9,Traffic Circle,1001181579,,Concrete,2010,,In Service,7806-0321-00,2010,Surrey,,,Final AB,,,,,,20101115,20101222,49.188863,-122.854294
740,7,Speed Hump,1001151767,,Asphalt,2010,,In Service,7807-0132-00,2010,Surrey,,,Final AB,,,,,,20100304,20110104,49.182682,-122.855913
741,7,Speed Hump,1001435886,,Asphalt,,,In Service,7811-0249-00,2013,Surrey,,,Final AB,,,,,,20121009,20130917,49.124928,-122.713388
742,7,Speed Hump,1001798310,,Asphalt,,,In Service,7807-0283-00,2015,Surrey,,,Final AB,,,,,,20151009,20151009,49.134042,-122.680867
743,4,Raised Intersection,1001075327,49,Asphalt,,0,In Service, ,,Surrey,49, ,Final AB,,,,,,,20160919,49.105222,-122.845603
744,8,Speed Table,1001075163,253,Asphalt,2008,90,In Service, ,2008,Surrey,253,TC07-22,Final AB,,,,,,,20160919,49.070388,-122.779121
745,7,Speed Hump,1001075149,81,Asphalt,2007,0,In Service, ,2007,Surrey,81, ,Final AB,,,,,,,20160919,49.122887,-122.872732
746,3,Raised Crosswalk,1001891134,,Asphalt,2015,,In Service,3814-6060-00,2015,Surrey,,,Initial AB,,,,,,20160907,20160920,49.178941,-122.880506
747,7,Speed Hump,1001896625,,Asphalt,,,Proposed,7810-0266-00,,Surrey,,,EC,,,,,,20161114,20161114,49.199943,-122.789053
748,7,Speed Hump,1001075347,225,Asphalt,,0,In Service, ,,Surrey,225,TC05-02,Final AB,,,,,,,20170203,49.199110,-122.792536
749,7,Speed Hump,1001928337,,Asphalt,,,Proposed,7806-0266-00,,Surrey,,,EC,,,,,,20170425,20170425,49.003464,-122.749332
750,7,Speed Hump,1001928338,,Asphalt,,,Proposed,7806-0266-00,,Surrey,,,EC,,,,,,20170425,20170425,49.003437,-122.748185
751,7,Speed Hump,1001954607,,Asphalt,2017,,In Service,7815-0229-00,2017,Surrey,,,Initial AB,,,,,,20171109,,49.036630,-122.858060
752,7,Speed Hump,1001954606,,Asphalt,2017,,In Service,7815-0229-00,2017,Surrey,,,Initial AB,,,,,,20171109,,49.036164,-122.859207
753,7,Speed Hump,1001926688,,Asphalt,2017,,In Service,7814-0252-00,2017,Surrey,,,Initial AB,,,,,,20180328,20180328,49.101820,-122.711982
754,5,Roundabout,1001983968,,Concrete,,,Proposed,7811-0270-00,,Surrey,,,EC,,,,,,20180214,,49.137326,-122.683698
755,7,Speed Hump,1001987955,,Asphalt,,,Proposed,7814-0322-00,,Surrey,,,EC,,,,,,20180302,,49.191113,-122.761192
756,7,Speed Hump,1001988772,,Asphalt,,,Proposed,7816-0369-00,,Surrey,,,EC,,,,,,20180307,,49.115949,-122.867105
757,7,Speed Hump,1001987954,,Asphalt,,,Proposed,7814-0322-00,,Surrey,,,EC,,,,,,20180302,,49.191098,-122.762886
758,7,Speed Hump,1001992994,,Asphalt,2017,,In Service,7815-0269-00,2017,Surrey,,,Initial AB,,,,,,20180327,,49.052389,-122.796568
759,7,Speed Hump,1001993286,,Asphalt,2017,,In Service,7814-0252-00,2017,Surrey,,,Initial AB,,,,,,20180328,20180328,49.101582,-122.711659
760,4,Raised Intersection,1001419786,,Asphalt,2012,,In Service,7807-0032-00,2013,Surrey,,,Final AB,,,,,,20130307,20130412,49.064492,-122.782282
761,7,Speed Hump,1001866015,,Asphalt,2017,,In Service,7813-0241-00,2017,Surrey,,,Final AB,,,,,,20170615,20170623,49.048850,-122.762120
762,7,Speed Hump,1001866016,,Asphalt,2017,,In Service,7813-0241-00,2017,Surrey,,,Final AB,,,,,,20170615,20170623,49.048858,-122.761087
763,7,Speed Hump,1001902471,,Asphalt,2016,,In Service,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170117,20170117,49.040627,-122.766303
764,7,Speed Hump,1001593155,,Asphalt,,,In Service,7802-0283-00,2008,Surrey,,,Final AB,,,,,,20130424,20130424,49.115316,-122.807149
765,7,Speed Hump,1001902472,,Asphalt,2016,,In Service,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170117,20170117,49.040921,-122.766849
766,7,Speed Hump,1001902473,,Asphalt,2016,,In Service,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170117,20170117,49.040632,-122.765335
767,7,Speed Hump,1001902474,,Asphalt,2016,,In Service,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170117,20170117,49.041740,-122.766712
768,7,Speed Hump,1001211299,,Asphalt,,,In Service,,,Surrey,,,,,,,,,20110902,20110902,49.196856,-122.836935
769,7,Speed Hump,1001902475,,Asphalt,2016,,In Service,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170117,20170117,49.041743,-122.766097
770,7,Speed Hump,1001902476,,Asphalt,2016,,In Service,7811-0029-00,2016,Surrey,,,Final AB,,,,,,20170117,20170117,49.041747,-122.765290
771,7,Speed Hump,1001211364,,Asphalt,,,In Service,,,Surrey,,,,,,,,,20110902,20110902,49.197860,-122.836924
772,9,Traffic Circle,1001868573,,Concrete,2016,,In Service,3814-4050-00,2016,Surrey,,,Initial AB,,,,,,20170207,20170207,49.198848,-122.789747
773,9,Traffic Circle,1001932612,,Asphalt,,,In Service,7813-0295-00,2017,Surrey,,,Final AB,,,,,,20170526,20170526,49.052850,-122.797110
774,7,Speed Hump,1001947489,,Asphalt,,,Proposed,7816-0191-00,,Surrey,,,EC,,,,,,20170921,20170921,49.031700,-122.758230
775,7,Speed Hump,1001947488,,Asphalt,,,Proposed,7816-0191-00,,Surrey,,,EC,,,,,,20170921,20170921,49.031701,-122.758957
776,7,Speed Hump,1001215655,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20111013,49.177609,-122.878840
777,7,Speed Hump,1001156076,,Asphalt,2008,,In Service,7805-0232-00,2008,Surrey,,,Final AB,,,,,,20100415,20100415,49.134082,-122.688798
778,7,Speed Hump,1001156077,,Asphalt,2008,,In Service,7805-0232-00,2008,Surrey,,,Final AB,,,,,,20100415,20100415,49.134077,-122.687960
779,7,Speed Hump,1001156078,,Asphalt,2008,,In Service,7805-0232-00,2008,Surrey,,,Final AB,,,,,,20100415,20100415,49.134089,-122.689784
780,7,Speed Hump,1001156100,,Asphalt,2008,,In Service,7805-0232-00,2008,Surrey,,,Final AB,,,,,,20100415,20100415,49.134489,-122.690083
781,7,Speed Hump,1001156101,,Asphalt,2008,,In Service,7805-0232-00,2008,Surrey,,,Final AB,,,,,,20100415,20100415,49.133857,-122.690086
782,7,Speed Hump,1001173957,,Asphalt,2010,,In Service,7806-0458-00,2010,Surrey,,,Final AB,,,,,,20100924,20110203,49.169130,-122.831731
783,7,Speed Hump,1001173959,,Asphalt,2010,,In Service,7806-0458-00,2010,Surrey,,,Final AB,,,,,,20100924,20110203,49.168752,-122.832652
784,7,Speed Hump,1001803317,,Asphalt,2016,,In Service,7813-0092-00,2016,Surrey,,,Initial AB,,,,,,20170922,20170922,49.113274,-122.823680
785,7,Speed Hump,1001163889,,Asphalt,2010,,In Service,7806-0272-00,2010,Surrey,,,Final AB,,,,,,20101020,20101020,49.112612,-122.812771
786,7,Speed Hump,1001177675,,Asphalt,2010,,In Service,7806-0268-00,2010,Surrey,,,Final AB,,,,,,20101021,20101021,49.188256,-122.859994
787,7,Speed Hump,1001803319,,Asphalt,2016,,In Service,7813-0092-00,2016,Surrey,,,Initial AB,,,,,,20170922,20170922,49.113273,-122.824680
788,7,Speed Hump,1001173958,,Asphalt,2010,,In Service,7806-0458-00,2010,Surrey,,,Final AB,,,,,,20100924,20110203,49.169532,-122.833621
789,7,Speed Hump,1001173955,,Asphalt,2010,,In Service,7806-045/8-00,2010,Surrey,,,Final AB,,,,,,20100924,20110203,49.169705,-122.832473
790,7,Speed Hump,1001173956,,Asphalt,2010,,In Service,7806-0458-00,2010,Surrey,,,Final AB,,,,,,20100924,20110203,49.169708,-122.831773
791,7,Speed Hump,1001952715,,Asphalt,2017,,In Service,7815-0280-00,2017,Surrey,,,Final AB,,,,,,20171024,20171024,49.038801,-122.765540
792,0,All Way Stop,1000963749,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20151102,49.206222,-122.884542
793,3,Raised Crosswalk,1001075168,86,Asphalt,2007,0,In Service,3805-6140-00,2007,Surrey,86, ,Final AB,,,,,,20160216,20160216,49.115410,-122.851020
794,7,Speed Hump,1001559298,,Asphalt,,,In Service,FT00376,,Surrey,,,Final AB,,,,,,20121109,20160219,49.049305,-122.747061
795,7,Speed Hump,1001559299,,Asphalt,,,In Service,FT00376,,Surrey,,,Final AB,,,,,,20121109,20160219,49.049314,-122.749227
796,7,Speed Hump,1001952716,,Asphalt,2017,,In Service,7815-0280-00,2017,Surrey,,,Final AB,,,,,,20171024,20171024,49.039596,-122.766151
797,3,Raised Crosswalk,1001171361,,Asphalt,,,In Service,7805-0338-00,2011,Surrey,,,Final AB,,,,,,20110525,20110525,49.111439,-122.866301
798,7,Speed Hump,1001171362,,Asphalt,2011,,In Service,7805-0338-00,2011,Surrey,,,Final AB,,,,,,20110525,20110525,49.110343,-122.865960
799,7,Speed Hump,1001171363,,Asphalt,2011,,In Service,7805-0338-00,2011,Surrey,,,Final AB,,,,,,20110525,20110525,49.110427,-122.865273
800,7,Speed Hump,1001171364,,Asphalt,2011,,In Service,7805-0338-00,2011,Surrey,,,Final AB,,,,,,20110525,20110525,49.110601,-122.865674
801,7,Speed Hump,1001171365,,Asphalt,,,In Service,7805-0338-00,2011,Surrey,,,Final AB,,,,,,20110525,20110525,49.111448,-122.865288
802,7,Speed Hump,1001171366,,Asphalt,2011,,In Service,7805-0338-00,2011,Surrey,,,Final AB,,,,,,20110525,20110525,49.111253,-122.865441
803,7,Speed Hump,1001171367,,Asphalt,,,In Service,7805-0338-00,2011,Surrey,,,Final AB,,,,,,20110525,20110525,49.111441,-122.866027
804,7,Speed Hump,1001199373,,Asphalt,,,In Service,,,Surrey,,,,,,,,,20110527,20110527,49.039491,-122.844348
805,7,Speed Hump,1001885412,,Asphalt,,,In Service,7815-0381-00,2017,Surrey,,,Initial AB,,,,,,20171124,20171124,49.047861,-122.757754
806,7,Speed Hump,1001885411,,Asphalt,,,In Service,7815-0381-00,2017,Surrey,,,Initial AB,,,,,,20171124,20171124,49.048509,-122.757758
807,7,Speed Hump,1001147148,,Asphalt,2006,,In Service,1703-3190-00,2006,Surrey,,,Final AB,,,,,,20100119,20100119,49.118382,-122.748354
808,7,Speed Hump,1001147149,,Asphalt,2006,,In Service,1703-3190-00,2006,Surrey,,,Final AB,,,,,,20100119,20100119,49.118385,-122.747338
809,7,Speed Hump,1001147150,,Asphalt,2006,,In Service,1703-3190-00,2006,Surrey,,,Final AB,,,,,,20100119,20100119,49.118358,-122.745707
810,7,Speed Hump,1001147151,,Asphalt,2006,,In Service,1703-3190-00,2006,Surrey,,,Final AB,,,,,,20100119,20100119,49.118371,-122.744761
811,7,Speed Hump,1001147152,,Asphalt,2006,,In Service,1703-3190-00,2006,Surrey,,,Final AB,,,,,,20100119,20100119,49.118362,-122.743811
812,7,Speed Hump,1001147153,,Asphalt,2006,,In Service,1703-3190-00,2006,Surrey,,,Final AB,,,,,,20100119,20100119,49.118352,-122.742665
813,7,Speed Hump,1001147154,,Asphalt,2006,,In Service,1703-3190-00,2006,Surrey,,,Final AB,,,,,,20100119,20100119,49.118347,-122.741928
814,7,Speed Hump,1001147155,,Asphalt,2006,,In Service,1703-3190-00,2006,Surrey,,,Final AB,,,,,,20100119,20100119,49.118345,-122.741019
815,7,Speed Hump,1001147156,,Asphalt,2006,,In Service,1703-3190-00,2006,Surrey,,,Final AB,,,,,,20100119,20100119,49.118335,-122.739026
816,7,Speed Hump,1001147157,,Asphalt,2006,,In Service,1703-3190-00,2006,Surrey,,,Final AB,,,,,,20100119,20100119,49.118339,-122.740076
817,7,Speed Hump,1001147158,,Asphalt,2006,,In Service,1703-3190-00,2006,Surrey,,,Final AB,,,,,,20100119,20100119,49.118329,-122.738372
818,7,Speed Hump,1001149445,,Asphalt,2009,,In Service,1707-7030-00,2009,Surrey,,,Final AB,,,,,,20100212,20100212,49.050149,-122.791149
819,4,Raised Intersection,1001149446,,Asphalt,2009,,In Service,1707-7030-00,2009,Surrey,27 Ave & Cranley Dr,,Final AB,,,,,,20100212,20100212,49.051095,-122.792248
820,4,Raised Intersection,1001149447,,Asphalt,2009,,In Service,1707-7030-00,2009,Surrey,26 Ave & Cranley Dr,,Final AB,,,,,,20100212,20100212,49.049248,-122.790311
821,7,Speed Hump,1001885410,,Asphalt,,,In Service,7815-0381-00,2017,Surrey,,,Initial AB,,,,,,20171124,20171124,49.048995,-122.757752
822,7,Speed Hump,1001188228,,Asphalt,2009,,In Service,7806-0098-00,2009,Surrey,,,Final AB,,,,,,20110131,20110131,49.008911,-122.743938
