,DEVICE_TYPE,DEVICE_TYPE2,FACILITYID,LEGACYID,MATERIAL,YEAR_BUILT,ROTATION,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
0,7,Speed Hump,1001188227,,Asphalt,2009,,In Service,7806-0098-00,2009,Surrey,,,Final AB,,,,,,20110131,20110131,49.008910,-122.744886
1,7,Speed Hump,1001188226,,Asphalt,2009,,In Service,7806-0098-00,2009,Surrey,,,Final AB,,,,,,20110131,20110131,49.008908,-122.745937
2,7,Speed Hump,1001188258,,Asphalt,2009,,In Service,7806-0098-00,2009,Surrey,,,Final AB,,,,,,20110131,20110131,49.008217,-122.745764
3,7,Speed Hump,1001188274,,Asphalt,2009,,In Service,7806-0098-00,2009,Surrey,,,Final AB,,,,,,20110131,20110131,49.008217,-122.744671
4,7,Speed Hump,1001145422,,,,,In Service,7807-0180-00,2007,Surrey,,,Final AB,,,,,,20100111,20100304,49.129617,-122.695248
5,7,Speed Hump,1001151846,,Asphalt,,,Proposed,,,Surrey,,,EC,,,,,,20100305,20100305,49.033384,-122.796889
6,7,Speed Hump,1001164004,,Asphalt,,,Proposed,7806-0319-00,2007,Surrey,,,EC,,,,,,20100614,20100614,49.008915,-122.743404
7,7,Speed Hump,1001193137,,,,,Proposed,7807-0177-00,,Surrey,,,EC,,,,,,20110323,20110323,49.159113,-122.780431
8,7,Speed Hump,1001193138,,,,,Proposed,7807-0177-00,,Surrey,,,EC,,,,,,20110323,20110323,49.159196,-122.780638
9,7,Speed Hump,1001193140,,,,,Proposed,7807-0177-00,,Surrey,,,EC,,,,,,20110323,20110323,49.159965,-122.780437
10,7,Speed Hump,1001193139,,,,,Proposed,7807-0177-00,,Surrey,,,EC,,,,,,20110323,20110323,49.159446,-122.780434
11,7,Speed Hump,1001075261,187,Asphalt,,0,In Service, ,,Surrey,187, ,Final AB,,,,,,,20081212,49.182711,-122.787072
12,0,All Way Stop,1000963721,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.107789,-122.734966
13,7,Speed Hump,1001075326,54,Asphalt,2006,0,In Service, ,2006,Surrey,54, ,Final AB,,,,,,,20081212,49.117442,-122.883076
14,0,All Way Stop,1000963710,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.170012,-122.873658
15,7,Speed Hump,1001075367,179,Asphalt,,0,In Service, ,,Surrey,179,TC05-40,Final AB,,,,,,,20081212,49.181634,-122.901696
16,7,Speed Hump,1001075206,181,Asphalt,,0,In Service, ,,Surrey,181, ,Final AB,,,,,,,20081212,49.179699,-122.901261
17,0,All Way Stop,1000963748,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.148253,-122.790081
18,8,Speed Table,1001075307,254,Asphalt,2008,90,In Service, ,2008,Surrey,254,Location south?,Final AB,,,,,,,20081212,49.068076,-122.779157
19,9,Traffic Circle,1001075284,5,Concrete,2006,0,In Service, ,2006,Surrey,5, ,Final AB,,,,,,,20081212,49.035677,-122.810987
20,7,Speed Hump,1001075180,121,Asphalt,2007,0,In Service, ,2007,Surrey,121, ,Final AB,,,,,,,20081212,49.159163,-122.793304
21,8,Speed Table,1001075129,58,Asphalt,2006,90,In Service, ,2006,Surrey,58, ,Final AB,,,,,,,20081212,49.115999,-122.879091
22,3,Raised Crosswalk,1001075296,87,Asphalt,,0,In Service, ,,Surrey,87, ,Final AB,,,,,,,20081212,49.115405,-122.848589
23,0,All Way Stop,1000963709,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.148235,-122.778842
24,7,Speed Hump,1001412212,,Asphalt,,,In Service,7810-0067-00,2012,Surrey,,,Final AB,,,,,,20120510,20120510,49.112332,-122.829502
25,7,Speed Hump,1001559242,,Asphalt,,,In Service,FT00368,,Surrey,,,Final AB,,,,,,20121109,20160119,49.050284,-122.882326
26,7,Speed Hump,1001559243,,Asphalt,,,In Service,FT00368,,Surrey,,,Final AB,,,,,,20121109,20160119,49.051380,-122.881434
27,7,Speed Hump,1001559244,,Asphalt,,,In Service,FT00368,,Surrey,,,Final AB,,,,,,20121109,20160119,49.052574,-122.879978
28,7,Speed Hump,1001559245,,Asphalt,,,In Service,FT00368,,Surrey,,,Final AB,,,,,,20121109,20160119,49.053321,-122.878597
29,9,Traffic Circle,1001853826,,,,,Proposed,7814-0024-00,2015,Surrey,,,EC,,,,,,20160114,20160114,49.055157,-122.801838
30,7,Speed Hump,1001854508,,Asphalt,,,In Service,,,Surrey,,,,,,,,,20160119,20160119,49.166618,-122.867138
31,9,Traffic Circle,1001177670,,Asphalt,2010,,In Service,7806-0268-00,2010,Surrey,101B Ave & 131 St,,Final AB,,,,,,20101021,20160329,49.187667,-122.859609
32,8,Speed Table,1001075288,255,Asphalt,2008,0,In Service, ,2008,Surrey,255, ,Final AB,,,,,,,20081212,49.066666,-122.780039
33,7,Speed Hump,1001075333,3,Asphalt,2007,135,In Service, ,2007,Surrey,3,TC05-59,Final AB,,,,,,,20081212,49.036770,-122.808507
34,7,Speed Hump,1001075302,36,Asphalt,2005,0,In Service, ,2005,Surrey,36, ,Final AB,,,,,,,20081212,49.063725,-122.795576
35,0,All Way Stop,1000963736,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.199914,-122.843774
36,0,All Way Stop,1000963716,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.045684,-122.713418
37,0,All Way Stop,1000963751,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.169990,-122.851514
38,9,Traffic Circle,1001075340,244,Concrete,2004,0,In Service,7802-0370-00,2004,Surrey,244,Developer,Final AB,,,,,,,20081212,49.194174,-122.765516
39,7,Speed Hump,1001075352,153,Asphalt,,0,In Service, ,,Surrey,153, ,Final AB,,,,,,,20081212,49.155426,-122.754357
40,0,All Way Stop,1000963729,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.199282,-122.867614
41,4,Raised Intersection,1001075257,47,Asphalt,,0,In Service, ,,Surrey,47, ,Final AB,,,,,,,20081212,49.104566,-122.863007
42,7,Speed Hump,1001075301,140,Asphalt,2008,90,In Service, ,2008,Surrey,140,TC05-48,Final AB,,,,,,,20081212,49.147811,-122.778858
43,7,Speed Hump,1001075318,28,Asphalt,2005,135,In Service, ,2005,Surrey,28, ,Final AB,,,,,,,20081212,49.062814,-122.789023
44,0,All Way Stop,1000963731,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.041968,-122.791924
45,8,Speed Table,1001075379,16,Asphalt,2005,0,In Service, ,2005,Surrey,16, ,Final AB,,,,,,,20081212,49.052890,-122.681982
46,7,Speed Hump,1001075382,157,Asphalt,,0,In Service, ,,Surrey,157, ,Final AB,,,,,,,20081212,49.156231,-122.752323
47,8,Speed Table,1001075246,235,Asphalt,,0,In Service, ,,Surrey,235, ,Final AB,,,,,,,20081212,49.202294,-122.759767
48,8,Speed Table,1001075220,59,Asphalt,2006,90,In Service, ,2006,Surrey,59, ,Final AB,,,,,,,20081212,49.114686,-122.879122
49,7,Speed Hump,1001142754,,Asphalt,2009,,In Service,7807-0072-00,2009,Surrey,,,Final AB,,,,,,20091207,20091207,49.112309,-122.868623
50,7,Speed Hump,1001143157,,Asphalt,2009,,In Service,7805-0365-00,2009,Surrey,,,Final AB,,,,,,20091209,20091209,49.031503,-122.848226
51,7,Speed Hump,1001143410,,Asphalt,2009,,In Service,7807-0054-00,2009,Surrey,,,Final AB,,,,,,20091214,20091214,49.129601,-122.689168
52,7,Speed Hump,1001143817,,Asphalt,2009,,In Service,7806-0019-00,,Surrey,,,Final AB,,,,,,20091215,20091215,49.106434,-122.731865
53,7,Speed Hump,1001143818,,Asphalt,2009,,In Service,7806-0019-00,,Surrey,,,Final AB,,,,,,20091215,20091215,49.106618,-122.730998
54,7,Speed Hump,1001144389,,Asphalt,,,In Service,,,Surrey,,,Final AB,,,,,,20091223,20091223,49.111099,-122.735683
55,10,Traffic Closure Gate,1001144723,,,2007,,In Service,MOTH 71101-2005,2007,Surrey,58A Ave & 175 St,,Final AB,,,,,,20100104,20100104,49.108706,-122.738239
56,7,Speed Hump,1001161460,,Asphalt,2010,,In Service,7809-0149-00,2010,Surrey,Lane SE of 84 Ave & 148B St,,Final AB,,,,,,20100525,20101203,49.155042,-122.810152
57,4,Raised Intersection,1001075313,249,Asphalt,,0,In Service, ,,Surrey,249, ,Final AB,,,,,,,20081212,49.202422,-122.778696
58,7,Speed Hump,1001075153,125,Asphalt,,0,In Service, ,,Surrey,125,OLD,Final AB,,,,,,,20081212,49.151302,-122.798535
59,8,Speed Table,1001075139,238,Asphalt,2008,90,In Service,1708-8040-00,2008,Surrey,238, ,Final AB,,,,,,,20081212,49.192851,-122.756491
60,7,Speed Hump,1001075268,98,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,98, ,Final AB,,,,,,,20081212,49.105703,-122.808652
61,3,Raised Crosswalk,1001939981,,Asphalt,,,In Service,1714-7040-00,2016,Surrey,,,Initial AB,,,,,,20170711,20170711,49.130228,-122.812172
62,0,All Way Stop,1000963724,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.031295,-122.867536
63,3,Raised Crosswalk,1001075249,144,Asphalt,,0,In Service, ,,Surrey,144, ,Final AB,,,,,,,20081212,49.151840,-122.773368
64,0,All Way Stop,1000963754,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.206070,-122.795301
65,7,Speed Hump,1001075263,114,Asphalt,2007,90,In Service, ,2007,Surrey,114, ,Final AB,,,,,,,20081212,49.154316,-122.804200
66,4,Raised Intersection,1001075146,69,Asphalt,2006,0,In Service, ,2006,Surrey,69, ,Final AB,,,,,,,20081212,49.112618,-122.889048
67,0,All Way Stop,1000963717,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.038357,-122.795695
68,0,All Way Stop,1000963746,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.126494,-122.862200
69,8,Speed Table,1001075159,93,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,93, ,Final AB,,,,,,,20081212,49.108224,-122.809780
70,7,Speed Hump,1001075293,18,Asphalt,2005,90,In Service, ,2005,Surrey,18, ,Final AB,,,,,,,20081212,49.072742,-122.787365
71,7,Speed Hump,1001075324,56,Asphalt,2006,0,In Service, ,2006,Surrey,56, ,Final AB,,,,,,,20081212,49.117448,-122.880033
72,7,Speed Hump,1001075193,133,Asphalt,,0,In Service, ,,Surrey,133, ,Final AB,,,,,,,20081212,49.148274,-122.795530
73,0,All Way Stop,1000963756,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.105980,-122.733686
74,4,Raised Intersection,1001075205,45,Asphalt,,0,In Service, ,,Surrey,45, ,Final AB,,,,,,,20081212,49.104390,-122.874543
75,7,Speed Hump,1001075226,84,Asphalt,2007,0,In Service, ,2007,Surrey,84,TC05-94,Final AB,,,,,,,20081212,49.137369,-122.860751
76,3,Raised Crosswalk,1001075335,259,Asphalt,2008,0,In Service, ,2008,Surrey,259, ,Final AB,,,,,,,20081212,49.064398,-122.784362
77,7,Speed Hump,1001075344,126,Asphalt,,0,In Service, ,,Surrey,126, ,Final AB,,,,,,,20081212,49.150546,-122.798510
78,8,Speed Table,1001075122,92,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,92,TC05-28,Final AB,,,,,,,20081212,49.108226,-122.811383
79,7,Speed Hump,1001075345,199,Asphalt,,0,In Service, ,,Surrey,199, ,Final AB,,,,,,,20081212,49.200516,-122.867560
80,7,Speed Hump,1001075194,147,Asphalt,,0,In Service,1708-8040-00,,Surrey,147, ,Final AB,,,,,,,20081212,49.144537,-122.760732
81,0,All Way Stop,1000963752,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.053079,-122.873063
82,7,Speed Hump,1001075266,119,Asphalt,2007,0,In Service, ,2007,Surrey,119, ,Final AB,,,,,,,20081212,49.159169,-122.796761
83,7,Speed Hump,1001075312,132,Asphalt,,0,In Service, ,,Surrey,132, ,Final AB,,,,,,,20081212,49.148689,-122.796420
84,7,Speed Hump,1001075137,7,Asphalt,2007,135,In Service, ,2007,Surrey,7, ,Final AB,,,,,,,20081212,49.033032,-122.810888
85,7,Speed Hump,1001075202,35,Asphalt,2005,0,In Service, ,2005,Surrey,35, ,Final AB,,,,,,,20081212,49.063732,-122.794139
86,8,Speed Table,1001075269,232,Asphalt,,0,In Service, ,,Surrey,232, ,Final AB,,,,,,,20081212,49.206131,-122.771115
87,8,Speed Table,1001075191,67,Asphalt,2006,0,In Service, ,2006,Surrey,67, ,Final AB,,,,,,,20081212,49.110447,-122.886764
88,7,Speed Hump,1001075154,250,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,250, ,Final AB,,,,,,,20081212,49.202461,-122.771091
89,7,Speed Hump,1001075338,107,Asphalt,2007,45,In Service, ,2007,Surrey,107, ,Final AB,,,,,,,20081212,49.152544,-122.809789
90,3,Raised Crosswalk,1001075315,182,Asphalt,,0,In Service, ,,Surrey,182, ,Final AB,,,,,,,20081212,49.179124,-122.901235
91,9,Traffic Circle,1001075336,110,Concrete,2007,0,In Service, ,2007,Surrey,110, ,Final AB,,,,,,,20081212,49.149498,-122.806139
92,7,Speed Hump,1001075187,131,Asphalt,,0,In Service, ,,Surrey,131, ,Final AB,,,,,,,20081212,49.149490,-122.796430
93,4,Raised Intersection,1001075281,48,Asphalt,,0,In Service, ,,Surrey,48, ,Final AB,,,,,,,20081212,49.104585,-122.856787
94,9,Traffic Circle,1001075192,252,Concrete,2008,0,In Service,7805-0159-00,2008,Surrey,252,Developer,Final AB,,,,,,,20081212,49.109586,-122.738113
95,7,Speed Hump,1001075282,174,Asphalt,,0,In Service, ,,Surrey,174, ,Final AB,,,,,,,20081212,49.168383,-122.873641
96,7,Speed Hump,1001075371,70,Asphalt,2006,135,In Service, ,2006,Surrey,70, ,Final AB,,,,,,,20081212,49.113506,-122.886977
97,0,All Way Stop,1000963719,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.107789,-122.733693
98,7,Speed Hump,1001075310,113,Asphalt,2007,90,In Service, ,2007,Surrey,113, ,Final AB,,,,,,,20081212,49.153092,-122.804177
99,8,Speed Table,1001075321,57,Asphalt,2006,90,In Service, ,2006,Surrey,57, ,Final AB,,,,,,,20081212,49.117042,-122.879061
100,8,Speed Table,1001075230,143,Asphalt,,0,In Service, ,,Surrey,143,82 (160-164),Final AB,,,,,,,20081212,49.151844,-122.775603
101,7,Speed Hump,1001075369,148,Asphalt,,0,In Service,1708-8040-00,,Surrey,148, ,Final AB,,,,,,,20081212,49.144530,-122.757496
102,4,Raised Intersection,1001075178,251,Asphalt,,0,In Service, ,,Surrey,251,FH 160,Final AB,,,,,,,20081212,49.200604,-122.778691
103,8,Speed Table,1001075219,231,Asphalt,,0,In Service, ,,Surrey,231, ,Final AB,,,,,,,20081212,49.206101,-122.774136
104,7,Speed Hump,1001075353,134,Asphalt,,0,In Service, ,,Surrey,134, ,Final AB,,,,,,,20081212,49.148271,-122.793857
105,7,Speed Hump,1001075339,247,Asphalt,,0,In Service, ,,Surrey,247, ,Final AB,,,,,,,20081212,49.202427,-122.781415
106,7,Speed Hump,1001075147,129,Asphalt,,0,In Service, ,,Surrey,129, ,Final AB,,,,,,,20081212,49.150116,-122.794521
107,0,All Way Stop,1000963715,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.198851,-122.767494
108,4,Raised Intersection,1001075236,62,Asphalt,2006,0,In Service, ,2006,Surrey,62, ,Final AB,,,,,,,20081212,49.111807,-122.879225
109,7,Speed Hump,1001075319,118,Asphalt,2007,0,In Service, ,2007,Surrey,118, ,Final AB,,,,,,,20081212,49.159182,-122.798969
110,8,Speed Table,1001075365,185,Asphalt,,0,In Service,7803-0374-00,,Surrey,185,Developer,Final AB,,,,,,,20081212,49.189820,-122.839083
111,7,Speed Hump,1001075138,88,Asphalt,,0,In Service, ,,Surrey,88,58 Ave,Final AB,,,,,,,20081212,49.108204,-122.819727
112,7,Speed Hump,1001174156,,Asphalt,2011,,In Service,7808-0094-00,2011,Surrey,,,Final AB,,,,,,20100928,20110628,49.125060,-122.695389
113,5,Roundabout,1001075388,,,,,In Service,null,2009,Surrey,76,,,,,,,,20081212,20110628,49.126266,-122.696217
114,7,Speed Hump,1001174158,,Asphalt,2011,,In Service,7808-0094-00,2011,Surrey,,,Final AB,,,,,,20100928,20110628,49.125107,-122.695840
115,5,Roundabout,1001075387,,Concrete,,,In Service,null,2009,Surrey,,,,,,,,,20081212,20110628,49.126145,-122.701692
116,7,Speed Hump,1001075144,83,Asphalt,2007,0,In Service, ,2007,Surrey,83, ,Final AB,,,,,,,20081212,49.122851,-122.868645
117,7,Speed Hump,1001075239,14,Asphalt,2005,0,In Service, ,2005,Surrey,14,TC05-49,Final AB,,,,,,,20081212,49.052885,-122.690222
118,0,All Way Stop,1000963739,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.155474,-122.767786
119,7,Speed Hump,1001418954,,Asphalt,,,In Service,7810-0157-00,2014,Surrey,,,Final AB,,,,,,20171211,20171211,49.110958,-122.858575
120,7,Speed Hump,1001075174,108,Asphalt,2007,90,In Service, ,2007,Surrey,108, ,Final AB,,,,,,,20081212,49.151058,-122.808930
121,8,Speed Table,1001075320,233,Asphalt,,0,In Service, ,,Surrey,233, ,Final AB,,,,,,,20081212,49.206152,-122.767971
122,7,Speed Hump,1001075177,146,Asphalt,,0,In Service,1708-8040-00,,Surrey,146, ,Final AB,,,,,,,20081212,49.144543,-122.763776
123,7,Speed Hump,1001135261,,Asphalt,2009,,In Service,7804-0294-00,2009,Surrey,,,Final AB,,,,,,20091021,20091021,49.149574,-122.777939
124,7,Speed Hump,1001418955,,Asphalt,,,In Service,7810-0157-00,2014,Surrey,,,Final AB,,,,,,20171211,20171211,49.110310,-122.858574
125,3,Raised Crosswalk,1001075264,99,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,99, ,Final AB,,,,,,,20081212,49.105745,-122.806953
126,0,All Way Stop,1000963712,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.055215,-122.883807
127,7,Speed Hump,1001075355,74,Asphalt,2007,0,In Service, ,2007,Surrey,74,TC05-53,Final AB,,,,,,,20081212,49.122998,-122.888833
128,7,Speed Hump,1001075181,262,Asphalt,2008,135,In Service,1706-7020-00,2008,Surrey,262,Elgin Rd (nickomekl-crescent),Final AB,,,,,,,20081212,49.069801,-122.825001
129,7,Speed Hump,1001075322,115,Asphalt,2007,90,In Service, ,2007,Surrey,115, ,Final AB,,,,,,,20081212,49.155179,-122.804197
130,0,All Way Stop,1000963722,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.162821,-122.690559
131,7,Speed Hump,1001418956,,Asphalt,,,In Service,7810-0157-00,2014,Surrey,,,Final AB,,,,,,20171211,20171211,49.111606,-122.858576
132,7,Speed Hump,1001075373,206,Asphalt,,0,In Service, ,,Surrey,206, ,Final AB,,,,,,,20081212,49.200899,-122.864113
133,7,Speed Hump,1001075150,154,Asphalt,,0,In Service, ,,Surrey,154, ,Final AB,,,,,,,20081212,49.155369,-122.752752
134,7,Speed Hump,1001075354,105,Asphalt,2007,90,In Service, ,2007,Surrey,105,TC05-60,Final AB,,,,,,,20081212,49.154696,-122.810932
135,7,Speed Hump,1001075378,9,Asphalt,2007,0,In Service, ,2007,Surrey,9, ,Final AB,,,,,,,20081212,49.032970,-122.806373
136,3,Raised Crosswalk,1001075332,82,Asphalt,2007,0,In Service, ,2007,Surrey,82, ,Final AB,,,,,,,20081212,49.122872,-122.870961
137,7,Speed Hump,1001075309,43,Asphalt,,0,In Service, ,,Surrey,43, ,Final AB,,,,,,,20081212,49.102519,-122.874562
138,7,Speed Hump,1001075183,10,Asphalt,2008,90,In Service,1708-8040-00,2008,Surrey,10, ,Final AB,,,,,,,20081212,49.037936,-122.806723
139,8,Speed Table,1001075361,260,Asphalt,2008,0,In Service, ,2008,Surrey,260, ,Final AB,,,,,,,20081212,49.064374,-122.786073
140,7,Speed Hump,1001209106,,Asphalt,2011,,In Service,7807-0196-00,2011,Surrey,,,Final AB,,,,,,20110810,20120321,49.125822,-122.847995
141,3,Raised Crosswalk,1001796998,,Asphalt,2015,,In Service,3814-4080-00,2015,Surrey,,,Final AB,,,,,,20160210,20160210,49.130847,-122.879060
142,7,Speed Hump,1001075377,41,Asphalt,,0,In Service, ,,Surrey,41, ,Final AB,,,,,,,20081212,49.100044,-122.873801
143,0,All Way Stop,1000963733,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.045789,-122.878417
144,9,Traffic Circle,1001075209,53,Concrete,2006,0,In Service, ,2006,Surrey,53, ,Final AB,,,,,,,20081212,49.117220,-122.885625
145,7,Speed Hump,1001075142,25,Asphalt,2005,90,In Service, ,2005,Surrey,25, ,Final AB,,,,,,,20081212,49.065755,-122.788737
146,0,All Way Stop,1000963713,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.194467,-122.848197
147,7,Speed Hump,1001075172,159,Asphalt,,0,In Service, ,,Surrey,159,TC05-18,Final AB,,,,,,,20081212,49.167437,-122.773214
148,7,Speed Hump,1001075216,223,Asphalt,,0,In Service, ,,Surrey,223, ,Final AB,,,,,,,20081212,49.198823,-122.792851
149,8,Speed Table,1001075300,65,Asphalt,2007,0,In Service, ,2007,Surrey,65, ,Final AB,,,,,,,20081212,49.110436,-122.884599
150,8,Speed Table,1001075295,257,Asphalt,2008,45,In Service, ,2008,Surrey,257, ,Final AB,,,,,,,20081212,49.063520,-122.781450
151,7,Speed Hump,1001075211,1,Asphalt,2000,45,In Service, ,2000,Surrey,1,Tulloch,Final AB,,,,,,,20081212,49.053294,-122.873550
152,4,Raised Intersection,1001075225,46,Asphalt,,0,In Service, ,,Surrey,46, ,Final AB,,,,,,,20081212,49.104481,-122.867844
153,7,Speed Hump,1001075170,191,Asphalt,,0,In Service, ,,Surrey,191, ,Final AB,,,,,,,20081212,49.205153,-122.856400
154,0,All Way Stop,1000963734,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.060225,-122.823295
155,7,Speed Hump,1001075306,112,Asphalt,2007,90,In Service, ,2007,Surrey,112, ,Final AB,,,,,,,20081212,49.152130,-122.804168
156,8,Speed Table,1001075128,241,Asphalt,2008,90,In Service, ,2008,Surrey,241, ,Final AB,,,,,,,20081212,49.192136,-122.750113
157,7,Speed Hump,1001075386,76,Asphalt,2007,0,In Service, ,2007,Surrey,76, ,Final AB,,,,,,,20081212,49.122967,-122.884146
158,0,All Way Stop,1000963742,,,,0,In Service,,,Surrey,,,Final AB,,,,,,,20081212,49.148215,-122.767670
159,7,Speed Hump,1001075329,8,Asphalt,2007,45,In Service, ,2007,Surrey,8, ,Final AB,,,,,,,20081212,49.033810,-122.808422
160,7,Speed Hump,1001075197,156,Asphalt,,0,In Service, ,,Surrey,156, ,Final AB,,,,,,,20081212,49.156234,-122.753489
161,8,Speed Table,1001075328,52,Asphalt,2006,90,In Service, ,2006,Surrey,52, ,Final AB,,,,,,,20081212,49.118337,-122.887445
162,8,Speed Table,1001075201,63,Asphalt,2007,0,In Service, ,2007,Surrey,63, ,Final AB,,,,,,,20081212,49.111251,-122.881076
163,7,Speed Hump,1001075316,198,Asphalt,,0,In Service, ,,Surrey,198, ,Final AB,,,,,,,20081212,49.199725,-122.867617
164,7,Speed Hump,1001075247,40,Asphalt,,0,In Service, ,,Surrey,40,TC05-43,Final AB,,,,,,,20081212,49.098658,-122.873010
165,7,Speed Hump,1001075341,227,Asphalt,,0,In Service, ,,Surrey,227, ,Final AB,,,,,,,20081212,49.201701,-122.792550
166,7,Speed Hump,1001075317,26,Asphalt,2005,90,In Service, ,2005,Surrey,26, ,Final AB,,,,,,,20081212,49.064352,-122.788729
167,7,Speed Hump,1001075299,207,Asphalt,,0,In Service, ,,Surrey,207, ,Final AB,,,,,,,20081212,49.199371,-122.864804
168,8,Speed Table,1001075200,166,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,166, ,Final AB,,,,,,,20081212,49.125962,-122.720908
169,7,Speed Hump,1001075244,161,Asphalt,,0,In Service, ,,Surrey,161, ,Final AB,,,,,,,20081212,49.169119,-122.773220
170,4,Raised Intersection,1001075363,102,Asphalt,2008,0,In Service,7802-0283-00,2008,Surrey,102,Developer,Final AB,,,,,,,20081212,49.115569,-122.807710
171,8,Speed Table,1001075253,228,Asphalt,2008,0,In Service,1708-8040-00,2008,Surrey,228,FH (112),Final AB,,,,,,,20081212,49.206105,-122.790445
172,5,Roundabout,1000963707,,Asphalt,2008,,In Service,1703-3180-00,2008,Surrey,14 Ave & King George Blvd.,,Final AB,,,,,,20120503,20120503,49.027652,-122.771320
173,7,Speed Hump,1001561169,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2012 Air Photo,,,,,,,20121207,20121207,49.209171,-122.839722
174,7,Speed Hump,1001561170,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2012 Air Photo,,,,,,,20121207,20121207,49.208183,-122.839737
175,7,Speed Hump,1001561179,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2012 Air Photo,,,,,,,20121207,20121207,49.180479,-122.807577
176,7,Speed Hump,1001561180,,Asphalt,,,In Service,,,Surrey,,Digitized Via 2012 Air Photo,,,,,,,20121207,20121207,49.180476,-122.805663
177,7,Speed Hump,1001215656,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177623,-122.877996
178,7,Speed Hump,1001215700,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177624,-122.869391
179,7,Speed Hump,1001215657,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177624,-122.877011
180,7,Speed Hump,1001215676,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177624,-122.872203
181,7,Speed Hump,1001215699,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177624,-122.868394
182,7,Speed Hump,1001215726,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.176719,-122.878782
183,7,Speed Hump,1001215675,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177623,-122.873057
184,7,Speed Hump,1001215660,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177625,-122.874511
185,7,Speed Hump,1001215677,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177624,-122.871171
186,7,Speed Hump,1001215659,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177625,-122.875170
187,7,Speed Hump,1001215658,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177624,-122.876053
188,7,Speed Hump,1001215671,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.177625,-122.873937
189,7,Speed Hump,1001215725,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.176718,-122.877806
190,7,Speed Hump,1001215724,,Asphalt,2009,,In Service,1707-3030-00,2009,Surrey,,,Final AB,,,,,,20111013,20131211,49.176717,-122.876843
