,ADJACENT_TO_SCHOOL,BARCODE,BASE_PATH_LENGTH_FT,COMMENTS,COMMUNITY,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,DRAINAGE_UPGRADE,FACILITYID,GANG_MOWING_ROUTE,HOUSE_NO,INFIELD_TYPE,INSERVICE_COST,INSERVICE_DATE,IRRIGATED,JOINT_USE_AGREEMENT,LAST_SURFACE_REPLACEMENT,LEGACYID,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MODEL,MOD_DATE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OVERLAP,PARK,PARK_FACILITY_TYPE,PARK_OWNERSHIP,PRIMARY_USE,REFERENCE_NO,ROAD_CODE,RUNOUT_LENGTH_M,RUNOUT_WIDTH_M,SECONDARY_USE,SERIAL_NO,SERVICE_LEVEL,SPORTS_FIELD_TYPE,SPORTS_FIELD_TYPE2,STATUS,STATUS_DATE,SUBSURFACE_DRAINAGE,SURFACE_LENGTH_FT,SURFACE_TYPE,SURFACE_WIDTH_FT,TO_CLASS_FOR_WEB,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YRS_LIFE_EXPECTANCY
156,Y,,,,Newton,,,,"Softball Diamond; Strawberry Hill Park, 7676 - 122 St",,1001477389,,07676,,0,,Y,,,0729-000000182,W section of park near 122 St,Parks,,050,,,"Strawberry Hill Park, 7676 122 St",Park,Parks,,Strawberry Hill Park,Diamond - Softball,,Softball,1,12200,,,,,,0,Grass,OPERATING,20010201163100,,,,,Y,,,,,
157,Y,,,,Newton,,,,"Mini Soccer Field; Strawberry Hill Park, 7676 - 122 St",,1001477390,,07676,,0,,Y,,,0729-000000216,In outfield of diamond,Parks,,050,,,"Strawberry Hill Park, 7676 122 St",Park,Parks,Y,Strawberry Hill Park,Field - Soccer - Mini,,Mini Soccer,1,12200,,,,,,0,Grass,OPERATING,20010206133300,,,,,Y,,,,,
158,Y,,,,Fleetwood,,,,"Softball Diamond #2 - NW; Fleetwood Park, 15802 - 80 Ave",,1001477392,,15802,,0,,Y,,,0729-000000171,NW corner of Soccer Field,Parks,,054,,,"Fleetwood Park, 15802 80 Ave",Park,Parks,,Fleetwood Park,Diamond - Softball,,Softball,2,08000,,,,,,0,Grass,OPERATING,20010201162700,,,,,Y,,,,,
159,,,,,Newton,,,,"Baseball Diamond #1; Unwin Park, 13313 68 Ave",,1001477326,,13313,,0,,Y,,,0729-000000132,NE corner of park,Parks,,061,,20160819,"Unwin Park, 13313 68 Ave",Park,Parks,,Unwin Park,Diamond - Baseball,,Baseball,1,06800,,,Baseball,,,0,Grass,OPERATING,20010201160100,,,,,Y,,,,,
160,Y,,,,Newton,,,20120109,"Synthetic Field #3 - South 8v8; Newton Athletic Park, 7395 128 St",,1001477480,,12515,,0,,,,,0729-000000383,,Parks,,060,,20170123,"Newton Athletic Park, 7395 128 St",Park,Parks,,Newton Athletic Park,Field - Synthetic,,Soccer,3 - South,06400,,,,,,2,Synthetic,OPERATING,20120109132000,,,,,Y,,,,,
161,Y,,,,Newton,,,20120109,"Synthetic Field #3 - North 8v8; Newton Athletic Park, 7395 128 St",,1001477483,,12515,,0,,,,,0729-000000382,,Parks,,060,,20170123,"Newton Athletic Park, 7395 128 St",Park,Parks,,Newton Athletic Park,Field - Synthetic,,Soccer,3 - North,06400,,,,,,2,Synthetic,OPERATING,20120109131700,,,,,Y,,,,,
162,Y,,,,Newton,,,20120109,"Synthetic Field #4 - North 8v8; Newton Athletic Park, 7395 128 St",,1001477484,,12515,,0,,,,,0729-000000380,,Parks,,060,,20170123,"Newton Athletic Park, 7395 128 St",Park,Parks,,Newton Athletic Park,Field - Synthetic,,Soccer,4 - North,06400,,,,,,2,Synthetic,OPERATING,20120109131100,,,,,Y,,,,,
163,Y,,,,Newton,,,20120109,"Synthetic Field #4 - South 8v8; Newton Athletic Park, 7395 128 St",,1001477485,,12515,,0,,,,,0729-000000381,,Parks,,060,,20170123,"Newton Athletic Park, 7395 128 St",Park,Parks,,Newton Athletic Park,Field - Synthetic,,Soccer,4 - South,06400,,,,,,2,Synthetic,OPERATING,20120109131500,,,,,Y,,,,,
164,N,,,,Guildford,,,20120109,"Synthetic Field #1 - North 8v8; Hjorth Road Park, 10275 148 St",,1001477486,,10275,,0,,Y,,,0729-000000390,,Parks,,023,,20170123,"Hjorth Road Park, 10275 148 St",Park,Parks,,Hjorth Road Park,Field - Synthetic,,Soccer,1 - North,14800,,,,,,2,Synthetic,OPERATING,20120109133800,,,,,Y,,,,,
165,,,,,Whalley,,,20120109,"Synthetic Field #1 - East 8v8; Tom Binnie Park, 10665 City Parkway",,1001477487,,10665,,0,,,,,0729-000000395,,Parks,,011,,20170123,"Tom Binnie Park, 10665 City Parkway",Park,Parks,,Tom Binnie Park,Field - Synthetic,,Soccer,1 - East,13502,,,,,,2,Synthetic,OPERATING,20120109134900,,,,,Y,,,,,
166,N,,,,Guildford,,,20120109,"Synthetic Field #1 - South 8v8; Hjorth Road Park, 10275 148 St",,1001477488,,10275,,0,,Y,,,0729-000000391,,Parks,,023,,20170123,"Hjorth Road Park, 10275 148 St",Park,Parks,,Hjorth Road Park,Field - Synthetic,,Soccer,1 - South,14800,,,,,,2,Synthetic,OPERATING,20120109134000,,,,,Y,,,,,
167,N,,,,Cloverdale,,,20120109,"Synthetic Field #1 - North 8v8; Cloverdale Athletic Park, 6330 168 St",,1001477489,,06330,,0,,Y,,,0729-000000396,,Parks,,076,,20170123,"Cloverdale Athletic Park, 6330 168 St",Park,Parks,,Cloverdale Athletic Park,Field - Synthetic,,Soccer,1 - North,16800,,,,,,2,Synthetic,OPERATING,20120109144100,,195,,120,Y,,,,,
168,N,,,,Cloverdale,,,20120109,"Synthetic Field #1 - South 8v8; Cloverdale Athletic Park, 6330 168 St",,1001477490,,06330,,0,,Y,,,0729-000000397,,Parks,,076,,20170123,"Cloverdale Athletic Park, 6330 168 St",Park,Parks,,Cloverdale Athletic Park,Field - Synthetic,,Soccer,1 - South,16800,,,,,,2,Synthetic,OPERATING,20120109144300,,195,,120,Y,,,,,
169,N,,,,Guildford,,,20120109,"Synthetic Field #2 - North 8v8; Hjorth Road Park, 10275 148 St",,1001477491,,10275,,0,,Y,,,0729-000000392,,Parks,,023,,20170123,"Hjorth Road Park, 10275 148 St",Park,Parks,,Hjorth Road Park,Field - Synthetic,,Soccer,2 - North,14800,,,,,,2,Synthetic,OPERATING,20120109134300,,,,,Y,,,,,
170,Y,,,,Fleetwood,,,,"Softball Diamond #4 - South; Fleetwood Park, 15802 - 80 Ave",,1001477393,,15802,,0,,N,,,0729-000000153,West of All Weather Field,Parks,,054,,,"Fleetwood Park, 15802 80 Ave",Park,Parks,,Fleetwood Park,Diamond - Softball,,Softball,4,08000,,,,,,0,Grass,OPERATING,20010201162000,,,,,Y,,,,,
171,Y,,,,Fleetwood,,,,"Softball Diamond #3 - SW; Fleetwood Park, 15802 - 80 Ave",,1001477394,,15802,,0,,Y,,,0729-000000160,SW corner of Soccer Field,Parks,,054,,,"Fleetwood Park, 15802 80 Ave",Park,Parks,,Fleetwood Park,Diamond - Softball,,Softball,3,08000,,,,,,0,Grass,OPERATING,20010201162200,,,,,Y,,,,,
172,Y,,,,Fleetwood,,,,"Softball Diamond #1 - East; Fleetwood Park, 15802 - 80 Ave",,1001477395,,15802,,0,,Y,,,0729-000000189,NE corner of Soccer Field,Parks,,054,,,"Fleetwood Park, 15802 80 Ave",Park,Parks,,Fleetwood Park,Diamond - Softball,,Softball,1,08000,,,,,,0,Grass,OPERATING,20010201163500,,,,,Y,,,,,
173,Y,,,,Fleetwood,,,,"Soccer Field; Fleetwood Park, 15802 - 80 Ave",,1001477396,,15802,,0,,Y,,,0729-000000057,N side of park along 80 Ave,Parks,,054,,,"Fleetwood Park, 15802 80 Ave",Park,Parks,,Fleetwood Park,Field - Soccer - Regulation,,Soccer,1,08000,,,,,,0,Grass,OPERATING,20010201150400,,,,,Y,,,,,
174,,,,,Cloverdale,,,,"Softball Diamond #1; Clayton Park, 18513 - 70 Ave",,1001477398,,18513,,0,,Y,,,0729-000000193,NE corner of Soccer Field,Parks,,068,,,"Clayton Park, 18513 70 Ave",Park,Parks,,Clayton Park,Diamond - Softball,,Softball,1,07000,,,,,,0,Grass,OPERATING,20010201163600,,,,,Y,,,,,
175,,,,,Newton,,,,"Softball Diamond; Princess Margaret Park, 7044 - 128 St",,1001477399,,07044,,0,,N,,,0729-000000179,East side of park,Parks,,061,,,"Princess Margaret Park, 7044 128 St",Park,Parks,,Princess Margaret Park,Diamond - Softball,,Softball,1,12800,,,,,,0,Grass,OPERATING,20010201163000,,,,,Y,,,,,
176,,,,,Newton,,,,"Mini Soccer Field; Princess Margaret Park, 7044 - 128 St",,1001477400,,07044,,0,,N,,,0729-000000087,Just West of ball diamond,Parks,,061,,,"Princess Margaret Park, 7044 128 St",Park,Parks,,Princess Margaret Park,Field - Soccer - Mini,,Mini Soccer,1,12800,,,,,,0,Grass,OPERATING,20010201152200,,,,,Y,,,,,
177,N,,,,Newton,,,,"Synthetic Field #2; Newton Athletic Park, 7395 128 St",,1001477251,,07395,,0,,,,,0725-000000057,"West side of park, South of Soccer Field # 8",PARKS,,050,,20130912,"Newton Athletic Park, 7395 128 St",Park,PARKS,,Newton Athletic Park,Field - Synthetic,,Soccer,2,12800,,,,,,2,Synthetic,OPERATING,,,26,,63,Y,,,,,
178,N,,,,Newton,,,,"Mini Soccer Field - South; Tamanawis Park, 12515 64 Ave",,1001477403,,12515,,0,20011030,Y,N,,0729-000000284,in outfield of South ball diamond,Parks,,060,,,"Tamanawis Park, 12515 64 Ave",Park,Parks,,Tamanawis Park,Field - Soccer - Mini,,Mini Soccer,1,06400,,,,,,0,Grass,OPERATING,20020109092400,,,Sand,,Y,,,,,
179,,,,,Newton,,,,"Soccer Field; Kabaddi Park, 7017 122 St",,1001477404,,07017,,0,,Y,,,0729-000000073,Central area of park,Parks,,060,,,"Kabaddi Park, 7017 122 St",Park,Parks,,Kabaddi Park,Field - Soccer - Regulation,,Soccer,1,12200,,,,,,0,Grass,OPERATING,20010201151400,,,,,Y,,,,,
180,Y,,,,Newton,,,,"Soccer Field; Cougar Creek Park, 6889 123 St",,1001477405,,06889,,0,,Y,,,0729-000000059,NE. Section Of Park - Near 123 St,Parks,,060,,20101027,"Cougar Creek Park, 6889 123 St",Park,Parks,,Cougar Creek Park,Field - Soccer - Regulation,,Soccer,1,12300,,,,,,0,Grass,OPERATING,20010201150500,,,,,Y,,,,,
181,Y,,,,South Surrey,,,20120109,"Synthetic Field #10 - North 8v8; South Surrey Athletic Park, 1925 148 St",,1001477492,,01925,,0,,,,,0729-000000388,,Parks,,123,,20170123,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Field - Synthetic,,Soccer,10 - North,14800,,,,,,2,Synthetic,OPERATING,20120109133100,,,,,Y,,,,,
182,Y,,,,South Surrey,,,20120109,"Synthetic Field #10 - South 8v8; South Surrey Athletic Park, 1925 148 St",,1001477493,,01925,,0,,,,,0729-000000389,,Parks,,123,,20170123,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Field - Synthetic,,Soccer,10 - South,14800,,,,,,2,Synthetic,OPERATING,20120109133200,,,,,Y,,,,,
183,N,,,,Guildford,,,20120109,"Synthetic Field #2 - South 8v8; Hjorth Road Park, 10275 148 St",,1001477494,,10275,,0,,Y,,,0729-000000393,,Parks,,023,,20170123,"Hjorth Road Park, 10275 148 St",Park,Parks,,Hjorth Road Park,Field - Synthetic,,Soccer,2 - South,14800,,,,,,2,Synthetic,OPERATING,20120109134400,,,,,Y,,,,,
184,N,,,,Cloverdale,,,20120109,"Synthetic Field #3 - South 8v8; Cloverdale Athletic Park, 6330 168 St",,1001477497,,06330,,0,,Y,,,0729-000000399,E of north parking lot,Parks,,076,,20170123,"Cloverdale Athletic Park, 6330 168 St",Park,Parks,,Cloverdale Athletic Park,Field - Synthetic,,Soccer,3 - South,16800,,,,,,2,Synthetic,OPERATING,20120109144800,,195,,120,Y,,,,,
185,,,,,Whalley,,,20120109,"Synthetic Field #1 - West 8v8; Tom Binnie Park, 10665 City Parkway",,1001477498,,10665,,0,,,,,0729-000000394,,Parks,,011,,20170123,"Tom Binnie Park, 10665 City Parkway",Park,Parks,,Tom Binnie Park,Field - Synthetic,,Soccer,1 - West,13502,,,,,,2,Synthetic,OPERATING,20120109134800,,,,,Y,,,,,
186,N,,,,Cloverdale,,,20120109,"Synthetic Field #3 - North 8v8; Cloverdale Athletic Park, 6330 168 St",,1001477499,,06330,,0,,Y,,,0729-000000398,E of north parking lot,Parks,,076,,20170123,"Cloverdale Athletic Park, 6330 168 St",Park,Parks,,Cloverdale Athletic Park,Field - Synthetic,,Soccer,3 - North,16800,,,,,,2,Synthetic,OPERATING,20120109144500,,195,,120,Y,,,,,
187,N,,,,Cloverdale,,,20130404,"Lawn Bowling Field #1; Clayton Park, 18513 70 Ave",,1001591329,,18513,,,,N,,,,East of parking lot,Parks,,068,,20170123,"Clayton Park, 18513 70 Ave",Park,Parks,,Clayton Park,Field - Lawn Bowling,,Lawn Bowling,1,07000,,,,,,0,Grass,OPERATING,,,,,,,,,,,
188,Y,,,,Cloverdale,,,20141219,"Soccer Field; Hazelgrove Park, 7080 190 St",,1001799856,,07080,,0,20160531,Y,,,,within park,Parks,,068,,20170123,"Hazelgrove Park, 7080 190 St",Park,Parks,,Hazelgrove Park,Field - Soccer - Regulation,,Soccer,1,19000,,,,,,0,Grass,OPERATING,20010201150800,,,,,,,,,,
189,,,,,South Surrey,,,20151001,"Soccer Field #1 - North 8v8;Dufferin Park,17375 2 Ave",,1001840999,,17375,,,20140401,,,,,north of parking lot,Parks,,146,,20170123,"Dufferin Park,17375 2 Ave",Park,Parks,,Dufferin Park,Field - Soccer - 8v8,,Soccer,1 - North,00200,,,,,,0,Grass,OPERATING,,,,,,,,,,,
190,Y,,,,Newton,,,,"Mini Soccer Field - Upper; Cougar Creek Park, 6889 123 St",,1001477406,,06889,,0,20011030,Y,N,,0729-000000282,in outfield of ball diamond,Parks,,060,,,"Cougar Creek Park, 6889 123 St",Park,Parks,,Cougar Creek Park,Field - Soccer - Mini,,Mini Soccer,1,12300,,,,,,0,Grass,OPERATING,20020109091500,,,Sand,,Y,,,,,
191,Y,,,,Newton,,,,"Softball Diamond; Cougar Creek Park, 6889 123 St",,1001477407,,06889,,0,,Y,,,0729-000000192,NE area of park near 123 St & 69A Ave,Parks,,060,,,"Cougar Creek Park, 6889 123 St",Park,Parks,,Cougar Creek Park,Diamond - Softball,,Softball,1,12300,,,,,,0,Grass,OPERATING,20010201163600,,,,,Y,,,,,
192,,,,,Cloverdale,,,,"Baseball Diamond #2; Cloverdale Ball Park, 17383 61A Ave",,1001477409,,17383,,0,,Y,,,0729-000000123,"East of parking lot, in middle of park",Parks,,076,,,"Cloverdale Ball Park, 17383 61A Ave",Park,Parks,,Cloverdale Ball Park,Diamond - Baseball,,Baseball,2,06150,,,,,,0,Grass,OPERATING,20010201155500,,,,,Y,,,,,
193,,,,,Cloverdale,,,,"Baseball Diamond #1; Cloverdale Ball Park, 17383 61A Ave",,1001477410,,17383,,0,,Y,,,0729-000000138,S side of park,Parks,,076,,,"Cloverdale Ball Park, 17383 61A Ave",Park,Parks,,Cloverdale Ball Park,Diamond - Baseball,,Baseball,1,06150,,,,,,0,Grass,OPERATING,20010201160500,,,,,Y,,,,,
194,,,,,Cloverdale,,,,"Baseball Diamond #5; George Greenaway School, 17295 - 61A Ave",,1001477411,,17295,,0,,N,,,0729-000000130,NE corner of school site,Parks,,076,,20101027,"George Greenaway School Grounds, 17285 61A Ave",Land,School District #36,,George Greenaway School Grounds,Diamond - Baseball,,Baseball,5,06150,,,,,,0,Grass,OPERATING,20010201160000,,,,,Y,,,,,
195,Y,,,,Cloverdale,,,,"Baseball Diamond #4; Cloverdale Ball Park, 17383 61A Ave",,1001477412,,17383,,0,19941030,Y,N,,0729-000000286,N side of park,Parks,,076,,,"Cloverdale Ball Park, 17383 61A Ave",Park,Parks,,Cloverdale Ball Park,Diamond - Baseball,,Baseball,4,06150,,,Baseball,,,0,Grass,OPERATING,20020410090900,,,Soil,,Y,,,,,
196,,,,,Cloverdale,,,,"Baseball Diamond #3; Cloverdale Ball Park, 17383 61A Ave",,1001477413,,17383,,0,,Y,,,0729-000000116,NE corner of park,Parks,,076,,,"Cloverdale Ball Park, 17383 61A Ave",Park,Parks,,Cloverdale Ball Park,Diamond - Baseball,,Baseball,3,06150,,,,,,0,Grass,OPERATING,20010201155200,,,,,Y,,,,,
197,,,,,Cloverdale,,,,"Soccer Field #1 - West; Don Christian Park, 6218 184 St",,1001477414,,06220,,0,,Y,,,0729-000000062,West field - E of parking lot - 80% Nonpark,Parks,,078,,,"Don Christian Park, 6220 184 St",Park,Parks,,Don Christian Park,Field - Soccer - Regulation,,Soccer,1,18400,,,,,,0,Grass,OPERATING,20010201150800,,,Sand,,Y,,,,,
198,,,,,Cloverdale,,,,"Soccer Field #2 - East; Don Christian Park, 6218 184 St",,1001477415,,06220,,0,,Y,,,0729-000000026,East field - East side of park - 80% Nonpark,Parks,,078,,,"Don Christian Park, 6220 184 St",Park,Parks,,Don Christian Park,Field - Soccer - Regulation,,Soccer,2,18400,,,,,,0,Grass,OPERATING,20010201144200,,,,,Y,,,,,
199,,,,,Newton,,,,"Softball Diamond; Joe Brown Park, 5381 125A St",,1001477416,,05381,,0,,Y,,,0729-000000187,NE corner of active grass area,Parks,,080,,,"Joe Brown Park, 5381 125A St",Park,Parks,,Joe Brown Park,Diamond - Softball,,Softball,1,12550,,,,,,0,Grass,OPERATING,20010201163400,,,,,Y,,,,,
200,Y,,,,South Surrey,,,,"Soccer Field; Morgan Creek Park, 3302 156A St",,1001477417,,03302,,0,20030328,Y,,,0729-000000298,in park,Parks,,104,,,"Morgan Creek Park, 3302 156A St",Park,Parks,N,Morgan Creek Park,Field - Soccer - Regulation,,Soccer,1,15650,,,,,,0,Grass,OPERATING,20030718073000,,,Sand,,Y,,,,,
201,,,,,South Surrey,,,20151001,"Soccer Field #1 - South 8v8;Dufferin Park,17375 2 Ave",,1001841000,,17375,,,20140401,,,,,north of parking lot,Parks,,146,,20170123,"Dufferin Park,17375 2 Ave",Park,Parks,,Dufferin Park,Field - Soccer - 8v8,,Soccer,1 - South,00200,,,,,,0,Grass,OPERATING,,,,,,,,,,,
202,Y,,,,South Surrey,,,20151001,"Soccer Field # 1 - West 8v8; Morgan Creek Park, 3302 156A St",,1001841001,,03302,,,20030328,Y,,,,,Parks,,104,,20170123,"Morgan Creek Park, 3302 156A St",Park,Parks,,Morgan Creek Park,Field - Soccer - 8v8,,Soccer,1 - West,15650,,,,,,0,Grass,OPERATING,,,,,,,,,,,
203,Y,,,,South Surrey,,,20151001,"Soccer Field # 1 - East 8v8; Morgan Creek Park, 3302 156A St",,1001841002,,03302,,,20030328,Y,,,,,Parks,,104,,20170123,"Morgan Creek Park, 3302 156A St",Park,Parks,,Morgan Creek Park,Field - Soccer - 8v8,,Soccer,1 - East,15650,,,,,,0,Grass,OPERATING,,,,,,,,,,,
204,N,,,,South Surrey,,,20170927,"Synthetic Practice Field # 11; South Surrey Athletic Park, 1925 148 St",,1001948291,,01925,,,20170601,,,,,west of Synthetic Field #9,Parks,,123,,20170927,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Field - Practice,,Practice,11,14800,,,,,,2,Synthetic,OPERATING,,,,,,,,,,,
205,,,,,South Surrey,,,20151112,"Baseball Diamond #4; South Surrey Athletic Park, 1925 148 St",,1001847011,,01925,,0,,Y,,,1001477278,Softball City - NW corner,Parks,,123,,20171010,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Diamond - Baseball,,Softball,1,14800,,,,,,0,Grass,OPERATING,20010201155600,,,,,Y,,,,,
206,,,,,South Surrey,,,,"Baseball Diamond; Laronde Park, 1806 - 130 St",,1001477419,,01806,,0,,Y,,,0729-000000134,NE corner of Park,Parks,,121,,,"Laronde Park, 1806 130 St",Park,Parks,,Laronde Park,Diamond - Baseball,,Baseball,1,13000,,,,,,0,Grass,OPERATING,20010201160200,,,,,Y,,,,,
207,,,,,South Surrey,,,,"Baseball Diamond #1; Bakerview Park, 1845 - 154 St",,1001477420,,01845,,0,,Y,,,0729-000000140,NW corner of Park,Parks,,124,,,"Bakerview Park, 1845 154 St",Park,Parks,,Bakerview Park,Diamond - Baseball,,Baseball,1,15400,,,,,,0,Grass,OPERATING,20010201161100,,,,,Y,,,,,
208,,,,,South Surrey,,,,"Baseball Diamond #2; Bakerview Park, 1845 - 154 St",,1001477421,,01845,,0,,Y,,,0729-000000125,NE corner of Park,Parks,,124,,,"Bakerview Park, 1845 154 St",Park,Parks,,Bakerview Park,Diamond - Baseball,,Baseball,2,15400,,,,,,0,Grass,OPERATING,20010201155600,,,,,Y,,,,,
209,,,,,South Surrey,,,,"Soccer Field; Bakerview Park, 1845 - 154 St",,1001477422,,01845,,0,,Y,,,0729-000000066,NW of Community Hall,Parks,,124,,,"Bakerview Park, 1845 154 St",Park,Parks,,Bakerview Park,Field - Soccer - Regulation,,Soccer,1,15400,,,,,,0,Grass,OPERATING,20010201151100,,,,,Y,,,,,
210,N,,,,Cloverdale,,,,"Practice Field #1; Cloverdale Athletic Park, 6330 168 St",,1001477423,,06330,,0,,Y,,,0729-000000315,NW corner of park,Parks,,076,,20091215,"Cloverdale Athletic Park, 6330 168 St",Park,Parks,N,Cloverdale Athletic Park,Field - Practice,,Practice,1,16800,,,Practice,,,0,Grass,OPERATING,20031208134300,,195,Sand,120,Y,,,,,
211,N,,,,Cloverdale,,,,"Practice Field #2; Cloverdale Athletic Park, 6330 168 St",,1001477424,,06330,,0,20040730,Y,,,0729-000000317,"N side of park, N of field #2 - adjacent to 64 Ave",Parks,,076,,,"Cloverdale Athletic Park, 6330 168 St",Park,Parks,N,Cloverdale Athletic Park,Field - Practice,,Practice,2,16800,,,,,,0,Grass,OPERATING,20040730125100,,,Sand,,Y,,,,,
212,,,,,Whalley,,,,"Practice Field #2; Bear Creek Oval, 13750 - 88 Ave",,1001477425,,13750,,0,,Y,,,0729-000000104,South of Oval,Parks,,042,,,"Bear Creek Oval, 13750 88 Ave",Park,Parks,,Bear Creek Park,Field - Practice,,Practice,2,08800,,,,,,0,Grass,OPERATING,20010201153000,,,,,Y,,,,,
213,,,,,Whalley,,,,"Practice Field #1 (Field Events Area); Bear Creek Oval, 13750 - 88 Ave",,1001477426,,13750,,0,,Y,,,0729-000000213,West of Oval,Parks,,042,,,"Bear Creek Oval, 13750 88 Ave",Park,Parks,,Bear Creek Park,Field - Practice,,Practice,1,08800,,,,,,0,Grass,OPERATING,20010206120000,,,,,Y,,,,,
214,Y,,,,Fleetwood,,,,"Softball Diamond; Enver Creek Park, 8170 146 St",,1001477427,,08170,,0,,Y,,,0729-000000190,,Parks,,043,,20101027,"Enver Creek Park, 8170 146 St",Park,Parks,,Enver Creek Park,Diamond - Softball,,Softball,1,14600,,,,,,0,Grass,OPERATING,20010201163500,,,,,Y,,,,,
215,,,,,South Surrey,,,20151112,"Baseball Diamond #5; South Surrey Athletic Park, 1925 148 St",,1001847012,,01925,,0,,Y,,,1001477277,Softball City - NE corner,Parks,,123,,20171010,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Diamond - Baseball,,Softball,2,14800,,,,,,0,Grass,OPERATING,20010201161200,,,,,Y,,,,,
216,Y,,,,Whalley,,,,"Mini Soccer Field; Brookside Park, 14201 - 84A Ave",,1001477429,,14201,,0,,Y,,,0729-000000208,"E section of park, in diamond outfield",Parks,,042,,,"Brookside Park, 14201 84A Ave",Park,Parks,,Brookside Park,Field - Soccer - Mini,,Mini Soccer,1,08450,,,,,,0,Grass,OPERATING,20010206100400,,,,,Y,,,,,
217,,,,,Whalley,,,,"All Weather Field #1 - North; Royal Kwantlen Park, 13035 104 Ave",,1001477244,,13035,,0,,,,,0725-000000044,just south of parking lot off 106 Ave,PARKS,,011,,,"Royal Kwantlen Park, 13035 104 Ave",Park,PARKS,,Royal Kwantlen Park,Field - All Weather,,,1 - lit,10400,,,,,,1,Gravel,OPERATING,,,103,Other,64,Y,,,,,
218,,,,,Whalley,,,,"All Weather Field #2 - South; Royal Kwantlen Park, 13035 104 Ave",,1001477245,,13035,,0,,,,,0725-000000054,South of North All Weather Field,PARKS,,011,,,"Royal Kwantlen Park, 13035 104 Ave",Park,PARKS,,Royal Kwantlen Park,Field - All Weather,,,2 - lit,10400,,,,,,1,Gravel,OPERATING,,,105,Other,64,Y,,,,,
219,,,,,Guildford,,,,"All Weather Field; Holly Park, 10706 148 St",,1001477246,,10706,,0,,,,,0725-000000043,East Side of Park,Parks,,013,,,"Holly Park, 10706 148 St",Park,School District #36,,Holly Park,Field - All Weather,,,1 - lit,14800,,,,,,1,Gravel,OPERATING,,,98,Other,68,Y,,,,,
220,,,,,Fleetwood,,,,"All Weather Field; Fleetwood Park, 15802 80 Ave",,1001477250,,15802,,0,,,,,0725-000000047,South of Soccer Field,PARKS,,054,,,"Fleetwood Park, 15802 80 Ave",Park,PARKS,,Fleetwood Park,Field - All Weather,,,1,08000,,,,,,1,Gravel,OPERATING,,,100,Mixed,59,Y,,,,,
221,,,,,Newton,,,,"All Weather Field; Princess Margaret Park, 7044 128 St",,1001477253,,07044,,0,,,,,0725-000000048,SW. Of Full Size Field,PARKS,,061,,,"Princess Margaret Park, 7044 128 St",Park,PARKS,,Princess Margaret Park,Field - All Weather,,,1 - lit,12800,,,,,,1,Gravel,OPERATING,,,72,Other,95,Y,,,,,
222,,,,,Cloverdale,,,,"All Weather Field #2; Cloverdale Athletic Park, 6330 168 St",,1001477254,,06330,,0,,,,,0725-000000055,N of Ball Diamond #2,PARKS,,076,,,"Cloverdale Athletic Park, 6330 168 St",Park,PARKS,,Cloverdale Athletic Park,Field - All Weather,,,1 - lit,16800,,,,,,1,Gravel,OPERATING,,,,Other,,Y,,,,,
223,,,,,South Surrey,,,,"All Weather Field; HT Thrift School Grounds, 1739 148 St",,1001477255,,01739,,0,,,,,0725-000000051,School Site,Parks,,123,,,"HT Thrift School Grounds, 1739 148 St",Land,School District #36,,H.T. Thrift School Grounds,Field - All Weather,,,1 - lit,14800,,,,,,1,Gravel,OPERATING,,,92.9,Mixed,75,Y,,,,,
224,Y,,,,Newton,,,,"Rugby Field; Sullivan Heights Park, 6322 144 St",,1001477433,,06322,,0,20050101,Y,,,0729-000000322,,Parks,,073,,,"Sullivan Heights Park, 6322 144 St",Park,Parks,,Sullivan Heights Park,Field - Rugby,,Rugby,1,14400,,,,,,0,Grass,OPERATING,20041027082700,,,Sand,,Y,,,,,
225,Y,,,,Newton,,,,"Kabaddi Field; Sullivan Heights Park, 6322 144 St",,1001477434,,06322,,0,20050101,Y,,,0729-000000325,,Parks,,073,,,"Sullivan Heights Park, 6322 144 St",Park,Parks,N,Sullivan Heights Park,Field - Kabaddi,,Kabbadi,3,14400,,,,,,0,Grass,OPERATING,20050812094500,,,Sand,,Y,,,,,
226,Y,,,,Whalley,,,,"Soccer Field; Forsyth School Grounds, 10730 139 St",,1001477435,,10730,,0,20011030,Y,Y,,0729-000000279,on school grounds,Parks,,012,,,"Forsyth School Grounds, 10730 139 St",Land,School District #36,,Forsyth School Grounds,Field - Soccer - Regulation,,Soccer,1,13900,,,,,,0,Grass,OPERATING,20020109085900,,,Sand,,Y,,,,,
