,ADJACENT_TO_SCHOOL,BARCODE,BASE_PATH_LENGTH_FT,COMMENTS,COMMUNITY,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,DRAINAGE_UPGRADE,FACILITYID,GANG_MOWING_ROUTE,HOUSE_NO,INFIELD_TYPE,INSERVICE_COST,INSERVICE_DATE,IRRIGATED,JOINT_USE_AGREEMENT,LAST_SURFACE_REPLACEMENT,LEGACYID,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MODEL,MOD_DATE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OVERLAP,PARK,PARK_FACILITY_TYPE,PARK_OWNERSHIP,PRIMARY_USE,REFERENCE_NO,ROAD_CODE,RUNOUT_LENGTH_M,RUNOUT_WIDTH_M,SECONDARY_USE,SERIAL_NO,SERVICE_LEVEL,SPORTS_FIELD_TYPE,SPORTS_FIELD_TYPE2,STATUS,STATUS_DATE,SUBSURFACE_DRAINAGE,SURFACE_LENGTH_FT,SURFACE_TYPE,SURFACE_WIDTH_FT,TO_CLASS_FOR_WEB,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YRS_LIFE_EXPECTANCY
227,Y,,,,South Surrey,,,,"Soccer Field; South Meridian Park, 16187 12 Ave",,1001477436,,16187,,0,,Y,,,0729-000000326,,Parks,,135,,,"South Meridian Park, 16187 12 Ave",Park,Parks,Y,South Meridian Park,Field - Soccer - Regulation,,Soccer,1,01200,,,,,,0,Grass,OPERATING,20051007153000,,,Sand,,Y,,,,,
228,,,,,South Surrey,,,,"Football Field #4; South Surrey Athletic Park, 1925 148 St",,1001477437,,01925,,0,20051007,,,,0729-000000331,oval,Parks,,123,,,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Field - Football,,Football,4,14800,,,,,,0,Grass,OPERATING,20051102161700,,,,,Y,,,,,
229,,,,,South Surrey,,,,"Soccer Field; Sunnyside Park, 15455 26 Ave",,1001477439,,15455,,0,,N,,,0729-000000042,East of Pool,Parks,,114,,,"Sunnyside Park, 15455 26 Ave",Park,Parks,,Sunnyside Park,Field - Soccer - Regulation,,Soccer,1,02600,,,,,,0,Grass,OPERATING,20010201145600,,,,,Y,,,,,
230,,,,,Cloverdale,,,,"Softball Diamond #1; Cloverdale Athletic Park, 6330 168 St",,1001477440,,06330,,0,,Y,,,0729-000000173,South of All Weather Field #1,Parks,,076,,,"Cloverdale Athletic Park, 6330 168 St",Park,Parks,,Cloverdale Athletic Park,Diamond - Softball,,Softball,1,16800,,,,,,0,Grass,OPERATING,20010201162800,,,,,Y,,,,,
231,N,,,,Newton,,,,"Mini Soccer #4a - 8v8; Newton Athletic Park, 7395 128 St",,1001477312,,07395,,0,,Y,,,0729-000000022,West Side of Park,Parks,,050,,20150421,"Newton Athletic Park, 7395 128 St",Park,Parks,,Newton Athletic Park,Field - Soccer - Mini,,Mini Soccer,4a,12800,,,,,,0,Grass,OPERATING,20010201133600,,,,,Y,,,,,
232,,,,,South Surrey,,,,"All Weather Field; Jessie Lee School Grounds, 2064 154 St",,1001477256,,02064,,0,,,,,0725-000000052,West Side of School,Parks,,124,,,"Jessie Lee School Grounds, 2064 154 St",Land,School District #36,,Jessie Lee School Grounds,Field - All Weather,,,1 - lit,15400,,,,,,1,Gravel,OPERATING,,,67,Other,102,Y,,,,,
233,,,,,Guildford,,,,"Softball Diamond #4; Hjorth Road Park, 10275 - 148 St",,1001477257,,10275,,0,,Y,,,0729-000000152,NE Corner of Park,Parks,,023,,,"Hjorth Road Park, 10275 148 St",Park,Parks,,Hjorth Road Park,Diamond - Softball,,Softball,4,14800,,,,,,0,Grass,OPERATING,20010201161900,,,,,Y,,,,,
234,,,,,Guildford,,,,"Softball Diamond #3; Hjorth Road Park, 10275 - 148 St",,1001477258,,10275,,0,,Y,,,0729-000000159,NW Corner of Park,Parks,,023,,,"Hjorth Road Park, 10275 148 St",Park,Parks,,Hjorth Road Park,Diamond - Softball,,Softball,3,14800,,,,,,0,Grass,OPERATING,20010201162200,,,,,Y,,,,,
235,,,,,Guildford,,,,"Softball Diamond #2; Hjorth Road Park, 10275 - 148 St",,1001477259,,10275,,0,,Y,,,0729-000000170,West side of park,Parks,,023,,,"Hjorth Road Park, 10275 148 St",Park,Parks,,Hjorth Road Park,Diamond - Softball,,Softball,2,14800,,,,,,0,Grass,OPERATING,20010201162700,,,,,Y,,,,,
236,,,,,Guildford,,,,"Soccer Field #4 - North; Hjorth Road Park, 10275 - 148 St",,1001477260,,10275,,0,,Y,,,0729-000000054,N Side of Park,Parks,,023,,20081008,"Hjorth Road Park, 10275 148 St",Park,Parks,,Hjorth Road Park,Field - Soccer - Regulation,,Soccer,4,14800,,,,,,0,Grass,OPERATING,20010201150200,,,,,Y,,,,,
237,,,,,Guildford,,,,"8v8 Soccer Field #3 - South; Hjorth Road Park, 10275 - 148 St",,1001477261,,10275,,0,,Y,,,0729-000000025,SW Corner of Park,Parks,,023,,20101027,"Hjorth Road Park, 10275 148 St",Park,Parks,,Hjorth Road Park,Field - Soccer - 8v8,,Soccer,3,14800,,,,,,0,Grass,OPERATING,20010201144100,,,,,Y,,,,,
238,,,,,Guildford,,,,"Mini Soccer Field #2 - North; Hjorth Road Park, 10275 - 148 St",,1001477262,,10275,,0,,Y,,,0729-000000096,NE side of Park,Parks,,023,,,"Hjorth Road Park, 10275 148 St",Park,Parks,,Hjorth Road Park,Field - Soccer - Mini,,Mini Soccer,2,14800,,,,,,0,Grass,OPERATING,20010201152600,,,,,Y,,,,,
239,,,,,Guildford,,,,"Mini Soccer Field #1 - South; Hjorth Road Park, 10275 - 148 St",,1001477263,,10275,,0,,Y,,,0729-000000082,just NW of parking lot,Parks,,023,,,"Hjorth Road Park, 10275 148 St",Park,Parks,,Hjorth Road Park,Field - Soccer - Mini,,Mini Soccer,1,14800,,,,,,0,Grass,OPERATING,20010201151900,,,,,Y,,,,,
240,N,,,,Guildford,,,,"Mini Soccer Field #1; Guildford Heights Park, 10310 154 St",,1001477264,,10310,,0,20011120,Y,N,,0729-000000288,E of parking lot,Parks,,024,,,"Guildford Heights Park, 10310 154 St",Park,Parks,,Guildford Heights Park,Field - Soccer - Mini,,Mini Soccer,1,15400,,,Mini Soccer,,,0,Grass,OPERATING,20020726153900,,60,Sand,45,Y,,,,,
241,Y,,,,Guildford,,,,"Baseball Diamond #1; Lionel Courchene Park, 9900 - 154 St",,1001477265,,09900,,0,,Y,,,0729-000000135,NW corner of park,Parks,,024,,,"Lionel Courchene Park, 9900 154 St",Park,Parks,,Lionel Courchene Park,Diamond - Baseball,,Baseball,1,15400,,,,,,0,Grass,OPERATING,20010201160300,,,,,Y,,,,,
242,Y,,,,Guildford,,,,"Baseball Diamond #4; Lionel Courchene Park, 9900 - 154 St",,1001477266,,09900,,0,,Y,,,0729-000000112,"South side of park, S of Soccer Field",Parks,,024,,,"Lionel Courchene Park, 9900 154 St",Park,Parks,,Lionel Courchene Park,Diamond - Baseball,,Baseball,4,15400,,,,,,0,Grass,OPERATING,20010201155000,,,,,Y,,,,,
243,Y,,,,Guildford,,,,"Baseball Diamond #2; Lionel Courchene Park, 9900 - 154 St",,1001477267,,09900,,0,,Y,,,0729-000000122,SW Corner of Park,Parks,,024,,,"Lionel Courchene Park, 9900 154 St",Park,Parks,,Lionel Courchene Park,Diamond - Baseball,,Baseball,2,15400,,,,,,0,Grass,OPERATING,20010201155500,,,,,Y,,,,,
244,Y,,,,Guildford,,,,"Baseball Diamond #3; Lionel Courchene Park, 9900 - 154 St",,1001477268,,09900,,0,,Y,,,0729-000000115,"North side of park, N of Soccer Field",Parks,,024,,,"Lionel Courchene Park, 9900 154 St",Park,Parks,,Lionel Courchene Park,Diamond - Baseball,,Baseball,3,15400,,,,,,0,Grass,OPERATING,20010201155100,,,,,Y,,,,,
245,N,,,,Newton,,,,"Mini Soccer Field #1; Newton Athletic Park, 7395 128 St",,1001477317,,07395,,0,20021028,Y,,,0729-000000297,south of synthetic field #4,Parks,,050,,20150421,"Newton Athletic Park, 7395 128 St",Park,Parks,N,Newton Athletic Park,Field - Soccer - Mini,,Mini Soccer,1,12800,,,,,,0,Grass,OPERATING,20030710151200,,195,Sand,120,Y,,,,,
246,,,,,Newton,,,,"Mini Soccer Field #2; Newton Athletic Park, 7395 128 St",,1001477318,,07395,,0,,Y,,,0729-000000205,West of south parking lot - Centre Mini,Parks,,050,,20150421,"Newton Athletic Park, 7395 128 St",Park,Parks,,Newton Athletic Park,Field - Soccer - Mini,,Mini Soccer,2,12800,,,,,,0,Grass,OPERATING,20010205151600,,,,,Y,,,,,
247,,,,,Newton,,,,"Mini Soccer Field #3; Newton Athletic Park, 7395 128 St",,1001477319,,07395,,0,,Y,,,0729-000000204,West of south parking lot - West Mini,Parks,,050,,20150421,"Newton Athletic Park, 7395 128 St",Park,Parks,,Newton Athletic Park,Field - Soccer - Mini,,Mini Soccer,3,12800,,,,,,0,Grass,OPERATING,20010205151500,,,,,Y,,,,,
248,N,,,,South Surrey,,,20140806,"Synthetic Field #3; South Surrey Athletic Park, 1925 148 St",,1001781267,,01925,,,20141031,Y,,,,"SW corner of park, east of track",Parks,,123,,,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Field,Field - Synthetic,,Soccer,3,14800,,,,,,2,Synthetic,OPERATING,,,,,,,,,,,
249,,,,,South Surrey,,,20140811,"Baseball Diamond #4; South Surrey Athletic Park, 1925 148 St",,1001781268,,01925,,0,20141031,Y,,,0729-000000327,"within Synthetic #11, west side",Parks,,123,,,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Diamond - Baseball,,Baseball,3-4,14800,,,,,,2,Synthetic,OPERATING,20051007153300,,,,,Y,,,,,
250,,,,,South Surrey,,,20140811,"Baseball Diamond #5; South Surrey Athletic Park, 1925 148 St",,1001781269,,01925,,0,20141031,Y,,,0729-000000327,"within Synthetic #11, east side",Parks,,123,,,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Diamond - Baseball,,Baseball,3-5,14800,,,,,,2,Synthetic,OPERATING,20051007153300,,,,,Y,,,,,
251,Y,,,,Guildford,,,,"8v8 Soccer Field; Fraser Heights Park, 10588 160 St",,1001477451,,10588,,0,20060901,Y,,,0729-000000341,east of rec centre,Parks,,015,,20101028,"Fraser Heights Park, 10588 160 St",Park,Parks,N,Fraser Heights Park,Field - Soccer - 8v8,,Soccer,1,16000,,,,,,0,Grass,OPERATING,20061004104700,,,,,Y,,,,,
252,Y,,,field layout overlapped by mini fields in 2006,Fleetwood,,,,"Soccer Field; Enver Creek Park, 8170 146 St",,1001477452,,08170,,0,,Y,,,0729-000000058,,Parks,,043,,,"Enver Creek Park, 8170 146 St",Park,Parks,,Enver Creek Park,Field - Soccer - Regulation,,Soccer,1,14600,,,,,,0,Grass,OPERATING,20010201150400,,,,,Y,,,,,
253,,,,,South Surrey,,,20151112,"Baseball Diamond #6; South Surrey Athletic Park, 1925 148 St",,1001847013,,01925,,0,,Y,,,1001847012,Softball City - SE corner,Parks,,123,,20171010,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Diamond - Baseball,,Softball,3,14800,,,,,,0,Grass,OPERATING,20010201161200,,,,,Y,,,,,
254,,,,,South Surrey,,,20151112,"Baseball Diamond #7; South Surrey Athletic Park, 1925 148 St",,1001847014,,01925,,0,,Y,,,1001847013,Softball City - SW corner,Parks,,123,,20171010,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Diamond - Baseball,,Softball,4,14800,,,,,,0,Grass,OPERATING,20010201161200,,,,,Y,,,,,
255,Y,,,,Guildford,,,,"Soccer Field; Lionel Courchene Park, 9900 154 St",,1001477269,,09900,,0,,Y,,,0729-000000051,Lower East side of Park,Parks,,024,,,"Lionel Courchene Park, 9900 154 St",Park,Parks,,Lionel Courchene Park,Field - Soccer - Regulation,,Soccer,1,15400,,,,,,0,Grass,OPERATING,20010201150000,,,,,Y,,,,,
256,,,,,Guildford,,,,"Softball Diamond #1; North Surrey Community Park, 15848 - 97A Ave",,1001477270,,15848,,0,,Y,,,0729-000000199,NW corner of Soccer Field #1 (upper),Parks,,024,,,"North Surrey Community Park, 15848 97A Ave",Park,Parks,,North Surrey Community Park,Diamond - Softball,,Softball,1,09750,,,,,,0,Grass,OPERATING,20010201163800,,,,,Y,,,,,
257,,,,,Guildford,,,,"Softball Diamond #2; North Surrey Community Park, 15848 - 97A Ave",,1001477271,,15848,,0,,Y,,,0729-000000175,SE corner of Soccer Field #1 (upper),Parks,,024,,,"North Surrey Community Park, 15848 97A Ave",Park,Parks,,North Surrey Community Park,Diamond - Softball,,Softball,2,09750,,,,,,0,Grass,OPERATING,20010201162800,,,,,Y,,,,,
258,,,,,Guildford,,,,"Softball Diamond #3; North Surrey Community Park, 15848 - 97A Ave",,1001477272,,15848,,0,,Y,,,0729-000000163,SE corner of Soccer Field #2 (lower),Parks,,024,,,"North Surrey Community Park, 15848 97A Ave",Park,Parks,,North Surrey Community Park,Diamond - Softball,,Softball,3,09750,,,,,,0,Grass,OPERATING,20010201162400,,,,,Y,,,,,
259,,,,,Guildford,,,,"Soccer Field #1 - Upper; North Surrey Community Park, 15848 - 97A Ave",,1001477273,,15848,,0,,Y,,,0729-000000072,West Side of Park,Parks,,024,,,"North Surrey Community Park, 15848 97A Ave",Park,Parks,,North Surrey Community Park,Field - Soccer - Regulation,,Soccer,1,09750,,,,,,0,Grass,OPERATING,20010201151300,,,,,Y,,,,,
260,,,,,Guildford,,,,"Soccer Field #2 - Lower; North Surrey Community Park, 15848 - 97A Ave",,1001477274,,15848,,0,,Y,,,0729-000000030,East side of Park,Parks,,024,,,"North Surrey Community Park, 15848 97A Ave",Park,Parks,,North Surrey Community Park,Field - Soccer - Regulation,,Soccer,2,09750,,,,,,0,Grass,OPERATING,20010201144900,,,,,Y,,,,,
261,,,,,Guildford,,,,"Soccer Field #3 - Oval; North Surrey Community Park, 15848 - 97A Ave",,1001477275,,15848,,0,,Y,,,0729-000000207,"NE corner of park, within oval",Parks,,024,,,"North Surrey Community Park, 15848 97A Ave",Park,School District #36,,North Surrey Community Park,Field - Soccer - Regulation,,Soccer,3,09750,,,,,,0,Grass,OPERATING,20010206100100,,,,,Y,,,,,
262,,,,,Guildford,,,,"Soccer Field; Bonaccord Park, 14962 - 98 Ave",,1001477276,,14962,,0,,Y,,,0729-000000065,Center of Park,Parks,,023,,,"Bonaccord Park, 14962 98 Ave",Park,Parks,,Bonaccord Park,Field - Soccer - Regulation,,Soccer,1,09800,,,,,,0,Grass,OPERATING,20010201151000,,,,,Y,,,,,
263,,,,,South Surrey,,,,"Baseball Diamond #1; South Surrey Athletic Park, 1925 148 St",,1001477277,,01925,,0,,Y,,,0729-000000142,South of South Parking Lot - East Diamond,Parks,,123,,,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Diamond - Baseball,,Baseball,1,14800,,,,,,0,Grass,OPERATING,20010201161200,,,,,Y,,,,,
264,,,,,South Surrey,,,,"Baseball Diamond #2; South Surrey Athletic Park, 1925 148 St",,1001477278,,01925,,0,,Y,,,0729-000000127,South of South Parking Lot - West Diamond,Parks,,123,,,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Diamond - Baseball,,Baseball,2,14800,,,,,,0,Grass,OPERATING,20010201155600,,,,,Y,,,,,
265,Y,,,,Newton,,,20080722,"8v8 Soccer Field - East; Sullivan Heights Park, 6322 144 St",,1001477457,,06322,,0,20080101,Y,,,0729-000000356,on east side of cricket wicket,Parks,,073,,20101027,"Sullivan Heights Park, 6322 144 St",Park,Parks,,Sullivan Heights Park,Field - Soccer - 8v8,,Mini Soccer,1,14400,,,,,,0,Grass,OPERATING,20080722154300,,,,,Y,,,,,
266,Y,,,,Newton ,,,20080722,"Mini Soccer Field - West; Sullivan Heights Park, 6322 144 St",,1001477458,,06322,,0,20080101,Y,,,0729-000000357,on west side of cricket wicket,Parks,,073,,20080722,"Sullivan Heights Park, 6322 144 St",Park,Parks,,Sullivan Heights Park,Field - Soccer - Mini,,Mini Soccer,1,14400,,,,,,0,Grass,OPERATING,20080722154400,,,,,Y,,,,,
267,Y,,,,Cloverdale,,,20080922,"Soccer Field; Hillcrest Park, 6530 185 St",,1001477459,,06530,,0,20061001,Y,,,0729-000000346,north of school,Parks,,068,,20080922,"Hillcrest Park, 6530 185 St",Park,Parks,N,Hillcrest Park,Field - Soccer - Regulation,,Soccer,1,18500,,,,,,0,Grass,OPERATING,20061127170400,,,,,Y,,,,,
268,Y,,,,Cloverdale,,,20080922,"Softball Diamond; Hillcrest Park, 6530 185 St",,1001477460,,06530,,0,20061001,Y,,,0729-000000347,north of school,Parks,,068,,20101028,"Hillcrest Park, 6530 185 St",Park,Parks,N,Hillcrest Park,Diamond - Softball,,Softball,1,18500,,,,,,0,Grass,OPERATING,20061127170600,,,,,Y,,,,,
269,N,,,,Newton,,,20081008,"Soccer Field #1; Goldstone Park, 5850 146 St",,1001477461,,05850,,0,20070601,,N,,0729-000000350,west field,Parks,,073,,20081008,"Goldstone Park, 5850 146 St",Park,Parks,,Goldstone Park,Field - Soccer - Regulation,,Soccer,1,14600,,,,,,0,Grass,OPERATING,20070808131700,,,,,Y,,,,,
270,N,,,,Newton,,,20081008,"Soccer Field #2; Goldstone Park, 5850 146 St",,1001477462,,05850,,0,20070601,,N,,0729-000000351,east field,Parks,,073,,20081008,"Goldstone Park, 5850 146 St",Park,Parks,,Goldstone Park,Field - Soccer - Regulation,,Soccer,2,14600,,,,,,0,Grass,OPERATING,20070808131800,,,,,Y,,,,,
271,,,,converted to rugby field in 2008... south end extended,South Surrey,,,20081008,"Rugby Field #1; South Surrey Athletic Park, 1925 148 St",,1001477463,,01925,,0,,Y,,,0729-000000070,East field - South of 20th Ave.,Parks,,123,,20081008,"South Surrey Athletic Park, 1925 148 St",Park,Parks,,South Surrey Athletic Park,Field - Rugby,,Soccer,1,14800,,,,,,0,Grass,OPERATING,20010201151200,,,,,Y,,,,,
272,Y,,,,Newton,,,20100113,"8v8 Soccer Field; Cambridge Elementary School Park, 6067 150 St",,1001477464,,06067,,0,20070601,Y,,,0729-000000348,in park,Parks,,073,,20101027,"Cambridge Elementary School Park, 6067 150 St",Park,Parks,N,Cambridge Elementary School Park,Field - Soccer - 8v8,,Soccer,1,15000,,,,,,0,Grass,OPERATING,20070808131400,,,,,Y,,,,,
273,N,,,,South Surrey,,,20100625,"Softball Diamond #5; Sunnyside Park, 15455 26 Ave",,1001477465,,15455,,0,20090801,Y,,,0729-000000366,SW corner of east section of park,Parks,,114,,20101109,"Sunnyside Park, 15455 26 Ave",Park,Parks,,Sunnyside Park,Diamond - Softball,,Softball,5,02600,,,,,,0,Grass,OPERATING,20100625144400,,,Sand,,Y,,,,,
274,N,,,,South Surrey,,,20100625,"Softball Diamond #6; Sunnyside Park, 15455 26 Ave",,1001477466,,15455,,0,20090801,Y,,,0729-000000367,SW corner of east section of park,Parks,,114,,20101109,"Sunnyside Park, 15455 26 Ave",Park,Parks,,Sunnyside Park,Diamond - Softball,,Softball,6,02600,,,,,,0,Grass,OPERATING,20100625144500,,,Sand,,Y,,,,,
