,BARCODE,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,FACILITYID,FENCING_TYPE,GIS_ENTRY_STAGE,HOUSE_NO,INSERVICE_COST,LEGACYID,LIFECYCLE_COST,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MATERIAL,MEDIAN_TYPE,MEDIAN_TYPE2,MODEL,MOD_DATE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OWNER,PARK_LEGACY_ID,PARK_OWNERSHIP,PLANTED,PROJECT_NO,ROAD_CODE,SERIAL_NO,STATUS,STATUS_DATE,STATUS_PARKS,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YR,YRS_LIFE_EXPECTANCY,YTD_COST
1089,,,,,20090128,,1001079354,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20100309,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1090,,,,,20090109,,1001077638,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20090316,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1091,,,,,20090205,,1001080587,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20100309,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1092,,,,,20090128,,1001079333,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20100309,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1093,,,,,20110322,,1001192700,,,,,,,,Engineering,,,Concrete,1,Island,,20110322,,,Engineering,Provincial,,,No,,,,In Service,,,,,,,,,
1094,,,,,20081215,,1001075426,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1095,,,,,20081215,,1001075606,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090213,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1096,,,,,20081212,,1001075105,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1097,,,,,20081215,,1001075616,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090316,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1098,,,,,20101213,,1001184402,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20101213,,,Engineering,Surrey,,,No,1707-3240-00,,,In Service,,,,,,,2010,,
1099,,,,,20081224,,1001076949,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1100,,,,,20081224,,1001076957,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1101,,,,,20081205,,1000960267,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090306,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1102,,,,,20081215,,1001075558,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1103,,,,,20081215,,1001075597,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1104,,,,,20081212,,1001075060,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1105,,Digitized Via 2013 Air Photo,,,20130731,,1001607715,None,,,,,,,Engineering,,,Asphalt,0,Central,,,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1106,,Digitized Via 2013 Air Photo,,,20130731,,1001607722,None,,,,,,,Engineering,,,Asphalt,0,Central,,20130731,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1107,,Digitized Via 2013 Air Photo,,,20130731,,1001607734,None,,,,,,,Engineering,,,Grass,0,Central,,20130731,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1108,,,,,20081224,,1001076885,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20130813,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1109,,,,,20081224,,1001076886,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20130813,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1110,,,,,20081224,,1001076887,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20130813,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1111,,,,,20081224,,1001076889,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20130813,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1112,,,,,20130815,,1001608940,None,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20130815,,,Engineering,Surrey,,,Yes,7809-0236-00,,,In Service,,,,,,,2013,,
1113,,,,,20141007,,1001789274,,Final AB,,,,,,Engineering,,114,Concrete,1,Island,,20141007,,,Engineering,Surrey,,,No,7811-0062-00,,,In Service,,,,,,,2014,,
1114,,,,,20130815,,1001608956,None,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20130815,,,Engineering,Surrey,,,No,7809-0236-00,,,In Service,,,,,,,2013,,
1115,,,,,20130820,,1001699324,,,,,,,,,,,Concrete,0,Central,,20130820,,,,Surrey,,,Yes,,,,In Service,,,,,,,,,
1116,,,,,20170322,,1001801168,,Initial AB,,,,,,Engineering,,059,Concrete,1,Island,,20170322,,,Engineering,Surrey,,,No,1713-3050-00,,,In Service,,,,,,,2015,,
1117,,,,,20170207,,1001868571,,Initial AB,,,,,,Engineering,,014,Concrete,1,Island,,20170207,,,Engineering,Surrey,,,,3814-4050-00,,,In Service,,,,,,,2016,,
1118,,,,,20170207,,1001868609,,Initial AB,,,,,,Engineering,,014,Concrete,1,Island,,20170207,,,Engineering,Surrey,,,No,3814-4050-00,,,In Service,,,,,,,2016,,
1119,,,,,20170207,,1001868570,,Initial AB,,,,,,Engineering,,014,Concrete,1,Island,,20170207,,,Engineering,Surrey,,,,3814-4050-00,,,In Service,,,,,,,2016,,
1120,,,,,20141120,,1001797556,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20141120,,,Engineering,Surrey,,,No,7813-0114-00,,,In Service,,,,,,,2014,,
1121,,,,,20160211,,1001699383,,Final AB,,,,,,MOTH,,,Concrete,0,Central,,20160211,,,MOTH,Provincial,,,No,SFPR Seg. F1,,,In Service,,,,,,,2013,,
1122,,,,,20160211,,1001797007,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20160211,,,Engineering,Surrey,,,No,3814-4090-00,,,In Service,,,,,,,2015,,
1123,,,,,20100119,,1001147022,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20121018,,,Engineering,Surrey,,,Yes,1703-3190-00,,,In Service,,,,,,,2006,,
1124,,,,,20121018,,1001556956,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20121018,,,Engineering,Surrey,,,Yes,7801-0348-00,,,In Service,,,,,,,2010,,
1125,,,,,20120116,,1001356009,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20121030,,,Engineering,Surrey,,,No,7806-0001-00,,,In Service,,,,,,,2011,,
1126,,,,,20120711,,1001417993,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20121030,,,Engineering,Surrey,,,No,7805-0123-00,,,In Service,,,,,,,2012,,
1127,,,,,20170817,,1001943497,,Initial AB,,,,,,Engineering,,024,Concrete,0,Central,,20170817,,,Engineering,Surrey,,,No,1705-3120-00,,,In Service,,,,,,,2016,,
1128,,,,,20130613,,1001602576,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20141211,,,Engineering,Surrey,,,No,1710-3050-00,,,In Service,,,,,,,2014,,
1129,,,,,20090210,,1001081157,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20171018,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1130,,,,,20101213,,1001184419,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20101213,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1131,,,,,20101213,,1001184498,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20101213,,,Engineering,Surrey,,,Yes,1707-3240-00,,,In Service,,,,,,,2010,,
1132,,,,,20101213,,1001184485,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20101213,,,Engineering,Surrey,,,No,1707-3240-00,,,In Service,,,,,,,2010,,
1133,,,,,20101214,,1001184519,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20101214,,,Engineering,Surrey,,,No,1707-3240-00,,,In Service,,,,,,,2010,,
1134,,,,,20090206,,1001080843,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090206,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1135,,,,,20090206,,1001080844,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090206,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1136,,,,,20090106,,1001077109,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20100617,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1137,,,,,20091109,,1001139007,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20091109,,,Engineering,Surrey,,,No,1706-3080-00,,,In Service,,,,,,,2009,,
1138,,,,,20090210,,1001081196,,Initial AB,,,,,,Engineering,,,Pavers,1,Island,,20110923,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1139,,,,,20090211,,1001081472,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20091109,,,Engineering,Surrey,,,No,1706-3080-00,,,In Service,,,,,,,2009,,
1140,,,,,20091130,,1001141968,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20091130,,,Engineering,Surrey,,,Yes,R105,,,In Service,,,,,,,2009,,
1141,,,,,20091130,,1001141969,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20091130,,,Engineering,Surrey,,,Yes,R105,,,In Service,,,,,,,2009,,
1142,,,,,20091130,,1001141972,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20091130,,,Engineering,Surrey,,,Yes,R105,,,In Service,,,,,,,2009,,
1143,,,,,20091130,,1001141974,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20091130,,,Engineering,Surrey,,,No,R105,,,In Service,,,,,,,2009,,
1144,,,,,20091130,,1001142003,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20091130,,,Engineering,Surrey,,,Yes,R105,,,In Service,,,,,,,2009,,
1145,,,,,20091130,,1001142035,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20091130,,,Engineering,Surrey,,,No,1R05,,,In Service,,,,,,,2009,,
1146,,,,,20091130,,1001142099,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20091130,,,Engineering,Surrey,,,Yes,1R05,,,In Service,,,,,,,2009,,
1147,,,,,20100413,,1001155177,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100413,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1148,,,,,20090303,,1001083434,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1149,,,,,20090130,,1001079610,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20150310,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1150,,,,,20090206,,1001080839,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20090206,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1151,,,,,20090206,,1001080842,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20090206,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1152,,,,,20090109,,1001077639,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090317,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1153,,,,,20100329,,1001153956,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20100329,,,Engineering,Provincial,,,No,MOTH 71101-2011,,,In Service,,,,,,,2008,,
1154,,,,,20100329,,1001154015,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20100329,,,Engineering,Provincial,,,No,MOTH 71101-2011,,,In Service,,,,,,,2008,,
1155,,,,,20100329,,1001154016,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20100329,,,Engineering,Provincial,,,No,MOTH 71101-2011,,,In Service,,,,,,,2008,,
1156,,,,,20100330,,1001154132,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20100330,,,Engineering,Provincial,,,No,MOTH 71101-2011,,,In Service,,,,,,,2008,,
1157,,,,,20130515,,1001595275,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20150331,,,Engineering,Surrey,,,No,7812-0061-00,,,In Service,,,,,,,2015,,
1158,,,,,20081215,,1001075418,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1159,,,,,20150603,,1001423486,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20160216,,,Engineering,Surrey,,,No,1712-2030-00,,,In Service,,,,,,,2014,,
1160,,,,,20081211,,1001075041,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1161,,,,,20081215,,1001075590,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1162,,,,,20090206,,1001080652,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20150311,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1163,,,,,20081215,,1001075577,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20130109,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1164,,,,,20081202,,1000959704,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20111101,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1165,,,,,20081202,,1000959703,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20111101,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1166,,,,,20111101,,1001217754,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20111101,,,Engineering,Surrey,,,No,7806-0137-00,,,In Service,,,,,,,2011,,
1167,,,,,20160215,,1001859280,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20160215,,,Engineering,Surrey,,,No,3805-6050-00,,,In Service,,,,,,,2007,,
1168,,,,,20081215,,1001075430,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1169,,,,,20160216,,1001859670,,,,,,,,Engineering,,,Concrete,1,Island,,20160216,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1170,,,,,20081215,,1001075469,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1171,,,,,20110712,,1001203898,,,,,,,,Engineering,,,Concrete,0,Central,,20110712,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1172,,,,,20120912,,1001433160,,Initial AB,,,1001079124,,,Engineering,,,Grass,1,Island,,20170131,,,Engineering,Provincial,,,Yes,MOTH Gateway E2,,,In Service,,,,,,,2015,,
1173,,,,,20081215,,1001075594,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1174,,,,,20081215,,1001075568,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1175,,,,,20151020,,1001606397,,Final AB,,,,,,Provincial,,,Concrete,0,Central,,20170131,,,Provincial,Provincial,,,No,MOTH-04885-0001,,,In Service,,,,,,,2009,,
1176,,,,,20110901,,1001211134,,,,,,,,Engineering,,,Concrete,1,Island,,20110901,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1177,,,,,20100331,,1001154305,,Final AB,,,,,,Provincial,,,Asphalt,0,Central,,20170131,,,Provincial,Provincial,,,No,MOTH 71101-2011,,,In Service,,,,,,,2008,,
1178,,,,,20090206,,1001080637,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20121213,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1179,,,,,20130821,,1001699379,,Final AB,,,,,,Provincial,,,Asphalt,0,Central,,20170131,,,Provincial,Provincial,,,,MOTH Gateway E2,,,In Service,,,,,,,2015,,
1180,,,,,20081215,,1001075567,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1181,,,,,20081215,,1001075599,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1182,,,,,20081215,,1001075474,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1183,,,,,20081215,,1001075444,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090306,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1184,,,,,20081215,,1001075463,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1185,,,,,20100218,,1001150338,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100218,,,Engineering,Surrey,,,No,1706-3090-00,,,In Service,,,,,,,2009,,
1186,,,,,20100301,,1001151276,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20100301,,,Engineering,Surrey,,,No,1705-3110-00,,,In Service,,,,,,,2009,,
1187,,,,,20100301,,1001151278,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100301,,,Engineering,Surrey,,,No,1705-3110-00,,,In Service,,,,,,,2009,,
1188,,,,,20081202,,1000959657,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100301,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1189,,,,,20100305,,1001151945,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100305,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1190,,,,,20100305,,1001151947,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100305,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1191,,,,,20100305,,1001151951,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100305,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1192,,,,,20100305,,1001151980,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100305,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1193,,,,,20090130,,1001079676,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20100308,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1194,,,,,20081202,,1000959709,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20121219,,,Engineering,Surrey,,,Yes,7804-0112-00,,,In Service,,,,,,,2008,,
1195,,,,,20090209,,1001080975,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090209,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1196,,,,,20090206,,1001080832,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090206,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1197,,,,,20081224,,1001076952,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1198,,,,,20130821,,1001699355,,,,,,,,,,,Asphalt,0,Central,,20160426,,,,Surrey,,,,,,,In Service,,,,,,,,,
1199,,,,,20160510,,1001077102,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20160510,,,Engineering,Surrey,,,No,1715-8040-00,,,In Service,,,,,,,2015,,
1200,,,,,20170207,,1001868599,,Initial AB,,,,,,Engineering,,014,Concrete,1,Island,,20170207,,,Engineering,Surrey,,,No,3814-4050-00,,,In Service,,,,,,,2016,,
1201,,,,,20090106,,1001077050,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20150616,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1202,,,,,20170207,,1001868611,,Initial AB,,,,,,Engineering,,014,Concrete,1,Island,,20170207,,,Engineering,Surrey,,,No,3814-4050-00,,,In Service,,,,,,,2016,,
1203,,,,,20090105,,1001077033,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20150616,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1204,,,,,20170207,,1001868610,,Initial AB,,,,,,Engineering,,014,Concrete,1,Island,,20170207,,,Engineering,Surrey,,,No,3814-4050-00,,,In Service,,,,,,,2016,,
1205,,,,,20170322,,1001801176,,Initial AB,,,,,,Engineering,,059,Concrete,0,Central,,20170322,,,Engineering,Surrey,,,Yes,1713-3050-00,,,In Service,,,,,,,2015,,
1206,,,,,20170322,,1001801181,,Initial AB,,,,,,Engineering,,059,Concrete,0,Central,,20170322,,,Engineering,Surrey,,,Yes,1713-3050-00,,,In Service,,,,,,,2015,,
1207,,,,,20160513,,1001877291,,EC,,,,,,Engineering,,,Concrete,0,Central,,20160513,,,Engineering,Surrey,,,,1715-3120-00,,,Proposed,,,,,,,,,
1208,,,,,20160513,,1001877315,,EC,,,,,,Engineering,,,Concrete,1,Island,,20160513,,,Engineering,Surrey,,,,1710-7040-00,,,Proposed,,,,,,,,,
1209,,,,,20160628,,1001881909,,Final AB,,,,,,Translink,,,Concrete,0,Central,,20160628,,,Translink,Translink,,,Yes,IR03,,,In Service,,,,,,,2009,,
1210,,,,,20140505,,1001746269,,,,,,,,Engineering,,,Concrete,1,Island,,,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1211,,,,,20170207,,1001868608,,Initial AB,,,,,,Engineering,,014,Concrete,1,Island,,20170207,,,Engineering,Surrey,,,No,3814-4050-00,,,In Service,,,,,,,2016,,
1212,,,,,20100324,,1001153567,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20100329,,,Engineering,Provincial,,,No,MOTH 71101-2011,,,In Service,,,,,,,2008,,
1213,,,,,20170207,,1001868601,,Initial AB,,,,,,Engineering,,014,Concrete,1,Island,,20170207,,,Engineering,Surrey,,,No,3814-4050-00,,,In Service,,,,,,,2016,,
1214,,,,,20090106,,1001077079,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1215,,,,,20090107,,1001077345,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1216,,,,,20081224,,1001076888,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090216,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1217,,,,,20111215,,1001223838,,,,,,,,Engineering,,,Concrete,0,Central,,20111215,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1218,,,,,20081224,,1001076899,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20140109,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1219,,,,,20081215,,1001075601,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090213,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1220,,,,,20160921,,1001892717,,Final AB,,,,,,Engineering,,128,Concrete,0,Central,,20160921,,,Engineering,Surrey,,,No,7813-0194-00,,,In Service,,,,,,,2016,,
1221,,,,,20131119,,1001719176,None,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20131119,,,Engineering,Surrey,,,Yes,7806-0037-00,,,In Service,,,,,,,2013,,
1222,,,,,20081205,,1000960269,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090303,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1223,,,,,20081212,,1001075063,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20160914,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1224,,,,,20081215,,1001075598,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1225,,,,,20081202,,1000959688,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1226,,,,,20081215,,1001075556,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1227,,,,,20090203,,1001079912,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090203,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1228,,,,,20100125,,1001147591,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100126,,,Engineering,Translink,,,Yes,1R02,,,In Service,,,,,,,2009,,
1229,,,,,20081202,,1000959695,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100226,,,Engineering,Surrey,,,Yes,1705-3110-00,,,In Service,,,,,,,2009,,
1230,,,,,20110209,,1000959807,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20110209,,,Engineering,Surrey,,,Yes,MOTH 71101-1003,,,In Service,,,,,,,2009,,
1231,,,,,20100311,,1001152472,,Final AB,,,,,,Engineering,,,Grass,1,Island,,20110209,,,Engineering,Provincial,,,No,MOTH 71101-1003,,,In Service,,,,,,,2009,,
1232,,,,,20110209,,1001189041,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20110209,,,Engineering,Surrey,,,No,1706-3120-00,,,In Service,,,,,,,2007,,
1233,,,,,20110209,,1001189042,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20110209,,,Engineering,Surrey,,,No,1706-3120-00,,,In Service,,,,,,,2007,,
1234,,,,,20110209,,1001189052,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20110209,,,Engineering,Surrey,,,No,MOTH 71101-1003,,,In Service,,,,,,,2009,,
1235,,,,,20110208,,1001188952,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20110209,,,Engineering,Surrey,,,Yes,MOTH 71101-1003,,,In Service,,,,,,,2009,,
1236,,,,,20081224,,1001076912,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1237,,,,,20081224,,1001076913,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1238,,,,,20081224,,1001076914,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090217,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1239,,,,,20090211,,1001081414,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090211,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1240,,,,,20100225,,1000959658,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100225,,,Engineering,Surrey,,,Yes,1704-3210-00,,,In Service,,,,,,,2009,,
1241,,,,,20081215,,1001075428,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1242,,,,,20081212,,1001075058,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
1243,,,,,20081212,,1001075057,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
