,BARCODE,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,FACILITYID,FENCING_TYPE,GIS_ENTRY_STAGE,HOUSE_NO,INSERVICE_COST,LEGACYID,LIFECYCLE_COST,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MATERIAL,MEDIAN_TYPE,MEDIAN_TYPE2,MODEL,MOD_DATE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OWNER,PARK_LEGACY_ID,PARK_OWNERSHIP,PLANTED,PROJECT_NO,ROAD_CODE,SERIAL_NO,STATUS,STATUS_DATE,STATUS_PARKS,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YR,YRS_LIFE_EXPECTANCY,YTD_COST
0,,,,,20090106,,1001077073,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
1,,,,,20081215,,1001075417,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
2,,,,,20081215,,1001075452,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090316,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
3,,,,,20090202,,1001079832,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090202,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
4,,,,,20081219,,1001076216,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
5,,,,,20110217,,1001189581,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110217,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
6,,,,,20090129,,1001079508,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090129,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
7,,,,,20090210,,1001081207,,Initial AB,,,,,,Engineering,,,Pavers,1,Island,,20110923,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
8,,,,,20090127,,1001079143,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090306,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
9,,,,,20091203,,1001142505,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20091203,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
10,,,,,20081219,,1001076337,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
11,,,,,20090211,,1001081409,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090211,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
12,,,,,20090128,,1001079348,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
13,,,,,20090210,,1001081278,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20101213,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
14,,,,,20090106,,1001077123,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20110511,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
15,,,,,20100316,,1001152684,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20100316,,,Engineering,Provincial,,,No,MOTH 11651-0000,,,In Service,,,,,,,2009,,
16,,,,,20081215,,1001075554,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
17,,,,,20100531,,1001162338,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100531,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
18,,,,,20081223,,1001076763,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090217,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
19,,,,,20111025,,1001216919,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20121219,,,Engineering,Surrey,,,No,7804-0112-00,,,In Service,,,,,,,2008,,
20,,,,,20161207,,1001899248,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20161207,,,Engineering,Surrey,,,No,1713-3150-00,,,In Service,,,,,,,2016,,
21,,,,,20161207,,1001899247,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20161207,,,Engineering,Surrey,,,No,1713-3150-00,,,In Service,,,,,,,2016,,
22,,,,,20161207,,1001899251,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20161207,,,Engineering,Surrey,,,No,1713-3150-00,,,In Service,,,,,,,2016,,
23,,,,,20100127,,1001147770,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20100127,,,Engineering,Translink,,,No,1R03,,,In Service,,,,,,,2009,,
24,,,,,20100127,,1001147771,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20100127,,,Engineering,Translink,,,No,1R03,,,In Service,,,,,,,2009,,
25,,,,,20090203,,1001079846,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20090203,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
26,,,,,20090203,,1001079847,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20090316,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
27,,,,,20100224,,1001150996,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20161207,,,Engineering,Surrey,,,No,1704-3250-00,,,In Service,,,,,,,2010,,
28,,,,,20090203,,1001079861,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090203,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
29,,,,,20090203,,1001079864,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090203,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
30,,,,,20090203,,1001079869,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090203,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
31,,,,,20090127,,1001079158,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090202,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
32,,,,,20090105,,1001077014,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
33,,,,,20090105,,1001077017,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
34,,,,,20090105,,1001077021,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
35,,,,,20090105,,1001077024,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
36,,,,,20101123,,1001182827,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20101123,,,Engineering,Surrey,,,Yes,7805-0034-00,,,In Service,,,,,,,2010,,
37,,,,,20100127,,1001147787,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100127,,,Engineering,Translink,,,No,1R03,,,In Service,,,,,,,2009,,
38,,,,,20100120,,1001147260,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20100120,,,Engineering,Surrey,,,No,1704-3210-00,,,In Service,,,,,,,2009,,
39,,,,,20101115,,1001181572,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20101115,,,Engineering,Surrey,,,No,7805-0401-00,,,In Service,,,,,,,2010,,
40,,,,,20110216,,1001189518,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110216,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
41,,,,,20110216,,1001152398,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110216,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
42,,,,,20090105,,1001077036,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
43,,,,,20090303,,1001083421,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
44,,,,,20081224,,1001076935,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
45,,,,,20100329,,1001153938,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20161019,,,Engineering,Provincial,,,No,MOTH 71101-2011,,,In Service,,,,,,,2008,,
46,,,,,20090128,,1001079349,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
47,,,,,20100329,,1001153940,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20161019,,,Engineering,Provincial,,,No,MOTH 71101-2011,,,In Service,,,,,,,2008,,
48,,,,,20161129,,1001898385,,Final AB,,,,,,Provincial,,,Concrete,0,Central,,20161129,,,Provincial,Provincial,,,No,MOTH 12449-2014,,,In Service,,,,,,,2014,,
49,,,,,20090127,,1001079144,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090316,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
50,,,,,20090127,,1001079142,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
51,,,,,20090202,,1001079724,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090202,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
52,,,,,20090106,,1001077080,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,2009,,
53,,,,,20090105,,1001077027,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
54,,,,,20090107,,1001077352,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20161129,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
55,,,,,20081224,,1001076950,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
56,,,,,20081224,,1001076937,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
57,,,,,20140613,,1001753054,,EC,,,,,,Engineering,,,Concrete,1,Island,,20140613,,,Engineering,Surrey,,,Yes,3813-4110-00,,,Proposed,,,,,,,,,
58,,,,,20161129,,1001898384,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20161129,,,Engineering,Surrey,,,Yes,MOTH 12449-2014,,,In Service,,,,,,,2014,,
59,,,,,20081218,,1001076091,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
60,,,,,20110628,,1001202853,,,,,,,,Engineering,,,Concrete,0,Central,,20110628,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
61,,,,,20110628,,1001202854,,,,,,,,Engineering,,,Concrete,0,Central,,20110628,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
62,,,,,20110628,,1001202887,,,,,,,,Engineering,,,Concrete,0,Central,,20110628,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
63,,,,,20090130,,1001079658,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090316,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
64,,,,,20110628,,1001202917,,,,,,,,Engineering,,,Asphalt,0,Central,,20110628,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
65,,,,,20081202,,1000959693,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20100226,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
66,,,,,20081202,,1000959694,,Final AB,,,,,,Engineering,,,Concrete,1,Island,,20100226,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
67,,,,,20081202,,1000959691,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100226,,,Engineering,Surrey,,,No,1705-3110-00,,,In Service,,,,,,,2009,,
68,,,,,20130821,,1001699362,,,,,,,,,,,Asphalt,0,Central,,20160629,,,,Surrey,,,,,,,In Service,,,,,,,,,
69,,,,,20081218,,1001076038,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
70,,,,,20081218,,1001076083,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
71,,,,,20081218,,1001076084,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
72,,,,,20081218,,1001076086,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
73,,,,,20081218,,1001076087,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
74,,,,,20081218,,1001076088,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
75,,,,,20081218,,1001076090,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
76,,,,,20081223,,1001076755,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090216,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
77,,,,,20131218,,1001721846,,Final AB,,,,,,,,,Concrete,0,Central,,20160630,,,,Provincial,,,,,,,In Service,,,,,,,,,
78,,,,,20090128,,1001079332,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20160704,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
79,,,,,20090205,,1001080273,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090205,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
80,,,,,20090128,,1001079334,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20160704,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
81,,,,,20090202,,1001079831,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20090202,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
82,,,,,20090108,,1001077609,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090317,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
83,,,,,20090106,,1001077143,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090216,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
84,,,,,20090106,,1001077145,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090216,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
85,,,,,20090106,,1001077147,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090216,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
86,,,,,20090106,,1001077148,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090216,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
87,,,,,20090106,,1001077150,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090216,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
88,,,,,20090106,,1001077152,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090216,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
89,,,,,20090114,,1001077786,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090316,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
90,,,,,20090202,,1001079833,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090202,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
91,,,,,20090127,,1001079161,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090202,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
92,,,,,20100622,,1000972449,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20100622,,,Engineering,Provincial,,,No,MOTH 11257,,,In Service,,,,,,,2006,,
93,,,,,20090127,,1001079130,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
94,,,,,20090105,,1001077035,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
95,,,,,20111215,,1001223839,,,,,,,,Engineering,,,Concrete,0,Central,,20111215,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
96,,,,,20090105,,1001076986,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
97,,,,,20100119,,1001147019,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100119,,,Engineering,Surrey,,,Yes,1703-3190-00,,,In Service,,,,,,,2006,,
98,,,,,20100322,,1001153180,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20100329,,,Engineering,Provincial,,,,MOTH 71101-2011,,,In Service,,,,,,,2008,,
99,,,,,20100120,,1001147255,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20111130,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
100,,,,,20180418,,1001996009,,Final AB,,,,,South Surrey Athletic Park,Parks,,123,Concrete,1,Island,,20180418,,,Parks,Surrey,,,Yes,,,,In Service,,,,,,,,,
101,,,,,20180418,,1001996010,,Final AB,,,,,South Surrey Athletic Park,Parks,,,Concrete,1,Island,,20180418,,,Parks,Surrey,,,Yes,,,,In Service,,,,,,,,,
102,,,,,20111214,,1001223833,,,,,,,,Engineering,,,Concrete,0,Central,,20111214,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
103,,,,,20180418,,1001996011,,Final AB,,,,,South Surrey Athletic Park,Parks,,123,Concrete,1,Island,,20180418,,,Parks,Surrey,,,Yes,,,,In Service,,,,,,,,,
104,,,,,20081212,,1001075054,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
105,,,,,20081224,,1001076881,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090216,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
106,,,,,20081224,,1001076903,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090216,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
107,,,,,20100901,,1001171596,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20100901,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
108,,,,,20180418,,1001996013,,Final AB,,,,,South Surrey Athletic Park,Parks,,123,Concrete,1,Island,,20180418,,,Parks,Surrey,,,Yes,,,,In Service,,,,,,,,,
109,,,,,20111116,,1001220805,,,,,,,,Engineering,,,Concrete,0,Central,,20111116,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
110,,,,,20081224,,1001076922,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
111,,,,,20120116,,1001356014,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20120118,,,Engineering,Surrey,,,Yes,7806-0001-00,,,In Service,,,,,,,2011,,
112,,,,,20150717,,1001831332,,,,,,,,Engineering,,,Concrete,1,Island,,20150717,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
113,,,,,20150717,,1001831333,,,,,1001831332,0,,Engineering,,,Concrete,1,Island,,20150717,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,0
114,,,,,20081224,,1001076883,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090217,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
115,,,,,20081215,,1001075563,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090212,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
116,,,,,20081222,,1001076432,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
117,,,,,20081222,,1001076447,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20090317,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
118,,,,,20090209,,1001080864,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090209,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
119,,,,,20090209,,1001080866,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
120,,,,,20090209,,1001080875,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090209,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
121,,,,,20141223,,1001799935,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20151028,,,Engineering,Surrey,,,No,7811-0053-00,,,In Service,,,,,,,2014,,
122,,,,,20090209,,1001080968,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090209,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
123,,,,,20090209,,1001080932,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20151028,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
124,,,,,20090209,,1001080969,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090209,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
125,,,,,20090209,,1001080914,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20151028,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
126,,,,,20090209,,1001080920,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20151028,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
127,,,,,20090209,,1001080906,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090209,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
128,,,,,20090209,,1001080971,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090209,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
129,,,,,20090209,,1001080972,,Initial AB,,,,,,Engineering,,,Pavers,0,Central,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
130,,,,,20090209,,1001080973,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20090209,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
131,,,,,20090209,,1001080966,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20090209,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
132,,,,,20090209,,1001080967,,Initial AB,,,,,,Engineering,,,Concrete,0,Central,,20090209,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
133,,,,,20081212,,1001075106,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090306,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
134,,,,,20081215,,1001075602,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090302,,,Engineering,Surrey,,,,,,,In Service,,,,,,,,,
135,,,,,20081215,,1001075586,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
136,,,,,20081218,,1001076105,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20130823,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
137,,,,,20081218,,1001076106,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20130823,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
138,,,,,20090127,,1001079128,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
139,,,,,20100226,,1001151237,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20100226,,,Engineering,Surrey,,,,,,,In Service,,,,,,,,,
140,,,,,20090306,,1001083891,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090306,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
141,,,,,20081224,,1001076906,,Initial AB,,,,,,Engineering,,,Asphalt,1,Island,,20090306,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
142,,,,,20081215,,1001075453,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090306,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
143,,,,,20081215,,1001075445,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090306,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
144,,,,,20081224,,1001076965,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090303,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
145,,,,,20081224,,1001076966,,Initial AB,,,,,,Engineering,,,Grass,0,Central,,20090316,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
146,,,,,20090106,,1001077101,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
147,,,,,20090106,,1001077103,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090302,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
148,,,,,20090106,,1001077104,,Initial AB,,,,,,Engineering,,,Asphalt,0,Central,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
149,,,,,20090106,,1001077097,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
150,,,,,20081224,,1001076959,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090302,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
151,,,,,20081218,,1001076109,,Initial AB,,,,,,Engineering,,,Grass,1,Island,,20090317,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
152,,,,,20110314,,1001191000,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110314,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
153,,,,,20110314,,1001191024,,,,,,,,Engineering,,,Concrete,0,Central,,20110314,,,Engineering,Surrey,,,Yes,,,,In Service,,,,,,,,,
154,,,,,20110315,,1001191281,,Final AB,,,,,,Engineering,,,Asphalt,1,Island,,20110315,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
155,,,,,20110315,,1001191295,,,,,,,,Engineering,,,Asphalt,1,Island,,20110315,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
156,,,,,20110315,,1001191296,,,,,,,,Engineering,,,Asphalt,1,Island,,20110315,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
157,,,,,20110315,,1001191297,,Final AB,,,,,,Engineering,,,Asphalt,0,Central,,20110315,,,Engineering,Provincial,,,No,MOTH 71101-1004,,,In Service,,,,,,,2009,,
158,,,,,20090205,,1001080326,,Initial AB,,,,,,Engineering,,,Concrete,1,Island,,20090205,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
159,,,,,20110712,,1001203897,,,,,,,,Engineering,,,Concrete,0,Central,,20170814,,,Engineering,Surrey,,,No,,,,In Service,,,,,,,,,
160,,,,,20100528,,1001162057,,Final AB,,,,,,Engineering,,,Concrete,0,Central,,20170815,,,Engineering,Surrey,,,Yes,1709-3010-00,,,In Service,,,,,,,2011,,
