,FACILITYID,DESCRIPTION,LOCATION,PARK_NAME,LIGHT_NO,PARK_LIGHT_TYPE,NUMBER_OF_LIGHTS,HEIGHT_M,BULB_TYPE,BULB_WATTAGE,LIGHT_AMPERAGE,CANDLE_POWER,LIGHT_ACTIVATION_TYPE,SWITCH_CONTROL_LOCATION,LIGHTING_STANDARD_TYPE,BASE_TYPE,SERVICE_LEVEL,COMMENTS,HOUSE_NO,ROAD_CODE,MAP_PAGE,STATUS,STATUS_DATE,PARK_OWNERSHIP,MAINTENANCE_RESPONSIBILITY,OPERATIONAL_RESPONSIBILITY,WORK_ASSIGNMENT,INSERVICE_DATE,INSERVICE_COST,CONDITION,CONDITIONDATE,YRS_LIFE_EXPECTANCY,WARRANTYDATE,WARRANTY_PROVIDER,VENDOR,MAKE,MODEL,SERIAL_NO,BARCODE,LEGACYID,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,STRUCTURES_INSPECTION_ROUTE,CRE_DATE,MOD_DATE,Latitude,Longitude
15,1001438179,"Building Exterior Light; Bear Creek Park, 13750 88 Ave","In the park, Light ref 81",Bear Creek Park,81,Building Exterior,,,,,,,,,,,,,13750,08800,042,OPERATING,20040812112500,,Parks,Parks,,19990429,0,,,,,,,,,,,0724-000001117,"Bear Creek Park, 13750 88 Ave",Park,,,,49.161269,-122.835348
16,1001438180,"Parking Lot Light; Bear Creek Park, 13750 88 Ave","In the park, Light ref 82",Bear Creek Park,82,Parking Lot,,,,,,,,,,,,,13750,08800,042,OPERATING,20060711154400,,Parks,Parks,,20060701,0,,,,,,,,,,,0724-000001938,"Bear Creek Park, 13750 88 Ave",Park,,,,49.161269,-122.835286
17,1001438181,"Building Exterior Light; Lionel Courchene Park, 9900 154 St","In the park, Light ref 1",Lionel Courchene Park,1,Building Exterior,,,,,,,,,,,,,09900,15400,024,OPERATING,20040813084200,,Parks,Parks,,19831025,0,,,,,,,,,,,0724-000001505,"Lionel Courchene Park, 9900 154 St",Park,,,,49.182142,-122.795390
18,1001438182,"Building Exterior Light; Lionel Courchene Park, 9900 154 St","In the park, Light ref 2",Lionel Courchene Park,2,Building Exterior,,,,,,,,,,,,,09900,15400,024,OPERATING,20040813084300,,Parks,Parks,,19831025,0,,,,,,,,,,,0724-000001506,"Lionel Courchene Park, 9900 154 St",Park,,,,49.182105,-122.795426
19,1001438183,"Building Exterior Light; Lionel Courchene Park, 9900 154 St","In the park, Light ref 3",Lionel Courchene Park,3,Building Exterior,,,,,,,,,,,,,09900,15400,024,OPERATING,20040813084300,,Parks,Parks,,19831025,0,,,,,,,,,,,0724-000001507,"Lionel Courchene Park, 9900 154 St",Park,,,,49.182048,-122.795431
20,1001438250,"Building Exterior Light; South Surrey/White Rock Pool Grounds, 14655 17 Ave","In the park, Light ref 22",South Surrey Pool,22,Building Exterior,,,,,,,,,,,,,14655,01700,123,OPERATING,,,Parks,Parks,,19811012,,,,,,,,,,,,0724-000001474,"South Surrey/White Rock Pool Grounds, 14655 17 Ave",,,,20140505,49.033538,-122.815996
21,1001438251,"Building Exterior Light; South Surrey/White Rock Pool Grounds, 14655 17 Ave","In the park, Light ref 23",South Surrey Pool,23,Building Exterior,,,,,,,,,,,,,14655,01700,123,OPERATING,,,Parks,Parks,,19811012,,,,,,,,,,,,0724-000001475,"South Surrey/White Rock Pool Grounds, 14655 17 Ave",,,,20140505,49.033514,-122.816054
22,1001438252,"Building Exterior Light; South Surrey/White Rock Pool Grounds, 14655 17 Ave","In the park, Light ref 24",South Surrey Pool,24,Building Exterior,,,,,,,,,,,,,14655,01700,123,OPERATING,,,Parks,Parks,,19811012,,,,,,,,,,,,0724-000001476,"South Surrey/White Rock Pool Grounds, 14655 17 Ave",,,,20140505,49.033497,-122.816176
23,1001438253,"Path Light; Sunnyside Acres Urban Forest Park, 2598 - 144 St","In the park, Light ref 1",Sunnyside Acres,1,Path,,,,,,,,,,,,,02598,14400,113,OPERATING,,,Parks,Parks,,19880727,,,,,,,,,,,,0724-000001808,"Sunnyside Acres Urban Forest Park, 2598 144 St",Park,,20140428,,49.052261,-122.812536
24,1001438254,"Path Light; Sunnyside Acres Urban Forest Park, 2598 - 144 St","In the park, Light ref 2",Sunnyside Acres,2,Path,,,,,,,,,,,,,02598,14400,113,OPERATING,,,Parks,Parks,,19880727,,,,,,,,,,,,0724-000001809,"Sunnyside Acres Urban Forest Park, 2598 144 St",Park,,20140428,,49.052360,-122.812650
25,1001438255,"Path Light; Sunnyside Acres Urban Forest Park, 2598 - 144 St","In the park, Light ref 3",Sunnyside Acres,3,Path,,,,,,,,,,,,,02598,14400,113,OPERATING,,,Parks,Parks,,19880727,,,,,,,,,,,,0724-000001810,"Sunnyside Acres Urban Forest Park, 2598 144 St",Park,,20140428,,49.052456,-122.812533
26,1001438256,"Path Light; Sunnyside Acres Urban Forest Park, 2598 - 144 St","In the park, Light ref 4",Sunnyside Acres,4,Path,,,,,,,,,,,,,02598,14400,113,OPERATING,,,Parks,Parks,,19880727,,,,,,,,,,,,0724-000001811,"Sunnyside Acres Urban Forest Park, 2598 - 144 St",Park,,20140429,,49.052402,-122.811848
27,1001438555,"Path Light; Holland Park, 13428 Old Yale Road","In the park, Light ref 82",Holland Park,82,Path,,,,,,,,,,,,,13428,80103,021,OPERATING,20090811134400,,Parks,Parks,,20071005,0,,,,,,,,,,,0724-000002105,"Holland Park, 13428 Old Yale Road",Park,,20081023,20081023,49.183740,-122.848244
28,1001438556,"Path Light; Holland Park, 13428 Old Yale Road","In the park, Vertical Wall Light ref 83",Holland Park,83,Path,,,,,,,,,,,,,13428,80103,021,OPERATING,20090811134400,,Parks,Parks,,20071005,0,,,,,,,,,,,0724-000002106,"Holland Park, 13428 Old Yale Road",Park,,20081023,20081023,49.183892,-122.845758
