,STATUS,YR,ELEVATION,X_COORD,Y_COORD,GCM_NO,TABLET_MARKING,MONUMENT_TYPE,WEBLINK,Latitude,Longitude
558,Active,1964,72.886,511270.586,5450175.485,924167,5389,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5389.tif,49.204270,-122.845276
559,Active,1979,63.888,510015.188,5445550.668,878785,79H0026,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0026.tif,49.162691,-122.862625
560,Active,1968,102.048,508008.084,5446220.993,564153,8754,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8754.tif,49.168750,-122.890142
561,Active,1979,82.084,515318.288,5447971.934,564237,79H0011,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0011.tif,49.184361,-122.789792
562,Active,1979,51.744,516134.085,5447973.02,806836,79H0022,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0022.tif,49.184350,-122.778597
563,Destroyed,2973,77.049,511249.379,5447646.302,807040,8745, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8745.tif,49.181520,-122.845637
564,Active,1968,88.041,509637.201,5442755.236,785725,5844,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5844.tif,49.137551,-122.867877
565,Active,1968,79.317,515319.005,5448776.594,456939,5198,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5198.tif,49.191599,-122.789752
566,Destroyed,1968,79.507,510464.857,5441162.752,595777,5846, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5846.tif,49.123212,-122.856571
567,Active,1964,97.797,514093.328,5447133.727,596494,5288,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5288.tif,49.176851,-122.806631
568,Active,1964,24.376,509276.162,5449480.947,853838,5350,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5350.tif,49.198056,-122.872671
569,Active,1978,67.398,513266.117,5442338.716,841528,8771,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8771.tif,49.133736,-122.818139
570,Active,1978,85.25,510053.549,5441527.899,419705,8776,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8776.tif,49.126504,-122.862199
571,Active,1964,71.637,511161.905,5450056.959,516153,5403,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5403.tif,49.203206,-122.846771
572,Destroyed,1968,99.228,509643.269,5440706.245,516229,5842, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5842.tif,49.119119,-122.867842
573,Destroyed,1980,5.247,508678.322,5448787.11,516260,8732, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8732.tif,49.191824,-122.880892
574,Destroyed,1968,80.71,516119.778,5450386.061,516864,5279, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5279.tif,49.206056,-122.778697
575,Destroyed,1966,75.207,511057.312,5442315.39,719229,5224, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5224.tif,49.133570,-122.848419
576,Destroyed,1966,69.613,514523.75,5433240.923,646414,5648, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5648.tif,49.051870,-122.801226
577,Destroyed,1964,83.972,509213.567,5445966.327,577387,5512, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5512.tif,49.166442,-122.873611
578,Destroyed,1964,41.239,512335.454,5451219.727,578682,5399, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5399.tif,49.213643,-122.830625
579,Destroyed,1980,89.99,508415.621,5443267.836,579029,80H2029, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2029.tif,49.142180,-122.884613
580,Destroyed,1968,48.533,512082.844,5441499.648,423731,5449, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5449.tif,49.126213,-122.834385
581,Destroyed,1964,0.665,515332.18,5440700.462,301234,5008, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5008.tif,49.118952,-122.789878
582,Active,1968,26.538,517313.702,5429324.986,301838,5762,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5762.tif,49.016572,-122.763209
583,Active,1964,94.885,517753.994,5431752.062,261222,5180,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5180.tif,49.038392,-122.757082
584,Active,1974,14.783,522239.918,5445995.508,963793,8679,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8679.tif,49.166371,-122.694920
585,Active,1966,31.228,514165.429,5442338.715,776989,5450,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5450.tif,49.133716,-122.805811
586,Active,1964,66.561,513273.526,5445574.236,406348,5556,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5556.tif,49.162841,-122.817931
587,Active,1987,96.661,513650.366,5449576.307,71563,86H1270,ISA-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1270.tif,49.198832,-122.812626
588,Active,1986,50.662,522882.266,5443977.039,520262,86H1301,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1301.tif,49.148191,-122.686223
589,Destroyed,1982,38.211,520728.664,5447169.019,877126,81H4525, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/81H4525.tif,49.176980,-122.715590
590,Destroyed,1964,85.118,510053.503,5441526.71,870386,5445, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5445.tif,49.126493,-122.862200
591,Destroyed,1964,53.34,510831.166,5445953.455,444083,5513, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5513.tif,49.166300,-122.851422
592,Destroyed,1964,71.434,511252.549,5443124.049,444281,5575, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5575.tif,49.140841,-122.845720
593,Active,1968,52.344,516130.569,5447768.052,558494,5275,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5275.tif,49.182506,-122.778654
594,Active,1968,60.239,516127.977,5443958.121,558726,5269,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5269.tif,49.148235,-122.778842
595,Destroyed,1964,81.37,509620.548,5446339.943,558841,5054, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5054.tif,49.169797,-122.868019
596,Active,1964,86.799,509628.354,5447159.911,559104,5055,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5055.tif,49.177173,-122.867893
597,Active,1980,84.607,509990.282,5443381.502,559146,80H2026,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2026.tif,49.143179,-122.863020
598,Active,1964,98.132,511749.103,5449994.168,559211,5387,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5387.tif,49.202630,-122.838712
599,Destroyed,1963,5.327,514522.374,5440706.482,538439,3130, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/3130.tif,49.119025,-122.800976
600,Active,1968,23.167,522961.095,5439873.687,36707,5764,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5764.tif,49.111277,-122.685376
601,Destroyed,1967,3.063,520144.839,5438250.638,26658,5823, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5823.tif,49.096776,-122.724046
602,Destroyed,1986,46.107,510481.986,5433794.878,109918,86H1258, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1258.tif,49.056935,-122.856527
603,Active,1966,39.046,512891.204,5441499.523,130336,5040,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5040.tif,49.126196,-122.823305
604,Active,1971,68.226,512888.502,5442106.135,141077,8615,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8615.tif,49.131652,-122.823323
605,Destroyed,1972,93.708,511298.442,5431120.767,319350,8625, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8625.tif,49.032865,-122.845427
606,Active,1973,108.009,512686.823,5448352.38,795534,8666,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8666.tif,49.187843,-122.825891
607,Active,1968,63.371,518416.205,5447971.404,796326,5708,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5708.tif,49.184271,-122.747281
608,Active,1978,74.39,512600.101,5442333.217,782094,8770,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8770.tif,49.133701,-122.827269
609,Active,1964,43.523,520942.146,5432573.94,802926,5171,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5171.tif,49.045685,-122.713418
610,Destroyed,1964,71.476,511600.445,5447146.606,475897,5290, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5290.tif,49.177019,-122.840835
611,Destroyed,1964,46.096,517753.371,5430941.096,752626,5102, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5102.tif,49.031097,-122.757126
612,Destroyed,1966,25.849,512875.735,5443949.87,752741,5036, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5036.tif,49.148238,-122.823439
613,Destroyed,1973,1.2,519335.374,5444754.924,679654,8715, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8715.tif,49.155310,-122.734822
614,Destroyed,1966,3.103,509656.565,5450391.544,681049,5787, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5787.tif,49.206242,-122.867428
615,Destroyed,1964,35.098,519542.266,5430957.793,698159,5753, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5753.tif,49.031193,-122.732652
616,Active,1973,37.64,520938.618,5446200.443,991125,8716,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8716.tif,49.168260,-122.712760
617,Destroyed,1968,6.901,519333.394,5439882.79,991885,5052, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5052.tif,49.111484,-122.735083
618,Active,1980,70.104,510822.497,5446804.667,124982,80H2080,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2080.tif,49.173957,-122.851518
619,Active,1966,85.756,509233.693,5441901.222,125260,5805,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5805.tif,49.129875,-122.873428
620,Destroyed,1986,43.823,517747.741,5444521.175,125351,86H1261, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1261.tif,49.153255,-122.756606
621,Active,1972,48.473,520940.324,5446512.622,125963,8642,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8642.tif,49.171068,-122.712720
622,Active,1964,3.492,519241.7,5450748.191,736215,5976,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5976.tif,49.209224,-122.735820
623,Active,2000,3.945,519359.374,5448778.558,245928,92H0861,SBM-G,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/92H0861.tif,49.191503,-122.734300
624,Active,1977,0.968,519299.832,5436860.216,594853,77C183,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C183.tif,49.084295,-122.735687
625,Destroyed,1977,10.113,522505.326,5447636.874,456269,77C205, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C205.tif,49.181126,-122.691187
626,Destroyed,1966,88.101,510457.393,5439506.841,387241,5144, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5144.tif,49.108317,-122.856716
627,Destroyed,1977,15.443,517736.654,5427944.068,231241,77C057, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C057.tif,49.004138,-122.757485
628,Active,1977,2.2,519289.349,5434278.313,249813,77C182,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C182.tif,49.061071,-122.735954
629,Active,1977,59.214,511177.489,5446873.743,160259,77C194,FBM,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/77C194.tif,49.174572,-122.846645
630,Destroyed,1968,13.42,516133.582,5434156.706,815589,5732, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5732.tif,49.060067,-122.779157
631,Destroyed,1964,98.188,508403.931,5446398.167,795211,5315, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5315.tif,49.170338,-122.884708
632,Active,1971,75.436,510443.778,5443656.843,393223,5926,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5926.tif,49.145648,-122.856795
633,Active,1975,6.964,509084.124,5433483.506,187682,8744,SBM-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8744.tif,49.054156,-122.875668
634,Active,1980,64.28,510035.872,5445809.287,188375,80H2034,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2034.tif,49.165017,-122.862335
635,Active,1966,75.115,508207.145,5447758.477,528992,5800,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5800.tif,49.182577,-122.887380
636,Active,1980,78.859,510000.357,5449584.092,554980,80H2047,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2047.tif,49.198973,-122.862728
637,Destroyed,1966,32.781,509148.139,5438443.517,531657,5248, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5248.tif,49.098773,-122.874679
638,Active,1966,81.065,512108.968,5430937.763,502807,5469,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5469.tif,49.031204,-122.834343
639,Active,1972,105.994,513466.653,5448761.044,441758,8638,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8638.tif,49.191503,-122.815175
640,Destroyed,1968,65.571,512070.325,5443133.822,441865,5220, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5220.tif,49.140913,-122.834508
641,Destroyed,1973,79.323,511059.335,5448937.468,389668,8718, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8718.tif,49.193138,-122.848210
642,Active,1971,54.262,520561.532,5439650.127,344507,5944,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5944.tif,49.109351,-122.718267
643,Active,1973,66.724,521375.09,5442328.553,337253,8790,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8790.tif,49.133416,-122.706977
644,Active,1964,60.8,506745.443,5447149.903,337337,5300,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5300.tif,49.177121,-122.907448
645,Active,1968,66.57,509400.042,5439075.921,271528,5244,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5244.tif,49.104458,-122.871214
646,Active,1980,81.982,510888.386,5433084.545,271718,80H2073,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2073.tif,49.050538,-122.850984
647,Active,1984,52.054,510039.876,5433541.759,225888,84H0604,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/84H0604.tif,49.054665,-122.862585
648,Active,1968,94.794,508005.67,5445193.754,133926,8757,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8757.tif,49.159510,-122.890196
649,Destroyed,1964,57.051,511244.422,5443936.456,134056,5574, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5574.tif,49.148149,-122.845809
650,Active,1964,86.597,515890.779,5445572.431,336230,5257,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5257.tif,49.162762,-122.782031
651,Active,1966,43.585,512878.635,5444488.238,621250,5035,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5035.tif,49.153080,-122.823382
652,Destroyed,1980,61.457,511280.74,5441504.492,355719,80H2097, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2097.tif,49.126272,-122.845379
653,Active,1968,6.97,518782.792,5439474.761,296368,5829,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5829.tif,49.107830,-122.742647
654,Active,1971,20.199,522551.812,5447009.165,723551,5942,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5942.tif,49.175478,-122.690584
655,Active,1979,91.806,514515.053,5447540.734,407239,79H0017,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/79H0017.tif,49.180502,-122.800830
656,Active,1968,69.302,509306.704,5447723.803,408476,5304,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5304.tif,49.182250,-122.872293
657,Destroyed,1964,36.817,512771.595,5451207.993,793422,5411, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5411.tif,49.213529,-122.824637
658,Active,1968,62.265,519065.022,5447971.323,512228,5851,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5851.tif,49.184251,-122.738378
659,Active,1971,105.776,512276.475,5448557.4,512293,8654,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8654.tif,49.189696,-122.831516
660,Active,1971,95.345,508406.599,5446783.828,934539,8791,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8791.tif,49.173807,-122.884664
661,Active,,50.38,516132.242,5448272.405,530386,5276,,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5276.tif,49.187044,-122.778598
662,Destroyed,1968,100.869,508011.003,5446421.897,956912,8753, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8753.tif,49.170557,-122.890098
663,Destroyed,1964,88.345,510460.131,5448772.494,210450,5150, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5150.tif,49.191665,-122.856438
664,Active,1966,26.711,509313.226,5433440.432,165555,5492,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5492.tif,49.053765,-122.872533
665,Active,1964,90.974,508801.789,5447158.467,949008,5294,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5294.tif,49.177172,-122.879234
666,Active,1986,15.887,517730.366,5428662.656,766543,86H1282,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/86H1282.tif,49.010602,-122.757540
667,Active,1964,75.117,512742.794,5450811.6,767293,5406,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5406.tif,49.209964,-122.825045
668,Active,1968,95.469,511483.787,5449424.438,767764,5361,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5361.tif,49.197511,-122.842370
669,Active,1981,75.407,511079.868,5442306.26,767905,81H4538,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/81H4538.tif,49.133488,-122.848110
670,Active,1980,90.856,510704.371,5447957.854,705632,80H2057,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/80H2057.tif,49.184332,-122.853108
671,Active,1964,96.525,512194.341,5450551.125,660779,5395,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5395.tif,49.207632,-122.832583
672,Active,1973,94.47,510467.495,5448338.728,661769,8734,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8734.tif,49.187763,-122.856348
673,Active,1968,45.152,509152.149,5438625.273,439992,5247,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5247.tif,49.100408,-122.874620
674,Active,1964,96.943,508005.691,5443978.496,4481,5137,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5137.tif,49.148578,-122.890220
675,Destroyed,1968,98.633,508004.997,5445593.482,340158,8756, ,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/8756.tif,49.163105,-122.890197
676,Active,1971,30.507,506682.795,5447467.318,637512,5901,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5901.tif,49.179977,-122.908302
677,Active,1968,35.082,509008.723,5438444.56,640250,5249,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5249.tif,49.098784,-122.876589
678,Active,1971,88.82,509324.325,5443539.477,662049,5921,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5921.tif,49.144610,-122.872148
679,Active,1968,46.347,520646.481,5446402.023,717660,5678,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5678.tif,49.170083,-122.716757
680,Active,1968,42.759,520136.721,5447168.64,718213,5074,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5074.tif,49.176996,-122.723712
681,Active,1968,2.529,509139.088,5438236.682,731893,5252,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5252.tif,49.096912,-122.874808
682,Active,1963,83.889,509641.183,5448382.31,,,,,49.188168,-122.867687
683,Active,1964,103.011,511969.187,5449982.593,293126,5383,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5383.tif,49.202522,-122.835691
684,Active,1971,100.678,510329.732,5447965.694,334409,5908,ISA-T,http://cosmos.surrey.ca/geo_ref/Images/Cadastre/MonumentSketches/5908.tif,49.184409,-122.858248
