,ANCILLARYROLE,ENABLED,ASSEMBLY_TYPE,ASSEMBLY_TYPE2,BLOWOFF_TYPE,FACILITYID,LEGACYID,NODE_NO,CHAMBER1_SIZE,CHAMBER1_MATERIAL,CHAMBER2_SIZE,CHAMBER2_MATERIAL,VALVE_TYPE,VALVE_SIZE,VALVE_MAKE,VALVE_MODEL,VALVE_MATERIAL,VALVE_LOCATION,BFP_TYPE,BFP_SIZE,AIR_VALVE_TYPE,AIR_VALVE_SIZE,AIR_VALVE_MAKE,AIR_VALVE_MODEL,AIR_VALVE_MATERIAL,AIR_VALVE_LOCATION,DRAIN_SYSTEM,EXTERNAL_VENTING,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
527,,1,0,Air Valve,,1000277688,10010,1680508835,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,168 ST & 88 AVE,,Initial AB,,,,,,20020430,20141231,49.162730,-122.756563
528,,1,0,Air Valve,,1000277681,10003,1672008084,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,FRASER HWY & 167 ST,,Initial AB,,,,,,20020430,20141231,49.149154,-122.758965
529,,1,0,Air Valve,,1000277623,9943,1639708397,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,84 AVE & 164 ST,,Initial AB,,,,,,20020430,20141231,49.154841,-122.767838
530,,1,0,Air Valve,,1000265649,15995,1435605554,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,RIDGE CR & 55A AVE,,Initial AB,,,,,,20020502,20141231,49.103486,-122.824333
531,,1,0,Air Valve,,1000265643,15986,1399705464,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,140 ST & 55 AVE,,Initial AB,,,,,,20020502,20141231,49.101870,-122.834228
532,,1,0,Air Valve,,1000265624,15967,1321805471,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,132 ST & 55 AVE,,Initial AB,,,,,,20020502,20141231,49.102024,-122.855704
533,,1,0,Air Valve,,1000265621,15964,1338805507,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,134 ST & 55 AVE,,Initial AB,,,,,,20020502,20141231,49.102673,-122.851025
534,,1,0,Air Valve,,1001811268,,1332411614,,,,,,,,,,,,,,,,,,,,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,20150304,20150304,49.213185,-122.852448
535,,1,0,Air Valve,,1000270177,16186,1442604040,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.076094,-122.822492
536,,1,0,Air Valve,,1000270452,5803,1520910713,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,FERGUSON DIV & GUILDFORD DR,,Initial AB,,,,,,20020426,20141231,49.196802,-122.800455
537,,1,2,Blowoff,,1000277839,21807,1675508382,,,,,,50,,,,,,,,,,,,,,,In Service,7895-0249-00,2000,Surrey,,,Final AB,,,,,,20030410,20071221,49.154533,-122.757965
538,,1,2,Blowoff,,1000277842,21812,1624008789,,,,,,50,,,,,,,,,,,,,,,In Service,7896-0289-00,1998,Surrey,,,Final AB,,,,,,20030411,20071221,49.161935,-122.772141
539,,1,2,Blowoff,,1000277858,22330,1629808367,,,,,,50,,,,,,,,,,,,,,,In Service,7891-0391-00,1994,Surrey,,,Final AB,,,,,,20030616,20081010,49.154287,-122.770584
540,,1,2,Blowoff,,1000277869,22802,1647708716,,,,,,50,,,,,,,,,,,,,,,In Service,7894-0176-00,2003,Surrey,,,Final AB,,,,,,20030903,,49.160592,-122.765609
541,,1,2,Blowoff,,1000277874,23025,1626208388,,,,,,50,,,,,,,,,,,,,,,In Service,7802-0097-00,2003,Surrey,,,Final AB,,,,,,20040202,,49.154676,-122.771572
542,,1,0,Air Valve,,1000270407,5758,1444910917,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,144A ST & 109 AVE,,Initial AB,,,,,,20020426,20141231,49.200520,-122.821412
543,,1,2,Blowoff,,1001077628,,1575810980,150,PVC,,,Gate,50,,,DI,,,,,,,,,,,,In Service,,1999,Surrey,,,Final AB,,,,,,20090109,20090213,49.201610,-122.785268
544,,1,2,Blowoff,,1001075754,,1439806159,,CO,,,,50,,,DI,,,50,,,,,,,,,In Service,7806-0219-00,2008,Surrey,,,Final AB,,,,,,20081216,,49.114436,-122.823147
545,,1,2,Blowoff,,1000278425,21737,1877006675,,,,,,50,,,,,,,,,,,,,,,In Service,7800-0190-00,2003,Surrey,,,Final AB,,,,,,20030326,,49.123520,-122.702573
546,,1,2,Blowoff,,1000278426,21738,1876306604,,,,,,50,,,,,,,,,,,,,,,In Service,7800-0190-00,2003,Surrey,,,Final AB,,,,,,20030326,,49.122232,-122.702769
547,,1,2,Blowoff,,1000278447,22372,1884906991,,,,,,50,,,,,,,,,,,,,,,In Service,7801-0198-00,2002,Surrey,,,Final AB,,,,,,20030626,,49.129243,-122.700349
548,,1,0,Air Valve,,1000270450,5801,1520310624,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,152 ST & LINCOLN DR,,Initial AB,,,,,,20020426,20141231,49.195200,-122.800634
549,,1,0,Air Valve,,1000270445,5796,1442710415,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,144 ST & 104 AVE,,Initial AB,,,,,,20020426,20141231,49.191446,-122.822069
550,,1,0,Air Valve,,1000270443,5794,1478410422,150,PVC,,,,25,,,,,,,,25,,,DI,,,,In Service,0065,1966,Surrey,148 ST & 104 AVE,,Final AB,,,,,,20020426,20141231,49.191558,-122.812197
551,,1,0,Air Valve,,1000270440,5791,1501010424,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,104 AVE & 150 ST,,Final AB,,,,,,20020426,20141231,49.191573,-122.805976
552,,1,0,Air Valve,,1000270436,5787,1469410493,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,104A AVE & 147 ST,,Final AB,,,,,,20020426,20141231,49.192844,-122.814677
553,,1,0,Air Valve,,1000270425,5776,1477010581,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,148 ST & 105A AVE,,Initial AB,,,,,,20020426,20141231,49.194434,-122.812587
554,,1,0,Air Valve,,1000270418,5769,1479911097,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,148 ST & 111 AVE,,Initial AB,,,,,,20020426,20141231,49.203764,-122.811747
555,,1,0,Air Valve,,1000270413,5764,1459410840,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,146 ST & 108 AVE,,Initial AB,,,,,,20020426,20141231,49.199125,-122.817413
556,,1,0,Air Valve,,1000270490,5841,1499811229,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,150 ST & ROBIN CR,,Initial AB,,,,,,20020426,20141231,49.206149,-122.806239
557,,1,0,Air Valve,,1000270489,5840,1508411202,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,151 ST & 112 AVE,,Initial AB,,,,,,20020426,20141231,49.205660,-122.803856
558,,1,0,Air Valve,,1000272272,12900,1487406422,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.119178,-122.809990
559,,1,0,Air Valve,,1000272273,12901,1493206422,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.119166,-122.808401
560,,1,0,Air Valve,,1000262239,22606,1178410779,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,TIMBERLAND RD & CANADIAN NATIONAL (SWM) RWY,,Initial AB,,,,,,20030708,20141231,49.198124,-122.895019
561,,1,0,Air Valve,,1000262243,22610,1191810905,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,120 ST & 109 AVE,,Initial AB,,,,,,20030708,20141231,49.200391,-122.891316
562,,1,2,Blowoff,,1000830621,,1619709685,,,,,,50,,,,,,,,,,,,,,,In Service,7803-0405-00,2007,Surrey,,,Final AB,,,,,,20070831,20070831,49.178152,-122.773263
563,,1,0,Air Valve,,1000276978,6549,1302909215,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,92 AVE & PRINCE CHARLES BLVD,,Initial AB,,,,,,20020429,20141231,49.169777,-122.860721
564,,1,0,Air Valve,,1000275969,14339,1458905937,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.110403,-122.817884
565,,1,0,Air Valve,,1000275988,14361,1500206156,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.114361,-122.806493
566,,1,0,Air Valve,,1000275992,14365,1519906218,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.115465,-122.801049
567,,0,0,Air Valve,,1000275993,14366,1520006051,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20081107,49.112450,-122.801032
568,,1,0,Air Valve,,1000275994,14367,1520006146,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.114170,-122.801035
569,,1,0,Air Valve,,1000276976,6547,1299609298,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,PRINCE CHARLES BLVD & 92A AVE,,Initial AB,,,,,,20020429,20141231,49.171290,-122.861615
570,,1,0,Air Valve,,1000276972,6543,1305709270,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,PRINCE CHARLES BLVD & APPLEHILL CR,,Initial AB,,,,,,20020429,20141231,49.170782,-122.859956
571,,1,0,Air Valve,,1000276966,6537,1301809493,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,130A ST & 95 AVE,,Initial AB,,,,,,20020429,20141231,49.174806,-122.861010
572,,1,0,Air Valve,,1000276956,6527,1300509564,,,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,130A ST & 95 AVE,,Initial AB,,,,,,20020429,20141231,49.176101,-122.861366
573,,1,0,Air Valve,,1000276952,6523,1322209027,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,90 AVE & BEN NEVIS CR,,Initial AB,,,,,,20020429,20141231,49.166368,-122.855390
574,,1,0,Air Valve,,1000276935,6506,1317109612,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,132 ST & 96 AVE,,Initial AB,,,,,,20020429,20141231,49.176971,-122.856783
575,,1,0,Air Valve,,1000276931,6502,1339908906,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,134 ST & 89 AVE,,Initial AB,,,,,,20020429,20141231,49.164176,-122.850524
576,,1,0,Air Valve,,1000276928,6499,1344508899,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,88A AVE & 134B ST,,Initial AB,,,,,,20020429,20141231,49.164044,-122.849246
577,,1,0,Air Valve,,1000276921,6492,1350609179,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,91 AVE & 135A ST,,Initial AB,,,,,,20020429,20141231,49.169109,-122.847560
578,,1,0,Air Valve,,1000276916,6486,1337509130,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,91 AVE & 134 ST,,Initial AB,,,,,,20020429,20141231,49.168229,-122.851162
579,,1,0,Air Valve,,1000276898,6468,1321609336,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,92B AVE & 132A ST,,Initial AB,,,,,,20020429,20141231,49.171974,-122.855549
580,,1,0,Air Valve,,1000276895,6465,1328209466,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,133A ST & SUTTON PL,,Initial AB,,,,,,20020429,20141231,49.174308,-122.853712
581,,1,0,Air Valve,,1000276892,6462,1328309505,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,133 ST & 95 AVE,,Initial AB,,,,,,20020429,20141231,49.175024,-122.853692
582,,0,0,Air Valve,,1000276187,20843,1303711043,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Final AB,,,,,,20020918,20111201,49.202868,-122.860395
583,,1,2,Blowoff,,1001179942,,1246809035,,,,,,100,,,,,,,,,,,,,,,In Service,1207-5570-00,2010,Surrey,,,Final AB,,,,,,20101103,20111202,49.166543,-122.876209
584,,1,2,Blowoff,,1000273200,20302,1577202334,,,,,,50,,,,,,,,,,,,,,,In Service,7800-0154-00,2001,Surrey,,,Final AB,,,,,,20020710,,49.045154,-122.785553
585,,1,2,Blowoff,,1000273201,20303,1577502295,,,,,,50,,,,,,,,,,,,,,,In Service,7800-0154-00,2001,Surrey,,,Final AB,,,,,,20020710,,49.044441,-122.785489
586,,1,2,Blowoff,,1000273245,23209,1566502313,,,,,,50,,,,,,,,,,,,,,,In Service,7802-0354-00,2004,Surrey,,,Final AB,,,,,,20040706,20071221,49.044775,-122.788513
587,,1,2,Blowoff,,1000273551,21362,1508108893,,,,,,50,,,,,,,,,,,,,,,In Service,7894-0476-00,2000,Surrey,,,Final AB,,,,,,20021009,,49.163876,-122.804106
588,,1,2,Blowoff,,1000273635,21520,1695408663,,,,,,50,,,,,,,,,,,,,,,In Service,7800-0173-00,2001,Surrey,,,Final AB,,,,,,20021118,,49.159606,-122.752452
589,,1,2,Blowoff,,1000273642,21579,1685308237,,,,,,50,,,,,,,,,,,,,,,In Service,7899-0079-00,2001,Surrey,,SEE W-046-032,Final AB,,,,,,20030122,,49.151909,-122.755291
590,,1,2,Blowoff,,1000273648,22088,1687508180,,,,,,50,,,,,,,,,,,,,,,In Service,7801-0184-00,2002,Surrey,,,Final AB,,,,,,20030522,,49.150871,-122.754673
591,,1,0,Air Valve,,1000267514,10925,1297207319,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,73 AVE & 130 ST,,Initial AB,,,,,,20020501,20141231,49.135480,-122.862397
592,,1,0,Air Valve,,1000279411,17200,1513302765,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020503,20080312,49.052987,-122.803110
593,,1,0,Air Valve,,1000267512,10923,1277807230,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,128 ST & 72 AVE,,Initial AB,,,,,,20020501,20141231,49.133874,-122.867746
594,,1,0,Air Valve,,1000267507,10917,1298207935,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,130 ST & 79 AVE,,Initial AB,,,,,,20020501,20141231,49.146630,-122.862081
595,,1,0,Air Valve,,1000267504,10914,1317007808,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,132 ST & 78 AVE,,Initial AB,,,,,,20020501,20141231,49.144313,-122.856898
596,,1,0,Air Valve,,1000267498,10908,1347607218,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,72 AVE & HALL RD,,Initial AB,,,,,,20020501,20141231,49.133631,-122.848496
597,,1,0,Air Valve,,1000267480,10884,1280007227,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,128 ST & 72 AVE,,Initial AB,,,,,,20020501,20141231,49.133815,-122.867128
598,,1,0,Air Valve,,1000267463,10859,1352107924,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,135A ST & 79 AVE,,Initial AB,,,,,,20020501,20141231,49.146409,-122.847224
599,,1,0,Air Valve,,1000267459,10855,1338307916,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,134 ST & 79 AVE,,Initial AB,,,,,,20020501,20141231,49.146261,-122.851026
600,,1,0,Air Valve,,1000267453,10849,1322807922,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,79 AVE & 132A ST,,Initial AB,,,,,,20020501,20141231,49.146374,-122.855294
601,,1,0,Air Valve,,1000267410,10798,1307407227,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,131 ST & 72A AVE,,Initial AB,,,,,,20020501,20141231,49.133817,-122.859582
602,,1,0,Air Valve,,1000267391,10779,1302807380,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,130A ST & 73A AVE,,Initial AB,,,,,,20020501,20141231,49.136572,-122.860833
603,,1,2,Blowoff,,1000840601,,1340105896,,,,,,50,,,,,,,,,,,,,,,In Service,7805-0029-00,2007,Surrey,,,Final AB,,,,,,20080111,20080111,49.109713,-122.850639
604,,1,2,Blowoff,,1000279234,20410,1668106180,,,,,,50,,,,,,,,,,,,,,,In Service,7895-0288-00,2000,Surrey,,,Final AB,,,,,,20020716,,49.114703,-122.760207
605,,1,2,Blowoff,,1000279296,23188,1649206193,,,,,,50,,,,,,,,,,,,,,,In Service,7896-0301-00,2004,Surrey,,,Final AB,,,,,,20040616,,49.114943,-122.765420
606,,1,2,Blowoff,,1000268909,2846,1625310637,,,,,,,,,,,,,,,,,,,,,In Service,,,Surrey,,,,,,,,,20020424,20170214,49.195381,-122.771628
607,,1,0,Air Valve,,1000265493,16196,1920004621,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,192 ST & 46 AVE,,Initial AB,,,,,,20020502,20141231,49.086327,-122.690936
608,,1,2,Blowoff,,1000279303,23331,1676506333,,,,,,50,,,,,,,,,,,,,,,In Service,7803-0008-00,2004,Surrey,,,Final AB,,,,,,20041015,20071221,49.117460,-122.757881
609,,1,2,Blowoff,,1000279304,23455,1649206148,,,,,,50,,,,,,,,,,,,,,,In Service,7803-0363-00,2004,Surrey,,,Final AB,,,,,,20041222,,49.114123,-122.765414
610,,1,2,Blowoff,,1000279305,23523,1675106369,,,,,,50,,,,,,,,,,,,,,,In Service,7802-0274-00,2004,Surrey,,,Final AB,,,,,,20050222,20071221,49.118109,-122.758261
611,,1,2,Blowoff,,1000279306,23526,1649306079,,,,,,50,,,,,,,,,,,,,,,In Service,7802-0343-00,2004,Surrey,,,Final AB,,,,,,20050225,20071221,49.112878,-122.765383
612,,1,2,Blowoff,,1000279326,23792,1645306079,,,,,,50,,,,,,,,,,,,,,,In Service,7804-0089-00,2005,Surrey,,,Final AB,,,,,,20051011,20071221,49.112889,-122.766491
613,,1,2,Blowoff,,1000280617,21569,1624602944,,,,,,50,,,,,,,,,,,,,,,In Service,7800-0221-00,2002,Surrey,,,Final AB,,,,,,20030116,,49.056172,-122.772474
614,,1,2,Blowoff,,1000280618,21570,1632702942,,,,,,50,,,,,,,,,,,,,,,In Service,7800-0221-00,2002,Surrey,,,Final AB,,,,,,20030116,,49.056128,-122.770228
615,,1,0,Air Valve,,1000270556,20579,1457910486,150,PVC,,,,,,,,,,,,50,,,,,,,In Service,7898-0281-00,2006,Surrey,104A AVE & NEWARK PL,,Final AB,,,,,,20020726,20170228,49.192732,-122.817862
616,,1,2,Blowoff,,1000795389,,1598010671,,,,,,50,,,,,,,,,,,,,,,In Service,7803-0152-00,2006,Surrey,,,Final AB,,,,,,20060804,20071221,49.196012,-122.779179
617,,1,2,Blowoff,,1000801404,,1433707515,,,,,,200,,,,,,,,,,,,,,,In Service,7804-0202-00,2006,Surrey,,,Final AB,,,,,,20060925,,49.138979,-122.824742
618,,1,2,Blowoff,,1000802374,,1495303445,,,,,,100,,,,,,,,,,,,,,,In Service,7803-0219-00,2005,Surrey,,,Final AB,,,,,,20061002,20061002,49.065297,-122.808021
619,,1,2,Blowoff,,1000272855,23289,1619503619,,,,,,50,,,,,,,,,,,,,,,In Service,7802-0056-00,2004,Surrey,,,Final AB,,,,,,20040916,,49.068385,-122.773820
620,,1,0,Air Valve,,1000265606,15949,1281705451,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,128 ST & 55 AVE,,Initial AB,,,,,,20020502,20141231,49.101684,-122.866746
621,,1,0,Air Valve,,1000265538,16180,1426803967,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,40 AVE & NICOMEKL RD,,Initial AB,,,,,,20020502,20141231,49.074765,-122.826851
622,,1,0,Air Valve,,1000265537,16179,1430204044,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Metro Vancouver,No 99 Hwy & 40 AVE,,Initial AB,,,,,,20020502,20141231,49.076160,-122.825926
623,,1,0,Air Valve,,1000265534,16176,1396004422,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Metro Vancouver,No 99 Hwy & 44 AVE,,Initial AB,,,,,,20020502,20141231,49.083017,-122.835320
624,,1,0,Air Valve,,1000265533,16175,1377604640,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Metro Vancouver,No 99 Hwy & 46 AVE,,Initial AB,,,,,,20020502,20141231,49.086968,-122.840360
625,,1,2,Blowoff,,1000278476,23311,1859006678,,,,,,50,,,,,,,,,,,,,,,In Service,7803-0003-00,2004,Surrey,,,Final AB,,,,,,20040930,,49.123594,-122.707540
626,,1,2,Blowoff,,1000278477,23312,1856606774,,,,,,50,,,,,,,,,,,,,,,In Service,7803-0003-00,2004,Surrey,,,Final AB,,,,,,20040930,,49.125331,-122.708184
627,,1,2,Blowoff,,1000278491,23585,1871406600,,,,,,50,,,,,,,,,,,,,,,In Service,7803-0044-00,2005,Surrey,,,Final AB,,,,,,20050408,20071221,49.122170,-122.704125
628,,1,2,Blowoff,,1000278492,23586,1867206599,,,,,,50,,,,,,,,,,,,,,,In Service,7803-0044-00,2005,Surrey,,,Final AB,,,,,,20050408,20071221,49.122158,-122.705272
629,,1,2,Blowoff,,1000278532,23921,1900507189,,,,,,50,,,,,,,,,,,,,,,In Service,7802-0127-00,2005,Surrey,,,Final AB,,,,,,20060127,20071221,49.132803,-122.696016
630,,1,2,Blowoff,,1000278572,23937,1939106739,,,,,,50,,,,,,,,,,,,,,,In Service,7804-0086-00,2005,Surrey,,,Final AB,,,,,,20060208,20071221,49.124641,-122.685431
631,,1,2,Blowoff,,1000278579,23944,1946706760,,,,,,50,,,,,,,,,,,,,,,In Service,7804-0086-00,2005,Surrey,,,Final AB,,,,,,20060208,20071221,49.125018,-122.683341
632,,1,2,Blowoff,,1000278875,14241,1328405932,,,,,,50,,,,,,,,,,,,,,,In Service,,2002,Surrey,,,,,,,,,20020502,,49.110371,-122.853847
633,,1,2,Blowoff,,1000278876,20238,1309406043,,,,,,50,,,,,,,,,,,,,,,In Service,7892-0628-00,1998,Surrey,,,Final AB,,,,,,20020703,,49.112392,-122.859094
634,,1,0,Air Valve,,1000270405,5756,1444910828,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,144A ST & 108 AVE,,Initial AB,,,,,,20020426,20141231,49.198926,-122.821433
635,,1,2,Blowoff,,1000278890,21499,1322405974,,,,,,50,,,,,,,,,,,,,,,In Service,7893-0274-00,2002,Surrey,,,Final AB,,,,,,20021105,20071221,49.111138,-122.855504
636,,1,2,Blowoff,,1000278891,22691,1358806268,,,,,,50,,,,,,,,,,,,,,,In Service,7801-0251-00,2003,Surrey,,,Final AB,,,,,,20030731,,49.116433,-122.845459
637,,1,0,Air Valve,,1000272290,12920,1519307029,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.130136,-122.801165
638,,1,2,Blowoff,,1000279016,14025,1364306064,,,,,,50,,,,,,,,,,,,,,,In Service,7892-0255-00,1994,Surrey,,,Final AB,,,,,,20020502,,49.112737,-122.843956
639,,1,0,Air Valve,,1000270393,5742,1498810424,,,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,104 AVE & 150 ST,,Initial AB,,,,,,20020426,20141231,49.191588,-122.806561
640,,1,0,Air Valve,,1000279097,14108,1373006013,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.111819,-122.841554
641,,0,0,Air Valve,,1000279125,14138,1377706022,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20090514,49.111975,-122.840251
642,,1,0,Air Valve,,1000279177,14524,1680805791,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.107649,-122.756729
643,,1,0,Air Valve,,1000270390,5737,1477611027,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,148 ST & 148 ST,,Initial AB,,,,,,20020426,20141231,49.202502,-122.812393
644,,1,0,Air Valve,,1000272865,18869,1535702193,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,153A ST & 22 AVE,,Initial AB,,,,,,20020503,20141231,49.042620,-122.796984
645,,1,0,Air Valve,,1000272861,18865,1525602210,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,153 ST & 23 AVE,,Initial AB,,,,,,20020503,20141231,49.042943,-122.799775
646,,1,0,Air Valve,,1000272687,13645,1244606320,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,63 AVE & 125 ST,,Initial AB,,,,,,20020502,20141231,49.117419,-122.876943
647,,1,0,Air Valve,,1000276610,3157,1163709673,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,117 ST & 96 AVE,,Initial AB,,,,,,20020425,20141231,49.178112,-122.899114
648,,1,0,Air Valve,,1000276609,3156,1160109673,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,116 ST & 96A AVE,,Initial AB,,,,,,20020425,20141231,49.178110,-122.900113
649,,0,0,Air Valve,,1000267744,4231,1299110175,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,SEMIAHMOO RD & 101A AVE,,Initial AB,,,,,,20020425,20150130,49.187162,-122.861719
650,,0,0,Air Valve,,1000270922,3698,1272110018,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,100 AVE & 127B ST,,Initial AB,,,,,,20020425,20150130,49.184327,-122.869181
651,,1,2,Blowoff,,1001724958,,1809406073,,,,,,50,,,,,,,,,,,,,,,In Service,,,Surrey,,,Final AB,,,,,,20140314,20140314,49.112671,-122.721267
652,,1,0,Air Valve,,1000262038,1829,1405511028,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,140A ST & 110 AVE,,Initial AB,,,,,,20020424,20170224,49.202545,-122.832306
653,,1,2,Blowoff,,1000272547,13499,1251306155,,,,,,,,,,,,,,,,,,,,,In Service,,,Surrey,,,,,,,,,20020502,20140501,49.114425,-122.875095
654,,1,2,Blowoff,,1000264877,18764,1740202520,,,,,,50,,,,,,,,,,,,,,,In Service,,2002,Surrey,,,,,,,,,20020503,,49.048422,-122.740669
655,,1,2,Blowoff,,1000264885,23343,1710302571,,,,,,50,,,,,,,,,,,,,,,In Service,12033130-00,2004,Surrey,,,Final AB,,,,,,20041026,20071221,49.049368,-122.748909
656,,1,2,Blowoff,,1000265107,17122,1345002471,,,,,,50,,,,,,,,,,,,,,,In Service,,2002,Surrey,,,,,,,,,20020503,,49.047732,-122.849478
657,,1,2,Blowoff,,1001223707,,1954006494,,,,,,50,,,,,,,,,,,,,,,In Service,7811-0035-00,2014,Surrey,,,Final AB,,,,,,20111213,20140501,49.120197,-122.681347
658,,1,2,Blowoff,,1000265498,16202,1353203164,,,,,,50,,,,,,,,,,,,,,,In Service,A-275,1981,Surrey,,,Final AB,,,,,,20030604,,49.060279,-122.847175
659,,1,2,Blowoff,,1000265543,21717,1600404657,,,,,,50,,,,,,,,,,,,,,,In Service,7800-0272-00,2001,Surrey,,,Final AB,,,,,,20030324,20071221,49.087172,-122.778977
660,,1,0,Air Valve,,1000273332,7500,1491409176,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,FRASER HWY & 149 ST,,Initial AB,,,,,,20020429,20141231,49.168995,-122.808706
