,ANCILLARYROLE,ENABLED,ASSEMBLY_TYPE,ASSEMBLY_TYPE2,BLOWOFF_TYPE,FACILITYID,LEGACYID,NODE_NO,CHAMBER1_SIZE,CHAMBER1_MATERIAL,CHAMBER2_SIZE,CHAMBER2_MATERIAL,VALVE_TYPE,VALVE_SIZE,VALVE_MAKE,VALVE_MODEL,VALVE_MATERIAL,VALVE_LOCATION,BFP_TYPE,BFP_SIZE,AIR_VALVE_TYPE,AIR_VALVE_SIZE,AIR_VALVE_MAKE,AIR_VALVE_MODEL,AIR_VALVE_MATERIAL,AIR_VALVE_LOCATION,DRAIN_SYSTEM,EXTERNAL_VENTING,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
0,,1,2,Blowoff,,1000275181,23051,1418903193,,,,,,50,,,,,,,,,,,,,,,In Service,7802-0387-00,2003,Surrey,,,Final AB,,,,,,20040318,,49.060771,-122.829083
1,,1,2,Blowoff,,1000275185,23055,1413903197,,,,,,50,,,,,,,,,,,,,,,In Service,7802-0387-00,2003,Surrey,,,Final AB,,,,,,20040319,,49.060844,-122.830464
2,,1,2,Blowoff,,1000275186,23056,1405103335,,,,,,50,,,,,,,,,,,,,,,In Service,7802-0387-00,2003,Surrey,,,Final AB,,,,,,20040319,,49.063347,-122.832881
3,,1,0,Air Valve,,1000261310,5425,1797409883,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,98A AVE & 180 ST,,Initial AB,,,,,,20020426,20141231,49.181624,-122.724176
4,,1,0,Air Valve,,1000261308,5423,1799909771,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,180 ST & 97 AVE,,Initial AB,,,,,,20020426,20141231,49.179605,-122.723515
5,,1,2,Blowoff,,1000275305,23063,1449503315,,,,,,50,,,,,,,,,,,,,,,In Service,7802-0278-00,2004,Surrey,,,Final AB,,,,,,20040331,,49.062974,-122.820654
6,,1,2,Blowoff,,1000275311,23125,1507103439,,,,,,50,,,,,,,,,,,,,,,In Service,7801-0203-00,2004,Surrey,,,Final AB,,,,,,20040510,,49.065191,-122.804792
7,,1,2,Blowoff,,1000275318,23229,1480503536,,,,,,50,,,,,,,,,,,,,,,In Service,7800-0232-00,2004,Surrey,,,Final AB,,,,,,20040716,,49.066958,-122.812103
8,,1,2,Blowoff,,1000264296,21201,1760500076,,,,,,50,,,,,,,,,,,,,,,In Service,1299-6210-00,2000,Surrey,,,Final AB,,,,,,20020923,,49.004197,-122.735323
9,,1,2,Blowoff,,1000264335,21207,1929801367,,,,,,50,,,,,,,,,,,,,,,In Service,7800-0127-00,2000,Surrey,,,Final AB,,,,,,20020924,,49.027441,-122.688622
10,,1,2,Blowoff,,1000264567,21234,1700501569,,,,,,50,,,,,,,,,,,,,,,In Service,7895-0179-00,1999,Surrey,,,Final AB,,,,,,20020925,,49.031235,-122.751680
11,,1,2,Blowoff,,1000264732,21279,1243802319,,,,,,50,,,,,,,,,,,,,,,In Service,7898-0075-00,1999,Surrey,,,Final AB,,,,,,20020927,,49.045019,-122.877329
12,,1,0,Air Valve,,1000278376,13331,1852206888,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.127387,-122.709376
13,,1,0,Air Valve,,1000278377,13332,1861306819,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.126148,-122.706878
14,,1,0,Air Valve,,1000278380,13335,1879306696,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.123899,-122.701932
15,,1,0,Air Valve,,1000261288,5403,1792009712,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,179 ST & 97 AVE,,Initial AB,,,,,,20020426,20141231,49.178543,-122.725701
16,,1,0,Air Valve,,1000261276,5518,1889909891,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,189 ST & 99 AVE,,Initial AB,,,,,,20020426,20141231,49.181708,-122.698660
17,,1,0,Air Valve,,1000261271,5513,1914609890,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,191 ST & 98A AVE,,Initial AB,,,,,,20020426,20141231,49.181677,-122.691835
18,,1,0,Air Valve,,1000261267,5509,1880809797,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,98 AVE & 188 ST,,Initial AB,,,,,,20020426,20141231,49.180016,-122.701178
19,,1,0,Air Valve,,1000261245,5487,1887509629,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,189 ST & 96 AVE,,Initial AB,,,,,,20020426,20141231,49.176961,-122.699350
20,,1,0,Air Valve,,1000261243,5485,1860509628,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,96 AVE & 186 ST,,Initial AB,,,,,,20020426,20141231,49.176968,-122.706806
21,,1,0,Air Valve,,1000261238,5480,1899909746,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,190 ST & 97 AVE,,Initial AB,,,,,,20020426,20141231,49.179069,-122.695916
22,,1,0,Air Valve,,1000261234,5474,1898509835,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,190 ST & 98 AVE,,Initial AB,,,,,,20020426,20141231,49.180684,-122.696289
23,,1,0,Air Valve,,1000261210,8398,1221108440,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,84 AVE & 122A ST,,Initial AB,,,,,,20020429,20141231,49.155781,-122.883312
24,,1,0,Air Valve,,1000261189,9064,1452108738,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,145 ST & 87 AVE,,Initial AB,,,,,,20020430,20141231,49.161090,-122.819587
25,,1,0,Air Valve,,1000271513,5999,1242209238,,,,,,,,,,,,,,200,,,,,,,Abandoned,1295-219,2006,Surrey,,SEE WD-030-032,Final AB,,,,,,20020429,20080312,49.170227,-122.877482
26,,1,2,Blowoff,,1000280802,20610,1340511466,,,,,,50,,,,,,,,,,,,,,,In Service,1799-7120-00,2000,Surrey,,,Final AB,,,,,,20020815,20150306,49.210495,-122.850209
27,,1,2,Blowoff,,1001812055,,1484506740,,,,,,,,,,,,,,,,,,,,,In Service,7887-0597-00,1990,Surrey,,,Final AB,,,,,,20150311,20150311,49.124934,-122.810769
28,,1,2,Blowoff,,1001822300,,1761804791,,,,,,,,,,,,,,,,,,,,,In Service,1211-9010-00,2014,Surrey,,,Initial AB,,,,,,20150513,20150513,49.089512,-122.734511
29,,1,0,Air Valve,,1000268471,16143,1918805565,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Metro Vancouver,55 AVE & 192 ST,,Initial AB,,,,,,20020502,20141231,49.103401,-122.691172
30,,1,0,Air Valve,,1000268201,4988,1534509647,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,96 AVE & 153A ST,,Initial AB,,,,,,20020426,20141231,49.177503,-122.796777
31,,1,0,Air Valve,,1000268199,4986,1534609814,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,98 AVE & 153A ST,,Initial AB,,,,,,20020426,20141231,49.180527,-122.796727
32,,1,0,Air Valve,,1000267953,4558,1341910295,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,UNIVERSITY DR & 103 AVE,,Initial AB,,,,,,20020425,20141231,49.189310,-122.849888
33,,1,0,Air Valve,,1000275425,16953,1375302565,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,138 ST & 26 AVE,,Initial AB,,,,,,20020502,20141231,49.049430,-122.841129
34,,1,0,Air Valve,,1000275407,16935,1425102761,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,NORTHCREST DR & 28 AVE,,Initial AB,,,,,,20020502,20141231,49.052959,-122.827403
35,,1,0,Air Valve,,1000275392,16920,1409402432,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,141 ST & 25 AVE,,Initial AB,,,,,,20020502,20141231,49.047007,-122.831752
36,,1,0,Air Valve,,1000275381,16908,1369902672,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,27 AVE & 137 ST,,Initial AB,,,,,,20020502,20141231,49.051370,-122.842600
37,,1,0,Air Valve,,1000275379,16906,1379302672,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,138 ST & 27 AVE,,Initial AB,,,,,,20020502,20141231,49.051360,-122.840015
38,,1,0,Air Valve,,1000275377,16904,1360102673,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,27 AVE & 136 ST,,Initial AB,,,,,,20020502,20141231,49.051380,-122.845295
39,,1,0,Air Valve,,1000275371,16898,1380202760,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,138 ST & 28 AVE,,Initial AB,,,,,,20020502,20141231,49.052957,-122.839768
40,,1,0,Air Valve,,1000275369,16896,1375902760,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,138 ST & 28 AVE,,Initial AB,,,,,,20020502,20141231,49.052961,-122.840961
41,,1,0,Air Valve,,1000275368,16895,1373902760,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,137 ST & 28 AVE,,Initial AB,,,,,,20020502,20141231,49.052963,-122.841503
42,,1,0,Air Valve,,1000275367,16894,1371502761,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,137 ST & 28 AVE,,Initial AB,,,,,,20020502,20141231,49.052965,-122.842150
43,,1,0,Air Valve,,1000275366,16893,1360302761,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,136 ST & 28 AVE,,Initial AB,,,,,,20020502,20141231,49.052976,-122.845244
44,,1,0,Air Valve,,1000275365,16892,1359902761,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,136 ST & 28 AVE,,Initial AB,,,,,,20020502,20141231,49.052976,-122.845353
45,,1,0,Air Valve,,1000275259,16365,1519403161,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,152 ST & CROYDON DR,,Initial AB,,,,,,20020502,20141231,49.060150,-122.801415
46,,1,0,Air Valve,,1000275248,16354,1480103171,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,148 ST & 32 AVE,,Initial AB,,,,,,20020502,20141231,49.060354,-122.812233
47,,1,0,Air Valve,,1000273576,10642,1706708034,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020501,20080312,49.148224,-122.749406
48,,1,0,Air Valve,,1000273731,10199,1201707643,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,ABANDONED,Initial AB,,,,,,20020430,20080312,49.141361,-122.888700
49,,1,0,Air Valve,,1001077605,,1443110825,150,PVC,,,,50,,,,,,,,25,,,,,,,In Service,,,Surrey,144A ST & 108 AVE,,Final AB,,,,,,20090108,20141231,49.198859,-122.821918
50,,1,0,Air Valve,,1001077604,,1458610824,150,PVC,,,,50,,,,,,,,25,,,,,,,In Service,,,Surrey,146 ST & 108 AVE,,Final AB,,,,,,20090108,20141231,49.198836,-122.817655
51,,1,0,Air Valve,,1001077603,,1459510824,150,PVC,,,,50,,,,,,,,25,,,,,,,In Service,,,Surrey,146 ST & 108 AVE,,Final AB,,,,,,20090108,20141231,49.198835,-122.817401
52,,1,0,Air Valve,,1001077562,,1478610823,150,PVC,,,,50,,,,,,,,25,,,,,,,In Service,,,Surrey,148 ST & 108 AVE,,,,,,,,20090108,20141231,49.198809,-122.812124
53,,1,0,Air Valve,,1000959247,,1492210823,150,PVC,,,,50,,,,,,50,,25,,,DI,,,,In Service,,2008,Surrey,108 AVE & ORIOLE DR,,Final AB,,,,,,20081125,20141231,49.198816,-122.808367
54,,1,0,Air Valve,,1000959241,,1499210824,150,PVC,,,,50,,,,,,50,,25,,,DI,,,,In Service,,2008,Surrey,150 ST & 108 AVE,,Initial AB,,,,,,20081125,20141231,49.198820,-122.806447
55,,1,0,Air Valve,,1000266395,8064,1559609241,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,156 ST & 92 AVE,,Initial AB,,,,,,20020429,20141231,49.170145,-122.789869
56,,1,0,Air Valve,,1000266380,8047,1520208840,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,152 ST & 88 AVE,,Initial AB,,,,,,20020429,20141231,49.162912,-122.800777
57,,1,0,Air Valve,,1000266363,8030,1542608839,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,88 AVE & 154A ST,,Initial AB,,,,,,20020429,20141231,49.162881,-122.794597
58,,1,0,Air Valve,,1000266345,8012,1521309423,,,,,,,,,,,,,,200,,,,,,,In Service,W-207,2006,Surrey,94 AVE & 152 ST,,Final AB,,,,,,20021010,20141231,49.173464,-122.800428
59,,1,0,Air Valve,,1000266342,8009,1526009163,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,FLEETWOOD WAY & 91 AVE,,Initial AB,,,,,,20020429,20141231,49.168745,-122.799166
60,,1,0,Air Valve,,1000266308,7974,1544509240,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,155 ST & 92 AVE,,Initial AB,,,,,,20020429,20141231,49.170138,-122.794040
61,,1,0,Air Valve,,1000266305,7971,1555309041,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,156 ST & 90 AVE,,Initial AB,,,,,,20020429,20141231,49.166531,-122.791086
62,,1,0,Air Valve,,1000266258,8323,1955909448,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,196 ST & 94 AVE,,Initial AB,,,,,,20020429,20141231,49.173643,-122.680503
63,,1,0,Air Valve,,1000266252,21626,1893309435,,,,,,,,,,,,,,200,,,,,,,In Service,2123-9010-00,2006,Surrey,94 AVE & 189 ST,,Final AB,,,,,,20030220,20141231,49.173446,-122.697780
64,,1,0,Air Valve,,1000266244,8315,1879509539,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,188 ST & 95 AVE,,Initial AB,,,,,,20020429,20141231,49.175346,-122.701561
65,,1,0,Air Valve,,1000266241,8312,1919709216,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,192 ST & 92 AVE,,Initial AB,,,,,,20020429,20141231,49.169474,-122.690510
66,,1,0,Air Valve,,1000266193,8263,1816909243,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,92 AVE & 182 ST,,Initial AB,,,,,,20020429,20141231,49.170040,-122.718873
67,,1,0,Air Valve,,1000265967,9036,1386408110,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,80B AVE & 138A ST,,Initial AB,,,,,,20020430,20141231,49.149760,-122.837746
68,,1,0,Air Valve,,1000265950,10711,1919808589,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,85 AVE & 192 ST,,Initial AB,,,,,,20020501,20141231,49.158120,-122.690548
69,,1,0,Air Valve,,1000265939,10755,1945708293,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,195 ST & 82 AVE,,Initial AB,,,,,,20020501,20141231,49.152755,-122.683439
70,,1,0,Air Valve,,1000265937,10753,1939508293,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,194 ST & 82 AVE,,Initial AB,,,,,,20020501,20141231,49.152754,-122.685154
71,,0,2,Blowoff,,1001910953,,1570202354,,,,,,50,,,,,,,,,,,,,,,Proposed,1215-3470-00,,Surrey,,,EC,,,,,,20170302,20170302,49.045520,-122.787482
72,,0,1,Blowdown,,1001925082,,1918106151,,,,,,,,,,,,,,,,,,,,,Proposed,1216-3320-00,,Surrey,,,EC,,,,,,20170330,20170330,49.114017,-122.691287
73,,0,2,Blowoff,,1001928348,,1714300010,,,,,,50,,,,,,,,,,,,,,,Proposed,7806-0266-00,,Surrey,,,EC,,,,,,20170425,20170425,49.003016,-122.748020
74,,1,0,Air Valve,,1000270613,15739,1953106327,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,63 AVE & 195 ST,,Initial AB,,,,,,20020502,20141231,49.117168,-122.681627
75,,1,2,Blowoff,,1000275060,23329,1756006238,,,,,,50,,,,,,,,,,,,,,,In Service,7802-0286-00,2004,Surrey,,,Final AB,,,,,,20041014,20071221,49.115692,-122.735965
76,,1,2,Blowoff,,1000275144,21597,1403603264,,,,,,50,,,,,,,,,,,,,,,In Service,7800-0176-00,2002,Surrey,,,Final AB,,,,,,20030207,20071221,49.062056,-122.833284
77,,1,0,Air Valve,,1000270606,3103,1141710348,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,114 ST & 103 AVE,,Initial AB,,,,,,20020425,20141231,49.190333,-122.905165
78,,1,0,Air Valve,,1000270600,3096,1120609803,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,RIVER RD & SOUTH FRASER WAY,,Initial AB,,,,,,20020425,20141231,49.180468,-122.910998
79,,1,0,Air Valve,,1000270528,5880,1500210539,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,150 ST & 105 AVE,,Initial AB,,,,,,20020426,20141231,49.193657,-122.806188
80,,1,0,Air Valve,,1000270523,5875,1511910813,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,108 AVE & FERGUSON DIV,,Initial AB,,,,,,20020426,20141231,49.198621,-122.802934
81,,1,0,Air Valve,,1000270520,5872,1510210787,150,PVC,,,,,,,,,,,,50,,,,,,,In Service,,2006,Surrey,108 AVE & FERGUSON DIV,,Initial AB,,,,,,20020426,20141231,49.198140,-122.803386
82,,1,0,Air Valve,,1000270519,5871,1518110728,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,FERGUSON DIV & GUILDFORD DR,,Initial AB,,,,,,20020426,20141231,49.197074,-122.801219
83,,1,0,Air Valve,,1000270505,5856,1486110660,150,PVC,,,,,,,,,,,,50,,,,,,,In Service,,2006,Surrey,149 ST & 106 AVE,,Initial AB,,,,,,20020426,20141231,49.195852,-122.810063
84,,1,0,Air Valve,,1000270732,15860,1950905626,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,PRODUCTION BLVD & 56 AVE,,Initial AB,,,,,,20020502,20141231,49.104483,-122.682308
85,,1,0,Air Valve,,1000270502,5853,1443510825,150,PVC,,,,,,,,,,,,25,,,,,,,In Service,,2006,Surrey,144A ST & 108 AVE,,Initial AB,,,,,,20020426,20141231,49.198858,-122.821819
86,,1,0,Air Valve,,1000270498,5849,1491210967,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,CANARY DR & ORIOLE DR,,Initial AB,,,,,,20020426,20141231,49.201417,-122.808631
87,,1,0,Air Valve,,1000270717,15844,1956305908,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,196 ST & 59 AVE,,Initial AB,,,,,,20020502,20141231,49.109589,-122.680804
88,,1,0,Air Valve,,1000270491,5842,1500211229,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,150 ST & ROBIN CR,,Initial AB,,,,,,20020426,20141231,49.206148,-122.806129
89,,1,0,Air Valve,,1000273440,7612,1508409191,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,91A AVE & 150A ST,,Initial AB,,,,,,20020429,20141231,49.169265,-122.804021
90,,1,0,Air Valve,,1000273432,7604,1517808833,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,152 ST & 88 AVE,,Initial AB,,,,,,20020429,20141231,49.162777,-122.801442
91,,1,0,Air Valve,,1000273410,7579,1502809068,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,90A AVE & 150A ST,,Initial AB,,,,,,20020429,20141231,49.167048,-122.805562
92,,1,0,Air Valve,,1000273379,7547,1448808987,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,145 ST & 89 AVE,,Initial AB,,,,,,20020429,20141231,49.165606,-122.820469
93,,1,0,Air Valve,,1000278382,13337,1860606819,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20080312,49.126137,-122.707077
94,,0,0,Air Valve,,1000278385,13340,1879006691,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020502,20081107,49.123815,-122.702008
95,,0,0,Air Valve,,1000271749,6376,1266408821,,,,,,,,,,,,,,200,,,,,,,Abandoned,,2006,Surrey,,,Initial AB,,,,,,20020429,20081107,49.162660,-122.870802
96,,1,0,Air Valve,,1000261186,9061,1448408742,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,145 ST & 87 AVE,,Initial AB,,,,,,20020430,20141231,49.161168,-122.820585
97,,1,0,Air Valve,,1000261441,2124,1599710678,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,160 ST & 106A AVE,,Initial AB,,,,,,20020424,20141231,49.196129,-122.778694
98,,1,0,Air Valve,,1000261179,9054,1448308554,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,145 ST & 85A AVE,,Initial AB,,,,,,20020430,20141231,49.157773,-122.820650
99,,1,0,Air Valve,,1000261172,8394,1196208468,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,120 ST & 84 AVE,,Initial AB,,,,,,20020429,20141231,49.156302,-122.890208
100,,1,0,Air Valve,,1000281090,12229,1298306986,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,130 ST & 70 AVE,,Initial AB,,,,,,20020501,20141231,49.129448,-122.862112
101,,1,0,Air Valve,,1000281084,12220,1288106934,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,69 AVE & HELSTON CR,,Initial AB,,,,,,20020501,20141231,49.128512,-122.864905
102,,1,0,Air Valve,,1000281075,12207,1317507067,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,70B AVE & 132 ST,,Initial AB,,,,,,20020501,20141231,49.130905,-122.856794
103,,1,0,Air Valve,,1000281071,12201,1317507105,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,70B AVE & 132 ST,,Initial AB,,,,,,20020501,20141231,49.131590,-122.856803
104,,1,0,Air Valve,,1000281068,12197,1312407049,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,70B AVE & MALVERN PL,,Initial AB,,,,,,20020501,20141231,49.130580,-122.858207
105,,1,0,Air Valve,,1000281066,12194,1313907080,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,70B AVE & MALVERN PL,,Initial AB,,,,,,20020501,20141231,49.131153,-122.857800
106,,1,0,Air Valve,,1000281056,12180,1308307061,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,131 ST & FAIRFORD PL,,Initial AB,,,,,,20020501,20141231,49.130803,-122.859352
107,,1,0,Air Valve,,1000281044,12164,1307907144,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,131 ST & LINTON WAY,,Initial AB,,,,,,20020501,20141231,49.132309,-122.859446
108,,1,0,Air Valve,,1000281042,12160,1298107192,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,130 ST & 72 AVE,,Initial AB,,,,,,20020501,20141231,49.133187,-122.862149
109,,1,0,Air Valve,,1000281033,12146,1340807064,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,134 ST & 70B AVE,,Initial AB,,,,,,20020501,20141231,49.130843,-122.850384
110,,1,0,Air Valve,,1000281013,21659,1396311308,,,,,,,,,,,,,,200,,,,,,,In Service,1201-3020-00,2006,Surrey,140 ST & 113 AVE,,Final AB,,,,,,20030305,20141231,49.207621,-122.834812
111,,1,0,Air Valve,,1000281172,12311,1339106640,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,66A AVE & 134 ST,,Initial AB,,,,,,20020501,20141231,49.123175,-122.850877
112,,1,0,Air Valve,,1000280990,733,1417611245,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,142 ST & 112 AVE,,Initial AB,,,,,,20020423,20141231,49.206482,-122.828945
113,,1,0,Air Valve,,1000280989,732,1412811291,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,GROSVENOR RD & MELROSE DR,,Initial AB,,,,,,20020423,20141231,49.207304,-122.830257
114,,1,0,Air Valve,,1000281161,12300,1330206636,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,133 ST & 66A AVE,,Initial AB,,,,,,20020501,20141231,49.123103,-122.853321
115,,1,2,Blowoff,,1000840602,,1340005848,,,,,,50,,,,,,,,,,,,,,,In Service,7805-0029-00,2007,Surrey,,,Final AB,,,,,,20080111,20080111,49.108843,-122.850653
116,,1,2,Blowoff,,1000841414,,1900206823,,,,,,50,,,,,,,,,,,,,,,Proposed,1206-8030-00,,Surrey,,,EC,,,,,,20080118,20080118,49.126179,-122.696158
117,,1,2,Blowoff,,1000841443,,1900107023,,,,,,100,,,,,,,,,,,,,,,In Service,1206-8030-00,2007,Surrey,,,Final AB,,,,,,20080118,20080118,49.129811,-122.696143
118,,1,2,Blowoff,,1000846586,,1267709959,,,,,,50,,,,,,,,,,,,,,,In Service,7803-0197-00,2008,Surrey,,,Final AB,,,,,,20080310,20080310,49.183260,-122.870389
119,,1,0,Air Valve,,1000275245,16351,1447403165,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,145 ST & 32 AVE,,Initial AB,,,,,,20020502,20141231,49.060250,-122.821234
120,,1,2,Blowoff,,1000849035,,1669908406,,,,,,50,,,,,,,,,,,,,,,In Service,7893-0205-00,2008,Surrey,,,Final AB,,,,,,20080423,20080423,49.154972,-122.759510
121,,1,2,Blowoff,,1000851177,,1455505938,,,,,,50,,,,,,,,,,,,,,,In Service,7806-0075-00,2008,Surrey,,,Final AB,,,,,,20080521,20080521,49.110421,-122.818817
122,,1,2,Blowoff,,1000852218,,1309911425,,,,,,50,,,,,,,,,,,,,,,In Service,1703-7020-00,2005,Surrey,,,Final AB,,,,,,20080606,20080606,49.209768,-122.858663
123,,1,2,Blowoff,,1000855705,,1649908775,,,,,,50,,,,,,,,,,,,,,,In Service,7806-0012-00,,Surrey,,,Final AB,,,,,,20080815,20080815,49.161664,-122.764984
124,,1,2,Blowoff,,1000827268,,1469110257,,,,,,50,,,,,,,,,,,,,,,In Service,7804-0282-00,2007,Surrey,,,Final AB,,,,,,20070619,20070619,49.188575,-122.814779
125,,1,0,Air Valve,,1000275225,16323,1447403166,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,145 ST & 32 AVE,,Initial AB,,,,,,20020502,20141231,49.060277,-122.821228
126,,0,0,Air Valve,,1000277242,7089,1356409609,,,,,,,,,,,,,,200,,,,,,,Abandoned,1299-6000-00,2006,Surrey,,SEE WD-031-044,Final AB,,,,,,20020429,20081107,49.176893,-122.845919
127,,1,0,Air Valve,,1000277244,7091,1356309480,,,,,,,,,,,,,,200,,,,,,,Abandoned,7893-0402-00,2006,Surrey,,SEE WD-031-041,Final AB,,,,,,20020429,20080312,49.174559,-122.845958
128,,1,2,Blowoff,,1000271151,20713,1225810272,,,,,,50,,,,,,,,,,,,,,,In Service,7899-0252-00,2001,Surrey,,,Final AB,,,,,,20020911,,49.188932,-122.881945
129,,1,0,Air Valve,,1000275215,16313,1519803534,,,,,,,,,,,,,,200,,,,,,,In Service,,2006,Surrey,36 AVE & 152 ST,,Initial AB,,,,,,20020502,20141231,49.066892,-122.801282
130,,1,0,Air Valve,,1000275164,21832,1409103565,,,,,,,,,,,,,,50,,,,,,,In Service,12976110-00,2006,Surrey,141 ST & 36 AVE,,Final AB,,,,,,20030424,20141231,49.067509,-122.831751
