,CONTAINER_TYPE,CONTAINER_TYPE2,FACILITYID,DESCRIPTION,LEGACYID,CONTAINER_NO,SURFACE_TREATMENT,SERVICE_LEVEL,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,HOUSE_NO,ROAD_CODE,MAP_PAGE,STATUS_PARKS,STATUS_DATE,PARK_OWNERSHIP,MAINTENANCE_RESPONSIBILITY,OPERATIONAL_RESPONSIBILITY,WORK_ASSIGNMENT,INSERVICE_COST,INSERVICE_DATE,YRS_LIFE_EXPECTANCY,WARRANTY_PROVIDER,VENDOR,MAKE,MODEL,SERIAL_NO,BARCODE,PARK_LEGACY_ID,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
344,1,Large Barrel,1001895832,"Litter Bin; Surrey Centre Cemetery, 16675 Old McLellan Rd",,644,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Surrey Centre Cemetery, 16675 Old McLellan Rd",,,,,,,,20161101,20161107,49.109229,-122.762464
345,1,Large Barrel,1001895831,"Litter Bin; Surrey Centre Cemetery, 16675 Old McLellan Rd",,643,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Surrey Centre Cemetery, 16675 Old McLellan Rd",,,,,,,,20161101,20161107,49.109791,-122.761867
346,1,Large Barrel,1001894821,"Litter Bin; 33A - Utility ROW, 14904 95 Ave",,339,,4,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"33A - Utility ROW, 14904 95 Ave",,,,,,,,20161020,20161107,49.175393,-122.806785
347,1,Large Barrel,1001894820,"Litter Bin; 33A - Utility ROW, 14904 95 Ave",,338,,4,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"33A - Utility ROW, 14904 95 Ave",,,,,,,,20161020,20161107,49.175620,-122.812079
348,1,Large Barrel,1001894819,"Litter Bin; Goldstone Park, 5850 146 St",,337,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Goldstone Park, 5850 146 St",,,,,,,,20161020,20161107,49.108594,-122.815712
349,1,Large Barrel,1001894818,"Litter Bin; Goldstone Park, 5850 146 St",,336,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Goldstone Park, 5850 146 St",,,,,,,,20161020,20161107,49.108754,-122.816092
350,1,Large Barrel,1001894817,"Litter Bin; Goldstone Park, 5850 146 St",,335,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Goldstone Park, 5850 146 St",,,,,,,,20161020,20161107,49.108743,-122.816708
351,1,Large Barrel,1001895864,"Litter Bin; Unwin Park, 13313 68 Ave",,666,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Unwin Park, 13313 68 Ave",,,,,,,,20161101,20161101,49.126852,-122.854656
352,1,Large Barrel,1001895876,"Litter Bin; Unwin Park, 13313 68 Ave",,678,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Unwin Park, 13313 68 Ave",,,,,,,,20161101,20161101,49.129886,-122.851769
353,1,Large Barrel,1001895877,"Litter Bin; Unwin Park, 13313 68 Ave",,679,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Unwin Park, 13313 68 Ave",,,,,,,,20161101,20161101,49.129761,-122.852683
354,1,Large Barrel,1001895878,"Litter Bin; Unwin Park, 13313 68 Ave",,680,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Unwin Park, 13313 68 Ave",,,,,,,,20161101,20161101,49.129960,-122.853131
355,1,Large Barrel,1001895879,"Litter Bin; Unwin Park, 13313 68 Ave",,681,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Unwin Park, 13313 68 Ave",,,,,,,,20161101,20161101,49.129958,-122.854807
356,1,Large Barrel,1001895880,"Litter Bin; Unwin Park, 13313 68 Ave",,682,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Unwin Park, 13313 68 Ave",,,,,,,,20161101,20161101,49.129759,-122.855118
357,1,Large Barrel,1001895881,"Litter Bin; Unwin Park, 13313 68 Ave",,683,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Unwin Park, 13313 68 Ave",,,,,,,,20161101,20161101,49.129063,-122.854187
358,1,Large Barrel,1001894650,"Litter Bin; Cloverdale Athletic Park, 6330 168 St",,208,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Cloverdale Athletic Park, 6330 168 St",,,,,,,,20161019,20161107,49.117466,-122.748817
359,1,Large Barrel,1001894644,"Litter Bin; Cloverdale Athletic Park, 6330 168 St",,202,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Cloverdale Athletic Park, 6330 168 St",,,,,,,,20161019,20161107,49.116358,-122.752789
360,1,Large Barrel,1001894639,"Litter Bin; Cloverdale Athletic Park, 6330 168 St",,197,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Cloverdale Athletic Park, 6330 168 St",,,,,,,,20161019,20161107,49.115642,-122.753754
361,1,Large Barrel,1001894638,"Litter Bin; Douglas Park, 15044 99A Ave",,196,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Douglas Park, 15044 99A Ave",,,,,,,,20161019,20161107,49.182560,-122.805645
362,1,Large Barrel,1001894629,"Litter Bin; Cloverdale Athletic Park, 6330 168 St",,194,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Cloverdale Athletic Park, 6330 168 St",,,,,,,,20161018,20161107,49.117663,-122.751078
363,1,Large Barrel,1001894628,"Litter Bin; Cloverdale Athletic Park, 6330 168 St",,193,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Cloverdale Athletic Park, 6330 168 St",,,,,,,,20161018,20161107,49.118296,-122.751069
364,1,Large Barrel,1001894627,"Litter Bin; Cloverdale Athletic Park, 6330 168 St",,192,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Cloverdale Athletic Park, 6330 168 St",,,,,,,,20161018,20161107,49.118194,-122.752661
365,1,Large Barrel,1001894626,"Litter Bin; Cloverdale Athletic Park, 6330 168 St",,191,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Cloverdale Athletic Park, 6330 168 St",,,,,,,,20161018,20161107,49.118203,-122.754581
366,1,Large Barrel,1001894625,"Litter Bin; Cloverdale Athletic Park, 6330 168 St",,190,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Cloverdale Athletic Park, 6330 168 St",,,,,,,,20161018,20161107,49.118304,-122.754041
367,1,Large Barrel,1001894624,"Litter Bin; Cloverdale Athletic Park, 6330 168 St",,189,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Cloverdale Athletic Park, 6330 168 St",,,,,,,,20161018,20161107,49.117917,-122.753763
368,1,Large Barrel,1001895794,"Litter Bin; Sullivan Park, 6272 152 St",,613,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sullivan Park, 6272 152 St",,,,,,,,20161101,20161101,49.117560,-122.799057
369,1,Large Barrel,1001895795,"Litter Bin; Sullivan Park, 6272 152 St",,614,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sullivan Park, 6272 152 St",,,,,,,,20161101,20161101,49.118278,-122.799348
370,1,Large Barrel,1001895796,"Litter Bin; Sullivan Park, 6272 152 St",,615,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sullivan Park, 6272 152 St",,,,,,,,20161101,20161101,49.118181,-122.799604
371,1,Large Barrel,1001895918,"Litter Bin; Whalley Athletic Park, 13351 105A Ave",,703,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Whalley Athletic Park, 13351 105A Ave",,,,,,,,20161101,20161101,49.195196,-122.853345
372,1,Large Barrel,1001895919,"Litter Bin; Whalley Athletic Park, 13351 105A Ave",,704,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Whalley Athletic Park, 13351 105A Ave",,,,,,,,20161101,20161101,49.196146,-122.851861
373,1,Large Barrel,1001895920,"Litter Bin; Whalley Athletic Park, 13351 105A Ave",,705,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Whalley Athletic Park, 13351 105A Ave",,,,,,,,20161101,20161101,49.196335,-122.851751
374,1,Large Barrel,1001895921,"Litter Bin; Whalley Athletic Park, 13351 105A Ave",,706,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Whalley Athletic Park, 13351 105A Ave",,,,,,,,20161101,20161101,49.196864,-122.851165
375,1,Large Barrel,1001895922,"Litter Bin; Whalley Athletic Park, 13351 105A Ave",,707,,1,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Whalley Athletic Park, 13351 105A Ave",,,,,,,,20161101,20161101,49.197377,-122.852334
376,1,Large Barrel,1001894586,"Litter Bin; Brownsville Bar Park, 11931 Old Yale Road",,153,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Brownsville Bar Park, 11931 Old Yale Road",,,,,,,,20161018,20161107,49.203860,-122.891577
377,1,Large Barrel,1001894585,"Litter Bin; Brownsville Bar Park, 11931 Old Yale Road",,152,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Brownsville Bar Park, 11931 Old Yale Road",,,,,,,,20161018,20161107,49.204531,-122.892015
378,1,Large Barrel,1001894584,"Litter Bin; Brownsville Bar Park, 11931 Old Yale Road",,151,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Brownsville Bar Park, 11931 Old Yale Road",,,,,,,,20161018,20161107,49.204532,-122.892021
379,1,Large Barrel,1001895589,"Litter Bin; NicoWynd Drive Park, 3601 Crescent Rd",,475,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"NicoWynd Drive Park, 3601 Crescent Rd",,,,,,,,20161028,20161107,49.068853,-122.836248
380,1,Large Barrel,1001895587,"Litter Bin; Newton Reservoir Park, 6275 128 St",,474,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Newton Reservoir Park, 6275 128 St",,,,,,,,20161028,20161107,49.115595,-122.870538
381,1,Large Barrel,1001895584,"Litter Bin; Newton Pond, 13720 70 Ave",,473,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Newton Pond, 13720 70 Ave",,,,,,,,20161028,20161107,49.127661,-122.840542
382,1,Large Barrel,1001895582,"Litter Bin; Newton Dog Park, 13550 70A Ave",,472,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Newton Dog Park, 13550 70A Ave",,,,,,,,20161028,20161107,49.130219,-122.847012
383,1,Large Barrel,1001895581,"Litter Bin; Morgan Heights Linear Park, 16151 25 Ave",,471,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Morgan Heights Linear Park, 16151 25 Ave",,,,,,,,20161028,20161107,49.047977,-122.774860
384,1,Large Barrel,1001895449,"Litter Bin; Hjorth Road Park, 10275 148 St",,404,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Hjorth Road Park, 10275 148 St",,,,,,,,20161027,20161107,49.189225,-122.816075
385,1,Large Barrel,1001894519,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,86,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.159938,-122.840989
386,1,Large Barrel,1001894518,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,85,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.159813,-122.840927
387,1,Large Barrel,1001894517,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,84,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.159547,-122.840782
388,1,Large Barrel,1001894516,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,83,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.159103,-122.840470
389,1,Large Barrel,1001894515,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,82,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.159550,-122.840109
390,1,Large Barrel,1001894514,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,81,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.159904,-122.840761
391,1,Large Barrel,1001894513,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,80,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.159375,-122.840293
392,1,Large Barrel,1001894512,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,79,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.159760,-122.839833
393,1,Large Barrel,1001894511,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,78,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.160723,-122.840378
394,1,Large Barrel,1001894510,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,77,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.160311,-122.839789
395,1,Large Barrel,1001894509,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,76,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.160684,-122.839797
396,1,Large Barrel,1001894508,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,75,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.161120,-122.839404
397,1,Large Barrel,1001894507,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,74,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.161573,-122.840365
398,1,Large Barrel,1001894506,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,73,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.161625,-122.840730
399,1,Large Barrel,1001894505,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,72,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.161928,-122.841369
400,1,Large Barrel,1001894504,"Litter Bin; Bear Creek Park, 13750 - 88 Ave",,71,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bear Creek Park, 13750 - 88 Ave",,,,,,,,20161018,20161107,49.161544,-122.842193
401,1,Large Barrel,1001953446,"Litter Bin; Forsyth Park, 10635 140 St",1001953445,771,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Forsyth Park, 10635 140 St",,,,,,0,0,20171031,20171215,49.195609,-122.835313
402,1,Large Barrel,1001931632,"Litter Bin; Wills Brook Park, 15999 28 Ave",,759,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Wills Brook Park, 15999 28 Ave",,,,,,,,20170517,20171215,49.055894,-122.780291
403,1,Large Barrel,1001953642,"Litter Bin; 60E - Utility ROW, 12485 69a Ave",,772,,4,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"60E - Utility ROW, 12485 69a Ave",,,,,,,,20171102,20171215,49.129220,-122.876109
404,1,Large Barrel,1001894816,"Litter Bin; Goldstone Park, 5850 146 St",,334,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Goldstone Park, 5850 146 St",,,,,,,,20161020,20161107,49.108493,-122.817359
405,1,Large Barrel,1001894815,"Litter Bin; Goldstone Park, 5850 146 St",,333,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Goldstone Park, 5850 146 St",,,,,,,,20161020,20161107,49.108922,-122.817375
406,1,Large Barrel,1001894814,"Litter Bin; Goldstone Park, 5850 146 St",,332,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Goldstone Park, 5850 146 St",,,,,,,,20161020,20161107,49.109875,-122.817317
407,1,Large Barrel,1001894813,"Litter Bin; Frost Road Park, 8607 164 St",,331,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Frost Road Park, 8607 164 St",,,,,,,,20161020,20161107,49.159686,-122.768359
408,1,Large Barrel,1001894812,"Litter Bin; Freedom Dog-Off-Leash Park, 15452 84 Ave",,330,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Freedom Dog-Off-Leash Park, 15452 84 Ave",,,,,,,,20161020,20161107,49.153847,-122.793635
409,1,Large Barrel,1001894811,"Litter Bin; Surrey Public Wharf, 11731 130 St",,329,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Surrey Public Wharf, 11731 130 St",,,,,,,,20161020,20161107,49.216130,-122.861813
410,1,Large Barrel,1001894810,"Litter Bin; Surrey Public Wharf, 11731 130 St",,328,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Surrey Public Wharf, 11731 130 St",,,,,,,,20161020,20161107,49.216219,-122.862007
411,1,Large Barrel,1001894808,"Litter Bin; Fraser Heights Park, 10588 160 St",,327,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fraser Heights Park, 10588 160 St",,,,,,,,20161020,20161107,49.194478,-122.777284
412,1,Large Barrel,1001894807,"Litter Bin; Fraser Heights Park, 10588 160 St",,326,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fraser Heights Park, 10588 160 St",,,,,,,,20161020,20161107,49.194652,-122.777554
413,1,Large Barrel,1001894806,"Litter Bin; Fraser Heights Park, 10588 160 St",,325,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fraser Heights Park, 10588 160 St",,,,,,,,20161020,20161107,49.195845,-122.777954
414,1,Large Barrel,1001894805,"Litter Bin; Fraser Heights Park, 10588 160 St",,324,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fraser Heights Park, 10588 160 St",,,,,,,,20161020,20161107,49.196222,-122.778136
415,1,Large Barrel,1001894804,"Litter Bin; Fraser Heights Park, 10588 160 St",,323,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Fraser Heights Park, 10588 160 St",,,,,,,,20161020,20161107,49.198681,-122.774678
416,1,Large Barrel,1001895808,"Litter Bin; Sunnyside Park, 15455 26 Ave",,627,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161107,49.049311,-122.792862
417,1,Large Barrel,1001895807,"Litter Bin; Sunnyside Park, 15455 26 Ave",,626,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161107,49.049305,-122.794057
418,1,Large Barrel,1001931158,"Litter Bin; Clayton Park, 18513 70 Ave",1001894596,758,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"68H - Neighbourhood Park, 18590 70 Ave",,,,,,0,0,20170512,20170512,49.126212,-122.704545
419,2,Small Bin,1001080060,,,,,,In Service,,2009,Surrey,BS# 55613,,,,,,,,Engineering,Engineering,,,,,,,,,,,,104 Ave W of University Dr N/Side,,Initial AB,,,,,,20090204,20170420,49.191743,-122.851693
420,5,Ornamental,1001927671,,,,,,In Service,,,Surrey,BS# 55890,,,,,,,,Engineering,Engineering,,,,,,,,,,,,108 Ave W of 132 St on N/Side,,,,,,,,20170420,20170420,49.199053,-122.857198
421,2,Small Bin,1001929152,,,,,,In Service,,,Surrey,BS# 57060,,,,,,,,Engineering,Engineering,,,,,,,,,,,,96 Ave E of 192 St S/Side,,,,,,,,20170501,20170501,49.176895,-122.689215
422,5,Ornamental,1001080025,,,,,,In Service,,2009,Surrey,BS# 55148,Large Bin,,,,,,,Engineering,Engineering,,,,,,,,,,,,113 Ave W of 138 St on N/Side,,Initial AB,,,,,,20090204,20170420,49.207711,-122.840101
423,5,Ornamental,1001927672,,,,,,In Service,,,Surrey,BS# 55807,,,,,,,,Engineering,Engineering,,,,,,,,,,,,108 Ave W of University Dr on N/Side,,,,,,,,20170420,20170420,49.199015,-122.851510
424,5,Ornamental,1001929153,,,,,,In Service,,,Surrey,BS# 57053,,,,,,,,Engineering,Engineering,,,,,,,,,,,,96 Ave W of 190 St N/Side,,,,,,,,20170501,20170501,49.177087,-122.696429
425,5,Ornamental,1001929156,,,,,,In Service,,,Surrey,BS# 54976,,,,,,,,Engineering,Engineering,,,,,,,,,,,,120 St S of 92 Ave E/Side,,,,,,,,20170501,20170501,49.169524,-122.890066
426,5,Ornamental,1001081280,,,,,,In Service,,2009,Surrey,BS# 54980,,,,,,,,Engineering,Engineering,,,,,,,,,,,,96 Ave W of 125 St S/Side,,Initial AB,,,,,,20090210,20170501,49.177099,-122.876642
427,5,Ornamental,1001929159,,,,,,In Service,,,Surrey,BS# 59138,,,,,,,,Engineering,Engineering,,,,,,,,,,,,88 Ave W of 126 St N/Side,,,,,,,,20170501,20170501,49.163009,-122.873895
428,5,Ornamental,1001081309,,,,,,In Service,,2009,Surrey,BS# 55597,,,,,,,,Engineering,Engineering,,,,,,,,,,,,128 St N of Prince Charles Blvd E/Side,,Initial AB,,,,,,20090210,20170501,49.166938,-122.867913
429,1,Large Barrel,1001895928,"Litter Bin; Newton Athletic Park, 7395 128 St",,713,,1,In Service,,,Surrey,,Volunteer,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Newton Athletic Park, 7395 128 St",,,,,,,,20161101,20161101,49.139502,-122.874556
430,1,Large Barrel,1001895810,"Litter Bin; Sunnyside Park, 15455 26 Ave",,629,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161101,49.050829,-122.794273
431,1,Large Barrel,1001895811,"Litter Bin; Sunnyside Park, 15455 26 Ave",,630,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161101,49.050675,-122.794532
432,1,Large Barrel,1001895580,"Litter Bin; Morgan Heights Linear Park, 16151 25 Ave",,470,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Morgan Heights Linear Park, 16151 25 Ave",,,,,,,,20161028,20161107,49.047984,-122.774891
433,1,Large Barrel,1001895579,"Litter Bin; Morgan Creek Park, 3302 156A St",,469,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Morgan Creek Park, 3302 156A St",,,,,,,,20161028,20161107,49.062032,-122.788169
434,1,Large Barrel,1001895602,"Litter Bin; Panorama Park, 12863 60 Ave",,487,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Panorama Park, 12863 60 Ave",,,,,,,,20161028,20161107,49.112703,-122.865891
435,1,Large Barrel,1001895601,"Litter Bin; Oliver Park, 15958 28 Ave",,486,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Oliver Park, 15958 28 Ave",,,,,,,,20161028,20161107,49.051409,-122.781089
436,1,Large Barrel,1001895578,"Litter Bin; Morgan Creek Park, 3302 156A St",,468,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Morgan Creek Park, 3302 156A St",,,,,,,,20161028,20161107,49.061643,-122.789935
437,1,Large Barrel,1001895600,"Litter Bin; Ocean Park Library Grounds, 12864 17 Ave",,485,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Ocean Park Library Grounds, 12864 17 Ave",,,,,,,,20161028,20161107,49.032311,-122.866098
438,1,Large Barrel,1001895599,"Litter Bin; Northview Park, 11149 156 St ",,484,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Northview Park, 11149 156 St",,,,,,,,20161028,20161107,49.204195,-122.790103
439,1,Large Barrel,1001895598,"Litter Bin; North Surrey Community Park, 15848 97A Ave",,483,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"North Surrey Community Park, 15848 97A Ave",,,,,,,,20161028,20161107,49.178271,-122.781813
