,CONTAINER_TYPE,CONTAINER_TYPE2,FACILITYID,DESCRIPTION,LEGACYID,CONTAINER_NO,SURFACE_TREATMENT,SERVICE_LEVEL,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,HOUSE_NO,ROAD_CODE,MAP_PAGE,STATUS_PARKS,STATUS_DATE,PARK_OWNERSHIP,MAINTENANCE_RESPONSIBILITY,OPERATIONAL_RESPONSIBILITY,WORK_ASSIGNMENT,INSERVICE_COST,INSERVICE_DATE,YRS_LIFE_EXPECTANCY,WARRANTY_PROVIDER,VENDOR,MAKE,MODEL,SERIAL_NO,BARCODE,PARK_LEGACY_ID,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
0,1,Large Barrel,1001895626,"Litter Bin; Princess Margaret Park, 7044 128 St",,505,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Princess Margaret Park, 7044 128 St",,,,,,,,20161028,20161028,49.131100,-122.864581
1,1,Large Barrel,1001895627,"Litter Bin; Princess Margaret Park, 7044 128 St",,506,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Princess Margaret Park, 7044 128 St",,,,,,,,20161028,20161028,49.131316,-122.864853
2,1,Large Barrel,1001895738,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,581,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.041395,-122.814205
3,1,Large Barrel,1001895737,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,580,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.041801,-122.814197
4,1,Large Barrel,1001895733,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,576,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.040786,-122.817924
5,1,Large Barrel,1001895731,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,575,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.041275,-122.816447
6,1,Large Barrel,1001895730,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,574,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.040837,-122.816440
7,1,Large Barrel,1001895726,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,572,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.040284,-122.815380
8,1,Large Barrel,1001895725,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,571,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.040354,-122.815863
9,1,Large Barrel,1001895724,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,570,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.039800,-122.815538
10,1,Large Barrel,1001895735,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,578,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.041599,-122.817699
11,1,Large Barrel,1001895734,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,577,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.040385,-122.817356
12,1,Large Barrel,1001895723,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,569,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.039884,-122.815190
13,1,Large Barrel,1001895722,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,568,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.039855,-122.815563
14,1,Large Barrel,1001895718,"Litter Bin; South Surrey Athletic Park, 1925 148 St",,566,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"South Surrey Athletic Park, 1925 148 St",,,,,,,,20161031,20161107,49.039862,-122.816901
15,5,Ornamental,1001928774,,,,,,In Service,,,Surrey,BS# 61623,,,,,,,,Engineering,Engineering,,,,,,,,,,,,96 Ave W of 173A St N/Side,,,,,,,,20170428,20170428,49.177165,-122.742169
16,5,Ornamental,1001927680,,,,,,In Service,,,Surrey,BS# 61659,,,,,,,,Engineering,Engineering,,,,,,,,,,,,University Dr S of 107A Ave W/Side,,,,,,,,20170420,20170420,49.197125,-122.851019
17,0,Big Belly,1001080639,,,,,,In Service,,2009,Surrey,,Large Barrel,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20090206,20090206,49.191010,-122.847498
18,5,Ornamental,1001928775,,,,,,In Service,,,Surrey,BS# 61621,,,,,,,,Engineering,Engineering,,,,,,,,,,,,96 Ave W of 172 St N/Side,,,,,,,,20170428,20170428,49.177173,-122.746553
19,5,Ornamental,1001082175,,,,,,In Service,,2009,Surrey,BS# 55230,,,,,,,,Engineering,Engineering,,,,,,,,,,,,152 St S of 94 Ave W/Side,,Initial AB,,,,,,20090212,20170501,49.173213,-122.801310
20,5,Ornamental,1001150482,,,,,,In Service,1706-3090-00,2009,Surrey,BS# 56410,,,,,,,,Engineering,Engineering,,,,,,,,,,,,Fraser Hwy E of 150 St S/Side,,Final AB,,,,,,20100218,20170501,49.167861,-122.806361
21,5,Ornamental,1001929174,,,,,,In Service,,,Surrey,BS# 55358,,,,,,,,Engineering,Engineering,,,,,,,,,,,,152 St N of 91 Ave E/Side,,,,,,,,20170501,20170501,49.168559,-122.801164
22,5,Ornamental,1001926022,,,,,,In Service,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20170406,20170406,49.188954,-122.847829
23,5,Ornamental,1001082189,,,,,,In Service,,2009,Surrey,BS# 55360,Large Barrel,,,,,,,Engineering,Engineering,,,,,,,,,,,,152 St N of 94 Ave E/Side,,Initial AB,,,,,,20090212,20170501,49.173764,-122.800980
24,5,Ornamental,1001081222,,,,,,In Service,,2009,Surrey,BS# 55755,,,,,,,,Engineering,Engineering,,,,,,,,,,,,156 St N of 98 Ave E/Side,,Initial AB,,,,,,20090210,20170428,49.181019,-122.789746
25,5,Ornamental,1001082194,,,,,,In Service,,2009,Surrey,BS# 55750,,,,,,,,Engineering,Engineering,,,,,,,,,,,,156 St N of 88 Ave E/Side,,Initial AB,,,,,,20090212,20170501,49.163042,-122.790043
26,0,Big Belly,1001080659,,,,,,In Service,,2009,Surrey,,Large Barrel,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20090206,20090206,49.188457,-122.847563
27,0,Trash,1001927777,,,2502960,,,In Service,,,Surrey,BS# 61288,,,,,,,,Engineering,Engineering,,,,,,BigBelly,BigBelly,HC5,2502960,,,160 St S of 108 Ave W/Side ,,,,,,,,20170420,20171103,49.198448,-122.778831
28,0,Big Belly,1001080661,,,,,,In Service,,2009,Surrey,,Large Barrel,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20090206,20090206,49.187993,-122.847555
29,0,Trash,1001927431,,,2502968,,,In Service,,,Surrey,BS# 55356,,,,,,,,Engineering,Engineering,,,,,,BigBelly,BigBelly,HC5,2502968,,,Fraser Hwy West of 158 St N/Side ,,,,,,,,20170419,20171103,49.160069,-122.785583
30,2,Small Bin,1001080670,,,,,,In Service,,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20090206,20090206,49.184739,-122.867546
31,0,Trash,1001080406,,,170575,,,In Service,,2009,Surrey,BS# 55369,,,,,,,,Engineering,Engineering,,,,,,BigBelly,BigBelly,BB3,170575,,,104 Ave W of 144 St - N/Side ,,Initial AB,,,,,,20090205,20170405,49.191631,-122.823764
32,1,Large Barrel,1001895570,"Litter Bin; M.J. Norris Park, 6539 129A St",,461,,3,In Service,,,Surrey,,Volunteer,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"M.J. Norris Park, 6539 129A St",,,,,,,,20161028,20161028,49.121654,-122.863694
33,1,Large Barrel,1001895812,"Litter Bin; Sunnyside Park, 15455 26 Ave",,631,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161101,49.050818,-122.793496
34,1,Large Barrel,1001895813,"Litter Bin; Sunnyside Park, 15455 26 Ave",,632,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161101,49.050617,-122.793253
35,1,Large Barrel,1001895814,"Litter Bin; Sunnyside Park, 15455 26 Ave",,633,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161101,49.050084,-122.794894
36,1,Large Barrel,1001895816,"Litter Bin; Sunnyside Park, 15455 26 Ave",,635,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161101,49.049936,-122.794732
37,1,Large Barrel,1001895817,"Litter Bin; Sunnyside Park, 15455 26 Ave",,636,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161101,49.049698,-122.794401
38,1,Large Barrel,1001895818,"Litter Bin; Sunnyside Park, 15455 26 Ave",,637,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161101,49.049735,-122.793392
39,1,Large Barrel,1001895819,"Litter Bin; Sunnyside Park, 15455 26 Ave",,638,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161101,49.049918,-122.793071
40,1,Large Barrel,1001895820,"Litter Bin; Sunnyside Park, 15455 26 Ave",,639,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161101,49.049582,-122.792758
41,1,Large Barrel,1001894547,"Litter Bin; Blackie Spit, 3136 McBride Ave",,114,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Blackie Spit, 3136 McBride Ave",,,,,,,,20161018,20161107,49.059319,-122.883372
42,1,Large Barrel,1001895998,"Litter Bin; Bolivar Park, 13591 Crestview Dr",,754,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Bolivar Park, 13591 Crestview Dr",,,,,,,,20161101,20161107,49.210022,-122.852160
43,1,Large Barrel,1001895988,"Litter Bin; Provinceton Park, 6994 180 St",,753,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Provinceton Park, 6994 180 St",,,,,,,,20161101,20161107,49.129305,-122.723447
44,1,Large Barrel,1001895969,"Litter Bin; Newton Athletic Park, 7395 128 St",,751,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Newton Athletic Park, 7395 128 St",,,,,,,,20161101,20161107,49.137086,-122.868655
45,1,Large Barrel,1001895966,"Litter Bin; Newton Athletic Park, 7395 128 St",,749,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Newton Athletic Park, 7395 128 St",,,,,,,,20161101,20161107,49.136944,-122.872255
46,1,Large Barrel,1001894598,"Litter Bin; Clayton Park, 18513 70 Ave",,165,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Clayton Park, 18513 70 Ave",,,,,,,,20161018,20161018,49.131497,-122.709065
47,1,Large Barrel,1001894599,"Litter Bin; Clayton Park, 18513 70 Ave",,166,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Clayton Park, 18513 70 Ave",,,,,,,,20161018,20161018,49.130976,-122.707636
48,1,Large Barrel,1001894600,"Litter Bin; Clayton Park, 18513 70 Ave",,167,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Clayton Park, 18513 70 Ave",,,,,,,,20161018,20161018,49.130760,-122.707359
49,1,Large Barrel,1001895860,"Litter Bin; Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",,662,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",,,,,,,,20161101,20161107,49.196285,-122.850531
50,1,Large Barrel,1001895859,"Litter Bin; Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",,661,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",,,,,,,,20161101,20161107,49.194649,-122.848932
51,1,Large Barrel,1001895858,"Litter Bin; Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",,660,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",,,,,,,,20161101,20161107,49.195217,-122.848924
52,1,Large Barrel,1001895857,"Litter Bin; Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",,659,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Tom Binnie Park   (Olympic Venue Site), 10665 City Parkway",,,,,,,,20161101,20161107,49.195282,-122.849392
53,1,Large Barrel,1001895871,"Litter Bin; Unwin Park, 13313 68 Ave",,673,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Unwin Park, 13313 68 Ave",,,,,,,,20161101,20161107,49.126810,-122.853285
54,1,Large Barrel,1001895870,"Litter Bin; Unwin Park, 13313 68 Ave",,672,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Unwin Park, 13313 68 Ave",,,,,,,,20161101,20161107,49.127384,-122.854135
55,1,Large Barrel,1001895867,"Litter Bin; Unwin Park, 13313 68 Ave",,669,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Unwin Park, 13313 68 Ave",,,,,,,,20161101,20161107,49.126849,-122.853787
56,1,Large Barrel,1001894865,"Litter Bin; Greenaway Park, 17905 60 Ave",,357,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Greenaway Park, 17905 60 Ave",,,,,,,,20161021,20161107,49.111741,-122.727244
57,1,Large Barrel,1001894864,"Litter Bin; Greenaway Park, 17905 60 Ave",,356,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Greenaway Park, 17905 60 Ave",,,,,,,,20161021,20161107,49.111958,-122.727204
58,1,Large Barrel,1001894862,"Litter Bin; Green Timbers Urban Forest Park, 14698 96 Ave",,355,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",,,,,,,,20161021,20161107,49.183742,-122.820360
59,1,Large Barrel,1001894822,"Litter Bin; 34A - Utility ROW, 15472 95A Ave",,340,,4,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"34A - Utility ROW, 15472 95A Ave",,,,,,,,20161020,20161107,49.175604,-122.800276
60,1,Large Barrel,1001894861,"Litter Bin; Green Timbers Urban Forest Park, 14698 96 Ave",,354,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",,,,,,,,20161021,20161107,49.183198,-122.820432
61,1,Large Barrel,1001894860,"Litter Bin; Green Timbers Urban Forest Park, 14698 96 Ave",,353,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Green Timbers Urban Forest Park, 14698 96 Ave",,,,,,,,20161021,20161107,49.181790,-122.820863
62,1,Large Barrel,1001895661,"Litter Bin; Royal Kwantlen Park, 13035 104 Ave",,527,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Royal Kwantlen Park, 13035 104 Ave",,,,,,,,20161028,20161028,49.194612,-122.861305
63,1,Large Barrel,1001895662,"Litter Bin; Royal Kwantlen Park, 13035 104 Ave",,528,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Royal Kwantlen Park, 13035 104 Ave",,,,,,,,20161028,20161028,49.194456,-122.861001
64,1,Large Barrel,1001895663,"Litter Bin; Royal Kwantlen Park, 13035 104 Ave",,529,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Royal Kwantlen Park, 13035 104 Ave",,,,,,,,20161028,20161028,49.194208,-122.860326
65,1,Large Barrel,1001895664,"Litter Bin; Royal Kwantlen Park, 13035 104 Ave",,530,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Royal Kwantlen Park, 13035 104 Ave",,,,,,,,20161028,20161028,49.194016,-122.860653
66,1,Large Barrel,1001895665,"Litter Bin; Royal Kwantlen Park, 13035 104 Ave",,531,,3,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Royal Kwantlen Park, 13035 104 Ave",,,,,,,,20161028,20161028,49.192818,-122.860437
67,1,Large Barrel,1001894716,"Litter Bin; Elgin Heritage Park / Stewart Farm / Wards Marina, 13723 Crescent Rd",,274,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Elgin Heritage Park / Stewart Farm / Wards Marina, 13723 Crescent Rd",,,,,,,,20161019,20161107,49.064876,-122.842554
68,1,Large Barrel,1001894715,"Litter Bin; Elgin Heritage Park / Stewart Farm / Wards Marina, 13723 Crescent Rd",,273,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Elgin Heritage Park / Stewart Farm / Wards Marina, 13723 Crescent Rd",,,,,,,,20161019,20161107,49.065108,-122.843298
69,1,Large Barrel,1001894714,"Litter Bin; Elgin Heritage Park / Stewart Farm / Wards Marina, 13723 Crescent Rd",,272,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Elgin Heritage Park / Stewart Farm / Wards Marina, 13723 Crescent Rd",,,,,,,,20161019,20161107,49.066112,-122.841789
70,1,Large Barrel,1001894713,"Litter Bin; East View Park, 6135 190 St",,271,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"East View Park, 6135 190 St",,,,,,,,20161019,20161107,49.114062,-122.696557
71,1,Large Barrel,1001894712,"Litter Bin; Dunsmuir Farm, 2900 Dunsmuir Rd",,270,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Dunsmuir Farm, 2900 Dunsmuir Rd",,,,,,,,20161019,20161107,49.053484,-122.879511
72,1,Large Barrel,1001894711,"Litter Bin; Dunsmuir Farm, 2900 Dunsmuir Rd",,269,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Dunsmuir Farm, 2900 Dunsmuir Rd",,,,,,,,20161019,20161107,49.056265,-122.880003
73,1,Large Barrel,1001894710,"Litter Bin; Dufferin Park,17375 2 Ave",,268,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Dufferin Park,17375 2 Ave",,,,,,,,20161019,20161107,49.006094,-122.742007
74,1,Large Barrel,1001894709,"Litter Bin; Dufferin Park,17375 2 Ave",,267,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Dufferin Park,17375 2 Ave",,,,,,,,20161019,20161107,49.006091,-122.742142
75,1,Large Barrel,1001894708,"Litter Bin; Dufferin Park,17375 2 Ave",,266,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Dufferin Park,17375 2 Ave",,,,,,,,20161019,20161107,49.007737,-122.740280
76,1,Large Barrel,1001894707,"Litter Bin; Douglas Park, 15044 99A Ave",,265,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Douglas Park, 15044 99A Ave",,,,,,,,20161019,20161107,49.181722,-122.804874
77,1,Large Barrel,1001894706,"Litter Bin; Don Christian Park, 6220 184 St",,264,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Don Christian Park, 6220 184 St",,,,,,,,20161019,20161107,49.115718,-122.708006
78,5,Ornamental,1001082199,,,,,,In Service,,2009,Surrey,BS# 55932,,,,,,,,Engineering,Engineering,,,,,,,,,,,,160 St S of 92 Ave W/Side,,Initial AB,,,,,,20090212,20170501,49.169584,-122.778999
79,5,Ornamental,1001080196,,,,,,In Service,,2009,Surrey,BS# 55790,Large Barrel,,,,,,,Engineering,Engineering,,,,,,,,,,,,108 Ave E of KG Blvd S/Side,,Initial AB,,,,,,20090204,20170420,49.198758,-122.844848
80,5,Ornamental,1001927683,,,,,,In Service,,,Surrey,BS# 61658,,,,,,,,Engineering,Engineering,,,,,,,,,,,,University Dr N of 107A Ave E/Side,,,,,,,,20170420,20170420,49.197663,-122.850728
81,5,Ornamental,1001927685,,,,,,In Service,,,Surrey,BS# 55838,,,,,,,,Engineering,Engineering,,,,,,,,,,,,University Dr N of 105A Ave E/Side,,,,,,,,20170420,20170420,49.194789,-122.850740
82,5,Ornamental,1001080392,,,,,,In Service,,2009,Surrey,BS# 55841,,,,,,,,Engineering,Engineering,,,,,,,,,,,,108 Ave E of 140 St S/Side,,Initial AB,,,,,,20090205,20170420,49.198732,-122.833500
83,5,Ornamental,1001082195,,,,,,In Service,,2009,Surrey,BS# 55752,,,,,,,,Engineering,Engineering,,,,,,,,,,,,156 St N of 92 Ave E/Side,,Initial AB,,,,,,20090212,20170501,49.170603,-122.789913
84,5,Ornamental,1001927691,,,,,,In Service,,,Surrey,BS# 55372,,,,,,,,Engineering,Engineering,,,,,,,,,,,,13853 104 Ave N/Side,,,,,,,,20170420,20170420,49.191637,-122.838218
85,5,Ornamental,1001852393,,,,,,In Service,,,Surrey,BS# 55768,,,,,,,,Engineering,Engineering,,,,,,,,,,,,156 St S of 94 Ave W/Side,,,,,,,,20160107,20170501,49.172944,-122.790145
86,0,Trash,1001925860,,,170585,,,In Service,,,Surrey,BS# 54989,,,,,,,,Engineering,Engineering,,,,,,BigBelly,BigBelly,BB3,170585,,,KG Blvd N of Fraser Hwy E/Side ,,,,,,,,20170405,20170405,49.181088,-122.845225
87,5,Ornamental,1001082196,,,,,,In Service,,2009,Surrey,BS# 55753,,,,,,,,Engineering,Engineering,,,,,,,,,,,,156 St N of 94 Ave E/Side,,Initial AB,,,,,,20090212,20170501,49.173943,-122.789863
88,5,Ornamental,1001082187,,,,,,In Service,,2009,Surrey,BS# 55767,,,,,,,,Engineering,Engineering,,,,,,,,,,,,156 St S of 96 Ave W/Side,,Initial AB,,,,,,20090212,20170501,49.176569,-122.790140
89,1,Large Barrel,1001895821,"Litter Bin; Sunnyside Park, 15455 26 Ave",,640,,2,In Service,,,Surrey,,Seasonal,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Sunnyside Park, 15455 26 Ave",,,,,,,,20161101,20161101,49.049320,-122.791123
90,1,Large Barrel,1001895964,"Litter Bin; Newton Athletic Park, 7395 128 St",,747,,1,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Newton Athletic Park, 7395 128 St",,,,,,,,20161101,20161107,49.136699,-122.870013
91,1,Large Barrel,1001895551,"Litter Bin; Lionel Courchene Park, 9900 154 St",,442,,2,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Lionel Courchene Park, 9900 154 St",,,,,,,,20161028,20161107,49.182555,-122.795169
92,1,Large Barrel,1001895547,"Litter Bin; Latimer Park, 2786 192 St",,441,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Latimer Park, 2786 192 St",,,,,,,,20161028,20161107,49.052826,-122.688208
93,1,Large Barrel,1001895546,"Litter Bin; Latimer Park, 2786 192 St",,440,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Latimer Park, 2786 192 St",,,,,,,,20161028,20161107,49.052782,-122.689631
94,1,Large Barrel,1001895543,"Litter Bin; Laronde Park, 1806 130 St",,438,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Laronde Park, 1806 130 St",,,,,,,,20161028,20161107,49.036070,-122.859359
95,1,Large Barrel,1001895516,"Litter Bin; Kwomais Point Park, 1367 128 St",,437,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Kwomais Point Park, 1367 128 St",,,,,,,,20161027,20161107,49.026527,-122.868079
96,1,Large Barrel,1001895513,"Litter Bin; Kwomais Point Park, 1367 128 St",,436,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Kwomais Point Park, 1367 128 St",,,,,,,,20161027,20161107,49.028247,-122.871665
97,1,Large Barrel,1001895502,"Litter Bin; Kiyo Park, 9050 140 St",,435,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Kiyo Park, 9050 140 St",,,,,,,,20161027,20161107,49.167580,-122.834155
98,1,Large Barrel,1001895501,"Litter Bin; Kennedy Park, 9058 Holt Rd",,434,,3,In Service,,,Surrey,,Year Long,,,,OPERATING,,,Parks,Parks,,,,,,,,,,,,"Kennedy Park, 9058 Holt Rd",,,,,,,,20161027,20161107,49.167264,-122.885768
