,AAS_ID,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DATE_CLOSED,DATE_CONSTRUCTED,DESCRIPTION,DESIGNATION,DISASTER_RESPONSE_ROUTE,FACILITYID,GCNAME,GCPREDIR,GCROADS,GCSUFDIR,GCTYPE,GIS_ENTRY_STAGE,GREENWAY,INSERVICE_COST,INSERVICE_DATE,LEFTFROM,LEFTTO,LEGACYID,LIFECYCLE_COST,LOCATION,MAINTENANCE_RESPONSIBILITY,MAJOR_ROAD_NETWORK,MAP_PAGE,MATERIAL,MOD_DATE,NO_LANE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OWNER,PARK_LEGACY_ID,PARK_OWNERSHIP,PAVING_DATE,PROJECT_NO,RD_CLASS,RIGHTFROM,RIGHTTO,ROADCODE,ROAD_CENTRELINE_TYPE,ROAD_CENTRELINE_TYPE2,ROAD_NAME,ROW_WIDTH,SPEED,STATUS,STATUS_DATE,STATUS_PARKS,STREETSWEEPING_ROUTE,STRUCTURES_INSPECTION_ROUTE,TRUCK_ROUTE,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YR,YRS_LIFE_EXPECTANCY,YTD_COST
0,304,,,,19960703,,,,,None,1000979895,BOUNDARY,,BOUNDARY DR N,N,DR,,,,,12215,12233,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12208,12246,06305,0,Road,Boundary Dr N,,50,Open,,,,,,,,,1988,,
1,38,,,,19870917,,,,Translink,None,1000983679,120,,120 ST,,ST,,,,,9351,9599,,,,Engineering,Yes,,Asphalt,20171206,4,,,Engineering,Surrey,,,,,Arterial,9352,9598,12000,0,Road,120 St,34,60,Open,,,TRANSLINK - T1 CURBS,,Truck Routes,,,,1973,,
2,529,,,,19870917,,,,,None,1000982665,99,,99 AVE,,AVE,,,,,12001,12049,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,12002,12048,09900,0,Road,99 Ave,24,50,Open,,,,,,,,,1974,,
3,529,,,,19870917,,,,,None,1000981458,99,,99 AVE,,AVE,,,,,12101,12149,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,12102,12148,09900,0,Road,99 Ave,24,50,Open,,,,,,,,,1974,,
4,529,,,,19870917,,,,,None,1000980201,99,,99 AVE,,AVE,,,,,12151,12199,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,12152,12198,09900,0,Road,99 Ave,24,50,Open,,,,,,,,,1966,,
5,251,,,,19870818,,,,,None,1000981723,NEW MCLELLAN,,NEW MCLELLAN RD,,RD,,,,,12301,12399,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,12302,12398,05525,0,Road,New Mclellan Rd,20,50,Open,,,,,,,,,1993,,
6,304,,,,19870901,,,,,None,1000972493,BOUNDARY,,BOUNDARY DR S,S,DR,,,,,12305,12365,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12308,12368,05925,0,Road,Boundary Dr S,,50,Open,,,,,,,,,1986,,
7,221,,,,19880714,,,,,None,1000984082,PARKTREE,,PARKTREE CRT,,CRT,,,,,6203,6253,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,6214,6252,12280,0,Road,Parktree Crt,,50,Open,,,,,,,,,1988,,
8,596,,,,20030509,,,,,None,1000982037,122,,122 ST,,ST,,,,,6551,6599,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,6552,6598,12200,0,Road,122 St,,50,Open,,,,,,,,,1992,,
9,365,,,,19870903,,,,,None,1000984150,77A,,77A AVE,,AVE,,,,,12251,12299,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12252,12298,07750,0,Road,77A Ave,,50,Open,,,,,,,,,1986,,
10,365,,,,19870904,,,,,None,1000978918,123,,123 ST,,ST,,,,,7711,7751,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,7706,7752,12300,0,Road,123 St,,50,Open,,,,,,,,,1986,,
11,365,,,,20020703,,,,,None,1000981073,,,,,,,,,,,,,,,Engineering,No,,Asphalt,20171206,1,,,Engineering,Surrey,,,,,Local,,,,4,Access Lane,,,,Open,,,,,,,,,1986,,
12,488,,,,19870904,,,,,None,1000978529,81A,,81A AVE,,AVE,,,,,12201,12249,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12202,12270,08150,0,Road,81A Ave,,50,Open,,,,,,,,,1978,,
13,410,,,,19870904,,,,,None,1000982064,82,,82 AVE,,AVE,,,,,12301,12399,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,12302,12398,08200,0,Road,82 Ave,24,50,Open,,,,,No Heavy Truck Routes,,,,1975,,
14,382,,,,19891003,,,,,None,1000977136,81,,81 AVE,,AVE,,,,,12333,12399,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12332,12398,08100,0,Road,81 Ave,,50,Open,,,,,,,,,1990,,
15,345,,,,19870917,,,,,None,1000974636,100,,100 AVE,,AVE,,,,,12211,12299,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12222,12298,10000,0,Road,100 Ave,,50,Open,,,,,,,,,1974,,
16,499,,,,19870928,,,,,None,1000976894,LARSON,,LARSON RD,,RD,,,,,10891,10909,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,10890,10910,12380,0,Road,Larson Rd,,50,Open,,,,,,,,,1978,,
17,500,,,,19870814,,,,,None,1000973759,20,,20 AVE,,AVE,,,,,12557,12693,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,12550,12706,02000,0,Road,20 Ave,24,50,Open,,,,,,,,,1979,,
18,304,,,,19870901,20050915,20061030,,,None,1000981897,BOUNDARY,,BOUNDARY DR E,E,DR,,,,,6051,6139,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,6052,6138,12405,0,Road,Boundary Dr E,24,50,Open,,,,,,,,,2016,,
19,304,,,,19880921,,,,,None,1000977558,BOUNDARY,,BOUNDARY DR E,E,DR,,,,,6251,6321,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,6252,6320,12405,0,Road,Boundary Dr E,24,50,Open,,,,,,,,,1988,,
20,266,,,,19900423,,,,,None,1000974939,75A,,75A AVE,,AVE,,,,,12415,12499,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12416,12498,07550,0,Road,75A Ave,,50,Open,,,,,,,,,1990,,
21,266,,,,19900423,,,,,None,1000984928,76,,76 AVE,,AVE,,,,,12485,12499,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12494,12494,07600,0,Road,76 Ave,,50,Open,,,,,,,,,1978,,
22,266,,,,20030820,,,,,None,1000981130,76A,,76A AVE,,AVE,,,,,12519,12579,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12532,12580,07650,0,Road,76A Ave,,50,Open,,,,,,,,,1978,,
23,531,,,,19870903,,,,,None,1000975066,79,,79 AVE,,AVE,,,,,12461,12499,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12460,12498,07900,0,Road,79 Ave,,50,Open,,,,,,,,,1981,,
24,410,,,,19870904,,,,,None,1000979228,82,,82 AVE,,AVE,,,,,12401,12799,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,12402,12798,08200,0,Road,82 Ave,24,50,Open,,,,,No Heavy Truck Routes,,,,1975,,
25,339,,,,19870917,,,,,None,1000976989,124,,124 ST,,ST,,,,,9101,9149,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,9102,9148,12400,0,Road,124 St,24,50,Open,,,,,,,,,1991,,
26,679,,,,19870918,,,,,None,1000977058,96A,,96A AVE,,AVE,,,,,12501,12599,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12502,12598,09650,0,Road,96A Ave,,50,Open,,,,,,,,,1964,,
27,79,,,,19870918,,,,,None,1000975117,124A,,124A ST,,ST,,,,,10201,10299,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,10202,10298,12450,0,Road,124A St,,50,Open,,,,,,,,,1963,,
28,511,,,,19870918,,,,,None,1000984547,PARK,,PARK DR,,DR,,,,,12411,12479,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12412,12478,10171,0,Road,Park Dr,,50,Open,,,,,,,,,2014,,
29,196,,,,19870817,,,,,None,1000983479,COLEBROOK,,COLEBROOK RD,,RD,,,,,12751,13149,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,12752,13148,80303,0,Road,Colebrook Rd,24,50,Open,,,,,,,,,2009,,
30,630,,,,19960119,,,,,None,1000978873,107A,,107A AVE,,AVE,,,,,12749,12799,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12750,12798,10750,0,Road,107A Ave,,50,Open,,,,,,,,,1974,,
31,651,,,,19870814,,,,,None,1000980788,MARINE,,MARINE DR,,DR,,,,,12951,12969,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,12952,12968,01355,0,Road,Marine Dr,24,50,Open,,,,,,,,,1971,,
32,727,,,,19870814,,,,,None,1000973176,128,,128 ST,,ST,,,,,1551,1599,,,,Engineering,No,,Asphalt,20180808,2,,,Engineering,Surrey,,,,,Arterial,1552,1598,12800,0,Road,128 St,24,50,Open,,,,,,,,,1972,,
33,727,,,,19870814,,,,,None,1000976627,128,,128 ST,,ST,,,,,1471,1499,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,1472,1498,12800,0,Road,128 St,24,50,Open,,,,,,,,,1972,,
34,422,,,,19880413,,,,,None,1000983110,20,,20 AVE,,AVE,,,,,12901,12969,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,12902,12968,02000,0,Road,20 Ave,24,50,Open,,,,,,,,,1988,,
35,293,,,,19870818,,,,,None,1000975632,56,,56 AVE,,AVE,,,,,12801,12849,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,12802,12848,05600,0,Road,56 Ave,20,50,Open,,,,,,,,,2015,,
36,312,,,,20091022,,,,,,1001135374,129,,129 ST,,ST,Initial AB,No,,,5901,5999,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,project no,Local,5902,5998,12900,0,Road,129 St,,50,Open,,,,,,,,,2009,,
37,312,,,,20071106,,,,,None,1000983172,129,,129 ST,,ST,,,,,5871,5899,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,5872,5898,12900,0,Road,129 St,,50,Open,,,,,,,,,2009,,
38,312,,,,20071106,,,,,None,1000981280,129,,129 ST,,ST,,,,,5851,5869,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,5852,5868,12900,0,Road,129 St,,50,Open,,,,,,,,,2009,,
39,686,,,,19930507,,,,,None,1000973979,65,,65 AVE,,AVE,,,,,12801,12849,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12802,12848,06500,0,Road,65 Ave,,50,Open,,,,,,,,,1993,,
40,604,,,,19870901,,,,,None,1000983049,128,,128 ST,,ST,,,,,6607,6711,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,6622,6702,12800,0,Road,128 St,30,60,Open,,,,,No Heavy Truck Routes,,,,2003,,
41,489,,,,19880811,,,,,None,1000977549,128A,,128A ST,,ST,,,,,6951,7013,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,6952,7012,12850,0,Road,128A St,,50,Open,,,,,,,,,1998,,
42,404,,,,19870901,,,,,None,1000972998,68A,,68A AVE,,AVE,,,,,12803,12819,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12832,12898,06850,0,Road,68A Ave,,50,Open,,,,,,,,,1978,,
43,701,,,,19870916,,,,,None,1000979069,128,,128 ST,,ST,,,,,9051,9161,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,9060,9160,12800,0,Road,128 St,30,50,Open,,,,,No Heavy Truck Routes,,,,1974,,
44,722,,,,19870928,,,,,None,1000973679,130,,130 ST,,ST,,,,,10701,10749,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,10702,10748,13000,0,Road,130 St,,50,Open,,,,,,,,,1963,,
45,388,,,,19870928,,,,,None,1000973020,106,,106 AVE,,AVE,,,,,12913,12999,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,12914,12998,10600,0,Road,106 Ave,,50,Open,,,,,,,,,1963,,
46,726,,,,19870814,,,,,None,1000972875,21,,21 AVE,,AVE,,,,,13033,13099,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,13032,13098,02100,0,Road,21 Ave,,50,Open,,,,,,,,,1987,,
47,726,,,,19950103,,,,,None,1000977698,131,,131 ST,,ST,,,,,2101,2117,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,2102,2128,13100,0,Road,131 St,,50,Open,,,,,,,,,1987,,
48,726,,,,20021030,,,,,None,1000983363,20A,,20A AVE,,AVE,,,,,13151,13169,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,13152,13168,02050,0,Road,20A Ave,,50,Open,,,,,,,,,1987,,
49,661,,,,19880728,,,,,None,1000981074,28,,28 AVE,,AVE,,,,,12901,13199,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,12902,13198,02800,0,Road,28 Ave,24,50,Open,,,,,,,,,2016,,
50,482,,,,19920929,,,,,None,1000978279,LINTON,,LINTON WAY,,WAY,,,,,13101,13155,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,13102,13154,07090,0,Road,Linton Way,,50,Open,,,,,,,,,1973,,
51,339,,,,19870903,20050915,20061030,,,None,1000978802,132,,132 ST,,ST,,,,,7201,7299,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,7202,7298,13200,0,Road,132 St,30,60,Open,,,,,Truck Routes,,,,1972,,
52,209,,,,19870903,,,,,None,1000982048,130,,130 ST,,ST,,,,,7301,7369,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,7302,7368,13000,0,Road,130 St,,50,Open,,,,,,,,,1978,,
53,701,,,,19870916,20050915,20061030,,,None,1000975996,PRINCE CHARLES,,PRINCE CHARLES BLVD,,BLVD,,,,,9233,9263,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,9232,9264,13030,0,Road,Prince Charles Blvd,,50,Open,,,,,,,,,1971,,
54,388,Truck Route restricted to 7:00am to 6:00pm,,,19870928,20050915,20061030,,,None,1000976876,132,,132 ST,,ST,,,,,10401,10449,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,10402,10448,13200,0,Road,132 St,30,50,Open,,,CITY CENTRE - CONTRACT CURBS,,Truck Routes with Restrictions,,,,1963,,
55,656,,,,19970424,,,,,None,1000978163,105,,105 AVE,,AVE,,,,,13201,13399,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,13202,13398,10500,0,Road,105 Ave,24,50,Open,,,,,,,,,1963,,
56,722,Truck Route restricted to 7:00am to 6:00pm,,,19870928,,,,,None,1000982032,132,,132 ST,,ST,,,,,10751,10799,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,10752,10798,13200,0,Road,132 St,30,50,Open,,,CITY CENTRE - CONTRACT CURBS,,Truck Routes with Restrictions,,,,1963,,
57,722,,,,19870928,,,,,None,1000976699,108,,108 AVE,,AVE,,,,,13201,13249,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,13202,13248,10800,0,Road,108 Ave,30,50,Open,,,CITY CENTRE - CONTRACT CURBS,,,,,,1963,,
58,422,,,,19970206,,,,,None,1000976726,20,,20 AVE,,AVE,,,,,13251,13399,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,13252,13398,02000,0,Road,20 Ave,24,50,Open,,,,,,,,,1990,,
59,676,,,,19900302,,,,,None,1000983278,21A,,21A AVE,,AVE,,,,,13243,13299,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,13252,13298,02150,0,Road,21A Ave,,50,Open,,,,,,,,,1990,,
60,632,,,,19870813,,,,,None,1000975446,132,,132 ST,,ST,,,,,2601,2799,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,2602,2798,13200,0,Road,132 St,24,50,Open,,,,,,,,,2016,,
61,293,,,,19950222,,,,,None,1000978694,56,,56 AVE,,AVE,,,,,13251,13599,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,13252,13598,05600,0,Road,56 Ave,20,50,Open,,,,,,,,,2007,,
62,370,,,,19870902,,,,,None,1000972672,68,,68 AVE,,AVE,,,,,13201,13399,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,13202,13398,06800,0,Road,68 Ave,24,50,Open,,,,,No Heavy Truck Routes,,,,1972,,
63,327,,,,19870901,,,,,None,1000980987,134,,134 ST,,ST,,,,,6801,6849,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,6802,6848,13400,0,Road,134 St,24,50,Open,,,,,,,,,1982,,
64,588,,,,19870903,,,,,None,1000978379,80,,80 AVE,,AVE,,,,,13351,13399,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,13352,13398,08000,0,Road,80 Ave,30,50,Open,,,,,Truck Routes,,,,1973,,
65,588,,,,19870903,,,,,None,1000974103,80,,80 AVE,,AVE,,,,,13401,13449,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,13402,13448,08000,0,Road,80 Ave,30,50,Open,,,,,Truck Routes,,,,1973,,
66,645,,,,19870921,,,,,None,1000982601,98,,98 AVE,,AVE,,,,,13319,13375,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,13324,13380,09800,0,Road,98 Ave,20,50,Open,,,,,,,,,1986,,
67,74,,,,19870921,,,,,None,1000978505,134,,134 ST,,ST,,,,,9801,9829,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,9802,9828,13400,0,Road,134 St,32,50,Open,,,,,,,,,2012,,
68,660,,,,19970424,,,,,None,1000979500,UNIVERSITY,,UNIVERSITY DR,,DR,,,,,10801,10899,,,,Engineering,No,,Asphalt,20171206,5,,,Engineering,Surrey,,,,,Arterial,10802,10896,13402,0,Road,University Dr,27,50,Open,,,CITY CENTRE - CONTRACT CURBS,,,,,,1993,,
69,660,,,,19870928,,,,Translink,Secondary,1000982962,KING GEORGE,,KING GEORGE BLVD,,BLVD,,,,,13401,13409,,,,Engineering,Yes,,Asphalt,20171206,4,,,Engineering,Surrey,,,,,Arterial,13400,13408,13601,0,Road,King George Blvd,37,60,Open,,,TRANSLINK - T5 CURBS,,Dangerous Goods Routes,,,,2015,,
70,677,,,,20020128,,,,,None,1000980422,115,,115 AVE,,AVE,,,,,13251,13399,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,13252,13398,11500,0,Road,115 Ave,24,50,Open,,,,,,,,,2004,,
71,677,,,,20060504,,,,,None,1000975179,115,,115 AVE,,AVE,,,,,13401,13599,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,13402,13598,11500,0,Road,115 Ave,24,50,Open,,,,,,,,,2000,,
72,631,,,,19870813,,,,,None,1000984202,136,,136 ST,,ST,,,,,1601,1699,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,1602,1698,13600,0,Road,136 St,24,50,Open,,,,,,,,,2014,,
73,591,,,,19880222,,,,,None,1000974014,18,,18 AVE,,AVE,,,,,13601,13649,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,13602,13648,01800,0,Road,18 Ave,,50,Open,,,,,,,,,1988,,
74,612,,,,19950620,20050915,20061030,,,None,1000981646,24,,24 AVE,,AVE,,,,,13601,13749,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,13602,13748,02400,0,Road,24 Ave,24,50,Open,,,,,,,,,1994,,
75,491,,,,20070817,,,,,None,1000974313,58B,,58B AVE,,AVE,,,,,13401,13449,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,13402,13448,05870,0,Road,58B Ave,,50,Open,,,,,,,,,2007,,
76,491,,,,20070226,,,,,None,1000978360,58B,,58B AVE,,AVE,,,,,13451,13499,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,13452,13498,05870,0,Road,58B Ave,,50,Open,,,,,,,,,2007,,
77,491,,,,19870901,,,,,None,1000981510,135,,135 ST,,ST,,,,,5825,5899,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,5850,5900,13500,0,Road,135 St,,50,Open,,,,,,,,,2007,,
78,327,,,,19870902,,,,,None,1000979252,135,,135 ST,,ST,,,,,6801,6849,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,6802,6848,13500,0,Road,135 St,,50,Open,,,,,,,,,1974,,
79,327,,,,19870902,,,,,None,1000984417,135,,135 ST,,ST,,,,,6901,7049,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,6902,7048,13500,0,Road,135 St,,50,Open,,,,,,,,,1982,,
80,495,,,,19870903,,,,Translink,Secondary,1000976514,KING GEORGE,,KING GEORGE BLVD,,BLVD,,,,,7301,7349,,,,Engineering,Yes,,Asphalt,20171206,4,,,Engineering,Surrey,,,,,Arterial,7300,7350,13601,0,Road,King George Blvd,42,60,Open,,,TRANSLINK - T2/T4 CURBS,,Dangerous Goods Routes,,,,1993,,
81,588,,,,19870903,,,,,None,1000981943,80,,80 AVE,,AVE,,,,,13451,13575,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,13452,13576,08000,0,Road,80 Ave,30,50,Open,,,,,Truck Routes,,,,1973,,
82,441,,,,19960906,,,,,None,1000980601,94A,,94A AVE,,AVE,,,,,13573,13799,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,13572,13798,09450,0,Road,94A Ave,24,50,Open,,,,,,,,,1999,,
83,703,Offset Centreline Designation,,,19870921,,,,Translink,Secondary,1000983491,KING GEORGE,,KING GEORGE BLVD,,BLVD,,,,,9601,9749,,,,Engineering,Yes,,Asphalt,20171206,6,,,Engineering,Surrey,,,,,Arterial,9602,9748,13601,0,Road,King George Blvd,48,60,Open,,,TRANSLINK,,Dangerous Goods Routes,,,,1998,,
84,703,Offset Centreline Designation,,,19870921,,,,Translink,Secondary,1000975062,KING GEORGE,,KING GEORGE BLVD,,BLVD,,,,,9751,9799,,,,Engineering,Yes,,Asphalt,20171206,6,,,Engineering,Surrey,,,,,Arterial,9752,9798,13601,0,Road,King George Blvd,48,60,Open,,,TRANSLINK,,Dangerous Goods Routes,,,,1973,,
85,703,,,,19870921,,,,Translink,Secondary,1000972924,KING GEORGE,,KING GEORGE BLVD,,BLVD,,,,,10001,10199,,,,Engineering,Yes,,Asphalt,20171206,6,,,Engineering,Surrey,,,,,Arterial,10002,10198,13601,0,Road,King George Blvd,48,60,Open,,,CITY CENTRE - CONTRACT CURBS,,Dangerous Goods Routes,,,,1973,,
86,703,,,,20060216,,,,Translink,Secondary,1000982922,KING GEORGE,,KING GEORGE BLVD,,BLVD,,,,,10201,10305,,,,Engineering,Yes,,Asphalt,20171206,6,,,Engineering,Surrey,,,,,Arterial,10210,10312,13601,0,Road,King George Blvd,42,60,Open,,,CITY CENTRE - CONTRACT CURBS,,Dangerous Goods Routes,,,,1963,,
87,137,,,,19870925,,,,Translink,Secondary,1000978804,KING GEORGE,,KING GEORGE BLVD,,BLVD,,,,,10501,10549,,,,Engineering,Yes,,Asphalt,20171206,6,,,Engineering,Surrey,,,,,Arterial,10502,10548,13601,0,Road,King George Blvd,37,60,Open,,,CITY CENTRE - CONTRACT CURBS,,Dangerous Goods Routes,,,,1963,,
88,703,,,,19970424,,,,,None,1000981890,106,,106 AVE,,AVE,,,,,13483,13549,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,13482,13548,10600,0,Road,106 Ave,24,50,Open,,,CITY CENTRE - CONTRACT CURBS,,,,,,1963,,
89,591,,,,19880222,,,,,None,1000975924,18,,18 AVE,,AVE,,,,,13651,13749,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,13652,13748,01800,0,Road,18 Ave,,50,Open,,,,,,,,,1988,,
90,583,,,,19950524,,,,,None,1000983671,20A,,20A AVE,,AVE,,,,,13751,13799,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,13752,13798,02050,0,Road,20A Ave,,50,Open,,,,,,,,,1994,,
91,583,,,,19950524,,,,,None,1000976709,21A,,21A AVE,,AVE,,,,,13651,13799,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,13652,13798,02150,0,Road,21A Ave,,50,Open,,,,,,,,,1994,,
92,674,,,,19870903,,,,,None,1000973977,138,,138 ST,,ST,,,,,7751,7799,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Local,7752,7798,13800,0,Road,138 St,,50,Open,,,,,,,,,1975,,
93,688,,,,19870813,20050915,20061030,,,None,1000983549,32,,32 AVE,,AVE,,,,,13851,13899,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,13852,13898,03200,0,Road,32 Ave,24,50,Open,,,,,,,,,2008,,
94,671,,,,19870904,,,,Translink,None,1000975944,88,,88 AVE,,AVE,,,,,13851,13899,,,,Engineering,Yes,,Asphalt,20171206,4,,,Engineering,Surrey,,,,,Arterial,13852,13898,08800,0,Road,88 Ave,30,50,Open,,,TRANSLINK - T4 CURBS,,Truck Routes,,,,1973,,
95,407,Offset Centreline Designation,,,19870916,,,,,None,1000978537,140,,140 ST,,ST,,,,,9451,9599,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,9452,9598,14000,0,Road,140 St,30,50,Open,,,,,,,,,1973,,
96,497,,,,19870923,,,,,None,1000977212,140,,140 ST,,ST,,,,,9601,9649,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Arterial,9602,9648,14000,0,Road,140 St,30,50,Open,,,,,Truck Routes,,,,1987,,
97,578,,,,20060629,,,,,None,1000983719,138A,,138A ST,,ST,,,,,10301,10399,,,,Engineering,No,,Asphalt,20171206,2,,,Engineering,Surrey,,,,,Collector,10302,10398,13850,0,Road,138A St,24,50,Open,,,,,,,,,2006,,
