,ANCILLARYROLE,ENABLED,DETENTION_POND_TYPE,DETENTION_POND_TYPE2,FACILITYID,LEGACYID,NODE_NO,LIVE_STORAGE_CAPACITY,MAX_STORAGE_DEPTH,PEAK_DISCHARGE,STATUS,OPERATING_STATUS,YR,OWNER,PROJECT_NO,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,LAST_INSP_DATE,OPS_POND_TYPE,SPILLWAY,FENCE,CRE_DATE,MOD_DATE,LEGACY_POND_NO,LEGACY_DETAIL_REPORT,Latitude,Longitude
283,,1,3,Below Ground Private,1001567169,,1325006228,,,,In Service,Open,2012,Private,7809-0262-00,,600mm pipe,Final AB,,,,,,,,20130213,20130213,,,49.115719,-122.854771
284,,1,3,Below Ground Private,1001567176,,1324106236,,,,In Service,Open,2012,Surrey,7809-0262-00,,450mm pipe,Final AB,,,,,,,,20130213,20130213,,,49.115865,-122.855042
285,,1,3,Below Ground Private,1001567180,,1324206246,,,,In Service,Open,2012,Private,7809-0262-00,,450mm pipe,Final AB,,,,,,,,20130213,20130213,,,49.116051,-122.855012
286,,1,3,Below Ground Private,1001567191,,1561809704,,,,In Service,Open,2012,Private,7810-0093-00,,2.743m X 3.2m x 0.46m,Final AB,,,,,,,,20130213,20130213,,,49.178524,-122.789239
287,,1,1,Above Ground Private,1001408135,,1918205938,,,,,,,Surrey,,,,,,,,,,,,20120416,20130705,0071,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0071.pdf,49.110152,-122.691286
288,,1,3,Below Ground Private,1001699257,,1519502195,,,,In Service,Open,1990,Private,7886-6270,,,Final AB,,,,,,,,20130820,20130820,,,49.042667,-122.801454
289,,1,3,Below Ground Private,1001699617,,1639208688,,,,In Service,Open,2013,Private,7810-0075-00,,,Final AB,,,,,,,,20130823,20130823,,,49.160097,-122.767960
290,,1,3,Below Ground Private,1001699618,,1639208699,,,,In Service,Open,2013,Private,7810-0075-00,,,Final AB,,,,,,,,20130823,20130823,,,49.160301,-122.767967
291,,1,0,Above Ground Municipal,1001432391,,1254510000,,,,In Service,Open,2010,Surrey,4801-6010-00,Robson Park Det. Pond A,,Final AB,,,,,,,,20120904,20131107,,,49.184011,-122.874049
292,,1,0,Above Ground Municipal,1001432392,,1258709984,,,,In Service,Open,2010,Surrey,4801-6010-00,Robson Park Det. Pond B,,Final AB,,,,,,,,20120904,20131107,,,49.183713,-122.872887
293,,1,0,Above Ground Municipal,1001432393,,1267709949,,,,In Service,Open,2011,Surrey,4801-6010-00,Robson Park Det. Pond C,,Final AB,,,,,,,,20120904,20131107,,,49.183073,-122.870408
294,,1,0,Above Ground Municipal,1001432394,,1267109932,,,,In Service,Open,2010,Surrey,4801-6010-00,Robson Park Det. Pond D,,Final AB,,,,,,,,20120904,20131107,,,49.182774,-122.870575
295,,1,2,Below Ground Municipal,1001717948,,1899203348,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131107,,,,49.063298,-122.696807
296,,1,2,Below Ground Municipal,1001717949,,1899103349,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131107,,,,49.063313,-122.696837
297,,1,2,Below Ground Municipal,1001717950,,1899103395,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131107,,,,49.064148,-122.696832
298,,1,2,Below Ground Municipal,1001717951,,1899203394,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131107,,,,49.064134,-122.696802
299,,1,3,Below Ground Private,1001204445,,1471603267,,,,In Service,Open,2013,Private,7809-0236-00,,,Final AB,,,,,,,,20130816,20130816,,,49.062078,-122.814566
300,,1,2,Below Ground Municipal,1001726587,,1610510141,51.95,1050,10,In Service,Open,2005,Surrey,7802-0163-00,,,Final AB,,,,,,,No,20140128,20140128,,,49.186404,-122.775770
301,,1,0,Above Ground Municipal,1000429378,195248,1410607413,,,,In Service,Open,1983,Surrey,3486,,,Final AB,,,,,,,,20060629,20140721,1006,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1006.pdf,49.137146,-122.831098
302,,1,0,Above Ground Municipal,1001593487,,1382007396,,,,,,,Surrey,,,,,,,,,,,,20130430,20140721,1024,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1024.pdf,49.136847,-122.839012
303,,1,2,Below Ground Municipal,1001756792,,1625008820,,,,In Service,Open,1998,Surrey,7896-0289-00,,,Final AB,,,,,,,,20140721,20140721,,,49.162488,-122.771873
304,,1,1,Above Ground Private,1001756865,,1347607254,,,,In Service,Open,2000,Surrey,7898-0293-00,,,Final AB,,,,,,,,20140721,20140721,,,49.134279,-122.848484
305,,1,0,Above Ground Municipal,1000429558,188522,1282107320,,,,In Service,Open,1984,Surrey,7883-2290-00,,,Final AB,,,,,,,,20060629,20140721,0314,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0314.pdf,49.135497,-122.866542
306,,1,0,Above Ground Municipal,1000429447,281111,1871406017,,,,In Service,Open,1988,Surrey,7887-0288-00,,,Final AB,,,,,,,,20060629,20140721,0063,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0063.pdf,49.111613,-122.704190
307,,1,3,Below Ground Private,1001788765,,1215910045,,,,In Service,Open,2009,Private,7806-0117-00,,,Final AB,,,,,,,,20141002,20141002,,,49.184841,-122.884698
308,,1,0,Above Ground Municipal,1000429587,317883,1428003101,,,,In Service,Open,1990,Surrey,7887-3083,,,Final AB,,,,,,,,20060629,20141107,0022,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0022.pdf,49.059102,-122.826584
309,,1,0,Above Ground Municipal,1001724735,,1643903141,,,,In Service,Open,2014,Surrey,7813-0071-00,,,Final AB,,,,,,,,20141208,20141208,,,49.059723,-122.767134
310,,1,3,Below Ground Private,1001800992,,1538210515,40.6,,,In Service,Open,2014,Private,7811-0160-00,,,Final AB,,,,,,,,20150108,,,,49.193207,-122.795685
311,,1,1,Above Ground Private,1001818306,,1360611629,,,,In Service,Open,2014,Provincial,SFPR Seg. 7,,,Final AB,,,,,,,,20150415,20150415,,,49.213445,-122.844653
312,,1,3,Below Ground Private,1001818011,,1336111615,,,,In Service,Open,2014,Provincial,SFPR Seg. 7,,1200 Conc.,Final AB,,,,,,,,20150415,20150415,,,49.213209,-122.851437
313,,1,3,Below Ground Private,1001818004,,1332111616,,,,In Service,Open,2014,Provincial,SFPR Seg. 7,,1200 Conc.,Final AB,,,,,,,,20150414,20150415,,,49.213214,-122.852525
314,,1,3,Below Ground Private,1001819178,,1402211690,,,,In Service,Open,2014,Provincial,SFPR Seg. 7,,2.4 X 1.5 Conc. Box Culv.,Final AB,,,,,,,,20150421,20150421,,,49.214530,-122.833160
315,,1,3,Below Ground Private,1001819187,1001819178,1402211689,,,,In Service,Open,2014,Provincial,SFPR Seg. 7,,2.4 X 1.5 Conc. Box Culv.,Final AB,,,,,,,,20150421,20150421,,,49.214509,-122.833161
316,,1,3,Below Ground Private,1001819309,,1428711677,,,,In Service,Open,2013,Provincial,SFPR Seg. 7,,1800 X 1200 Conc. Box Culvert,Final AB,,,,,,,,20150421,20150421,,,49.214283,-122.825859
317,,1,3,Below Ground Private,1001819310,,1428711677,,,,In Service,Open,2013,Provincial,SFPR Seg. 7,,1800 X 1200 Conc. Box Culvert,Final AB,,,,,,,,20150421,20150421,,,49.214298,-122.825860
318,,1,2,Below Ground Municipal,1000429429,370756,1590408037,27.6,,,In Service,Open,2000,Surrey,7897-0114-00,,TO BE REMOVED WHEN DOWNSTREAM WORKS COMPLETED,Final AB,,,,,,,,20040322,,,,49.148346,-122.781462
319,,1,3,Below Ground Private,1001818030,,1339111615,,,,In Service,Open,2014,Provincial,SFPR Seg. 7,,1200 Conc.,Final AB,,,,,,,,20150415,20150812,,,49.213206,-122.850597
320,,1,3,Below Ground Private,1001834839,,1506008857,,,,In Service,Open,2015,Private,7808-0302-00,,,Final AB,,,,,,,,20150818,20151006,,,49.163223,-122.804685
321,,1,2,Below Ground Municipal,1001815873,,1897903475,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.065595,-122.697149
322,,1,2,Below Ground Municipal,1001815872,,1897803475,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.065595,-122.697176
323,,1,2,Below Ground Municipal,1001815897,,1899103443,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.065031,-122.696823
324,,1,0,Above Ground Municipal,1000429437,370776,1490009781,,,,In Service,Open,1981,Surrey,A-296,,,Final AB,,,,,,,,19940224,,0687,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0687.pdf,49.179949,-122.809048
325,,1,2,Below Ground Municipal,1001718897,,1905203407,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064374,-122.695146
326,,1,2,Below Ground Municipal,1001815896,,1899203444,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.065031,-122.696796
327,,1,2,Below Ground Municipal,1001718895,,1906203409,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131118,,,,49.064395,-122.694883
328,,1,2,Below Ground Municipal,1000822423,,1392509137,,,,In Service,Open,1991,Surrey,7888-0226-00,,,Final AB,,,,,,,,20070404,20140514,,,49.168341,-122.836005
329,,1,2,Below Ground Municipal,1001815898,,1899103473,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.065560,-122.696820
330,,1,2,Below Ground Municipal,1001815899,,1899203473,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.065560,-122.696793
331,,1,0,Above Ground Municipal,1000429355,108649,1416708850,,,,In Service,Open,1990,Surrey,7887-0523-00,,,Final AB,,,,,,,,20060629,20140514,0654,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0654.pdf,49.163131,-122.829342
332,,1,2,Below Ground Municipal,1001816117,,1897803498,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.066009,-122.697173
333,,1,2,Below Ground Municipal,1001816118,,1897903498,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.066009,-122.697146
334,,1,2,Below Ground Municipal,1001816129,,1897803530,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.066598,-122.697170
335,,1,2,Below Ground Municipal,1001816128,,1897903530,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.066598,-122.697142
336,,1,0,Above Ground Municipal,1000429356,108650,1404608845,,,,In Service,Open,1988,Surrey,7886-0225-00,,,Final AB,,,,,,,,20060629,20140514,0655,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0655.pdf,49.163045,-122.832664
337,,1,0,Above Ground Municipal,1000429462,370768,1604303033,,,,In Service,Open,2003,Surrey,7899-0179-00,,,Final AB,,,,,,,,20041021,,no_id1p115,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p115.pdf,49.057791,-122.778055
338,,1,0,Above Ground Municipal,1000429464,370759,1429210568,1000,,,In Service,Open,1999,Surrey,4898-605,,,Final AB,,,,,,,,20040325,,no_id1p12,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p12.pdf,49.194819,-122.825530
339,,1,3,Below Ground Private,1001608656,,1203206451,,,,In Service,Open,2013,Private,7807-0175-00,,,Final AB,,,,,,,,20130813,20130813,,,49.119797,-122.888352
340,,1,2,Below Ground Municipal,1000429409,123531,1595008863,,,,In Service,Open,1990,Surrey,7884-1091-00,15966 88A Avenue,,Final AB,,,,,,,,20060629,20120619,0612,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0612.pdf,49.163274,-122.780138
341,,1,0,Above Ground Municipal,1001562334,,1608402188,,1.5,,In Service,Open,2008,Surrey,7804-0112-00,,,Final AB,,,,,,,Yes,20130103,20130103,,,49.042498,-122.776990
342,,1,2,Below Ground Municipal,1001578499,,1618303131,,,,In Service,Open,2013,Surrey,7805-0349-00,,,Final AB,,,,,,,,20130306,20130306,,,49.059561,-122.774188
343,,1,3,Below Ground Private,1001603849,,1563811188,,,,In Service,Open,2013,Private,7811-0049-00,,,Final AB,,,,,,,,20130625,,,,49.205383,-122.788566
344,,1,3,Below Ground Private,1001603850,,1563511184,,,,In Service,Open,2013,Private,7811-0049-00,,,Final AB,,,,,,,,20130625,,,,49.205311,-122.788646
345,,1,3,Below Ground Private,1001603851,,1563411179,,,,In Service,Open,2013,Private,7811-0049-00,,,Final AB,,,,,,,,20130625,,,,49.205218,-122.788676
346,,1,3,Below Ground Private,1001603852,,1561711196,,,,In Service,Open,2013,Private,7811-0049-00,,,Final AB,,,,,,,,20130625,,,,49.205523,-122.789152
347,,1,3,Below Ground Private,1001603853,,1561711187,,,,In Service,Open,2013,Private,7811-0049-00,,,Final AB,,,,,,,,20130625,,,,49.205370,-122.789153
348,,1,3,Below Ground Private,1001603854,,1561711181,,,,In Service,Open,2013,Private,7811-0049-00,,,Final AB,,,,,,,,20130625,,,,49.205253,-122.789153
349,,1,3,Below Ground Private,1001603855,,1561711172,,,,In Service,Open,2013,Private,7811-0049-00,,,Initial AB,,,,,,,,20130625,,,,49.205086,-122.789160
350,,1,3,Below Ground Private,1001603856,,1561711163,,,,In Service,Open,2013,Private,7811-0049-00,,,Final AB,,,,,,,,20130625,,,,49.204928,-122.789159
351,,1,3,Below Ground Private,1001603857,,1561711156,,,,In Service,Open,2013,Private,7811-0049-00,,,Final AB,,,,,,,,20130625,,,,49.204792,-122.789151
352,,1,2,Below Ground Municipal,1001604965,,1889305850,,,,In Service,Open,1990,Surrey,7887-0134-00,,,Final AB,,,,,,,,20130703,20130703,,,49.108578,-122.699249
353,,1,0,Above Ground Municipal,1000820555,,1413402759,,,,In Service,Open,1980,Surrey,9444,,,Final AB,,,,,,,,20070307,20130723,0024,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0024.pdf,49.052914,-122.830616
354,,1,3,Below Ground Private,1001713781,,1299708086,,,,,Open,2013,Private,7810-0158-00,,,Final AB,,,,,,,,20131010,20131010,,,49.149354,-122.861670
355,,1,3,Below Ground Private,1001713716,,1231809956,5.56,,0.66,In Service,Open,2013,Private,7810-0172-00,,,Final AB,,,,,,,,20131010,20131010,,,49.183222,-122.880303
356,,1,3,Below Ground Private,1001713717,,1231809964,5.56,,0.66,In Service,Open,2013,Private,7810-0172-00,,,Final AB,,,,,,,,20131010,20131010,,,49.183356,-122.880302
357,,1,0,Above Ground Municipal,1000429544,69068,1370409935,,,,In Service,Open,2010,Surrey,4801-6050-00,9920blk Whalley Blvd,,Final AB,,,,,,,,20131106,20131106,1057,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1057.pdf,49.182791,-122.842041
358,,1,2,Below Ground Municipal,1001717817,,1899103235,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131106,,,,49.061262,-122.696849
359,,1,2,Below Ground Municipal,1001717816,,1899203234,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131106,,,,49.061247,-122.696819
360,,1,2,Below Ground Municipal,1001717810,,1899103260,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131106,,,,49.061704,-122.696847
361,,1,2,Below Ground Municipal,1001717846,,1899103308,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131106,20131106,,,49.062584,-122.696842
362,,1,0,Above Ground Municipal,1000429578,142922,1347108637,,,,In Service,Open,1978,Surrey,9438,,,Final AB,,,,,,,,20060629,20140717,1114,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1114.pdf,49.159304,-122.848564
363,,1,2,Below Ground Municipal,1001788491,,1477205988,,,,In Service,Open,2003,Surrey,7801-0225-00,,,Final AB,,,,,,,,20141001,20141001,,,49.111331,-122.812840
364,,1,3,Below Ground Private,1001739236,,1953206524,,,,In Service,Open,2014,Surrey,7809-0193-00,,,Final AB,,,,,,,,20140403,,,,49.120733,-122.681563
365,,1,0,Above Ground Municipal,1000429363,148851,1402508142,,,,In Service,Open,1985,Surrey,A505,,,Final AB,,,,,,,,20060629,20140717,0935,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0935.pdf,49.150335,-122.833290
366,,1,2,Below Ground Municipal,1001726639,,1897903210,,,,In Service,Open,2014,Surrey,7812-0160-00,,,Final AB,,,,,,,,20141017,20141017,,,49.060813,-122.697174
367,,1,2,Below Ground Municipal,1001408410,,1648209340,,,,,,,Surrey,,,,,,,,,,,,20120417,,0619,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0619.pdf,49.171886,-122.765431
368,,1,1,Above Ground Private,1001408425,,1216608277,,,,,,,Surrey,,,,,,,,,,,,20120417,,0678,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0678.pdf,49.152841,-122.884584
369,,1,1,Above Ground Private,1001408439,,1327408584,,,,,,,Surrey,,,,,,,,,,,,20120417,,0663,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0663.pdf,49.158363,-122.854001
370,,1,0,Above Ground Municipal,1001408442,,1318008406,,,,,,,Surrey,,,,,,,,,,,,20120417,,no_id2p41,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p41.pdf,49.155149,-122.856587
371,,1,2,Below Ground Municipal,1001408455,,1400008760,,,,,,,Surrey,,,,,,,,,,,,20120417,,0948,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0948.pdf,49.161514,-122.833964
372,,1,0,Above Ground Municipal,1001408458,,1471208103,,,,,,,Surrey,,,,,,,,,,,,20120417,,6063,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/6063.pdf,49.149593,-122.814361
373,,1,1,Above Ground Private,1001408491,,1629408628,,,,,,,Surrey,,,,,,,,,,,,20120417,,1068,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1068.pdf,49.159023,-122.770672
374,,1,0,Above Ground Municipal,1001408498,,1238107413,,,,,,,Surrey,,,,,,,,,,,,20120417,,0316,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0316.pdf,49.137191,-122.878681
375,,1,1,Above Ground Private,1001408504,,1201507906,,,,,,,Surrey,,,,,,,,,,,,20120417,,0321,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0321.pdf,49.146131,-122.888757
376,,1,1,Above Ground Private,1001408506,,1210707913,,,,,,,Surrey,,,,,,,,,,,,20120417,,0323,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0323.pdf,49.146262,-122.886218
377,,1,1,Above Ground Private,1001408509,,1273307741,,,,,,,Surrey,,,,,,,,,,,,20120417,,1000,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1000.pdf,49.143117,-122.868968
378,,1,0,Above Ground Municipal,1001408511,,1225607478,,,,,,,Surrey,,,,,,,,,,,,20120417,,no_id1p50,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p50.pdf,49.138376,-122.882135
379,,1,0,Above Ground Municipal,1001408512,,1226607381,,,,,,,Surrey,,,,,,,,,,,,20120417,,no_id2p50,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p50.pdf,49.136616,-122.881856
380,,1,0,Above Ground Municipal,1000429553,79502,1570809755,,,,In Service,Open,1981,Surrey,A-352,,,Final AB,,,,,,,,20060629,20140422,0635,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0635.pdf,49.179451,-122.786740
381,,1,1,Above Ground Private,1001713498,,1731505731,,,,,,,Surrey,,,,,,,,,,,,20131004,,,,49.106543,-122.742753
382,,1,0,Above Ground Municipal,1000429550,79499,1587909883,,,,In Service,Open,1984,Surrey,A-572,,,Final AB,,,,,,,,20060629,20140422,0637,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0637.pdf,49.181750,-122.782016
383,,1,3,Below Ground Private,1000429552,79501,1523809788,,,,In Service,Open,1988,Private,7887-0450-00,,,Final AB,,,,,,,,20060629,20140422,0780,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0780.pdf,49.180066,-122.799723
384,,1,0,Above Ground Municipal,1000429511,92944,1224009145,,,,In Service,Open,1983,Surrey,A-363,,,Final AB,,,,,,,,20060629,20140430,0815,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0815.pdf,49.168535,-122.882509
385,,1,0,Above Ground Municipal,1000429430,73568,1477810169,,,,In Service,Open,1980,Surrey,9373,,,Final AB,,,,,,,,20060629,20140509,0749,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0749.pdf,49.186974,-122.812400
386,,1,1,Above Ground Private,1000429431,73569,1501709999,,,,In Service,Open,1980,Surrey,A-094,150 St & 100 Ave,2 DPs,Final AB,,,,,,,,20060629,20140509,0623,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0623.pdf,49.183900,-122.805804
387,,1,1,Above Ground Private,1000429432,73570,1501509965,,,,In Service,Open,1980,Surrey,A-094,150 St & 100 Ave,2 DPs,Final AB,,,,,,,,20060629,20140509,0624,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0624.pdf,49.183276,-122.805865
388,,1,0,Above Ground Municipal,1000429433,73571,1480909910,,,,In Service,Open,1986,Surrey,7884-2140-00,,,Final AB,,,,,,,,20060629,20140509,0628,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0628.pdf,49.182293,-122.811549
389,,1,0,Above Ground Municipal,1000429434,73572,1506209894,,,,In Service,Open,1982,Surrey,A-478,,,Final AB,,,,,,,,20060629,20140509,0625,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0625.pdf,49.181998,-122.804554
390,,1,0,Above Ground Municipal,1000429436,73576,1501109681,,,,In Service,Open,1983,Surrey,A-419,,,Final AB,,,,,,,,20060629,20140509,0688,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0688.pdf,49.178138,-122.805996
391,,1,1,Above Ground Private,1001408212,,1505810002,,,,In Service,,,Private,,,,,,,,,,,,20120416,20140509,0629,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0629.pdf,49.183947,-122.804669
392,,1,3,Below Ground Private,1001750457,,1335207284,,,,In Service,Open,2014,Surrey,7811-0175-00,,,Final AB,,,,,,,,20140526,,,,49.134824,-122.851902
393,,1,2,Below Ground Municipal,1000862510,,1385909638,,,,In Service,Open,,Surrey,3291,,,Final AB,,,,,,,,20081113,20140526,,,49.177405,-122.837793
394,,1,2,Below Ground Municipal,1001827596,,1639709279,,,,In Service,Open,1991,Surrey,7887-0389-00,,1.5 X 2.4 Conc. Box,Final AB,,,,,,,,20150610,20150610,,,49.170788,-122.767756
395,,1,0,Above Ground Municipal,1000429385,252599,1342106196,,,,In Service,Open,1986,Surrey,7882-0140-00,,,Final AB,,,,,,,,20060629,20150924,0273,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0273.pdf,49.115149,-122.850071
396,,1,2,Below Ground Municipal,1000429471,360076,1620901625,,,,In Service,Open,1990,Surrey,7888-0180,,,Final AB,,,,,,,,20060629,,0061,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0061.pdf,49.032299,-122.773602
397,,1,0,Above Ground Municipal,1000429479,337101,1299302221,,,,In Service,Open,1990,Surrey,7886-2240 / 7886-453,,,Final AB,,,,,,,,20060629,,0025,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0025.pdf,49.043216,-122.862068
398,,1,0,Above Ground Municipal,1000429482,337104,1313901729,,,,In Service,Open,1980,Surrey,9536,,,Final AB,,,,,,,,20060629,,0027,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0027.pdf,49.034319,-122.858070
399,,1,0,Above Ground Municipal,1000429483,337105,1325801602,,,,In Service,Open,1979,Surrey,9366,,,Final AB,,,,,,,,20060629,,0031,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0031.pdf,49.032016,-122.854807
400,,1,0,Above Ground Municipal,1000429484,337106,1313201597,,,,In Service,Open,1980,Surrey,9536,,,Final AB,,,,,,,,20060629,,0028,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0028.pdf,49.031929,-122.858270
401,,1,0,Above Ground Municipal,1000429485,337107,1335701595,,,,In Service,Open,1980,Surrey,9367,,,Final AB,,,,,,,,20060629,,0032,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0032.pdf,49.031878,-122.852089
402,,1,0,Above Ground Municipal,1000429486,337108,1311101581,,,,In Service,Open,1980,Surrey,9536,,,Final AB,,,,,,,,20060629,,0029,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0029.pdf,49.031641,-122.858848
403,,1,0,Above Ground Municipal,1000429487,343208,1376701868,,,,In Service,Open,1989,Surrey,7887-6390,,,Final AB,,,,,,,,20060629,,0043,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0043.pdf,49.036809,-122.840776
404,,1,0,Above Ground Municipal,1000429491,343212,1424601653,,,,In Service,Open,1981,Surrey,A440,,,Final AB,,,,,,,,20060629,,,,49.032892,-122.827607
405,,1,2,Below Ground Municipal,1000429493,343214,1404101586,,,,In Service,Open,1986,Surrey,7885-5190,,,Final AB,,,,,,,,20060629,,0041,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0041.pdf,49.031682,-122.833267
406,,1,0,Above Ground Municipal,1000429499,261675,1524606228,,,,In Service,Open,1988,Surrey,7881-1281,,,Final AB,,,,,,,,20060629,,0502,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0502.pdf,49.115641,-122.799746
407,,1,0,Above Ground Municipal,1000429500,321071,1500602579,,,,In Service,Open,1990,Surrey,7888-0020,,,Final AB,,,,,,,,20060629,,0011,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0011.pdf,49.049617,-122.806627
408,,1,0,Above Ground Municipal,1000429502,370739,1620201170,,,,In Service,Open,1981,Surrey,A166,,,Final AB,,,,,,,,20060629,,0015,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0015.pdf,49.024071,-122.773831
409,,1,0,Above Ground Municipal,1000429503,370740,1620101310,,,,In Service,Open,1983,Surrey,A387,,,Final AB,,,,,,,,20060629,,0014,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0014.pdf,49.026604,-122.773848
410,,1,0,Above Ground Municipal,1000429504,370741,1625901089,,,,In Service,Open,1984,Surrey,A522,,,Final AB,,,,,,,,20060629,,0016,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0016.pdf,49.022605,-122.772267
