,ANCILLARYROLE,ENABLED,DETENTION_POND_TYPE,DETENTION_POND_TYPE2,FACILITYID,LEGACYID,NODE_NO,LIVE_STORAGE_CAPACITY,MAX_STORAGE_DEPTH,PEAK_DISCHARGE,STATUS,OPERATING_STATUS,YR,OWNER,PROJECT_NO,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,LAST_INSP_DATE,OPS_POND_TYPE,SPILLWAY,FENCE,CRE_DATE,MOD_DATE,LEGACY_POND_NO,LEGACY_DETAIL_REPORT,Latitude,Longitude
26,,1,0,Above Ground Municipal,1000429424,38674,1580710569,,,,In Service,Open,1987,Surrey,7887-3361-00,,,Final AB,,,,,,,,20060629,20160426,0646,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0646.pdf,49.194173,-122.783956
27,,1,2,Below Ground Municipal,1001816252,,1910103473,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.065550,-122.693793
28,,1,2,Below Ground Municipal,1001816251,,1910003473,,,,In Service,Open,2015,Surrey,7812-0159-00,,,Final AB,,,,,,,,20160704,20160704,,,49.065549,-122.693821
29,,1,2,Below Ground Municipal,1001843984,,1898003728,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.070179,-122.697093
30,,1,2,Below Ground Municipal,1001843988,,1898803768,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.070908,-122.696882
31,,1,2,Below Ground Municipal,1001843994,,1900103766,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.070868,-122.696509
32,,1,2,Below Ground Municipal,1001843993,,1900103767,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.070883,-122.696525
33,,1,2,Below Ground Municipal,1001843989,,1899503761,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.070775,-122.696691
34,,1,2,Below Ground Municipal,1001843990,,1899503760,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.070764,-122.696667
35,,1,2,Below Ground Municipal,1001843991,,1899303775,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.071027,-122.696737
36,,1,2,Below Ground Municipal,1001843992,,1899303774,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.071013,-122.696721
37,,1,2,Below Ground Municipal,1001843995,,1902603783,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.071168,-122.695829
38,,1,2,Below Ground Municipal,1001843996,,1902603782,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.071150,-122.695829
39,,1,2,Below Ground Municipal,1001843999,,1902603771,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.070952,-122.695826
40,,1,2,Below Ground Municipal,1001843998,,1902603772,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180213,20180215,,,49.070971,-122.695826
41,,1,2,Below Ground Municipal,1001844001,,1907103783,,,,In Service,Open,2017,Surrey,7814-0294-00,2017,,Initial AB,,,,,,,,20180213,20180215,,,49.071175,-122.694581
42,,1,1,Above Ground Private,1001408138,,1864806020,,,,,,,Surrey,,,,,,,,,,,,20120416,,0095,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0095.pdf,49.111680,-122.705990
43,,1,1,Above Ground Private,1001408431,,1218708173,,,,,,,Surrey,,,,,,,,,,,,20120417,,0976,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0976.pdf,49.150964,-122.884008
44,,1,0,Above Ground Municipal,1000429507,370746,1391703594,1000,,,In Service,Open,2002,Surrey,4898-3170-00,,,Final AB,,,,,,,,20030211,,no_id1p102,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p102.pdf,49.068047,-122.836538
45,,1,0,Above Ground Municipal,1000429461,370744,1591603759,,,,In Service,Open,1996,Surrey,7899-0248-00,,,Final AB,,,,,,,,20021016,20111115,no_id1p104,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p104.pdf,49.070942,-122.781487
46,,1,1,Above Ground Private,1001408089,,1812501995,,,,,,,Surrey,,,,,,,,,,,,20120413,,no_id1p127,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p127.pdf,49.038884,-122.720812
47,,1,1,Above Ground Private,1001408066,,1767300075,,,,In Service,,,Surrey,,,,,,,,,,,,20120413,20120413,no_id1p147,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p147.pdf,49.004166,-122.733438
48,,1,0,Above Ground Municipal,1000429374,370752,1660308318,,,,In Service,Open,2000,Surrey,7893-0064-00,,,Final AB,,,,,,,,20040119,,no_id1p45,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p45.pdf,49.153384,-122.762166
49,,1,0,Above Ground Municipal,1001408495,,1702508786,,,,,,,Surrey,,,,,,,,,,,,20120417,,no_id1p46,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p46.pdf,49.161829,-122.750475
50,,1,0,Above Ground Municipal,1001216949,,1249306939,,,,In Service,Open,2001,Surrey,4897-603,12490 69 Ave,Cougar Creek Pond East,Final AB,,,,,,,,20111025,20111115,no_id1p60,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p60.pdf,49.128623,-122.875611
51,,1,1,Above Ground Private,1001408174,,1278807214,,,,,,,Surrey,,,,,,,,,,,,20120416,,no_id1p61,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p61.pdf,49.133589,-122.867474
52,,1,0,Above Ground Municipal,1000429576,370774,1767606305,,,,In Service,Open,2006,Surrey,99029,,,Final AB,,,,,,,,20060213,,no_id1p77,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p77.pdf,49.116810,-122.734376
53,,1,0,Above Ground Municipal,1000429463,370758,1421510602,1000,,,In Service,Open,1999,Surrey,4898-605,,,Final AB,,,,,,,,20040325,,no_id2p12,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p12.pdf,49.194832,-122.827893
54,,1,1,Above Ground Private,1001408088,,1822802108,,,,,,,Surrey,,,,,,,,,,,,20120413,,no_id2p127,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p127.pdf,49.040912,-122.717977
55,,1,0,Above Ground Municipal,1000429422,370766,1721310402,4115,,2384,In Service,Open,2002,Surrey,4899-6030-00,,SEE ALSO SS-026-460,Final AB,,,,,,,,20041018,,no_id2p26,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p26.pdf,49.191059,-122.745138
56,,1,3,Below Ground Private,1001596194,,1368006727,,,,In Service,Open,2013,Private,7807-0309-00,,,Final AB,,,,,,,,20130523,20130523,,,49.124737,-122.842891
57,,1,0,Above Ground Municipal,1001854257,,1343306205,,,,,,,Surrey,,,,,,,,,,,,20160118,,,,49.115303,-122.849749
58,,1,2,Below Ground Municipal,1000429371,156229,1445408210,,,,In Service,Open,,Surrey,4397,,,Final AB,,,,,,,,20060629,,no_id1p42,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p42.pdf,49.151549,-122.821455
59,,1,0,Above Ground Municipal,1000429518,181746,1231707406,,,,In Service,Open,1988,Surrey,7887-0970-00,,,Final AB,,,,,,,,20060629,20100107,0280,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0280.pdf,49.137071,-122.880441
60,,1,0,Above Ground Municipal,1000429519,181747,1224307400,,,,In Service,Open,1986,Surrey,7884-0780-00,,,Final AB,,,,,,,,20060629,20100107,0278,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0278.pdf,49.136967,-122.882489
61,,1,2,Below Ground Municipal,1000429522,181750,1238307337,,,,In Service,Open,1990,Surrey,7887-5790-00,,,Final AB,,,,,,,,20060629,20100107,0281,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0281.pdf,49.135826,-122.878625
62,,1,2,Below Ground Municipal,1001145098,,1205907072,,,,In Service,Open,2007,Surrey,D-3400,,,Final AB,,,,,,,,20100107,20100107,no_id3p60,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id3p60.pdf,49.131037,-122.887579
63,,1,0,Above Ground Municipal,1000429372,156230,1496108056,,,,In Service,Open,1989,Surrey,7887-5790,,,Final AB,,,,,,,,20060629,,0934,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0934.pdf,49.148733,-122.807484
64,,1,0,Above Ground Municipal,1000429383,252597,1305806373,,,,In Service,Open,1981,Surrey,A-263,,,Final AB,,,,,,,,20060629,,0267,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0267.pdf,49.118363,-122.860081
65,,1,0,Above Ground Municipal,1001583354,,1403306318,,,,In Service,Open,2014,Surrey,7812-0328-00,,McLeod Detention Pond,Final AB,,,,,,,,20140602,20180111,,,49.117324,-122.833181
66,,1,2,Below Ground Municipal,1001844002,,1907103782,,,,In Service,Open,2017,Surrey,7814-0294-00,2017,,Initial AB,,,,,,,,20180213,20180215,,,49.071158,-122.694580
67,,1,2,Below Ground Municipal,1001844003,,1907103772,,,,In Service,Open,2017,Surrey,7814-0294-00,2017,,Initial AB,,,,,,,,20180213,20180215,,,49.070978,-122.694594
68,,1,2,Below Ground Municipal,1001844004,,1907103771,,,,In Service,Open,2017,Surrey,7814-0294-00,2017,,Initial AB,,,,,,,,20180213,20180215,,,49.070959,-122.694593
69,,1,2,Below Ground Municipal,1001844005,,1908003773,,,,In Service,Open,2017,Surrey,7814-0294-00,2017,,Initial AB,,,,,,,,20180213,20180215,,,49.070979,-122.694342
70,,1,2,Below Ground Municipal,1001844006,,1908003772,,,,In Service,Open,2017,Surrey,7814-0294-00,2017,,Initial AB,,,,,,,,20180213,20180215,,,49.070961,-122.694342
71,,1,2,Below Ground Municipal,1001844007,,1911303784,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.071181,-122.693422
72,,1,2,Below Ground Municipal,1001844008,,1911303783,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.071164,-122.693422
73,,1,2,Below Ground Municipal,1001844009,,1911303773,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.070984,-122.693419
74,,1,2,Below Ground Municipal,1001844010,,1911303772,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.070966,-122.693419
75,,1,2,Below Ground Municipal,1001844015,,1914303773,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.070989,-122.692590
76,,1,2,Below Ground Municipal,1001844016,,1914303772,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.070969,-122.692590
77,,1,2,Below Ground Municipal,1001844013,,1914303784,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.071186,-122.692593
78,,1,2,Below Ground Municipal,1001844014,,1914303783,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.071169,-122.692593
79,,1,2,Below Ground Municipal,1001843959,,1887103586,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.067609,-122.700125
80,,1,2,Below Ground Municipal,1001843960,,1887103585,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.067592,-122.700118
81,,1,2,Below Ground Municipal,1001843957,,1891803579,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.067497,-122.698808
82,,1,2,Below Ground Municipal,1001843958,,1891803580,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180214,20180215,,,49.067515,-122.698808
83,,1,2,Below Ground Municipal,1001843961,,1900803581,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180215,20180215,,,49.067524,-122.696343
84,,1,2,Below Ground Municipal,1001843962,,1900803580,,,,In Service,Open,2017,Surrey,7814-0294-00,,,Initial AB,,,,,,,,20180215,20180215,,,49.067507,-122.696343
85,,1,3,Below Ground Private,1001408364,,1368909245,,,,,,,Surrey,,,,,,,,,,,,20120417,,no_id2p32,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p32.pdf,49.170304,-122.842499
86,,1,0,Above Ground Municipal,1001408493,,1679108242,,,,,,,Surrey,,,,,,,,,,,,20120417,,no_id2p45,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p45.pdf,49.152007,-122.756990
87,,1,2,Below Ground Municipal,1000813227,,1285706800,,,,In Service,Open,1978,Surrey,9279,,,Final AB,,,,,,,,20061123,20070420,no_id2p61,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p61.pdf,49.126083,-122.865577
88,,1,0,Above Ground Municipal,1000429332,370782,1265606039,1000,,,In Service,Open,,Surrey,7803-0412-00,,SEE SS-070-617,Final AB,20070820,,,,,,,20060315,,no_id2p70,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p70.pdf,49.112322,-122.871153
89,,1,0,Above Ground Municipal,1000429575,370773,1767606305,,,,In Service,Open,2006,Surrey,99029,,,Final AB,,,,,,,,20060213,,no_id2p77,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id2p77.pdf,49.116910,-122.732760
90,,1,1,Above Ground Private,1000429351,108644,1433709013,,,,History,Open,1988,Surrey,7886-5100,14340 90 Ave,,Final AB,,,,,,,,20060629,20111116,no_id3p32,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id3p32.pdf,49.166074,-122.824630
91,,1,0,Above Ground Municipal,1001408370,,1432908978,,,,,,,Surrey,,,,,,,,,,,,20120417,,no_id4p32,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id4p32.pdf,49.165445,-122.824850
92,,1,1,Above Ground Private,1000429440,200278,1456507917,,,,,,1992,Private,7891-0103-00,,,Final AB,,,,,,,,20060629,20101026,1134,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/1134.pdf,49.146233,-122.818407
93,,1,0,Above Ground Municipal,1000429470,370747,1490507885,,,,In Service,Open,2000,Surrey,7899-0172-00,,,Final AB,,,,,,,,20030729,,no_id1p53,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p53.pdf,49.145648,-122.809049
94,,1,2,Below Ground Municipal,1001408148,,1262005615,,,,,,,Surrey,,,,,,,,,,,,20120416,,no_id1p70,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p70.pdf,49.104651,-122.872165
95,,1,3,Below Ground Private,1001596167,,1362506722,,,,In Service,Open,2013,Private,7807-0309-00,,7.32m X 3.66m X 0.91m,Final AB,,,,,,,,20130523,20130523,,,49.124660,-122.844409
96,,1,2,Below Ground Municipal,1001718493,,1901103300,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131114,,,,49.062431,-122.696286
97,,1,2,Below Ground Municipal,1001718494,,1901103299,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131114,,,,49.062411,-122.696286
98,,1,2,Below Ground Municipal,1001718495,,1901103288,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131114,,,,49.062215,-122.696293
99,,1,2,Below Ground Municipal,1001718496,,1901103289,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131114,,,,49.062236,-122.696293
100,,1,2,Below Ground Municipal,1001718497,,1902103289,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131114,,,,49.062235,-122.696025
101,,1,2,Below Ground Municipal,1001718498,,1902103288,,,,In Service,Open,2013,Surrey,7810-0179-00,,,Final AB,,,,,,,,20131114,,,,49.062215,-122.696025
102,,1,3,Below Ground Private,1001562834,,1422911381,,,,In Service,Open,2012,Surrey,7808-0070-00,,Size: 6.4x2.74x0.45,Final AB,,,,,,,,20130111,20130111,,,49.208938,-122.827477
103,,1,0,Above Ground Municipal,1000429396,370750,1604409908,68.5,,,In Service,Open,2003,Surrey,7801-0194-00,,,Final AB,,,,,,,,20031119,,,,49.182188,-122.777462
104,,1,2,Below Ground Municipal,1000429397,370771,1608409782,,,,In Service,Open,2005,Surrey,7802-0008-00,,2400 X 2400 BOX CULVERT,Final AB,,,,,,,,20050812,,,,49.179918,-122.776367
105,,1,1,Above Ground Private,1001408086,,1838202097,,,,,,,Surrey,,,,,,,,,,,,20120413,,no_id4p127,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id4p127.pdf,49.040699,-122.713724
106,,1,3,Below Ground Private,1001593224,,1377806159,,,,In Service,Open,,Private,7807-0020-00,,,Final AB,,,,,,,,20130425,20130425,,,49.114467,-122.840227
107,,1,2,Below Ground Municipal,1000429415,370754,1520508132,108,,5,In Service,Open,2001,Surrey,7897-0079-00,,,Final AB,,,,,,,,20040322,,no_id1p44,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p44.pdf,49.150097,-122.800737
108,,1,2,Below Ground Municipal,1000429416,370755,1524708132,135,,5,In Service,Open,2001,Surrey,7897-0079-00,,,Final AB,,,,,,,,20040322,,,,49.150102,-122.799559
109,,1,0,Above Ground Municipal,1000429418,349443,1476401940,,,,In Service,Open,1993,Surrey,D-2402,,,Final AB,,,,,,,,20060629,,0002,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0002.pdf,49.038062,-122.813347
110,,1,0,Above Ground Municipal,1000429419,349444,1510302255,,,,In Service,Open,1985,Surrey,7884-456,,,Final AB,,,,,,,,20060629,,0009,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0009.pdf,49.043760,-122.803991
111,,1,0,Above Ground Municipal,1000429420,349445,1490001636,,,,In Service,Open,1980,Surrey,9171,,,Final AB,,,,,,,,20060629,,0003,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0003.pdf,49.032565,-122.809621
112,,1,0,Above Ground Municipal,1000429421,349446,1485601581,,,,In Service,Open,1980,Surrey,9171,,,Final AB,,,,,,,,20060629,,0004,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0004.pdf,49.031575,-122.810815
113,,1,0,Above Ground Municipal,1000429426,370762,1580110890,623,,,In Service,Open,2001,Surrey,7800-0139-00,,,Final AB,,,,,,,,20040513,,no_id1p14,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p14.pdf,49.199967,-122.784098
114,,1,0,Above Ground Municipal,1000429427,46063,1618610458,,,,In Service,Open,1981,Surrey,7881-256,,,Final AB,,,,,,,,20060629,20090302,0649,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0649.pdf,49.192140,-122.773484
115,,1,1,Above Ground Private,1001408069,,1753700114,,,,,,,Surrey,,,,,,,,,,,,20120413,,,,49.004874,-122.737193
116,,1,0,Above Ground Municipal,1001408072,,1651701232,,,,,,,Surrey,,,,,,,,,,,,20120413,,0019,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0019.pdf,49.025164,-122.765134
117,,1,2,Below Ground Municipal,1001408073,,1632800845,,,,,,,Surrey,,,,,,,,,,,,20120413,,0021,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0021.pdf,49.018186,-122.770386
118,,1,1,Above Ground Private,1001408085,,1838202148,,,,,,,Surrey,,,,,,,,,,,,20120413,,no_id5p127,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id5p127.pdf,49.041639,-122.713737
119,,1,2,Below Ground Municipal,1001408074,,1634701371,,,,,,,Surrey,,,,,,,,,,,,20120413,,0020,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0020.pdf,49.027693,-122.769799
120,,1,1,Above Ground Private,1001408195,,1541110607,,,,,,,Surrey,,,,,,,,,,,,20120416,,0648,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0648.pdf,49.194870,-122.794886
121,,1,3,Below Ground Private,1001722475,,1818206599,,,,In Service,Open,2013,Private,7811-0229-00,,,Initial AB,,,,,,,,20140103,20140103,,,49.122187,-122.718780
122,,1,3,Below Ground Private,1001722476,,1817006599,,,,In Service,Open,2013,Private,7811-0229-00,,,Final AB,,,,,,,,20140103,20140103,,,49.122186,-122.719123
123,,1,2,Below Ground Municipal,1001408146,,1357406080,,,,,,,Surrey,,,,,,,,,,,,20120416,20140113,no_id1p71,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p71.pdf,49.113039,-122.845847
124,,0,0,Above Ground Municipal,1000429441,266774,1731005913,,,,Abandoned,Closed,1984,Surrey,7883-250,,,Final AB,,,,,,,,20060629,20140212,0078,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0078.pdf,49.109830,-122.742884
125,,1,3,Below Ground Private,1001729346,,1838206214,,,,In Service,Open,2000,Private,7898-0097-00,,,Final AB,,,,,,,,20140213,20140213,,,49.115206,-122.713318
126,,1,3,Below Ground Private,1001729345,,1839106214,,,,In Service,Open,2000,Private,7898-0097-00,,,Final AB,,,,,,,,20140213,20140213,,,49.115206,-122.713067
127,,1,0,Above Ground Municipal,1001730860,,1888902475,,,,,,,Surrey,,,,,,,,,,,,20140220,,,,49.047511,-122.699744
128,,1,2,Below Ground Municipal,1001735196,,1563211246,,,,In Service,Open,2008,Surrey,7804-0324-00,,,Final AB,,,,,,,,20140318,20140318,,,49.206428,-122.788720
129,,1,3,Below Ground Private,1001739237,,1953106524,,,,In Service,Open,2014,Surrey,7809-0193-00,,,Final AB,,,,,,,,20140403,,,,49.120733,-122.681595
130,,1,0,Above Ground Municipal,1000429455,281119,1851105667,,,,In Service,Open,1987,Surrey,7886-0442-00,,,Final AB,,,,,,,,20060629,20140723,0076,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0076.pdf,49.105301,-122.709810
131,,1,0,Above Ground Municipal,1000429449,281113,1853005958,,,,In Service,Open,1990,Surrey,7886-0680-00,,,Final AB,,,,,,,,20060629,20140723,0077,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0077.pdf,49.110571,-122.709249
132,,1,0,Above Ground Municipal,1000429446,281110,1846606027,,,,In Service,Open,1990,Surrey,7887-0563-00,,,Final AB,,,,,,,,20060629,20140723,0092,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0092.pdf,49.111810,-122.711021
133,,1,0,Above Ground Municipal,1000429451,281115,1865105818,,,,In Service,Open,1990,Surrey,7888-0574-00,,,Final AB,,,,,,,,20060629,20140723,0067,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0067.pdf,49.108022,-122.705942
134,,1,0,Above Ground Municipal,1000429452,281116,1906905800,,,,In Service,Open,1988,Surrey,7887-0134-00,,,Final AB,,,,,,,,20060629,20140723,0064,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0064.pdf,49.107662,-122.694422
135,,1,0,Above Ground Municipal,1000429454,281118,1879205715,,,,In Service,Open,1989,Surrey,7887-0139-00,,,Final AB,,,,,,,,20060629,20140723,0066,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0066.pdf,49.106158,-122.702055
136,,1,2,Below Ground Municipal,1000429450,281114,1884505832,,,,In Service,Open,1990,Surrey,7887-0134-00,,WITH BAFFLES,Final AB,,,,,,,,20060629,20140723,0103,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0103.pdf,49.108267,-122.700586
137,,1,0,Above Ground Municipal,1000429448,281112,1911406013,,,,In Service,Open,1988,Surrey,7886-0347-00,,,Final AB,,,,,,,,20060629,20140723,0062,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0062.pdf,49.111520,-122.693164
138,,1,1,Above Ground Private,1001408087,,1820102150,,,,,,,Surrey,,,,,,,,,,,,20120413,,no_id3p127,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id3p127.pdf,49.041687,-122.718714
139,,1,3,Below Ground Private,1001408101,,1524101919,,,,,,,Surrey,,,,,,,,,,,,20120413,,no_id1p124,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/no_id1p124.pdf,49.037670,-122.800213
140,,1,1,Above Ground Private,1001408104,,1554202316,,,,,,,Surrey,,,,,,,,,,,,20120413,,,,49.044830,-122.791896
141,,1,0,Above Ground Municipal,1001408107,,1579702002,,,,,,,Surrey,,,,,,,,,,,,20120413,,0048,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0048.pdf,49.039135,-122.784891
142,,1,1,Above Ground Private,1001408109,,1509801974,,,,,,,Surrey,,,,,,,,,,,,20120413,,0006,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0006.pdf,49.038666,-122.804130
143,,1,3,Below Ground Private,1001408114,,1397001653,,,,,,,Surrey,,,,,,,,,,,,20120413,,0042,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0042.pdf,49.032909,-122.835219
144,,1,1,Above Ground Private,1001408115,,1291801573,,,,,,,Surrey,,,,,,,,,,,,20120413,,0034,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0034.pdf,49.031496,-122.864176
145,,1,1,Above Ground Private,1001408117,,1290801594,,,,,,,Surrey,,,,,,,,,,,,20120413,,0036,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0036.pdf,49.031879,-122.864436
146,,1,0,Above Ground Municipal,1001408122,,1522202914,,,,,,,Surrey,,,,,,,,,,,,20120413,,0056,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0056.pdf,49.055679,-122.800655
147,,1,1,Above Ground Private,1001408123,,1542002467,,,,,,,Surrey,,,,,,,,,,,,20120413,,0058,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0058.pdf,49.047578,-122.795233
148,,1,1,Above Ground Private,1001408125,,1494102975,,,,,,,Surrey,,,,,,,,,,,,20120413,,0013,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0013.pdf,49.056789,-122.808380
149,,1,2,Below Ground Municipal,1001408126,,1494802574,,,,,,,Surrey,,,,,,,,,,,,20120413,,0012,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0012.pdf,49.049543,-122.808214
150,,1,1,Above Ground Private,1001408128,,1341805488,,,,,,,Surrey,,,,,,,,,,,,20120413,,0536,http://cosmos.surrey.ca/geo_ref/images/drainage/detentionponds/datasheets/0536.pdf,49.102330,-122.850194
