,CRE_DATE,MOD_DATE,PLANID,PLAN_NO,PLAN_TYPE,PLAN_TYPE2,STATUS,YR
23138,19850801,20050913,28974,9022,3,Reference Plan,Registered,1943
23139,19850801,20050913,12856,16507,6,Subdivision,Registered,1956
23140,20050913,20051213,26751,67931,3,Reference Plan,Registered,1984
23141,19850801,20050913,36240,4603,5,Sketch,Registered,1921
23142,20060330,20071214,9372,BCP21970,6,Subdivision,Registered,2006
23143,19880302,20050913,21672,NW2711,9,Strata,Registered,1988
23144,19950717,20050913,30181,LMP21758,3,Reference Plan,Registered,1995
23145,19960807,20050913,30648,LMP29762,3,Reference Plan,Registered,1996
23146,20000830,20050913,20697,LMP42255,6,Subdivision,Registered,1999
23147,19950815,20050913,20107,LMP24199,6,Subdivision,Registered,1995
23148,19850801,20050913,13921,23052,6,Subdivision,Registered,1961
23149,19911120,20070509,29902,LMP1732,4,Right of Way,Registered,1991
23150,19881118,20070509,27452,75153,4,Right of Way,Registered,1987
23151,19980119,20070509,30701,LMP30655,4,Right of Way,Registered,1997
23152,19860509,20070509,25878,58867,4,Right of Way,Registered,1980
23153,19850801,20050913,13759,21012,2,Explanatory,Registered,1959
23154,19850801,20050913,15743,51004,6,Subdivision,Registered,1976
23155,19911121,20050913,20170,LMP2612,6,Subdivision,Registered,1991
23156,19850801,20050913,14381,30947,6,Subdivision,Registered,1967
23157,19850904,20050913,20532,LMP37103,6,Subdivision,Registered,1998
23158,20030331,20050913,21015,LMP52389,6,Subdivision,Registered,2002
23159,19850801,20050913,11838,12054,2,Explanatory,Registered,1950
23160,19850905,20050913,14552,3383,3,Reference Plan,Registered,1912
23161,19870115,20050913,17954,73578,6,Subdivision,Registered,1987
23162,19850801,20050330,13894,22489,6,Subdivision,Registered,1960
23163,19850801,20050913,14664,35498,6,Subdivision,Registered,1969
23164,19851002,20050913,13499,19469,6,Subdivision,Registered,1958
23165,19900125,20050913,18826,83632,6,Subdivision,Registered,1989
23166,20050913,20060123,30533,LMP27771,6,Subdivision,Registered,1995
23167,19850801,20050913,13351,18828,6,Subdivision,Registered,1958
23168,19850801,20050913,16330,57447,6,Subdivision,Registered,1979
23169,20050913,20060123,15743,51004,6,Subdivision,Registered,1976
23170,19850801,20050913,12682,15721,6,Subdivision,Registered,1955
23171,20050913,20060116,25984,6015,0,Bylaw,Registered,1979
23172,19890927,20050913,18780,83198,6,Subdivision,Registered,1989
23173,19900502,20050913,19000,85955,6,Subdivision,Registered,1990
23174,20050824,20060421,2839,BCP19721,6,Subdivision,Registered,2005
23175,20050822,20050822,891,BCP18390,6,Subdivision,Registered,2005
23176,19850801,20050803,13549,19718,6,Subdivision,Registered,1958
23177,20050823,20060424,886,BCP20272,6,Subdivision,Registered,2005
23178,19850801,20050913,13876,22244,6,Subdivision,Registered,1960
23179,19940712,20050913,29983,LMP18479,6,Subdivision,Registered,1994
23180,19850801,20050913,14658,35380,6,Subdivision,Registered,1969
23181,19890314,20050913,18611,81079,6,Subdivision,Registered,1989
23182,19850801,20050913,16455,58963,6,Subdivision,Registered,1980
23183,19850801,20050913,29193,H133697,7,Title,Registered,1972
23184,19910924,20070309,30563,LMP2821,3,Reference Plan,Registered,1992
23185,20020605,20050913,31496,LMP41763,3,Reference Plan,Registered,1999
23186,19850801,20050913,14120,2623,5,Sketch,Registered,1914
23187,20051206,20060525,5353,BCP19426,6,Subdivision,Registered,2005
23188,19920320,20050601,30941,LMP3413,3,Reference Plan,Registered,1992
23189,19890508,20050913,18688,81994,6,Subdivision,Registered,1989
23190,19851218,20050913,17813,72134,6,Subdivision,Registered,1986
23191,19950523,20050913,20087,LMP22622,6,Subdivision,Registered,1995
23192,19900618,20050913,28963,88426,3,Reference Plan,Registered,1991
23193,19920625,20050913,32628,LMS0393,9,Strata,Registered,1992
23194,19850801,20050913,14747,36658,6,Subdivision,Registered,1969
23195,19850801,20050913,16682,60923,6,Subdivision,Registered,1980
23196,19870410,20070524,27326,73949,4,Right of Way,Registered,1987
23197,19850801,20070515,13618,20193,6,Subdivision,Registered,1959
23198,20050517,20070515,3959,BCP17974,6,Subdivision,Registered,2005
23199,19850801,20070522,12832,16417,6,Subdivision,Registered,1956
23200,20070515,20070515,29611,LMP12735,3,Reference Plan,Registered,1993
23201,20070227,20071126,10354,BCP28315,4,Right of Way,Registered,2007
23202,19920617,20070515,29037,AC36482,7,Title,Registered,1989
23203,19920617,20070515,29038,AC36483,7,Title,Registered,1989
23204,19940531,20070516,30399,LMP25503,3,Reference Plan,Registered,1995
23205,19850801,20070516,18482,7938,3,Reference Plan,Registered,1935
23206,19860418,20070509,24702,43864,4,Right of Way,Registered,1973
23207,19851216,20080320,13815,21420,4,Right of Way,Registered,1971
23208,20080327,20080327,5329,BCP16201,2,Explanatory,Registered,2005
23209,20070319,20070319,9911,BCP27919,3,Reference Plan,Registered,2007
23210,20070319,20070319,10200,BCP27865,3,Reference Plan,Registered,2006
23211,20070319,20070319,10398,BCP23415,3,Reference Plan,Registered,2006
23212,20061106,20110511,19428,BCP23021,3,Reference Plan,Registered,2006
23213,20070319,20070319,10397,BCP22793,3,Reference Plan,Registered,2006
23214,19850801,20070319,29226,K21064E,7,Title,Registered,1974
23215,20070906,20080306,19484,BCS02438,9,Strata,Registered,2007
23216,20031127,20070319,32100,LMP49867,3,Reference Plan,Registered,2001
23217,20040318,20070319,5413,BCP09359,6,Subdivision,Registered,2004
23218,19910806,20080304,29361,LMP01053,3,Reference Plan,Registered,1991
23219,20070319,20070319,10396,BCP23369,3,Reference Plan,Registered,2006
23220,20070319,20070319,10412,BCP23653,3,Reference Plan,Registered,2006
23221,19850801,20070319,13252,18370,6,Subdivision,Registered,1958
23222,20020607,20070319,5401,LMP54313,6,Subdivision,Registered,2002
23223,20070126,20070319,5474,BCP27968,3,Reference Plan,Registered,2007
23224,19850801,20070319,19405,994,6,Subdivision,Registered,1907
23225,20070319,20070319,10403,BCP25163,3,Reference Plan,Registered,2006
23226,20051011,20080306,11118,BCS01475,9,Strata,Registered,2006
23227,19850801,20070319,33208,U80289E,7,Title,Registered,1982
23228,20070219,20070529,10226,BCP29933,6,Subdivision,Registered,2006
23229,19850801,20070306,25250,51814,6,Subdivision,Registered,1977
23230,19870312,20070227,17995,74060,6,Subdivision,Registered,1987
23231,19850801,20070307,12596,15335,2,Explanatory,Registered,1957
23232,19850801,20070306,23235,10688,6,Subdivision,Registered,1949
23233,20000828,20070306,31361,LMP40320,6,Subdivision,Registered,1998
23234,20060328,20070307,5763,BCP23624,6,Subdivision,Registered,2005
23235,20070316,20070316,19499,BCS00476,9,Strata,Registered,2005
23236,20070319,20080306,10388,BCS01969,9,Strata,Registered,2006
23237,20070319,20070319,9676,BCS01759,9,Strata,Registered,2006
23238,20070319,20080306,10099,BCS02036,9,Strata,Registered,2006
23239,20070319,20070319,10258,BCS02076,9,Strata,Registered,2006
23240,19850801,20070321,14876,38583,6,Subdivision,Registered,1971
23241,20000418,20070509,24926,46966,4,Right of Way,Registered,1975
23242,20021008,20070509,2513,BCP04638,4,Right of Way,Registered,2002
23243,20020516,20070509,4364,LMP53519,4,Right of Way,Registered,2002
23244,19860612,20070509,26099,61389,4,Right of Way,Registered,1981
23245,20010831,20070509,32040,LMP49321,4,Right of Way,Registered,2001
23246,19860212,20070509,26047,60897,4,Right of Way,Registered,1981
23247,19990630,20080304,29340,LMP00867,4,Right of Way,Registered,1991
23248,20020605,20070509,31744,LMP45171,4,Right of Way,Registered,2000
23249,19860207,20070509,25520,54595,4,Right of Way,Registered,1977
23250,19880816,20070503,27737,77912,3,Reference Plan,Registered,1988
23251,20070503,20090506,10518,BCP31957,3,Reference Plan,Registered,2007
23252,20070205,20080404,9758,BCP24358,2,Explanatory,Registered,2006
23253,19850801,20070504,14659,35390,6,Subdivision,Registered,1969
23254,20050913,20070504,31959,LMP48364,3,Reference Plan,Registered,2000
23255,20030729,20070509,32038,LMP49296,4,Right of Way,Registered,2001
23256,19860219,20070509,25301,52702,4,Right of Way,Registered,1977
23257,20060609,20070509,7220,BCP18149,4,Right of Way,Registered,2005
23258,19860211,20070509,25316,52783,4,Right of Way,Registered,1977
23259,20041007,20070509,4459,BCP13415,4,Right of Way,Registered,2004
23260,19950214,20070509,30060,LMP19792,4,Right of Way,Registered,1995
23261,19910103,20070509,28681,86117,4,Right of Way,Registered,1990
23262,20070821,20071116,10962,BCP32184,3,Reference Plan,Registered,2007
23263,20071116,20080331,11061,BCP30135,3,Reference Plan,Registered,2007
23264,20071115,20080117,10874,BCP33875,3,Reference Plan,Registered,2007
23265,20071116,20071116,11299,BCP33057,3,Reference Plan,Registered,2007
23266,20071116,20071116,11300,BCP33160,3,Reference Plan,Registered,2007
23267,19850801,20070815,16254,5663,6,Subdivision,Registered,1935
23268,19850801,20070503,23631,17087,3,Reference Plan,Registered,1956
23269,19850801,20070503,15115,4187,6,Subdivision,Registered,1927
23270,19941014,20070503,32775,LMS1831,9,Strata,Registered,1995
23271,19950313,20070504,30301,LMP24331,3,Reference Plan,Registered,1995
23272,20050913,20070523,16454,58959,6,Subdivision,Registered,1980
23273,19901126,20070504,19135,86941,6,Subdivision,Registered,1990
23274,19861106,20070503,21626,NW2460,9,Strata,Registered,1986
23275,19850801,20070503,11883,12306,6,Subdivision,Registered,1951
23276,19850801,20070503,26323,63619,6,Subdivision,Registered,1981
23277,19850801,20070503,24610,42448,0,Bylaw,Registered,1972
23278,19890911,20070503,18705,82268,6,Subdivision,Registered,1989
23279,19981028,20070509,29670,LMP13588,4,Right of Way,Registered,1993
23280,19860918,20070509,27233,72844,4,Right of Way,Registered,1987
23281,19860211,20070509,25244,51709,4,Right of Way,Registered,1981
23282,19860807,20070509,25249,51788,4,Right of Way,Registered,1977
23283,19860220,20070509,25389,53342,4,Right of Way,Registered,1977
23284,19920709,20070509,32028,LMP4909,4,Right of Way,Registered,1992
23285,20010508,20070509,30464,LMP26776,4,Right of Way,Registered,1996
23286,20051013,20070814,5026,BCP20508,6,Subdivision,Registered,2005
23287,19850801,20070509,13151,17963,6,Subdivision,Registered,1957
23288,20070514,20070514,31096,LMP3645,3,Reference Plan,Registered,1992
23289,19940124,20070509,19664,LMP13148,3,Reference Plan,Registered,1993
23290,20070509,20080704,3023,EC-050-269,6,Subdivision,Early Copy,2007
23291,19950721,20070509,29831,LMP16048,4,Right of Way,Registered,1994
23292,19891024,20070509,28030,80512,4,Right of Way,Registered,1989
23293,20020925,20070509,31926,LMP47899,4,Right of Way,Registered,2000
23294,19860516,20070509,26713,67523,4,Right of Way,Registered,1984
23295,19860613,20070509,26636,66761,4,Right of Way,Registered,1983
23296,20010425,20070509,31445,LMP41268,4,Right of Way,Registered,1999
23297,20020506,20080717,551,LMP53413,4,Right of Way,Registered,2002
23298,19961008,20070509,25394,53362,4,Right of Way,Registered,1980
23299,20061018,20070509,9524,BCP23217,4,Right of Way,Registered,2006
23300,19860520,20070509,24199,33108,4,Right of Way,Registered,1968
23301,20040621,20070509,1673,BCP04570,4,Right of Way,Registered,2003
23302,19990323,20070509,32352,LMP5387,4,Right of Way,Registered,1992
23303,19951117,20070509,30284,LMP24052,4,Right of Way,Registered,1995
23304,19950921,20070509,30321,LMP24572,4,Right of Way,Registered,1995
23305,19860120,20070509,25024,48557,4,Right of Way,Registered,1976
23306,19881026,20070509,27877,79009,4,Right of Way,Registered,1988
23307,20060928,20070509,30256,LMP23710,4,Right of Way,Registered,1995
23308,20040803,20070509,1118,BCP10000,4,Right of Way,Registered,2004
23309,19860212,20070509,25636,56204,4,Right of Way,Registered,1979
23310,19860204,20070509,25969,60036,4,Right of Way,Registered,1980
23311,19930421,20070509,24674,43290,4,Right of Way,Initiated,
23312,20030709,20070509,28584,85334,4,Right of Way,Registered,1990
23313,20020411,20050913,31037,LMP35308,3,Reference Plan,Registered,1997
23314,19880201,20050913,18330,78011,6,Subdivision,Registered,1988
23315,19850801,20050913,28677,8608,6,Subdivision,Registered,1946
23316,19920908,20050913,21091,LMP6118,6,Subdivision,Registered,1992
23317,19850801,20050913,13437,19191,6,Subdivision,Registered,1958
23318,19850801,20050913,23486,14664,6,Subdivision,Registered,1954
23319,19850801,20050913,13445,19243,6,Subdivision,Registered,1958
23320,19850801,20050913,13163,18001,6,Subdivision,Registered,1957
23321,19850801,20050913,24339,35609,3,Reference Plan,Registered,1969
23322,19850801,20050913,16154,55640,6,Subdivision,Registered,1978
23323,19850801,20050913,13497,19444,6,Subdivision,Registered,1958
23324,19850801,20050913,13268,18435,6,Subdivision,Registered,1958
23325,19850801,20050408,14387,31041,6,Subdivision,Registered,1967
23326,19850801,20050913,16540,59748,6,Subdivision,Registered,1980
23327,19940811,20050913,19951,LMP19296,6,Subdivision,Registered,1994
23328,19850801,20050913,15445,46754,6,Subdivision,Registered,1974
23329,19851127,20050913,15015,4050,2,Explanatory,Registered,1913
23330,20080130,20080130,11216,BCP32254,2,Explanatory,Registered,2007
23331,20080204,20080204,11255,BCP24963,2,Explanatory,Registered,2006
23332,20080204,20080204,11224,BCP22835 ,4,Right of Way,Registered,2006
23333,20080204,20080204,10237,BCP30716,2,Explanatory,Registered,2007
23334,20080205,20080222,10878,BCP34509,3,Reference Plan,Registered,2008
23335,20080204,20080204,10047,BCP26190,4,Right of Way,Registered,2006
23336,20080205,20080205,9485,BCP23235,2,Explanatory,Registered,2006
23337,20080205,20080228,11419,BCP34306,4,Right of Way,Registered,2008
23338,20080204,20080204,11207,BCP32200,3,Reference Plan,Registered,2007
23339,20080328,20080328,9530,BCP20536,2,Explanatory,Registered,2005
23340,20050705,20080331,2264,BCP14994,3,Reference Plan,Registered,2004
23341,20080328,20080328,9593,BCP20859,2,Explanatory,Registered,2005
23342,20080328,20080328,9538,BCP19526,2,Explanatory,Registered,2005
23343,20080328,20080328,5351,BCP19427,2,Explanatory,Registered,2005
23344,20080328,20080328,5359,BCP204427,2,Explanatory,Registered,2005
23345,20050120,20080331,2307,BCP05739,3,Reference Plan,Registered,2005
23346,20041203,20080331,2302,BCP01018,2,Explanatory,Registered,2004
23347,20060315,20070509,9375,BCP21988,4,Right of Way,Registered,2006
23348,20040929,20070509,7016,LMP54525,4,Right of Way,Registered,2004
23349,20070314,20070509,9560,BCP17724,4,Right of Way,Registered,2005
23350,19890301,20070509,27983,79956,4,Right of Way,Registered,1988
23351,19910419,20070509,28885,87619,4,Right of Way,Registered,1991
23352,19870917,20070509,26828,68647,4,Right of Way,Registered,1984
23353,19860130,20070509,26685,67256,4,Right of Way,Registered,1984
23354,20010502,20070509,31143,LMP37175,4,Right of Way,Registered,1998
23355,19861021,20070509,27153,72016,4,Right of Way,Registered,1986
23356,20010405,20070509,31513,LMP42034,4,Right of Way,Registered,1999
23357,19860207,20070509,25585,55510,4,Right of Way,Registered,1978
23358,19860226,20070509,25665,56548,4,Right of Way,Registered,1979
23359,19860416,20070509,25127,49832,4,Right of Way,Registered,1976
23360,20070220,20071109,9975,BCP26199,4,Right of Way,Registered,2006
23361,19861114,20070509,27103,71493,4,Right of Way,Registered,1986
23362,19880823,20070509,27852,78703,4,Right of Way,Registered,1988
23363,19960625,20070509,30457,LMP26587,4,Right of Way,Registered,1996
23364,19860526,20070509,26991,70539,4,Right of Way,Registered,1985
23365,19901220,20070509,28712,86253,4,Right of Way,Registered,1990
23366,20070327,20070509,885,BCP14705,4,Right of Way,Registered,2004
23367,19990225,20070509,30674,LMP30207,4,Right of Way,Registered,1996
23368,20010419,20070509,30018,LMP18993,4,Right of Way,Registered,1994
23369,20020903,20070509,32099,LMP49839,4,Right of Way,Registered,2001
23370,20070704,20071016,10941,BCP32692,6,Subdivision,Registered,2007
23371,20070704,20080221,10835,BCP33474,6,Subdivision,Registered,2007
23372,20070724,20070724,10917,BCP32630,6,Subdivision,Registered,2007
23373,20070724,20080508,10943,BCP35640,6,Subdivision,Registered,2008
23374,20060116,20070509,5357,BCP18749,4,Right of Way,Registered,2005
23375,19981008,20070509,29661,LMP13441,4,Right of Way,Registered,1993
23376,20060518,20070613,9545,BCP27707,6,Subdivision,Registered,2006
23377,19850801,20070612,15833,52009,6,Subdivision,Registered,1977
23378,20050913,20070612,33151,PP61817,0,Bylaw,Registered,1963
23379,20050913,20080304,29457,LMP10413,3,Right of Way,Registered,1993
23380,20080401,20080401,11162,BCP31448,3,Reference Plan,Registered,2007
23381,20080402,20080402,1189,BCP22223,4,Right of Way,Registered,2006
23382,20080401,20080401,11157,BCP32290,2,Explanatory,Registered,2006
23383,20080402,20080402,9531,BCP20502,4,Right of Way,Registered,2005
23384,19860122,20071029,24962,47500,4,Right of Way,Registered,1976
23385,20080214,20080215,29144,CROWN GRANT,8,Unknown,Registered,2007
23386,20080214,20081014,11429,BCP38182,6,Subdivision,Registered,2008
23387,20080327,20080327,21921,BCP34526,3,Reference Plan,Registered,2008
23388,20080214,20090114,11436,BCP39262,6,Subdivision,Registered,2008
