,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESIGNATION,FACILITYID,GIS_ENTRY_STAGE,GREENWAY,LEGACYID,LIFECYCLE_COST,LOCATION,MATERIAL,MOD_DATE,OWNER,PROJECT_NO,STATUS,WARRANTYDATE,WIDTH,YR,YTD_COST
8622,,,,,Residential,1001073235,,No,,,Collector,Concrete,20180503,Surrey,,In Service,,1.5,1984,
8623,,,,,Residential,1001063998,,No,,,Arterial,Asphalt,20170623,Surrey,,In Service,,1.5,1973,
8624,,,,,Residential,1001068917,,No,,,,,20180503,Surrey,,In Service,,,1980,
8625,Digitized via 2014 image,,,20150717,Residential,1001831408,,No,,,,Concrete,20171004,Surrey,,In Service,,1.5,1994,
8626,,,,,Residential,1001071490,,No,,,Collector,,20180503,Surrey,,In Service,,,1998,
8627,Digitized via 2014 image,,,20150720,Residential,1001831439,,No,,,,Concrete,20171004,Surrey,,In Service,,1.5,1985,
8628,,,,,Residential,1001061799,,No,,,,Concrete,20180503,Surrey,,In Service,,1.5,1990,
8629,,,20180228,,Residential,1001068110,,No,,,Collector,Concrete,20180503,Surrey,,In Service,,1.5,1984,
8630,,,,,Residential,1001071637,,No,,,,,20180503,Surrey,,In Service,,,1971,
8631,,,,,Residential,1001060796,,No,,,Collector,,20180503,Surrey,,In Service,,,1998,
8632,Digitized via 2014 image,,,20171004,Residential,1001949459,,No,1001831412,0,,Concrete,20170623,Surrey,,In Service,,1.5,1994,0
8633,Digitized via 2014 image,,,20171004,Residential,1001949460,,No,1001831407,0,,Concrete,20170623,Surrey,,In Service,,1.5,1994,0
8634,Digitized via 2014 image,,,20171004,Residential,1001949461,,No,1001831408,0,,Concrete,20170623,Surrey,,In Service,,1.5,1994,0
8635,,,,20180503,Residential,1001999246,,No,1001066222,0,Collector,Asphalt,20180503,Surrey,,In Service,,1.5,2013,0
8636,,,,,Residential,1001067846,,No,,,Collector,,20180503,Surrey,,In Service,,,1990,
8637,,,20180228,,Residential,1001064046,,No,,,,,20180503,Surrey,,In Service,,,1990,
8638,,,,,Residential,1001068967,,No,,,Arterial,,20180503,Surrey,,In Service,,,1972,
8639,,,20180227,,Residential,1001073743,,No,,,,Concrete,20180503,Surrey,,In Service,,1.5,1977,
8640,,,,,Residential,1001063397,,No,,,Collector,Asphalt,20180503,Surrey,,In Service,,1.5,1974,
8641,,,,,Commercial,1001062369,,No,,,Arterial,,20180503,Surrey,,In Service,,,1972,
8642,,,,,Residential,1001065075,,No,,,Collector,Concrete,20180503,Surrey,,In Service,,1.5,1979,
8643,,,20180227,,Residential,1001060776,,No,,,Collector,Concrete,20180503,Surrey,,In Service,,1.5,2009,
8644,Digitized Via 2013 Air Photo,,,,Residential,1001061691,,No,,,Collector,Concrete,20180503,Surrey,,In Service,,1.5,2009,
8645,,,,,Residential,1001062053,,No,,,Collector,Concrete,20180503,Surrey,,In Service,,1.5,1979,
8646,,,,,Residential,1001062084,,No,,,,,20180503,Surrey,,In Service,,,1981,
8647,,,,,Residential,1001074157,,No,,,Collector,,20180503,Surrey,,In Service,,,1990,
8648,,,20180227,,Residential,1001065209,,No,,,Collector,,20180503,Surrey,,In Service,,,1990,
8649,,,20180227,,Residential,1001061139,,No,,,Collector,Concrete,20180503,Surrey,,In Service,,1.5,1979,
8650,,,,,Residential,1001065508,,No,,,Collector,,20180503,Surrey,,In Service,,,1998,
8651,,,,,Residential,1001067835,,No,,,,,20180503,Surrey,,In Service,,,1971,
8652,,,,,Residential,1001066836,,No,,,,,20180425,Surrey,,In Service,,,1990,
8653,,,,,Residential,1001063134,Final AB,No,,,Arterial,Concrete,20180425,Surrey,,In Service,,1.5,1992,
8654,digitized via 2014 image,,,20150626,Commercial,1001067413,,No,,,Arterial,Concrete,20180425,Surrey,,In Service,,,2006,
8655,,,,,Residential,1001061286,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,1970,
8656,Digitized Via 2013 Air Photo,,,20140325,Residential,1001736842,,No,,,,Concrete,20171002,Surrey,,In Service,,1.5,1996,
8657,,,,,Residential,1001062372,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,1970,
8658,Digitized Via 2013 Air Photo,,,20140326,Residential,1001737273,,No,,,,Concrete,20171002,Surrey,,In Service,,1.5,1997,
8659,,,,,School,1001066378,,No,,,,,20180425,Surrey,,In Service,,,1990,
8660,,,,,Residential,1001074526,,No,,,Arterial,,20180425,Surrey,,In Service,,,1994,
8661,,,,,Residential,1001060875,,No,,,Arterial,,20180425,Surrey,,In Service,,,2008,
8662,,,,,Residential,1001072503,,No,,,,,20180425,Surrey,,In Service,,,2006,
8663,,,,,Residential,1001073144,,No,,,,,20180425,Surrey,,In Service,,,1990,
8664,,,,,Residential,1001062684,,No,,,Arterial,,20170623,Surrey,,In Service,,,2013,
8665,,,,,Residential,1001063166,,No,,,,,20180425,Surrey,,In Service,,,2006,
8666,Digitized Via 2016 Air Photo,,,,Residential,1001065107,,No,,,,Concrete,20180425,Surrey,,In Service,,1.5,1998,
8667,,,,,Residential,1001065926,,No,,,,,20180425,Surrey,,In Service,,,1990,
8668,,,,,Commercial,1001064628,Final AB,No,,,Arterial,Concrete,20180425,Surrey,,In Service,,1.7999999523162842,1996,
8669,,,,,Residential,1001071294,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,1965,
8670,,,,,Residential,1001064507,,No,,,,,20180425,Surrey,,In Service,,,2006,
8671,Digitized from 2014 Ortho Photos,,,,Residential,1001067815,,No,,,,,20180425,Surrey,,In Service,,,2006,
8672,,,,20160512,Residential,1001877115,,,,,,Asphalt,20170623,Surrey,,In Service,,,1965,
8673,,,,,Residential,1001065205,Final AB,No,,,,Concrete,20180425,Surrey,,In Service,,1.5,1998,
8674,,,,,Commercial,1001063414,Final AB,No,,,Arterial,Concrete,20180425,Surrey,,In Service,,1.5,1993,
8675,,,,,Commercial,1001061750,,No,,,Arterial,,20180425,Surrey,,In Service,,,1992,
8676,,,,,Commercial,1001072156,Final AB,No,,,Arterial,Concrete,20180425,Surrey,1709-2040-00,In Service,,1.5,2012,
8677,,,,,Residential,1001073035,Final AB,No,,,,Concrete,20180425,Surrey,,In Service,,1.5,1998,
8678,,,,20180831,Residential,1002129275,EC,No,,,,Concrete,20180831,Surrey,7814-0280-00,Proposed,,1.5,,
8679,,,,20180831,Residential,1002129276,EC,No,,,,Concrete,20180831,Surrey,7814-0280-00,Proposed,,1.7999999523162842,,
8680,,,,20180831,Residential,1002129277,EC,No,,,,Concrete,20180831,Surrey,7814-0280-00,Proposed,,1.5,,
8681,,,,20180831,Residential,1002129278,EC,No,1002129277,0,,Asphalt,20180831,Surrey,7814-0280-00,Proposed,,1.5,,0
8682,,,,20170228,Commercial,1001909930,,No,1001907135,0,,Concrete,20170623,Surrey,,In Service,,1.5,1972,0
8683,,9,,,,1001061294,,No,,,,,20170626,Surrey,,In Service,,,1982,
8684,,,,20100510,Residential,1001159044,Final AB,No,,,,Concrete,20180403,Surrey,7804-0411-00,In Service,,1.5,2009,
8685,,,,,City Facility,1001065089,,No,,,Arterial,,20180425,Surrey,,In Service,,,1990,
8686,,,,,City Facility,1001062322,,No,,,Arterial,Concrete,20180425,Surrey,,In Service,,1.5,1990,
8687,,,,20160930,Residential,1001893545,EC,No,,,,Concrete,20171222,Surrey,1716-6090-00,In Service,,1.7999999523162842,1973,
8688,,,20180220,20130607,Residential,1001068062,,No,,,,Concrete,20180425,Surrey,,In Service,,,1990,
8689,,,,20160930,Residential,1001893546,EC,No,1001893545,0,,Concrete,20171222,Surrey,1716-6090-00,In Service,,1.5,1973,0
8690,,,,,Residential,1001070203,,No,,,,,20180425,Surrey,,In Service,,,1990,
8691,,,,,City Facility,1001069415,,No,,,Arterial,Asphalt,20180425,Surrey,,In Service,,1.5,1990,
8692,,,,,City Facility,1001072978,,No,,,Collector,,20180425,Surrey,,In Service,,,2015,
8693,,,,,Residential,1001066635,,No,,,,,20180425,Surrey,,In Service,,,1990,
8694,,,,20140827,Residential,1001777828,Final AB,No,1001568566,0,Collector,Concrete,20180403,Surrey,1710-7020-00,In Service,,1.5,2011,0
8695,,,,20110311,Residential,1001190962,,,,,Collector,Concrete,20180403,Surrey,,In Service,,,2008,
8696,,,,,Residential,1001073134,,No,,,Collector,Concrete,20180425,Surrey,,In Service,,1.5,1990,
8697,,,,20130222,Residential,1001568457,,,1001190965,,Collector,Concrete,20180403,Surrey,,In Service,,3,1990,
8698,,,,20130222,Residential,1001568566,,No,1001568561,,Collector,Concrete,20180403,Surrey,,In Service,,1.5,2010,
8699,,,,,Commercial,1001067458,,No,,,Arterial,,20170623,Surrey,,In Service,,,2012,
8700,,,,20140827,Residential,1001223096,Final AB,No,,,Collector,Concrete,20180403,Surrey,1710-7020-00,In Service,,1.5,2011,
8701,Digitized Via 2013 Air Photo,,,20131004,Residential,1001713492,,,1001190962,,Arterial,Asphalt,20180403,Surrey,,In Service,,1.5,2008,
8702,,,,20130222,Residential,1001568556,Final AB,No,1001223096,,Collector,Concrete,20180403,Surrey,1710-7020-00,In Service,,3,2011,
8703,,,,,Residential,1001060716,Final AB,No,,,Collector,Concrete,20180403,Surrey,,In Service,,1.5,2006,
8704,,,,20130222,City Facility,1001568555,Final AB,No,1001568552,,Collector,Concrete,20180403,Surrey,1710-7020-00,In Service,,1.5,2011,
8705,,,,20130222,City Facility,1001568560,Final AB,No,1001060716,,Collector,Concrete,20180403,Surrey,1710-7020-00,In Service,,1.5,2011,
8706,,,,,City Facility,1001068100,,No,,,Arterial,,20180425,Surrey,,In Service,,,1990,
8707,,9,,,,1001071358,,No,,,,,20180425,Surrey,,In Service,,,1990,
8708,BUS PAD,,,20150910,Commercial,1001838161,Final AB,No,1001832396,0,Arterial,Concrete,20180404,Surrey,1714-8050-00,In Service,,0.75,2015,0
8709,Digitized Via 2016 Air Photo.,,,20170227,City Facility,1001909276,,No,1001061284,0,,Concrete,20180404,Surrey,,In Service,,1.5,1990,0
8710,Digitized Via 2016 Air Photo.,,,20170227,Residential,1001909277,,No,1001909276,0,,Concrete,20180404,Surrey,,In Service,,1.5,1990,0
8711,BUS PAD,,,20150727,Commercial,1001832395,Final AB,No,,,Arterial,Concrete,20180404,Surrey,1714-8050-00,In Service,,0.75,2015,
8712,BUS PAD,,,20150727,Commercial,1001832396,,No,,,Arterial,Concrete,20180404,Surrey,,In Service,,0.75,2009,
8713,,,,20170227,City Facility,1001909278,,No,1001064620,0,Arterial,,20180404,Surrey,,In Service,,,1998,0
8714,BUS PAD,,,20150910,Commercial,1001838160,,No,1001832395,0,Arterial,Concrete,20180404,Surrey,,In Service,,0.75,2009,0
8715,Digitized Via 2016 Air Photo,,,20170302,Residential,1001910994,,No,1001074920,0,Collector,Concrete,20180404,Surrey,,In Service,,1.5,1987,0
8716,Digitized via 2014 image,,20180321,20170302,Commercial,1001910995,,No,1001832394,0,Collector,,20180404,Surrey,,In Service,,,1987,0
8717,,,,20170302,Residential,1001910996,Final AB,No,1001070223,0,,Concrete,20180404,Surrey,1703-2000-00,In Service,,1.5,2006,0
8718,,,,20170302,Residential,1001910999,,No,1001063308,0,,,20180404,Surrey,,In Service,,,1997,0
8719,,,,,Residential,1001066037,,No,,,Arterial,Asphalt,20170623,Surrey,,In Service,,1.5,1963,
8720,Digitized Via 2016 Air Photo,,,20170616,Residential,1001936112,,No,1001908030,0,,Concrete,20180404,Surrey,,In Service,,1.5,1986,0
8721,Digitized Via 2016 Air Photo,,,20170616,Residential,1001936113,,No,1001908032,0,,Concrete,20180404,Surrey,,In Service,,1.5,1986,0
8722,Digitized Via 2016 Air Photo,,,20170616,Residential,1001936121,,No,1001071647,0,,Concrete,20180404,Surrey,,In Service,,1.5,1997,0
8723,Digitized Via 2016 Air Photo,,,20170616,Residential,1001936202,,No,1001910993,0,,Concrete,20180404,Surrey,,In Service,,1.5,1986,0
8724,Digitized Via 2016 Air Photo,,20180321,20170616,Residential,1001936203,,No,1001074920,0,Arterial,Concrete,20180404,Surrey,,In Service,,1.5,2009,0
8725,,,,,Residential,1001068496,Final AB,No,,,Arterial,Asphalt,20170623,Surrey,,In Service,,1.5,2006,
8726,Digitized via 2014 image,,,20171004,Residential,1001949462,,No,1001831439,0,,Concrete,20171004,Surrey,,In Service,,1.5,1985,0
8727,Digitized via 2014 image,,,20171004,Residential,1001949463,,No,1001949462,0,,Concrete,20171004,Surrey,,In Service,,1.5,1985,0
8728,Digitized via 2014 image,,,20171004,Residential,1001949465,,No,1001949462,0,,Concrete,20171004,Surrey,,In Service,,1.5,1985,0
8729,Digitized via 2014 image,,,20171004,Residential,1001949466,,No,1001831439,0,,Concrete,20171004,Surrey,,In Service,,1.5,1985,0
8730,,,,,Residential,1001071563,,No,,,,,20180503,Surrey,,In Service,,,1972,
8731,,,,20120112,School,1001226396,,No,1001065354,,Collector,Concrete,20180503,Surrey,,In Service,,1.5,1979,
8732,,,,20120725,Residential,1001419147,,No,1001073235,,Collector,Asphalt,20180503,Surrey,,In Service,,1.5,1984,
8733,,,,20110907,School,1001211735,,No,1001066188,,,Concrete,20170623,Surrey,,In Service,,1.5,1972,
8734,,,,20120725,Residential,1001419261,,No,1001071650,,Collector,Asphalt,20180503,Surrey,,In Service,,1.5,1983,
8735,,,,20160111,Residential,1001853071,Final AB,No,,,Collector,Concrete,20180503,Surrey,1712-8020-00,In Service,,2,2012,
8736,,,,20160111,Residential,1001853072,Final AB,No,1001853070,0,Collector,Concrete,20180503,Surrey,1712-8020-00,In Service,,2,2012,0
8737,,,,,School,1001066604,,No,,,Arterial,Asphalt,20170623,Surrey,,In Service,,1.5,1963,
8738,,,,20120725,Residential,1001419329,Final AB,No,1001419327,,Collector,Concrete,20180503,Surrey,1708-3040-00,In Service,,3,2012,
8739,,,,20120830,Residential,1001423688,Final AB,No,,,Local,Concrete,20180503,Surrey,7811-0233-00,In Service,,1.5,2013,
8740,,,,20140131,Residential,1001727237,Final AB,No,,,Collector,Asphalt,20180503,Surrey,3805-6240-00,In Service,,1.5,2007,
8741,,,,20140131,Residential,1001727240,Final AB,No,,,Collector,Concrete,20180503,Surrey,3805-6240-00,In Service,,1.5,2007,
8742,,,,20140217,Residential,1001730108,Initial AB,No,1001568240,,Collector,Concrete,20180503,Surrey,7812-0017-00,In Service,,2,2014,
8743,,,,20140218,Residential,1001730173,Initial AB,No,1001568240,,Collector,Asphalt,20180503,Surrey,7812-0017-00,In Service,,2,2014,
8744,,,,20140218,Residential,1001730175,Initial AB,No,1001730108,,Collector,Concrete,20180503,Surrey,7812-0017-00,In Service,,2,2014,
8745,,,,20160405,Commercial,1001803381,Final AB,No,1001803363,0,Collector,Concrete,20180503,Surrey,7814-0091-00,In Service,,1.7999999523162842,2015,0
8746,,,,20160111,Residential,1001853067,Final AB,No,,,Collector,Concrete,20180503,Surrey,1712-8020-00,In Service,,2,2012,
8747,,,,20160405,Commercial,1001868267,Final AB,No,,,Collector,Concrete,20180503,Surrey,7814-0091-00,In Service,,,2015,
8748,Digitized via 2015 image,,,20160405,Residential,1001868276,,No,,,Collector,Asphalt,20180503,Surrey,,In Service,,1.7999999523162842,1972,
8749,,,,,Residential,1001068964,,No,,,,,20170623,Surrey,,In Service,,,1974,
8750,Digitized via 2015 image,,,20160511,Residential,1001876437,,No,,,Collector,Asphalt,20170623,Surrey,,In Service,,2,1980,
8751,,,,20111208,Residential,1001223106,,No,1001066164,,Collector,,20170623,Surrey,,In Service,,,2008,
8752,,,,,Residential,1001067823,,No,,,,Concrete,20170626,Surrey,,In Service,,1.5,1993,
8753,,,,,Residential,1001062724,,No,,,,,20180425,Surrey,,In Service,,,2006,
8754,,,,,Residential,1001062786,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,1970,
8755,Digitized Via 2013 Air Photo,,,20171002,Residential,1001948910,,No,1001737273,0,,Concrete,20170627,Surrey,,In Service,,1.5,1997,0
8756,,,,,Residential,1001068052,,No,,,,,20180425,Surrey,,In Service,,,2003,
8757,,,,20091204,Residential,1001142569,,No,1001072009,,Arterial,,20180425,Surrey,,In Service,,,1984,
8758,,,,20100225,Commercial,1001151065,Final AB,No,1001064628,,Arterial,Concrete,20180425,Surrey,1705-3110-00,In Service,,1.7999999523162842,2009,
8759,Digitized Via 2013 Air Photo,,,20171002,Residential,1001948912,,No,1001736842,0,,Concrete,20171002,Surrey,,In Service,,1.5,1996,0
8760,,,,,Residential,1001061783,,No,,,Arterial,Concrete,20180425,Surrey,,In Service,,,2006,
8761,,,20180220,,Residential,1001074509,,No,,,,,20180425,Surrey,,In Service,,,1990,
8762,,,,,Residential,1001066263,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,1.5,1970,
8763,,,,20100301,Residential,1001151277,Final AB,,,,Arterial,Concrete,20180425,Surrey,1705-3110-00,In Service,,,2009,
8764,,,,20110114,Residential,1001186951,Final AB,No,1001063483,,Arterial,Asphalt,20180425,Surrey,,In Service,,1.5,1993,
8765,,,,20110117,Residential,1001187091,Final AB,No,,,Local,Concrete,20180425,Surrey,7807-0073-00,In Service,,1.5,2010,
8766,,,,20110117,Residential,1001187092,Final AB,No,,,Local,Asphalt,20180425,Surrey,7807-0073-00,In Service,,1.5,2010,
8767,,,,20110628,Residential,1001202900,,No,1001072351,,Arterial,,20180425,Surrey,,In Service,,,1990,
8768,,,,20110712,Residential,1001203973,,No,1001071528,,,Concrete,20180425,Surrey,,In Service,,1.5,1998,
8769,,,,20170116,Residential,1001902279,EC,No,,,,Concrete,20170623,Surrey,7814-0367-00,Proposed,,1.2000000476837158,1963,
8770,Digitized Via 2013 Air Photo,,,20130905,Commercial,1001701185,,No,,,Arterial,Concrete,20180425,Surrey,,In Service,,1.5,1992,
8771,,,,20140213,Residential,1001729488,Final AB,No,,,Arterial,Concrete,20180425,Surrey,3808-6030-00,In Service,,1.5,2013,
8772,,,,20140213,Residential,1001729489,,No,,,,Concrete,20180425,Surrey,,In Service,,1.5,1998,
8773,,,,20140324,Commercial,1001736571,Final AB,No,,,Arterial,Concrete,20180425,Surrey,171-3080-00,In Service,,1.7999999523162842,2012,
8774,,,,20140324,Commercial,1001736578,Final AB,No,,,Arterial,Concrete,20180425,Surrey,1711-3080-00,In Service,,1.7999999523162842,2012,
8775,,,,20140324,Commercial,1001736582,Final AB,No,,,Arterial,Concrete,20180425,Surrey,1711-3080-00,In Service,,1.7999999523162842,2012,
8776,,,,20140324,Commercial,1001736583,Final AB,No,1001736581,0,Arterial,Concrete,20180425,Surrey,1711-3080-00,In Service,,1.7999999523162842,2012,0
8777,,,,20140324,Commercial,1001736586,Final AB,No,,,Arterial,Concrete,20180425,Surrey,1711-3080-00,In Service,,1.7999999523162842,2012,
8778,,,,,Commercial,1001061299,,No,,,Arterial,,20170623,Surrey,,In Service,,,1972,
8779,,,,,Commercial,1001070893,,No,,,Arterial,,20170623,Surrey,,In Service,,,1972,
8780,,,,20180618,Commercial,1001193329,Initial AB,No,1001193323,,,Concrete,20180618,Surrey,7807-0177-00,In Service,,4.349999904632568,2018,
8781,,,,20100825,Residential,1001170969,Final AB,,,,,Concrete,20180403,Surrey,7804-0175-00,In Service,,,2006,
8782,,,,20110317,Residential,1001191767,Initial AB,No,1001191766,,,Concrete,20180403,Surrey,,In Service,,1.5,2005,
8783,,,,20170302,Residential,1001910983,Final AB,No,1001060697,0,Collector,Concrete,20180403,Surrey,,In Service,,1.5,2005,0
8784,,,,20100825,Residential,1001171006,Final AB,,,,Collector,Concrete,20180403,Surrey,,In Service,,,2006,
8785,,,,20110317,Residential,1001191787,Initial AB,No,1001070090,,,Concrete,20180403,Surrey,,In Service,,1.5,2005,
8786,,,,20110317,Residential,1001191769,Initial AB,No,,,,Concrete,20180403,Surrey,,In Service,,1.5,2005,
8787,,,,,Commercial,1001072073,,No,,,Arterial,Concrete,20170623,Surrey,,In Service,,,1966,
8788,,,,20180618,Commercial,1002071567,Initial AB,No,,,,Concrete,20180618,Surrey,7807-0177-00,In Service,,4.25,2018,
8789,,,,20180618,Commercial,1002071579,Initial AB,No,1001193329,0,,Concrete,20180618,Surrey,7807-0177-00,In Service,,2,2018,0
8790,,,,20180618,Commercial,1002071580,Initial AB,No,1001193329,0,,Concrete,20180618,Surrey,7807-0177-00,In Service,,2,2018,0
8791,,,,,Commercial,1001067176,,No,,,Arterial,Concrete,20180618,Surrey,,In Service,,,2006,
8792,,,,,Commercial,1001070502,,No,,,Collector,Concrete,20170623,Surrey,,In Service,,,1995,
8793,,,,20170627,Residential,1001937903,Final AB,No,1001068372,0,,Concrete,20180403,Surrey,,In Service,,1.5,2006,0
8794,,,,20170627,Residential,1001937909,Final AB,,1001170884,0,,Concrete,20180403,Surrey,,In Service,,1.5,2006,0
8795,,,,20180403,City Facility,1001993817,,No,,,,Asphalt,20180403,Surrey,,In Service,,1.600000023841858,,
8796,,,,20171002,Residential,1001948932,Initial AB,No,1001191799,0,,Concrete,20180403,Surrey,,In Service,,1.5,2005,0
8797,,,,20100825,Residential,1001170808,Final AB,No,1001070750,,,Concrete,20180403,Surrey,,In Service,,1.5,2007,
8798,,,,20170302,Residential,1001910978,Initial AB,No,1001191799,0,Collector,Concrete,20180403,Surrey,,In Service,,1.5,2005,0
8799,,,,20100825,Residential,1001170939,Final AB,,,,,Concrete,20180403,Surrey,7804-0175-00,In Service,,1.5,2006,
8800,,,,20180403,City Facility,1001993818,,No,,,,Asphalt,20180403,Surrey,,In Service,,1.600000023841858,,
8801,,,,,City Facility,1001070805,Final AB,No,,,,Concrete,20180403,Surrey,,In Service,,1.5,2006,
8802,,,,20100825,City Facility,1001170967,Final AB,,,,,Concrete,20180403,Surrey,,In Service,,,2007,
8803,,,,20100825,Residential,1001170964,Final AB,,,,,Concrete,20180403,Surrey,7804-0175-00,In Service,,1.5,2006,
8804,,,,20170410,Residential,1001926237,EC,No,,,Arterial,Concrete,20170623,Surrey,7814-0243-00,Proposed,,1.5,1994,
8805,,,,,Residential,1001065049,Final AB,No,,,Collector,Concrete,20170623,Surrey,,In Service,,1.5,1992,
8806,,,,,Residential,1001072890,Final AB,No,,,Collector,Concrete,20170623,Surrey,,In Service,,1.5,1992,
