,NODE_TYPE,NODE_TYPE2,FACILITYID,LEGACYID,NODE_NO,NODE_SIZE,MATERIAL,INVERT,RIM_ELEVATION,I_I_SOURCE,I_I_QUANTITY,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,INSTALL_DATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,ENABLED,ANCILLARYROLE,Latitude,Longitude
208,1,Pigging Chamber,1001161250,,1840305202,3050,Concrete,4.32,6.91,,,In Service,4707-2040-00,2009,Surrey,,,Final AB,,,,,,,20100520,20100520,1,0,49.096885,-122.712829
209,1,Pigging Chamber,1001160923,,1901803972,3050,Concrete,,,,,In Service,4707-2040-00,2009,Surrey,Campbell Heights,,Final AB,,,,,,,20100519,20101220,1,0,49.074601,-122.696029
210,2,Riser Pocket,1000074981,24366,1288911471,100,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-C,,,,,,,,20051109,,1,0,49.210587,-122.864480
211,2,Riser Pocket,1000074982,24367,1288911469,150,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051109,,1,0,49.210582,-122.864480
212,2,Riser Pocket,1000074983,24368,1288911470,150,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-B,,,,,,,,20051109,,1,0,49.210585,-122.864480
213,2,Riser Pocket,1000074984,24369,1288911472,150,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-F,,,,,,,,20051109,,1,0,49.210587,-122.864480
214,2,Riser Pocket,1000074985,24370,1288911473,150,PVC Plastic,0.88,,,,In Service,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051109,,1,0,49.210595,-122.864480
215,2,Riser Pocket,1000074986,24371,1286011462,150,PVC Plastic,1.12,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051103,,1,0,49.210447,-122.865281
216,2,Riser Pocket,1000074987,24372,1286011463,150,PVC Plastic,1.12,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051103,,1,0,49.210447,-122.865281
217,2,Riser Pocket,1000074988,24373,1285711470,100,Concrete,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-B,,,,,,,,20051103,,1,0,49.210595,-122.865351
218,2,Riser Pocket,1000074989,24374,1285711471,150,Concrete,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051103,,1,0,49.210591,-122.865351
219,2,Riser Pocket,1000074990,24375,1282911462,150,PVC Plastic,0.91,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051103,,1,0,49.210447,-122.866137
220,2,Riser Pocket,1000074991,24376,1282911463,150,PVC Plastic,0.91,,,,In Service,4515,1987,Surrey,,,,,,,,,,20051103,,1,0,49.210447,-122.866137
221,2,Riser Pocket,1000074992,24377,1282911464,75,Concrete,0.99,,,,In Service,4515,1978,Surrey,,,,,,,,,,20051109,,1,0,49.210441,-122.866132
222,2,Riser Pocket,1000074993,24378,1282611470,100,PVC Plastic,0.81,,,,In Service,4515,1978,Surrey,,LINE BE-B,,,,,,,,20051103,,1,0,49.210596,-122.866202
223,2,Riser Pocket,1000074994,24379,1282611471,150,Concrete,0.81,,,,In Service,4515,1978,Surrey,,LINE BE-D,,,,,,,,20051103,,1,0,49.210592,-122.866202
224,2,Riser Pocket,1000074996,27638,1282311313,75,PVC Plastic,1.68,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051102,20080728,0,0,49.207749,-122.866305
225,2,Riser Pocket,1000074640,27845,1234611241,75,PVC Plastic,0.85,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206471,-122.879491
226,2,Riser Pocket,1000074641,27846,1237211247,75,PVC Plastic,0.99,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206565,-122.878766
227,2,Riser Pocket,1000074638,27843,1229111234,75,PVC Plastic,0.84,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206343,-122.880997
228,2,Riser Pocket,1000074757,27841,1223011231,63,PVC Plastic,0.84,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206281,-122.882693
229,2,Riser Pocket,1000074639,27844,1232111238,75,PVC Plastic,0.78,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206414,-122.880157
230,2,Riser Pocket,1000074758,27842,1226011231,75,PVC Plastic,0.66,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20120424,0,0,49.206283,-122.881842
231,2,Riser Pocket,1000074534,27997,1263611240,75,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,"LINE BW-G  SEE ALSO S-000-010,054",,,,,,,,20051117,20141118,0,0,49.206433,-122.871479
232,2,Riser Pocket,1000074535,27998,1260511239,75,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051117,20141118,0,0,49.206428,-122.872326
233,2,Riser Pocket,1000074536,27999,1257411239,75,PVC Plastic,0.5,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051117,20141118,0,0,49.206424,-122.873173
234,2,Riser Pocket,1000074537,28000,1254411239,75,PVC Plastic,0.53,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051117,20141118,0,0,49.206419,-122.874020
235,2,Riser Pocket,1000074538,28003,1253311256,75,PVC Plastic,0.21,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051121,20141118,0,0,49.206730,-122.874317
236,2,Riser Pocket,1000074539,28005,1254711273,100,PVC Plastic,0.72,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051121,20141118,0,0,49.207042,-122.873930
237,2,Riser Pocket,1000074540,28006,1257711273,100,PVC Plastic,0.74,,,,Abandoned,4515,1977,Surrey,,LINE BW-G SEE ALSO S-000-016,,,,,,,,20051121,20141118,0,0,49.207045,-122.873083
238,2,Riser Pocket,1000074541,28008,1260811274,100,PVC Plastic,0.78,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051121,20141118,0,0,49.207048,-122.872236
239,2,Riser Pocket,1000074542,28009,1263911274,75,PVC Plastic,0.76,,,,Abandoned,4515,1977,Surrey,,LINE BW-G,,,,,,,,20051121,20141118,0,0,49.207050,-122.871389
240,1,Pigging Chamber,1000847336,,1483308229,2400,Concrete,19.03,21.93,,,In Service,4799-3030-00,2005,Surrey,,,Final AB,,,,,,,20080320,20140313,1,0,49.151868,-122.811010
241,3,Valve Chamber,1000837887,,1378009493,,,,,,,In Service,4793-3270-00,,,,,Final AB,,,,,,,20071128,20140514,1,0,49.174796,-122.839990
242,2,Riser Pocket,1000074889,27320,1181610697,150,PVC Plastic,0.43,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20150303,0,0,49.196630,-122.894128
243,3,Valve Chamber,1000838851,,1179610711,,,,,,,Abandoned,7804-0411-00,,,,,Final AB,,,,,,,20071211,20150303,0,0,49.196889,-122.894681
244,2,Riser Pocket,1000075077,27741,1297411635,75,PVC Plastic,0.69,,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051107,20150310,0,0,49.213578,-122.862109
245,2,Riser Pocket,1000075078,27742,1297911661,63,PVC Plastic,0.69,,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051107,20150310,0,0,49.214050,-122.861971
246,2,Riser Pocket,1000075079,27743,1298811665,63,PVC Plastic,0.61,,,,In Service,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051107,20150310,1,0,49.214115,-122.861715
247,2,Riser Pocket,1000074998,27640,1281611304,75,PVC Plastic,1.75,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051102,20080728,0,0,49.207598,-122.866503
248,2,Riser Pocket,1000074999,27641,1285011313,75,PVC Plastic,1.45,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051102,20080728,0,0,49.207751,-122.865542
249,2,Riser Pocket,1000074877,27308,1191210619,150,PVC Plastic,0.58,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20081121,0,0,49.195221,-122.891474
250,2,Riser Pocket,1000074878,27309,1191210620,150,PVC Plastic,0.63,,,,Abandoned,4516,1978,Surrey,,LINE BSW-B,,,,,,,,20051025,20081205,0,0,49.195221,-122.891474
251,2,Riser Pocket,1000074879,27310,1193710600,150,PVC Plastic,0.58,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20081121,0,0,49.194871,-122.890812
252,2,Riser Pocket,1000074667,27881,1237311365,75,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-F,,,,,,,,20051115,,1,0,49.208717,-122.878733
253,2,Riser Pocket,1000074694,27928,1245011372,63,PVC Plastic,0.61,,,,Abandoned,4515,1977,Surrey,,LINE BW-F,,,,,,,,20051116,20120420,0,0,49.208841,-122.876610
254,2,Riser Pocket,1000074586,28075,1264611374,75,PVC Plastic,0.82,,,,Abandoned,4515,1977,Surrey,,LINE BW-A,,,,,,,,20051122,20120420,0,0,49.208860,-122.871184
255,2,Riser Pocket,1000075081,27745,1298811637,75,PVC Plastic,0.76,1.4,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051107,20141031,0,0,49.213593,-122.861724
256,2,Riser Pocket,1000074649,27856,1228811310,75,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20141031,0,0,49.207721,-122.881081
257,2,Riser Pocket,1000074846,27607,1266111210,75,PVC Plastic,1,,,,Abandoned,S-599,1987,Surrey,,LINE BSW-G,,,,,,,,20051101,20141031,0,0,49.205904,-122.870772
258,2,Riser Pocket,1000074847,27608,1271611217,75,PVC Plastic,1.2,,,,Abandoned,S-599,1987,Surrey,,LINE BSW-G,,,,,,,,20051101,20141031,0,0,49.206015,-122.869261
259,2,Riser Pocket,1000074733,27975,1238411543,75,PVC Plastic,0.66,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051117,20150313,0,0,49.211924,-122.878429
260,2,Riser Pocket,1000074809,27532,1220710775,150,PVC Plastic,-0.05,,,,In Service,C-4122,1989,Surrey,,LINE BSW-F,,,,,,,,20051030,20150313,1,0,49.198024,-122.883347
261,2,Riser Pocket,1000864704,,1222511286,100,PVC Plastic,,,,,Abandoned,,2008,Surrey,,LINE BW-E,Final AB,,,,,,,20081120,20150318,0,0,49.207284,-122.882832
262,2,Riser Pocket,1000074698,27933,1247611382,100,PVC Plastic,0.33,,,,Abandoned,4515,1977,Surrey,,LINE BW-F,,,,,,,,20051116,20120420,0,0,49.209011,-122.875875
263,2,Riser Pocket,1000074593,28084,1265411385,100,PVC Plastic,0.3,,,,Abandoned,4515,1977,Surrey,,LINE BW-A,,,,,,,,20051122,20120420,0,0,49.209070,-122.870969
264,2,Riser Pocket,1000074598,28090,1256211424,100,PVC Plastic,0.58,,,,Abandoned,4515,1977,Surrey,,LINE BW-A,,,,,,,,20051122,20120420,0,0,49.209770,-122.873500
265,3,Valve Chamber,1001591839,,1545503560,1050,Concrete,,,,,In Service,7897-0106-00,1996,Surrey,,Blowdown,Final AB,,,,,,,20130410,20130410,1,0,49.067352,-122.794201
266,2,Riser Pocket,1001756403,,1213810904,100,,,,,,In Service,,,Surrey,,FT01488,,,,,,,,20140717,20140717,1,0,49.200370,-122.885237
267,2,Riser Pocket,1001811722,,1299311579,150,Polyethylene,0.254,,,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,20150309,20150309,1,0,49.212564,-122.861597
268,2,Riser Pocket,1001811720,,1298511579,150,Polyethylene,0.995,,,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,20150309,20150309,1,0,49.212565,-122.861805
269,2,Riser Pocket,1001811721,,1299011579,150,Polyethylene,0.695,,,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,20150309,20150309,1,0,49.212564,-122.861679
270,2,Riser Pocket,1001811723,,1299611579,150,Polyethylene,-0.032,,,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,20150309,20150309,1,0,49.212564,-122.861514
271,3,Valve Chamber,1001936643,,1657801558,1350,Concrete,44.71,43.75,,,In Service,4706-4530-00,2016,Surrey,,Blow Down Chamber,Final AB,,,,,,,20170620,20170620,1,0,49.031066,-122.763439
272,2,Riser Pocket,1000074813,27541,1229510806,150,PVC Plastic,-0.11,,,,Abandoned,C-4122,1995,Surrey,,LINE BSW-K,,,,,,,,20051030,20081121,0,0,49.198572,-122.880944
273,2,Riser Pocket,1000074814,27543,1230010786,150,PVC Plastic,0.29,,,,In Service,4516,1995,Surrey,,LINE BSW-J,,,,,,,,20051030,,1,0,49.198229,-122.880758
274,2,Riser Pocket,1000075093,27759,1303011594,75,PVC Plastic,0.91,,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.212835,-122.860560
275,2,Riser Pocket,1000075094,27760,1306011594,75,PVC Plastic,1.14,,,,In Service,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.212835,-122.859755
276,2,Riser Pocket,1000075087,27752,1311711623,75,PVC Plastic,0.91,1.4,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.213353,-122.858173
277,2,Riser Pocket,1000075088,27753,1308711624,75,PVC Plastic,0.91,1.4,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.213368,-122.858990
278,2,Riser Pocket,1000075095,27761,1309011594,75,PVC Plastic,1.14,,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.212834,-122.858908
279,2,Riser Pocket,1000075096,27762,1311811594,75,PVC Plastic,1.14,,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.212833,-122.858144
280,2,Riser Pocket,1000075097,27764,1314811594,63,PVC Plastic,1.1,,,,Abandoned,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,20091221,0,0,49.212831,-122.857297
281,2,Riser Pocket,1000074631,28130,1278711414,100,PVC Plastic,0.61,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051124,20091222,0,0,49.209575,-122.867277
282,2,Riser Pocket,1000074700,27936,1238311424,150,PVC Plastic,0.13,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051116,,1,0,49.209780,-122.878461
283,2,Riser Pocket,1000074651,27859,1232411296,100,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,,1,0,49.207460,-122.880070
284,2,Riser Pocket,1000074888,27319,1183110684,150,PVC Plastic,0.43,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20081121,0,0,49.196393,-122.893714
285,2,Riser Pocket,1000074890,27321,1182210703,150,PVC Plastic,0.38,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20081121,0,0,49.196745,-122.893964
286,2,Riser Pocket,1000074891,27322,1182210704,150,PVC Plastic,0.38,,,,Abandoned,4516,1978,Surrey,,,,,,,,,,20051025,20081121,0,0,49.196745,-122.893964
287,2,Riser Pocket,1000074892,27323,1184410685,100,PVC Plastic,0.43,,,,Abandoned,4516,1978,Surrey,,LINE BSW-B,,,,,,,,20051025,20081121,0,0,49.196419,-122.893361
288,2,Riser Pocket,1000074903,27336,1193110615,150,PVC Plastic,0.56,,,,In Service,4516,1978,Surrey,,,,,,,,,,20051025,,1,0,49.195155,-122.890968
289,2,Riser Pocket,1000074904,27337,1193110616,150,PVC Plastic,0.56,,,,In Service,4516,1978,Surrey,,,,,,,,,,20051025,,1,0,49.195157,-122.890966
290,2,Riser Pocket,1000074905,27338,1193210618,100,PVC Plastic,0.61,,,,In Service,4516,1978,Surrey,,LINE BSW-B,,,,,,,,20051025,,1,0,49.195157,-122.890966
291,2,Riser Pocket,1000075000,27642,1284011304,75,PVC Plastic,1.83,,,,Abandoned,4515,1978,Surrey,,,,,,,,,,20051102,20080728,0,0,49.207599,-122.865835
292,2,Riser Pocket,1000075001,27643,1287811313,75,PVC Plastic,1.4,,,,Abandoned,4515,1978,Surrey,,SEE ALSO S-000-067,Final AB,,,,,,,20051102,20080728,0,0,49.207752,-122.864778
293,2,Riser Pocket,1000075002,27645,1280111391,75,PVC Plastic,0.84,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051102,,1,0,49.209172,-122.866894
294,2,Riser Pocket,1000075003,27646,1283211391,75,PVC Plastic,1.3,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051102,,1,0,49.209172,-122.866047
295,2,Riser Pocket,1000075004,27648,1280211422,75,Steel,1.14,,,,In Service,4515,1978,Surrey,,LINE BE-B,,,,,,,,20051102,,1,0,49.209734,-122.866867
296,2,Riser Pocket,1000074923,27360,1198510611,150,PVC Plastic,0.58,,,,In Service,4516,1978,Surrey,,LINE BSW-B,,,,,,,,20051026,,1,0,49.195086,-122.889481
297,2,Riser Pocket,1000074924,27361,1200410635,150,PVC Plastic,0.58,,,,In Service,4516,1978,Surrey,,LINE BSW-B,,,,,,,,20051026,,1,0,49.195507,-122.888963
298,2,Riser Pocket,1000075100,27768,1308711580,75,PVC Plastic,1.3,,,,In Service,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,,1,0,49.212573,-122.859004
299,2,Riser Pocket,1000075101,27769,1305611580,75,PVC Plastic,1.3,,,,In Service,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,,1,0,49.212575,-122.859851
300,2,Riser Pocket,1000075102,27770,1302711580,75,PVC Plastic,0.91,,,,In Service,4515,1978,Surrey,,LINE BE-G,,,,,,,,20051107,,1,0,49.212576,-122.860657
301,2,Riser Pocket,1000075104,27773,1295411624,63,PVC Plastic,0.69,,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051108,20081121,0,0,49.213374,-122.862677
302,2,Riser Pocket,1000075105,27774,1292511624,63,PVC Plastic,0.69,,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051108,20081120,0,0,49.213375,-122.863462
303,2,Riser Pocket,1000075106,27775,1289711624,75,PVC Plastic,0.61,,,,Abandoned,4515,1978,Surrey,,LINE BE-H,,,,,,,,20051108,20081120,0,0,49.213376,-122.864229
304,2,Riser Pocket,1000075109,27780,1296211594,63,PVC Plastic,0.76,,,,Abandoned,4515,1978,Surrey,,LINE BE-I,,,,,,,,20051108,20081120,0,0,49.212833,-122.862462
305,2,Riser Pocket,1000075110,27781,1293111594,63,PVC Plastic,0.99,,,,Abandoned,4515,1978,Surrey,,LINE BE-I,,,,,,,,20051108,20081120,0,0,49.212840,-122.863308
306,2,Riser Pocket,1000074668,27882,1237311364,150,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051115,,1,0,49.208694,-122.878727
307,2,Riser Pocket,1000074669,27883,1237311393,150,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051115,,1,0,49.209208,-122.878720
308,2,Riser Pocket,1000074670,27884,1237311394,63,PVC Plastic,0.6,,,,In Service,4515,1977,Surrey,,LINE BW-F,,,,,,,,20051115,,1,0,49.209210,-122.878726
309,2,Riser Pocket,1000074671,27885,1237311423,150,PVC Plastic,0.08,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051115,,1,0,49.209750,-122.878711
310,2,Riser Pocket,1000074940,27378,1204610677,,PVC Plastic,,,,,In Service,,,Surrey,,,,,,,,,,20051026,,1,0,49.196322,-122.887793
311,2,Riser Pocket,1000074941,27379,1204610678,,PVC Plastic,,,,,In Service,,,Surrey,,,,,,,,,,20051026,,1,0,49.196326,-122.887788
312,2,Riser Pocket,1000074942,27380,1204610676,,PVC Plastic,,,,,In Service,,,Surrey,,,,,,,,,,20051026,,1,0,49.196322,-122.887793
313,2,Riser Pocket,1000074943,27428,1207010662,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-I,,,,,,,,20051027,,1,0,49.195996,-122.887136
314,2,Riser Pocket,1000074944,27429,1207010661,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-K,,,,,,,,20051027,,1,0,49.195996,-122.887136
315,2,Riser Pocket,1000074945,27430,1207010660,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051027,,1,0,49.195992,-122.887141
316,2,Riser Pocket,1000074946,27431,1207010659,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-F,,,,,,,,20051027,,1,0,49.195992,-122.887141
317,2,Riser Pocket,1000074653,27862,1220711333,63,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051114,20141028,0,0,49.208128,-122.883316
318,2,Riser Pocket,1000074654,27863,1222111360,63,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051114,20141028,0,0,49.208619,-122.882922
319,2,Riser Pocket,1000074655,27864,1223511386,75,PVC Plastic,0.51,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051114,20141028,0,0,49.209101,-122.882535
320,2,Riser Pocket,1000074656,27865,1224911414,75,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051114,20141028,0,0,49.209594,-122.882139
321,2,Riser Pocket,1000074676,27891,1226611445,75,PVC Plastic,0.67,,,,In Service,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051115,20141028,1,0,49.210154,-122.881680
322,2,Riser Pocket,1000074745,27826,1218311288,75,PVC Plastic,0.49,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20141028,0,0,49.207317,-122.883967
323,2,Riser Pocket,1000074746,27827,1218611292,75,PVC Plastic,0.69,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20141028,0,0,49.207398,-122.883902
324,2,Riser Pocket,1000074747,27828,1218911299,63,PVC Plastic,0.68,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20141028,0,0,49.207515,-122.883809
325,2,Riser Pocket,1000074748,27829,1218711294,63,PVC Plastic,0.88,,,,Abandoned,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,20141028,0,0,49.207433,-122.883874
326,3,Valve Chamber,1000837891,,1350210222,,,,,,,Abandoned,4796-0301-00,,,,,Final AB,,,,,,,20071128,20120116,0,0,49.187999,-122.847613
327,0,Grit Chamber,1000071191,24586,1118009714,,Clay Tile,1.9,6.5,,,In Service,SF-2207,2000,Metro Vancouver,,SEE ALSO S-019-144 TO 148,,,,,,,,20040210,20140509,1,0,49.178869,-122.911720
328,2,Riser Pocket,1000075005,27661,1279811462,150,PVC Plastic,0.69,,,,In Service,4515,1978,Surrey,,LINE BE-A,,,,,,,,20051103,,1,0,49.210447,-122.866992
329,2,Riser Pocket,1000074960,27448,1213110716,100,PVC Plastic,0.44,,,,In Service,4516,1978,Surrey,,LINE BSW-E,,,,,,,,20051027,,1,0,49.196963,-122.885434
330,2,Riser Pocket,1000074961,27449,1213110717,150,PVC Plastic,0.39,,,,In Service,4516,1978,Surrey,,LINE BSW-I,,,,,,,,20051027,,1,0,49.196963,-122.885434
331,2,Riser Pocket,1000074962,27451,1214510734,100,PVC Plastic,0.44,,,,In Service,4516,1978,Surrey,,LINE BSW-E,,,,,,,,20051027,,1,0,49.197275,-122.885053
332,2,Riser Pocket,1000074963,27452,1216110753,150,PVC Plastic,0.39,,,,In Service,4516,1978,Surrey,,LINE BSW-I  SEE ALSO S-010-069,,,,,,,,20051027,,1,0,49.197640,-122.884607
333,2,Riser Pocket,1000074964,27453,1216110754,100,PVC Plastic,0.44,,,,In Service,4516,1978,Surrey,,LINE BSW-E  SEE ALSO S-010-069,,,,,,,,20051027,,1,0,49.197640,-122.884607
334,2,Riser Pocket,1000074678,27894,1230111487,63,PVC Plastic,1.07,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051115,20141029,0,0,49.210909,-122.880716
335,2,Riser Pocket,1000074738,27981,1249811603,75,PVC Plastic,0.76,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051117,20141029,0,0,49.213009,-122.875258
336,2,Riser Pocket,1000074599,28091,1253311435,100,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051122,,1,0,49.209977,-122.874297
337,2,Riser Pocket,1000074600,28092,1253311466,100,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051122,,1,0,49.210532,-122.874295
338,2,Riser Pocket,1000074601,28093,1253311497,100,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-B,,,,,,,,20051122,,1,0,49.211087,-122.874293
339,2,Riser Pocket,1000074736,27978,1244811577,75,PVC Plastic,0.85,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051117,20141029,0,0,49.212534,-122.876659
340,3,Valve Chamber,1000838828,,1199511014,,,,,,,In Service,7804-0411-00,,,,,Final AB,,,,,,,20071211,,1,0,49.202378,-122.889174
341,2,Riser Pocket,1000074680,27897,1236911535,63,PVC Plastic,1.42,,,,Abandoned,4515,1977,Surrey,,LINE BW-C,,,,,,,,20051115,20141029,0,0,49.211789,-122.878817
342,2,Riser Pocket,1000843762,,1277811379,75,PVC Plastic,,,,,In Service,,2008,,,,Initial AB,,,,,,,20080204,20080204,1,0,49.208945,-122.867551
343,3,Valve Chamber,1000838850,,1168010642,,,,,,,In Service,7804-0411-00,,,,,Final AB,,,,,,,20071211,,1,0,49.195651,-122.897896
344,3,Valve Chamber,1001129831,,1193910223,200,Ductile Iron,,,,,In Service,SF-1230,2002,Surrey,,Check Valve,Final AB,,,,,,,20090805,20090805,1,0,49.188057,-122.890753
345,2,Riser Pocket,1000074817,27548,1231810785,100,PVC Plastic,0.31,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051030,20090529,1,0,49.198219,-122.880282
346,2,Riser Pocket,1000074818,27550,1234110769,100,PVC Plastic,0.31,,,,In Service,4516,1978,Surrey,,LINE BSW-J,,,,,,,,20051030,20090529,1,0,49.197927,-122.879627
347,2,Riser Pocket,1000828931,,1226110834,,,,,,,In Service,C-4122,,,,,,,,,,,,20070726,20070726,1,0,49.199102,-122.881837
348,2,Riser Pocket,1000828930,,1226210834,,,,,,,In Service,,,,,,,,,,,,,20070726,20070726,1,0,49.199101,-122.881824
349,3,Valve Chamber,1000838157,,1601301557,,,,,,,In Service,4797-5020-00,,,,,Final AB,,,,,,,20071203,,1,0,49.031077,-122.778994
350,2,Riser Pocket,1000074752,27833,1224311286,75,PVC Plastic,0.53,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,,1,0,49.207286,-122.882307
351,2,Riser Pocket,1000074753,27835,1227411286,75,PVC Plastic,0.54,,,,In Service,4515,1977,Surrey,,LINE BW-E,,,,,,,,20051114,,1,0,49.207289,-122.881460
352,2,Riser Pocket,1000074947,27432,1207010658,150,PVC Plastic,0.48,,,,In Service,4516,1978,Surrey,,LINE BSW-H,,,,,,,,20051027,,1,0,49.195987,-122.887146
