objectid_1,objectid,acreage,sqft,final_cat,type_,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_user,created_date,last_edited_user,last_edited_date,maintenanceresponsibility,GlobalID_2,Shape__Area,Shape__Length
148,4,3.82548464,166637.44452129,Riverfront Park,RVR,16,Allegheny Landing Park,Allegheny Landing Park,Allegheny Landing Park,State,1579.93365704,4c54672c-8a00-4670-a599-1b3e59c22d84,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,4ee7e459-cc45-4992-b2a9-6a8bd2c24f99,15481.19921875,632.932863268901
149,72,3.3819496,147317.13547157,Neighborhood Park,NP,12,Friendship Park,Friendship Park,Friendship Park,Northeast,1901.42659879,f95cbafc-dcd8-493f-8b98-89745c6434ca,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,33ac0a75-1804-4e46-8495-4881f128a70b,13686.27734375,760.982635901737
150,191,18.72817624,815796.09399299,Neighborhood Park,NP,11,Westinghouse Park,Westinghouse Park,Westinghouse Park,Eastern,2747.68890417,e473b3f9-3e8a-49cb-8523-ef32365cdd25,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,6418d8c0-76d3-46d3-9f1e-07c5bbe30cbf,75790.25390625,1101.16422399152
151,156,3.42480831,149184.05337951,Regional Park,RP,6,Ream Parklet,Emerald View Park - Ream Park,Emerald View Regional Park (Ream Park),Western,1359.15606601,e532a31c-a671-42ae-98da-2ed252192a64,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,7c4857e2-5b5f-4d36-ac0b-e73ad410ed2f,13859.71484375,544.722266512902
152,167,88.46757665,3853632.22422657,Community Park,CP,4,Sheraden Park,Sheraden Park,Sheraden Park,Western,16358.8352357,351ad94c-c15c-4b25-a11a-f467977f0134,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,4c0b5b5a-a14c-4b4d-9698-2b480469c709,358015.609375,6557.10619721656
153,35,10.63213832,463134.09255443,Neighborhood Park,NP,4,Chartiers Playground,Chartiers Park,Chartiers Park,Western,2197.20250399,3bd43bb8-9677-45be-8b89-7d05c1d78cf6,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,0d1b3d77-5080-4cea-91d5-77b74ee045cc,43026.73046875,880.608649408887
154,15,6.06548243,264211.35790473,Public School,SCH,5,Banksville School,Banksville School Park,Banksville School,Western,573.32148474,8e5ecb6a-dba7-449f-bef7-d76ac0c446b4,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,9d9053ad-dac9-45bc-9c37-2fc0c02fdb9e,24546.140625,768.023649917183
155,201,106.31463081,4631046.7936921,Regional Park,RP,6,Duquesne Heights Greenway,Emerald View Park - Duquesne Heights Greenway,Emerald View Regional Park (Duquesne Heights Greenway),Western,28271.46514,32e0f94b-541f-421b-b9cb-570b3b856d2e,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,5a269e5c-ec76-4f55-817d-4e3480bdd921,430240.0234375,11328.7466060843
156,40,0.59470512,25905.25152933,Neighborhood Park,NP,4,Crafton Heights Tot Lot,Crafton Heights Park,Crafton Heights Park,Western,540.46194742,9fdbedd7-5f9c-4171-a8f3-abe2b238437f,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,f850a062-9833-47a2-8ba1-a5308a37709d,2406.6796875,216.405013781333
157,171,28.94917455,1261020.99917492,Riverfront Park,RVR,7,Southside Riverfront Park,Southside Riverfront Park,Southside Riverfront Park,Southern,14053.0359603,99ccb4c8-bc0c-403d-9442-3364c6e21096,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,4d9420cd-7606-4941-bf1f-85fceb3fbc4a,117153.2109375,5623.1937823089
158,186,3.67357394,160020.24076721,Neighborhood Park,NP,6,Warrington Playground,Warrington Park,Warrington Park,Southern,1245.75822307,bf852bdb-5458-44ff-ba0c-5c6b16e5ccd9,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,58e2aa61-dedd-4f0c-b4dc-cd3f39136291,14866.4296875,498.809453533011
159,198,5.32007006,231741.32489365,Neighborhood Park,NP,2,Young Field,Young Field Park,Young Park,Northern,1666.07179358,9b969f67-1f2e-4f4b-8556-e4ac49ca208e,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,d490511d-3968-4f5c-a3ce-8320e5ce66ec,21529.5625,667.407393944824
160,11,7.26684291,316542.41087886,Neighborhood Park,NP,7,Arlington Playground,Arlington Park,Arlington Park,Southern,1714.73920067,feb2c1cf-1ba5-4a8d-9bca-7dcd9165fed2,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,8d07619e-3094-45f6-b222-55bc441b6c19,29407.8671875,687.091860477882
161,169,0.71220072,31023.33930316,Special Use Park,SU,7,Southside Market House,Southside Market House,Southside Market House,Southern,539.35379267,9bb8fe4a-a3ba-49ba-a3b3-bd099243b04e,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,d6428365-7839-455f-96a2-50bb44c2dd55,2882.18359375,216.214168470851
162,165,1.74909774,76190.3926599,Neighborhood Park,NP,1,Scherer Field,Scherer Park,Scherer Field,Northern,869.02248082,207b0267-2101-4b62-aa7b-4c55ace2496e,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,bb3b1e78-7449-4a42-8f91-f2a9384193f9,7078.3515625,348.565895863412
163,,7.53977591,328431.32482258,,,,,Fowler Park,,,,,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,4619e5bb-e147-4d2d-95d5-2bd2aeb5353c,30512.38671875,708.579149242113
164,64,5.97530944,260283.4380651,Neighborhood Park,NP,3,Fineview Field,Fineview Field,Fineview Field,Northern,1791.9436509,21784547-a11b-4006-ad6c-9b27cf995c19,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,b130a1a9-e00f-49ba-bffa-b35934c3943e,24181.21875,695.614057334491
165,,2.26124021,98499.22933866,,,,,Monongahela Wharf Landing Park,,,,,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,745d413c-09c7-4ca1-ae59-44741f3228dd,9150.91015625,1414.36276094626
166,,0.33115151,14424.90188962,,,,,Venson Park,,,,,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,66e475c7-bd6a-494f-991d-0c81b1e20d33,1340.12109375,149.028327984529
167,129,11.25671101,490340.37034513,Neighborhood Park,NP,7,Monongahela Playground,Monongahela Park,Monongahela Park,Southern,2224.84284636,6d41972a-17ea-447a-8aec-792fed745308,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,0699e1b9-127a-4e2e-9953-b9ed7a0d298f,45554.3046875,891.426702230602
168,103,0.78600588,34238.27922772,Neighborhood Park,NP,5,Leolyn Parklet,Leolyn Park,Leolyn Park,Southern,617.72292841,f027a6f9-cb67-4ec2-8d03-66eb8ad658f0,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,58d438d4-8ec8-475a-9709-2c6e3e167e3b,3180.85546875,247.356642481879
169,63,3.60777784,157154.17412434,Neighborhood Park,NP,13,Fifty-Seventh St Playground,Fifty-Seventh Street Park,Fifty-Seventh Street Park,Northeast,1535.49617355,31373659-cf0f-4036-9c4b-b23dc2763456,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,61136c4d-7e38-4537-8e6b-8914a51f9f5d,14600.15625,615.619626965408
170,184,22.12698502,963847.6118622,Neighborhood Park,NP,5,Volunteers Field,Volunteers Park,Volunteers Park,Southern,5812.4419735,febad663-68a9-4e76-ae18-ae4f8430cfae,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,aaaa1f2a-e13f-429e-9faa-6eac8488a439,89544.7265625,2607.78372350718
171,154,49.77095659,2168014.19717014,Riverfront Park,RVR,16,Point State Park,Point State Park,Point State Park,State,12943.2387982,bf1a98df-8a5b-454a-a172-cb061bab8d70,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,,46201871-652d-4f85-b9d9-d5b636531fa5,201415.91796875,5184.19462735359
172,66,16.39693481,714247.62320797,Neighborhood Park,NP,12,Fort Pitt Playground,Fort Pitt Park,Fort Pitt Park,Northeast,3309.67418793,af65aeef-0944-4a0c-936f-96ea81bec49b,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,32c6eb26-5140-4b04-83a6-6aead8440ce9,66356.03125,1326.31607660004
173,80,0.74410281,32412.98865824,Beautification Site,BTF,16,Grant Street Islands,Grant Street Islands,Grant Street Islands,State,3596.22994508,ec7791b6-034e-4e49-95d3-594550c438cf,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,6th Division,8da0c020-ae83-40ce-80fa-b30c2a0aed9d,3011.2734375,1442.39210264952
174,168,0.76770194,33440.96259447,Special Use Park,SU,4,Sheraden Senior Center,Sheraden Senior Center,Sheraden Senior Center,Western,609.38315894,0a4c9da4-797d-466c-859a-27575a608045,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,11701981-d82b-4f76-a4d9-d55dd8cdd0c8,3106.77734375,244.084857509403
175,208,10.49962938,457362.02618184,Neighborhood Park,NP,5,Vanucci Field,Vanucci Park,Vanucci Park,Western,2391.38259646,19b0ba76-3aad-4e9f-9174-18013f454a6d,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,eea44f62-cc2d-439a-abc3-89ce9a37b1b4,42490.51171875,957.265457542479
176,175,0.91785419,39981.56878894,Neighborhood Park,NP,4,Stratmore Parklet,Stratmore Park,Stratmore Park,Western,845.11152083,98e651e7-e357-48d5-ad8e-53db1a814a8e,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,5fa0ac07-3597-43f3-8938-0a4d1a926ec6,3714.43359375,338.649793071837
177,211,0.98415588,42869.65873598,Neighborhood Park,NP,1,Troy Hill Citzen's Park,Troy Hill Citizen's Park,Troy Hill Citzen's Park,Northern,708.69794992,c4abaefd-877d-4c42-b588-60a126ebfa5a,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,a8f47411-a5fd-40ca-8927-9f7e53930286,3982.73828125,284.077775451545
178,133,0.59699069,26004.81032738,Neighborhood Park,NP,4,Mutual Parklet,Mutual Park,Mutual Park,Western,629.88083149,c3ced6af-31f3-4c14-88e2-a17fe6b295e6,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,088bfc59-be79-4912-9b02-360a2af564c0,2415.94140625,252.618355154825
179,194,3.81622151,166233.94409077,Neighborhood Park,NP,10,Wightman Playground,Wightman Park,Wightman Park,Eastern,1305.90809687,9073e51f-4d78-42ff-8fc0-97344d058d0e,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,c058ff8e-e221-4e50-b767-05b0c3b74e02,15443.71484375,523.002077837653
180,164,750.14033851,32675982.4412121,Regional Park,RP,10,Schenley Park,Schenley Park,Schenley Park,Schenley,123344.865833,2be79c72-ff3d-4f6e-844d-6ad22c49556a,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,cf1fde50-7ad7-499f-8ce8-d027bc6e753b,3035710.2578125,49416.6642748043
181,86,35.26939804,1536328.8331511,Community Park,CP,4,Hershel Playground,Herschel Park,Hershel Park,Western,5898.08325819,5011c72c-2a08-418b-844d-b3dbbca6075e,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,f489362d-f85f-41a3-aa58-0f092fcadf80,142730.19921875,2362.63375076102
182,1,2.86555093,124822.89931389,Neighborhood Park,NP,5,Able Long Parklet,Able Long Park,Able Long Park,Western,1079.63858184,fb46cd7e-fcf3-47de-86b2-b44a62ecb0da,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,935295e8-1105-4777-890b-f29b87d9824b,11596.484375,432.518080650561
183,141,8.43557576,367452.21047615,Neighborhood Park,NP,4,Oakwood Playground,Oakwood Park,Oakwood Park,Western,3111.47553148,62caf5f1-7f9e-4563-8a86-41b42ccbf634,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,b3105e0f-34b0-4723-88c5-03791ef4e122,34137.55859375,1246.82348806576
184,108,1.09567067,47727.22344868,Neighborhood Park,NP,8,Lincoln Place Parklet,Lincoln Place Park,Lincoln Place Park,Southern,763.19671597,b4b74fc4-80c6-4534-93d5-83dcd06e43c8,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,4d8629e8-3ea6-45b2-a001-f85538c60ded,4434.0234375,305.815252632178
185,188,8.10553147,353075.53850909,Neighborhood Park,NP,4,West End Elliot Overlook Park,West End-Elliott Overlook Park,West End-Elliot Overlook Park,Western,4135.08502495,db34d78e-3287-40aa-8754-89ff7af41c76,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,6e49ee1b-14fe-4ba0-8a25-9100c2e7e6fc,32801.921875,1657.2811784109
186,144,4.5908687,199977.44049413,Neighborhood Park,NP,7,Ormsby Playground,Ormsby Park,Ormsby Park,Southern,1549.34963964,a67c8014-7b92-4125-af8e-aa51286451f2,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,bd395a33-6c8f-4b4a-bfa0-b150a9a85cf0,18578.59375,621.390875012257
187,158,0.80895407,35237.89826793,Neighborhood Park,NP,8,Revenue Park,Roland Lockridge Community Park,Roland Lockridge Community Park,Southern,590.84100675,44bbbdf5-c2db-451c-b880-9251b8211455,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,8b910792-52ec-4dda-87e8-f4826d12e1b3,3273.734375,236.488162076142
188,122,135.61621346,5907418.62841062,Community Park,CP,6,McKinley Park,McKinley Park,McKinley Park,Southern,17715.7659737,0057c452-d431-4d76-bd57-a1f581977a5e,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,20a1887c-5c94-4e98-ba33-0b474cc74869,548819.3671875,7095.00979414732
189,196,4.64863455,202493.71089831,Neighborhood Park,NP,7,Winters Playground,Winters Park,Winters Park,Southern,1961.47202182,39be7594-ab5d-43e6-a152-a1cb6ec627ee,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,86a56179-70bf-4ae0-83d4-43a0a8981ba7,18812.34765625,785.935955797399
190,49,24.99790049,1088904.1898056,Community Park,CP,13,Dinan Playground,Dinan Park,Dinan Park,Northeast,4324.05085525,6ae57e29-f05f-4863-b819-cd72229aa471,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,11b2d4c8-3058-466c-a69a-5ea2e2edacac,101162.90625,1524.50848328492
191,23,10.04922695,437742.57503681,Neighborhood Park,NP,13,Bloomfield Playground,Paul J. Sciullo II Memorial Park,Bloomfield Park,Northeast,3262.78087797,4724c15b-ecec-4b4b-9b88-c709f759b98f,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,b6595bb9-1ec0-4657-aeba-3828bd9c6673,40667.8046875,1307.43982045734
192,26,55.40040557,2413232.01376541,Community Park,CP,2,Brighton Heights Park,Brighton Heights Park,Brighton Heights Park,Northern,12357.0948233,2ebd3497-6b22-4a86-95f4-cc01dc82048a,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,37dc3bb7-283c-4ad2-95ad-f9ca10bd8775,224197.54296875,4954.7239409861
193,145,2.07066855,90197.96138305,Neighborhood Park,NP,12,Osceola Parklet,Osceola Park,Osceola Park,Northeast,907.56586396,975a22ed-f845-4214-964f-4d2824d17d41,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,a4748f58-a510-493d-a5ee-5499471a1c3d,8379.69140625,363.780980780685
194,13,15.23646217,663697.63725306,Community Park,CP,13,Arsenal Park and School,Arsenal Park,Arsenal Park,Northeast,2498.19408838,7bfb78ce-506d-454c-a4d2-eb6a2494361e,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,20250d59-0c43-450f-acd8-100bf9b58c0b,61659.77734375,1001.51771918114
195,189,29.42269116,1281647.30025867,Community Park,CP,4,West End Park,West End Park,West End Park,Western,15318.7895242,f1ba0266-6b8c-4555-a57a-4003e8adf767,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,08c43b06-d049-421d-a5a0-026e1b571e51,119069.33203125,6137.90465565819
196,90,4.64805814,202468.6028608,Neighborhood Park,NP,11,Homewood Playground,Homewood Park,Homewood Park,Eastern,1360.90801945,9296bb5e-10ce-4bb7-a855-54fe7a1c97be,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,92a5bc3d-6e24-4a92-b656-e3bdd608a22d,18810.02734375,545.432081458488
197,193,5.25610518,228955.02577562,Public School,SCH,4,Westwood School,Westwood School,Westwood School,Western,1572.77684889,843e43a8-79ed-42c4-975b-9791c5161212,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,7cd20f8a-a0ae-4816-b13b-5dae64cefd67,21270.7109375,594.968310289357
198,119,39.20199797,1707632.20084053,Community Park,CP,8,McBride Park,McBride Park,McBride Park,Southern,7470.06276691,c5ca4ed7-b654-4d29-9e89-caba44345bf4,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,b25dc052-d88f-4630-aaaf-c7f64dc48d10,158644.85546875,2987.59339227395
199,78,10.62235218,462707.81002667,Regional Park,RP,6,Grandview Overlook,Emerald View Park - Grandview Overlook,Emerald View Regional Park (Grandview Overlook),Western,5037.75089773,e065b497-78da-4f77-b22f-ad9c13a0b5ec,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,1d5c8825-e844-409b-ae9c-c9d440e2bba5,42987.11328125,2017.57778854242
200,14,28.7367361,1251767.21758508,Community Park,CP,5,Banksville Park,Banksville Park,Banksville Park,Western,6186.41940115,62ec008f-5309-4759-8d0e-3548938dcd38,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,810f18e3-db7d-4755-81d7-1467870a0def,116293.45703125,2477.5916474028
201,120,0.34579495,15062.76796657,Neighborhood Park,NP,13,McCandless Tot Lot,McCandless Park,McCandless Park,Northeast,376.61683219,6466049c-ed79-4b4a-a7fd-eee9db4eaba5,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,adee30fb-31f1-4f13-9b1e-3a6f66aa4d9c,1399.38671875,151.005754616547
202,130,17.45200506,760206.29945137,Community Park,CP,5,Moore Park,Moore Park,Moore Park,Southern,2752.13027248,50baa3f0-758b-4bbb-98d6-3c07b42a0826,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,a0539d0e-280d-456e-94fd-3e23b69e73d3,70625.76171875,1101.70599156565
203,160,447.51617758,19493726.7201715,Regional Park,RP,2,Riverview Park,Riverview Park,Riverview Park,Northern,72135.8705385,bfa19f54-250b-4e8e-9898-5a8f45e003b8,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,ef1f1f58-352b-4fc8-837b-e8f007007d34,1811033.609375,28925.1318131614
204,61,0.33687086,14674.03581487,Neighborhood Park,NP,4,Esplen Tot Lot,Esplen Park,Esplen Park,Western,365.82805247,3be60947-2c73-4a72-b6d0-3461abc6e3d2,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,c2249b42-0fe5-42a6-9fd4-63aa6c9026dd,1363.26953125,146.624052210258
205,65,3.04729099,132739.46448514,Neighborhood Park,NP,3,Fineview Playground,Fineview Park,Fineview Park,Northern,1108.51197838,db4b7e9e-0652-4636-8213-593a7cfc5953,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,08290b07-ad6a-4406-a8c6-0ec867c239b3,12331.94140625,444.230416420814
206,143,16.03226582,698362.70569942,Regional Park,RP,6,Olympia Park,Emerald View Park - Olympia Park,Emerald View Regional Park (Olympia Park),Western,2810.16261338,5217a635-cba9-4f1e-93c7-a604fc8f59e3,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,b7ae71d9-0f78-4554-b785-6aaf045307ea,64880.2578125,1126.68716747355
207,89,653.95485022,28486159.3307802,Regional Park,RP,12,Highland Park,Highland Park,Highland Park,Northeast,107319.676945,c9e4bd66-e2b3-4f4a-b49b-a9f1ee0688b3,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,04e19b73-8c8c-4519-a209-7de351e60d09,2646461.42578125,43040.5950903328
208,79,57.77914207,2516849.36131696,Regional Park,RP,6,Grandview Park,Emerald View Park - Grandview Park,Emerald View Regional Park (Grandview Park),Southern,14446.4975317,aeeefde8-4347-4ab7-8bdf-bc2bedd16135,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,ba6f608b-434b-4a8a-a0af-ae18b4696add,233823.89453125,5785.00491624445
209,34,11.73663755,511245.88671728,Neighborhood Park,NP,11,Chadwick Rec Center,Chadwick Park,Chadwick Park,Eastern,2425.2027917,ad00f128-3d9f-4bfd-93e9-98fe0d4241a4,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,61ced706-8c27-41e2-b70c-2c38f5bd4ca3,47496.49609375,972.106332379237
210,37,1.51023534,65785.58816996,Neighborhood Park,NP,7,Cobden St Bsktbl Ct,Cobden Street Park,Cobden St. Park,Southern,825.91850831,fb470340-f4f8-460a-8a16-f16e333573d9,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,38776e8a-12f1-48bf-b273-c55a2570efbb,6111.703125,330.679923562791
211,170,99.28352916,4324773.23089955,Community Park,CP,7,Southside Park,Southside Park,Southside Park,Southern,15701.0199754,95cc2ac5-a1c2-4648-a584-a51d1cc70630,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,ce990a8f-c054-4f3b-a79e-812894fb87e8,401786.08984375,6289.0440321014
212,87,8.83843524,385000.69916227,Neighborhood Park,NP,12,Heths Playground,Heth's Park,Heth's Park,Northeast,2181.06130748,a6a4ac92-5a00-4af5-9f11-716e51079fea,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,fe95c0d7-5913-4ab3-94dd-447b9a152475,35767.87109375,875.156726710089
213,153,40.3865157,1759229.58693411,Community Park,CP,5,Phillips Park,Phillips Park,Phillips Park,Southern,7113.21285449,24cd4273-9d1a-4886-a9f1-a3c4a9d50196,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,ad30401a-d938-4dff-a17a-0ff88c7b1fdb,163438.4453125,2850.66953507494
214,28,97.05151616,4227547.13368303,Community Park,CP,5,Brookline Memorial Park,Brookline Memorial Park,Brookline Memorial Park,Southern,9152.84161215,041dc569-0b41-4383-bed6-df92c7b07dca,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,8e606ab5-9b54-48f6-b70d-5101e13a6e6b,392753.6015625,3750.83023017651
34264,71,1046.82485955,45599508.4834013,Regional Park,RP,10,Frick Park,Frick Park,Frick Park,Eastern,75685.9897736,4012cac2-c9fc-4074-8331-0c10b213ef16,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,35f8c223-56e4-471e-9def-3605eefee61c,4157443.01953125,27417.6178468842
