objectid_1,objectid,acreage,sqft,final_cat,type_,sector,origpkname,updatepknm,alterntnam,divname,shape_leng,globalid,created_user,created_date,last_edited_user,last_edited_date,maintenanceresponsibility,GlobalID_2,Shape__Area,Shape__Length
73,173,0.65315794,28451.44592144,Public School,SCH,1,Spring Garden School,Spring Garden School,Spring Garden School,Northern,548.0688172,4fbc010b-b584-47c3-aaeb-606dd8bbb4d7,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,,634fff7d-7b08-4267-b572-baf574689f66,2643.234375,219.567607075523
74,200,0.99455916,43322.82351679,Riverfront Park,RVR,16,Alcoa Park,Alcoa Park,Alcoa Park,State,912.32869495,66d69aea-4c7d-4aac-8aa6-9c7ef7453247,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,220ed9a0-5bf9-4825-b939-dffe3c7b2e21,4024.828125,365.238981793713
75,157,0.03253361,1417.15847623,Beautification Site,BTF,10,Regent Square War Memorial,Regent Square War Memorial,Regent Square War Memorial,Eastern,111.75597167,5326f0a6-c72f-47bf-83d9-e739277fda7c,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,3rd Division,05a6fc47-837c-4527-b736-3065c873025c,131.6640625,44.7732989963624
76,162,0.97105979,42299.19516268,Neighborhood Park,NP,9,Saline St Parklet,Saline Street Green Space,Saline Street Park,Schenley,683.78369115,c9d04732-f884-4f01-b246-e63df43fedb8,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,3rd Division,c9603122-3c02-44c1-974e-648668a6320a,3929.73828125,273.973750005041
77,56,4.34142082,189111.53466589,Beautification Site,BTF,12,East Liberty Strip,East Liberty Strip,East Liberty Strip,Northeast,8837.89098497,8121f4fa-9924-4f9a-8873-2f401c09de85,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,5da8830f-110f-4373-9fda-76d0f7b650db,17569.05078125,3541.12631433603
78,82,0.44712072,19476.50061573,Beautification Site,BTF,14,Harris Triangle,Harris Triangle,Harris Triangle,Northeast,646.68556183,d842d827-fc4b-4451-98da-151fc35d1a76,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,3rd Division,9136506a-5ebd-4300-80f7-bacaf5983b85,1809.4375,259.524430389258
79,3,4.33329299,188757.48779264,Community Park,CP,3,Allegheny Center Plaza Park,Buhl Community Park at Allegheny Square,Buhl Community Park at Allegheny Square,State,1999.77616622,8d8c8881-084a-4daf-b347-d9e9dc83f9b7,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,53d559b7-8963-4acb-b7f4-4961abed4470,17536.22265625,801.437294222928
80,111,0.26446693,11520.13348561,Other,OTR,3,Loraine St Tot Lot,Loraine St Park,Loraine St Tot Lot,Northern,333.32413188,bcd30104-5771-41b0-84f9-79aa9187f0e8,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,1st Division,62aa43c3-ef3c-4144-8d9d-5e263da1aaf4,1070.2578125,133.560720306673
81,135,0.52785852,22993.42500495,Beautification Site,BTF,12,Negley Run Strip,Negley Run Strip,Negley Run Strip,Northeast,2218.24432926,8ac3fca1-8733-447b-988f-7aee4671ad77,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,2nd Division,855316e8-eabb-46be-8468-f9cb1eaebff3,2136.16796875,888.777460159789
82,19,0.4475802,19496.51571799,Beautification Site,BTF,16,Bedford Strip,Bedford Strip,Bedford Strip,Schenley,1553.55958981,dfea1aef-b523-4d33-af69-492304f521a0,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,3rd Division,39572e9d-a1bd-4395-a085-ef0d94dde700,1811.29296875,621.997643056603
83,163,0.58347686,25416.1501698,Beautification Site,BTF,10,Saline St Passive Area,Saline St Passive Area,Saline St Passive Area,Schenley,586.93326181,dddea333-de61-4d3e-82ef-0c05ef00d7be,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,3rd Division,fb2eda7c-9f98-4d37-8ac5-c51d4dc5f2bf,2361.26171875,234.989365058319
84,195,0.10306212,4489.36795331,Beautification Site,BTF,10,Windermere Circle 1 & 2,Windermere Circle 1 & 2,Windermere Circle 1 & 2,Eastern,286.38037285,c486c01d-a722-4530-8c78-9f4a243b4d7f,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,3rd Division,4e8828d8-6cd6-4028-b6ab-1ed0c713dce0,417.0703125,114.703105266777
85,182,0.40689817,17724.4132478,Beautification Site,BTF,10,Vietnam Island,Vietnam Island,Vietnam Island,Eastern,899.71781979,0b4033fe-1588-4f0d-a39e-8d4212910b61,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,3rd Division,2b838601-88ac-430f-acbc-2a94770eb9d4,1646.66796875,359.951227654216
86,,0.26485281,11536.94246661,,,,,Oliver Bath House,,,,,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,c2bce4bc-6473-4841-a8b5-a865476c7810,1071.8203125,133.510082626291
87,131,1.03856475,45239.69950159,Beautification Site,BTF,12,Morrow Triangle,Morrow Triangle Park,Morrow Triangle,Northeast,682.96902252,074eb498-c5ce-4a44-a57e-3da9bb631f88,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,99b47949-96ea-4870-b1ed-f2efa9db7123,4202.94140625,273.71163679685
88,110,0.44370401,19327.66943983,Special Use Park,SU,6,Lodge Potenza Senior Center,Lodge Potenza Senior Center,Lodge Potenza Senior Center,Western,471.67752809,8a29e613-32df-49c3-8a6c-f48f768f311f,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,09a05691-2b08-4ee1-acad-61cc07bead65,1795.60546875,189.033370195711
89,31,11.72349493,510673.39638332,Neighborhood Park,NP,9,Burgwin Playground,Burgwin Park,Burgwin Park,Schenley,2232.75902233,93e12c43-773c-47cb-82a3-91787e9bed98,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,6dd29db8-f731-4ff0-a9d8-76088f081073,47443.3203125,893.982741332736
90,84,2.25595312,98268.92468858,Special Use Park,SU,9,Hazelwood Senior Center,Hazelwood Senior Center,Hazelwood Senior Center,Schenley,959.54010567,6d68e648-9a59-4a3e-a7af-2206e8e4ee32,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,022d5eba-297a-449f-aede-d5dd4d29d50b,9129.515625,384.282628957349
91,138,0.38737296,16873.89882989,Neighborhood Park,NP,14,Niagara Parklet,Niagara Park,Niagara Park,Schenley,395.33651145,590b1935-1d5d-4c5d-bd92-b1b469bc3c1c,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,ee0db88e-2aff-4b5e-9a29-5003bee20dd3,1567.6484375,158.405938357383
92,183,2.70522324,117839.05308332,Neighborhood Park,NP,15,Vincennes Parklet,Vincennes Park,Vincennes Park,Schenley,1142.21399521,ebb605cb-0ca0-468f-b0b2-73a22e461106,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,f5610316-b193-4a8e-8a6a-45159f2f5072,10947.65234375,457.932176408872
93,99,0.75205281,32759.28932731,Neighborhood Park,NP,14,Lawn & Ophelia Playground,Lawn and Ophelia Park,Lawn and Ophelia Park,Schenley,701.5748464,1eb23da9-b4bd-4b7f-ae4b-f51bfe67db3f,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,a390f220-1670-4d29-a319-c559b7169829,3043.453125,281.117470982602
94,45,0.7410383,32279.49919848,Neighborhood Park,NP,11,Dallas Parklet,Dallas Park,Dallas Park,Eastern,575.21234312,7833f211-ee2a-44e4-997d-d83ed7f19972,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,3e321ef5-de92-46c0-a0ff-e8e2d883bc90,2998.875,230.498226818405
95,18,4.12585172,179721.38221696,Neighborhood Park,NP,11,Baxter Parklet,Baxter Park,Baxter Park,Eastern,1418.32464469,73a669d2-df96-412e-b2e3-f23595df4ca4,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,048c554f-032e-4e39-868b-87f46cf0ab4f,16696.73046875,568.440400216178
96,91,0.38255184,16663.89137955,Special Use Park,SU,11,Homewood Senior Center,Homewood Senior Center,Homewood Senior Center,Eastern,410.87559451,38905c2c-76b0-4f28-8608-655f6a76897b,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,11679e98-bf26-4c96-83bc-adc61d3545f9,1548.1328125,164.751634960463
97,46,2.5953637,113053.59057341,Neighborhood Park,NP,10,Davis Parklet,Davis Park,Davis Park,Eastern,1052.34532258,0c5ad046-197c-4180-b444-321700e6bbf9,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,c4a975c2-7f01-48fb-9c93-752f9c029302,10503.06640625,421.33777169433
98,115,1.15757523,50423.77526644,Community Park,CP,16,Market Square Park,Market Square Park,Market Square Park,State,654.39000431,2135e0d3-02e0-47df-bd9c-fd24eba4397d,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,2f7991c7-9f01-42b9-89bb-c02aaa2fc429,4684.53515625,262.159506235817
99,10,0.99115208,43174.41203933,Special Use Park,SU,7,Arlington Gym,Arlington Rec Center,Arlington Gym,Southern,686.62104685,36b01e71-29f8-43d4-be7a-23afbd6267cb,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,76ef2fe0-4c6c-4a92-b7f5-7775a7670810,4011.046875,274.845251683974
100,24,1.76603737,76928.28002757,Neighborhood Park,NP,6,Bon Air Tot Lot,Bon Air Park,Bon Air Park,Southern,939.81120638,48c76f2a-fc5c-4ed8-9ab0-465403a64d69,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,ff4d2586-ae67-4568-96f3-2d79ffa5f85a,7146.89453125,376.095427348974
101,132,79.04342189,3443117.68519687,Regional Park,RP,6,Mt. Washington Park,Emerald View Park - Mt. Washington Park,Emerald View Regional Park (Mt. Washington Park),Western,11386.2207019,59f0daee-69f6-46e3-b6a8-f7586c78f386,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,02d36c75-07b9-4f5d-bc26-90348d4c2958,319877.41796875,4563.73493907676
102,148,3.29930291,143717.05991613,Neighborhood Park,NP,5,Pauline Parklet,Pauline Park,Pauline Park,Western,1481.1094511,8d2ca331-e92f-4081-91f6-a991b913975d,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,4163ae9a-0b50-4bce-8851-23e33c2832fb,13351.80859375,593.252150760519
103,,0.67543265,29421.72833604,,,,,Paulson Rec Center,,,,,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,105a2849-6654-45d7-9c3c-4afbc8d1c6a8,2733.37890625,221.126776415066
104,,0.23903453,10412.30236248,,,,,Beechview Senior Center Park,,,,,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,09e5c8b4-43a3-471a-a0c9-1de03791add2,967.3359375,124.54418185499
106,98,2.55200283,111164.79873532,Neighborhood Park,NP,12,Larimer Playground,Larimer Park,Larimer Park,Northeast,1546.479562,e2dfdfa0-07bf-44bc-b67a-987e04079b1f,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,3c36a838-cc85-4ac5-a422-063562d7c0a5,10327.5859375,620.127787300099
107,125,56.2576733,2450574.44657283,Community Park,CP,10,Mellon Park,Mellon Park,Mellon Park,Eastern,7625.3993799,afed3549-f340-4b7c-83dd-cee2c7b29ffe,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,ac0cc2c2-9617-4995-90d9-93cbe7eb69d0,227666.73828125,3054.7296269697
108,149,7.20398349,313804.26563419,Neighborhood Park,NP,11,Paulson Playground,Paulson Park,Paulson Park,Eastern,2017.6125636,8180fb19-0d4a-451d-bec4-fc7decd19d52,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Eastern,9d4ceca9-ca6b-4ec0-b2e4-2bcbb297a929,29153.48828125,808.906027446851
109,9,13.9719378,608615.17625769,Neighborhood Park,NP,15,Ammon Park,Ammon Park,Ammon Park,Schenley,2493.40740141,e8ad959c-58fa-4c30-baa0-4264c8d10705,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,6fffff56-58df-45ca-9fb1-aae161633ef7,56542.40625,999.394522716953
110,101,1.20721986,52586.28682817,Beautification Site,BTF,2,Legion Memorial Park,Legion Memorial Park,Legion Memorial Park,Northern,786.64578979,8256c558-9b8e-4999-af5e-828fca9537b9,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,48591f5e-94dc-456f-896a-bb8156b649f5,4885.4375,315.365335396037
111,30,7.57434417,329937.11219809,Neighborhood Park,NP,9,Bud Hammer Playground,Bud Hammer Park,Bud Hammer Park,Schenley,2043.23793256,7af3c8fe-087a-4e37-af3e-03860275b96c,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,6dad21e1-4bfb-463b-900e-ad4d7a8159e9,30652.296875,848.274239654901
112,67,3.04792659,132767.1512667,Neighborhood Park,NP,9,Four Mile Run Playground,Four Mile Run Park,Four Mile Run Park,Schenley,2243.35767795,5add2480-4844-49fa-97f4-adba23a96075,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,9e8fdc44-e415-4922-8ffe-de84aa12b1d1,12334.51953125,898.727182629135
113,75,5.77550477,251579.98126982,Neighborhood Park,NP,9,Gladstone Field,Gladstone Park,Gladstone Park,Schenley,1630.11987804,2f062758-efae-4329-9ae2-4a4049c76c2f,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,26f2456b-5b07-4c2d-a124-974a3d98adbd,23372.6484375,653.376149370099
114,47,1.89795974,82674.7955443,Neighborhood Park,NP,13,Denny Parklet,Denny Park,Denny Park,State,1158.75039968,8c670a48-12e6-4067-9a59-a19f53d1aeea,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,28161b10-9a3f-4032-b673-a05774925450,7680.76953125,464.389174432368
115,199,1.25678367,54745.27782004,Beautification Site,BTF,14,Zulema Passive Area,Zulema Park,Zulema Passive Area,Schenley,816.84075011,9b0e7c16-0d06-44a7-96ba-f616bd7d0fdb,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,cf3f7395-509f-4b82-90b1-b76c9cd1b736,5086.03515625,327.087778127073
116,70,5.93328236,258452.7456781,Neighborhood Park,NP,14,Frazier Playground,Frazier Park,Frazier Park,Schenley,1740.35286534,f31f2520-2ab6-4e6b-8999-82166ba2e957,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,de99000f-47bb-46cf-94f4-3561c3beea9b,24011.140625,697.167723127067
117,2,0.65945934,28725.933766,Neighborhood Park,NP,15,"Albert ""Turk"" Graham Parklet",Albert Turk Graham Park,"Albert ""Turk"" Graham Park",Schenley,542.40437763,98c0046f-47d7-455c-b39d-5183317e15d8,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,1c001c92-1d20-43c1-8772-0e6832511a6b,2668.73828125,217.410276883691
118,36,1.9243675,83825.11291055,Neighborhood Park,NP,15,Cliffside Parklet,August Wilson Park,Cliffside Park,Schenley,1313.83264367,764d9a2f-719c-49c2-b747-8f276149bf04,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,ce4c64b6-bb74-4222-8798-f0a25e9b247c,7787.62890625,526.660393845627
119,48,11.28972933,491778.64249995,Neighborhood Park,NP,7,Devlin Field,Devlin Field,Devlin Field,Southern,2721.8691953,dd1c0a48-cb15-4324-acd9-3a88008cf1ed,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,4006363b-7844-4710-8192-21daaf4fc07a,45687.9140625,1090.50470590713
120,74,5.53723451,241200.97040906,Neighborhood Park,NP,12,Garland Parklet,Garland Park,Garland Park,Northeast,1899.44181991,57d9a24b-1e2e-45c4-b7b0-8ca0b4afb9de,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,1b874a49-1d1c-490a-94f6-36a22e54c1d7,22408.390625,761.726274699429
121,60,4.03795437,175892.58867601,Neighborhood Park,NP,12,Enright Parklet,Enright Park,Enright Park,Northeast,1394.57267633,37c10cb4-aa70-4cac-9887-6221b5664713,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,3b90b0e1-befb-4826-be9f-4945c04512ca,16341.02734375,559.156461075227
122,59,1.0670828,46481.9406795,Neighborhood Park,NP,7,Eleanor St Parklet,Eleanor Street Park,Eleanor Street Park,Southern,649.21057742,601181be-4c7c-482e-b656-cfa5d7602552,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,2318f487-d650-476b-ad7c-c7ce48385d15,4318.3359375,260.059273998336
123,21,1.39103604,60593.28740701,Regional Park,RP,6,Bigbee Field,Emerald View Park - Bigbee Field,Emerald View Regional Park (Bigbee Field),Southern,908.29036986,5dbd0956-a4df-4f5a-b85d-0b5928ef258e,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Southern,2f8dd61a-7121-40cc-9226-a61a617c4881,5629.3125,363.487577395988
124,140,0.98375374,42852.14153332,Beautification Site,BTF,14,Oakland Square,Oakland Square,Oakland Square,Schenley,878.14842866,e2748b8b-a3d3-4195-9c81-58b9b2062c7c,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,3rd Division,81db1210-9e83-45b4-8308-9b842f4c5e42,3981.10546875,351.465195838847
125,123,2.79371439,121693.71217285,Neighborhood Park,NP,3,McKnight Playground,McKnight Park,McKnight Park,Northern,1279.69245254,715318ec-dbf0-4148-a625-0277f6755aab,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,5002c018-7fd6-455d-9013-940e834a83b4,11305.765625,512.362476775626
126,197,0.47690515,20773.90523202,Neighborhood Park,NP,2,Woods Run Tot Lot,Woods Run Park,Woods Run Park,Northern,450.35200929,9b77f597-274e-44fa-8814-54660d31e924,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,f6eccc98-218d-4e47-a14c-f23fac59064f,1929.96875,180.483600378608
127,25,0.79081522,34447.77302359,Neighborhood Park,NP,14,Boundary St Tot Lot,Boundary Street Park,Boundary St. Park,Schenley,604.75253842,d6781a89-d8c3-4c74-b126-ce95efd574ed,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,ba3ab950-9a32-4a0c-a0c3-5ff93c02c5bb,3200.3125,242.217935242989
128,5,2.04749695,89188.61037288,Riverfront Park,RVR,16,Allegheny Riverfront Park,Allegheny Riverfront Park,Allegheny Riverfront Park,State,3789.70684425,56eb2a1a-f465-4488-8ee7-2939c1a56513,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,07009e80-d41c-476d-81f6-34c474625979,8285.91796875,1516.45933450746
129,112,10.61911052,462566.60399365,Neighborhood Park,NP,9,Magee Playground,Magee Park,Magee Park,Schenley,2175.67690171,45b6cc70-4efb-4c09-9430-d2401edca968,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,bf50b90f-e2c8-4c4f-9ecb-3747d4f1f773,42974.015625,872.004164494663
130,118,6.01669289,262086.09387575,Neighborhood Park,NP,15,Martin Luther King Field,Martin Luther King Park,Martin Luther King Park,Schenley,1676.04109057,bfb9c411-1a59-4391-b943-43f1c525cdb4,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,c3f178c6-a80e-4b70-ac88-de3ec89d7daf,24348.6953125,671.623973371154
131,181,0.18713935,8151.75755522,Neighborhood Park,NP,15,Tustin Tot Lot,Tustin Park,Tustin Park,Schenley,274.80882389,a5cbdc1d-502c-4d79-aa95-21d0699e578b,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,a6f67eb3-4ad7-442c-b739-e6cc75869964,757.328125,110.109747161702
132,161,21.28921889,927354.66525832,Neighborhood Park,NP,15,Robert E Williams Park,Robert E. Williams Park,Robert E. Williams Herron Hill Park,Schenley,2850.69033333,4390547d-5c60-4ce3-af1e-6850bc23786a,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,8e73f7f9-a713-4ef4-be38-efc9b973f92b,86154.421875,1142.48022982128
133,205,0.16838336,7334.74993505,Neighborhood Park,NP,14,Dunseith Tot Lot (Shalane's Play Yard),Shalane's Play Yard Park,Dunseith Park (Shalane's Play Yard),Schenley,262.06694187,9177883a-579b-4f61-a9a2-8be643b68407,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,d4c9b320-469a-40b0-8703-c748eec1417b,681.42578125,105.031541778236
135,81,1.11188206,48433.38873139,Neighborhood Park,NP,15,Granville Parklet,Granville Park,Granville Park,Schenley,699.57107337,eea870bf-624f-48a6-86ba-81f5b2b87dae,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,c2f0bcce-7966-4309-8d23-ed40bb3130ea,4499.62890625,280.409837523843
136,212,2.09963836,91459.88097235,Community Park,CP,4,Tuxedo Street Skate Park,Tuxedo Street Skate Park,Tuxedo Street Skate Park,Western,898.47162146,d54d5c1a-2212-4d36-8d4a-11f7d43e3c7f,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Western,8ab38d05-b092-4a7f-bad1-3c66c42bc2c9,8496.94140625,359.96634957482
137,96,23.22185502,1011539.95870284,Neighborhood Park,NP,15,Kennard Playground,Kennard Park,Kennard Park,Schenley,3273.39535077,6354bb5b-f289-4868-a4b7-04d9ceb09d7b,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,a24315af-89e0-4207-baf5-80f501030538,93975.515625,1312.7532441719
138,105,1.5458806,67338.28961938,Neighborhood Park,NP,9,Lewis Playground,Lewis Park,Lewis Park,Schenley,796.3927443,635c355b-aae2-42d7-ab29-d1d6a357bf97,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Schenley,0ff50a4d-6ef3-42f0-bfed-ca23848e8ae6,6255.96484375,319.085515511555
139,176,5.92808111,258226.18033103,Neighborhood Park,NP,13,Sullivan Playground,Sullivan Park,Sullivan Park,Northeast,1791.92643888,58ad185e-9524-4e93-bc10-328dd2172dc1,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,cb8a5357-bc0a-480b-b3f8-1b2bc169686f,23990.09765625,718.072031697461
140,127,2.42223092,105511.95690008,Community Park,CP,16,Mellon Square Park,Mellon Square Park,Mellon Square Park,State,972.19563334,edbff294-ea77-46e2-be64-dcfebbf319e8,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,484d1460-af85-4edf-9d29-dccf8467be1f,9802.41796875,389.536308322276
141,33,0.82228138,35818.43377756,Neighborhood Park,NP,1,Catalano Parklet,Catalano Park,Catalano Park,Northern,567.15573912,747d5630-9fcb-42d3-bd33-ba7774dee3cb,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,970086d5-c5f0-48f8-9cc4-215d8a611438,3327.640625,227.295282749423
142,,1.25575004,54700.25305114,,,,,Brighton Heights Senior Center,,,,,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,cf5e73a3-625e-407b-aa17-df3e34bca4cd,5081.84375,285.571333411131
143,116,4.78104456,208261.46789558,Neighborhood Park,NP,2,Marmaduke Playground,Marmaduke Park,Marmaduke Park,Northern,1791.42794545,273f4bbe-25d9-42a3-a546-370af99b1275,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,9f3219d7-cd7e-49ed-895d-484419a6aae1,19348.1953125,718.04904778762
144,180,0.54616124,23790.68833304,Beautification Site,BTF,16,Thomas Parklet,Thomas Park,Thomas Park,State,685.98510414,29ea1e26-197f-4e3d-926b-4fd4b7988d76,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,e429ac7d-8ca9-4f34-ad1f-7a67c419db02,2210.2421875,275.024975347243
145,139,17.47531092,761221.49872228,Riverfront Park,RVR,16,Northshore Riverfront Park,Northshore Riverfront Park,Northshore Riverfront Park,State,10104.3707589,68640034-1684-42f3-b6ea-c292096f526e,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,41a96131-52bd-420a-a415-a5fb8045dc6b,70720.0546875,4043.19674100632
146,51,1.39374652,60711.35564631,Neighborhood Park,NP,13,Duncan Parklet,Duncan Park,Duncan Park,Northeast,765.09522208,11bb27fa-771b-4ed0-92e5-c66f27b8e336,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northeast,078fa544-d0aa-4ce9-9e47-695910d7284c,5640.2890625,306.723324106503
147,53,103.63816573,4514460.44118557,Community Park,CP,3,East Common Park,Allegheny Commons,Allegheny Commons Park,State,8643.01965726,ed54111f-f829-49c1-87b0-4f0e06c2ccaa,pgh.admin,2018-12-19T15:20:43.452Z,pgh.admin,2018-12-19T15:20:43.452Z,Parks - Northern,eaaaf9dc-6601-4847-9cae-febfdb760619,419408.75,8621.17743937438
