,concept,score,trees,parks,parkland,park,fields,sites,subdivision
207,income,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
208,gauge,0.34285714285714286,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
209,details,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
210,committee,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
211,grit,0.21904761904761902,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
212,ministry,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
213,future growth,0.22637362637362643,0.2,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078
214,adopt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,income and housing,0.17532065457762055,0.19195046439628483,0.17254901960784316,0.17254901960784316,0.17254901960784316,0.17254901960784316,0.17254901960784316,0.17254901960784316
216,age and sex,0.14384266527123674,0.12777777777777777,0.14652014652014653,0.14652014652014653,0.14652014652014653,0.14652014652014653,0.14652014652014653,0.14652014652014653
217,demographics,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
218,issued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,nature,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
220,inventory,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
221,cap,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
222,gate,0.34285714285714286,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
223,development type,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
224,neighbourhoods,0.5833333333333333,0.3333333333333333,0.625,0.625,0.625,0.625,0.625,0.625
225,dog,0.3927465723131358,0.631578947368421,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
226,airphoto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,business park,0.491141456582633,0.22549019607843135,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.5041666666666667,0.5041666666666667,0.5041666666666667
228,alternative transport,0.2665499533146592,0.29084967320261434,0.2625,0.2625,0.2625,0.2625,0.2625,0.2625
229,water hydrants,0.332766439909297,0.3472222222222222,0.33035714285714285,0.33035714285714285,0.33035714285714285,0.33035714285714285,0.33035714285714285,0.33035714285714285
230,bachelor,0.38823529411764707,0.6,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
231,bike,0.3250984604368063,0.38095238095238093,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105
232,cycling,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
233,unimproved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,tiles,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
235,economy,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
236,fitting,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
237,pool,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
238,vendor,0.36734693877551017,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
239,street,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
240,bare earth,0.18133569217160553,0.21052631578947367,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413
241,centre,0.6904761904761905,0.3333333333333333,0.75,0.75,0.75,0.75,0.75,0.75
242,public art,0.2804998922645981,0.30196078431372547,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.27692307692307694
243,pigging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,development,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
245,apprenticeship,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
246,air pollution,0.20585234093637453,0.18382352941176472,0.2095238095238095,0.2095238095238095,0.2095238095238095,0.2095238095238095,0.2095238095238095,0.2095238095238095
247,south westminster,0.6427244582043344,0.33436532507739936,0.6941176470588235,0.6941176470588235,0.6941176470588235,0.6941176470588235,0.6941176470588235,0.6941176470588235
248,topography,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
249,balances,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
250,products or services,0.35071584189231253,0.2938997821350762,0.3601851851851852,0.3601851851851852,0.3601851851851852,0.3601851851851852,0.3601851851851852,0.3601851851851852
251,stoplog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,actual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,code,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
254,addresses,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
255,debt,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
256,detention ponds,0.20181405895691604,0.18055555555555555,0.20535714285714285,0.20535714285714285,0.20535714285714285,0.20535714285714285,0.20535714285714285,0.20535714285714285
257,grid,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
258,surface,0.4387755102040816,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
259,bodies,0.4387755102040816,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
260,route,0.5433673469387754,0.375,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714
261,gravity,0.23175586023883238,0.21052631578947367,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882
262,sports,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
263,tax,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
264,golf,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
265,liability,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
266,services,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
267,mobility,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
268,year-end,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
269,marital status,0.07545787545787545,0.06666666666666667,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
270,free,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
271,hourly parking,0.07015306122448979,0.0625,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
272,energy,0.2621848739495798,0.23529411764705882,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
273,parking,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
274,income and earnings,0.03862597670647206,0.03508771929824561,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098
275,roadmap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,degree,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
277,address,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
278,network,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
279,garbage,0.2621848739495798,0.23529411764705882,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
280,immigration and citizenship,0.08020541549953315,0.07254901960784314,0.08148148148148147,0.08148148148148147,0.08148148148148147,0.08148148148148147,0.08148148148148147,0.08148148148148147
281,status,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
282,rosemary heights,0.265546218487395,0.45882352941176474,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334
283,sustainability,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
284,festivals,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
285,snowfall,0.21904761904761902,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
286,theatre,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
287,residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,bulk data,0.1316609977324263,0.11805555555555555,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.13392857142857142
289,neighbourhood concept plan,0.2818394024276377,0.1895424836601307,0.2972222222222222,0.2972222222222222,0.2972222222222222,0.2972222222222222,0.2972222222222222,0.2972222222222222
290,rights of way,0.08893122701172239,0.07953216374269005,0.0904977375565611,0.0904977375565611,0.0904977375565611,0.0904977375565611,0.0904977375565611,0.0904977375565611
291,business licence,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
292,household,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
293,sanitary laterals,0.049350649350649346,0.045454545454545456,0.05,0.05,0.05,0.05,0.05,0.05
294,facility,0.4387755102040816,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
295,sustainability dashbord,0.07545787545787545,0.06666666666666667,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
296,statstics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,boundary,0.5075630252100839,0.35294117647058826,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333
298,water,0.28061224489795916,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
299,kids,0.4116541353383459,0.631578947368421,0.375,0.375,0.375,0.375,0.375,0.375
300,strata,0.5075630252100839,0.35294117647058826,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333
301,meters,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
302,basin,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
303,minimum,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
304,municipal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,resources,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
306,detention pond,0.20181405895691604,0.18055555555555555,0.20535714285714285,0.20535714285714285,0.20535714285714285,0.20535714285714285,0.20535714285714285,0.20535714285714285
307,accounting,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
308,lbour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,page,0.23175586023883238,0.21052631578947367,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.23529411764705882
310,requirement,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
311,screen,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
312,vote,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
313,drinking water,0.2713985594237695,0.2426470588235294,0.2761904761904762,0.2761904761904762,0.2761904761904762,0.2761904761904762,0.2761904761904762,0.2761904761904762
314,aerial photos,0.24181096681096684,0.2676767676767677,0.2375,0.2375,0.2375,0.2375,0.2375,0.2375
315,all day parking,0.09707395778824349,0.0861111111111111,0.0989010989010989,0.0989010989010989,0.0989010989010989,0.0989010989010989,0.0989010989010989,0.0989010989010989
316,curb,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
317,housing units,0.2804998922645981,0.30196078431372547,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.27692307692307694
318,arena,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
319,e-coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,organizations,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
321,spillway,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
322,channels,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
323,truck,0.3250984604368063,0.38095238095238093,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105
324,feature,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
325,real-time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,flow,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
327,sustainability dashboard,0.2679181929181929,0.28888888888888886,0.2644230769230769,0.2644230769230769,0.2644230769230769,0.2644230769230769,0.2644230769230769,0.2644230769230769
328,hyperspectral imagery,0.06150793650793651,0.05555555555555555,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
329,sanitary valves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,education and labour,0.09046618647458984,0.08088235294117647,0.09206349206349207,0.09206349206349207,0.09206349206349207,0.09206349206349207,0.09206349206349207,0.09206349206349207
331,raster,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
332,transgression,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
333,policy,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
334,compact,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
335,spending statement,0.13339684051758355,0.11929824561403508,0.13574660633484165,0.13574660633484165,0.13574660633484165,0.13574660633484165,0.13574660633484165,0.13574660633484165
336,safety,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
337,as constructed,0.06150793650793651,0.05555555555555555,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
338,catchbasin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,planning,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
340,cloverdale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,dimensions,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
342,water service connections,0.18896447467876037,0.167989417989418,0.19246031746031744,0.19246031746031744,0.19246031746031744,0.19246031746031744,0.19246031746031744,0.19246031746031744
343,engraved boulders,0.20504201680672265,0.23529411764705882,0.2,0.2,0.2,0.2,0.2,0.2
344,use,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
345,document,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
346,facilities,0.4387755102040816,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
347,dem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,construction activity,0.12809202628419786,0.11513157894736842,0.13025210084033612,0.13025210084033612,0.13025210084033612,0.13025210084033612,0.13025210084033612,0.13025210084033612
349,points of interest,0.07513391321440857,0.06842105263157895,0.07625272331154684,0.07625272331154684,0.07625272331154684,0.07625272331154684,0.07625272331154684,0.07625272331154684
350,railway,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
351,open511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,bin,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
353,title,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
354,revenues,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
355,fitness,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
356,translink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,industrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,management,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
359,sex,0.28061224489795916,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
360,pipe,0.34285714285714286,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
361,suburban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,volunteer,0.36734693877551017,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
363,intensity raster,0.13569927971188475,0.1213235294117647,0.1380952380952381,0.1380952380952381,0.1380952380952381,0.1380952380952381,0.1380952380952381,0.1380952380952381
364,playground,0.6218487394957982,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
365,accessibility,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
366,expenditure,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
367,hydrogen,0.28061224489795916,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
368,affordability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,election,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
370,right-of-way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,home,0.4484741264927024,0.3157894736842105,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764
372,west cloverdale,0.3329081632653062,0.1875,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715
373,shelter,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
374,financial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,outdoor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,edges,0.47619047619047616,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.5
377,meter,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
378,laneway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,events,0.16326530612244897,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
380,car,0.3250984604368063,0.38095238095238093,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105
381,road,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
382,schools,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
383,crime severity index,0.12602093468966533,0.11351909184726522,0.12810457516339868,0.12810457516339868,0.12810457516339868,0.12810457516339868,0.12810457516339868,0.12810457516339868
384,drain,0.09870129870129869,0.09090909090909091,0.1,0.1,0.1,0.1,0.1,0.1
385,compost,0.2621848739495798,0.23529411764705882,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
386,open,0.6218487394957982,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
387,low pressure,0.23492344306143512,0.21288515406162464,0.23859649122807017,0.23859649122807017,0.23859649122807017,0.23859649122807017,0.23859649122807017,0.23859649122807017
388,ditches,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
389,lobbyist,0.38823529411764707,0.6,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
390,cemetery,0.7678018575851393,0.3157894736842105,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.9411764705882353,0.8235294117647058
391,police,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,terrain,0.7976190476190476,0.3333333333333333,0.875,0.875,0.875,0.875,0.875,0.875
393,water meters,0.20181405895691604,0.18055555555555555,0.20535714285714285,0.20535714285714285,0.20535714285714285,0.20535714285714285,0.20535714285714285,0.20535714285714285
394,rain,0.21904761904761902,0.2,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
395,station,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
396,banners,0.34285714285714286,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
397,precipitation,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
398,web,0.489795918367347,0.42857142857142855,0.5,0.5,0.5,0.5,0.5,0.5
399,building,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
400,traffic counts,0.14561093668236527,0.12916666666666665,0.14835164835164835,0.14835164835164835,0.14835164835164835,0.14835164835164835,0.14835164835164835,0.14835164835164835
401,can,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
402,guardrails,0.34285714285714286,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
403,family income,0.12348518354710304,0.11145510835913312,0.12549019607843137,0.12549019607843137,0.12549019607843137,0.12549019607843137,0.12549019607843137,0.12549019607843137
404,marker,0.4387755102040816,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
405,products,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
406,crash,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
407,agency,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
408,sanitary mains,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
409,electric vehicle,0.347005772005772,0.40404040404040403,0.3375,0.3375,0.3375,0.3375,0.3375,0.3375
410,hazardous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,mean,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
412,urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,businesses,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
414,secondary,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
415,stub,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
416,structure,0.4387755102040816,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
417,methane line,0.21045918367346936,0.1875,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427
418,camera,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
419,tennis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,climate,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
421,lidar,0.34285714285714286,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
