,concept,score,trees,parks,parkland,park,fields,sites,subdivision
133,curbs,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
134,industrial land,0.06554621848739495,0.058823529411764705,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
135,skate,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
136,clayton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,active,0.28061224489795916,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
138,industry,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
139,statistics,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
140,vent,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
141,transit,0.34285714285714286,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
142,issues,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
143,labour force,0.13569927971188475,0.1213235294117647,0.1380952380952381,0.1380952380952381,0.1380952380952381,0.1380952380952381,0.1380952380952381,0.1380952380952381
144,health,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
145,south newton,0.5621848739495799,0.4764705882352941,0.5764705882352942,0.5764705882352942,0.5764705882352942,0.5764705882352942,0.5764705882352942,0.5764705882352942
146,air,0.28061224489795916,0.25,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
147,disaster,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
148,traffic obstructions,0.2804998922645981,0.30196078431372547,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.27692307692307694
149,drop-in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,revenue,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
151,population estimates,0.1302197802197802,0.11666666666666667,0.13247863247863248,0.13247863247863248,0.13247863247863248,0.13247863247863248,0.13247863247863248,0.13247863247863248
152,below ground,0.2448979591836735,0.21428571428571427,0.25,0.25,0.25,0.25,0.25,0.25
153,remediation,0.10383100608664518,0.09523809523809523,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684
154,nodes,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
155,mobility and migration,0.08893122701172239,0.07953216374269005,0.0904977375565611,0.0904977375565611,0.0904977375565611,0.0904977375565611,0.0904977375565611,0.0904977375565611
156,statscan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,size,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
158,video,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
159,pollution,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
160,housing,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
161,dtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,aquatic,0.4325396825396825,0.7777777777777778,0.375,0.375,0.375,0.375,0.375,0.375
163,city,0.65015479876161,0.3157894736842105,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765
164,crossing,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
165,valves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,emergency preparedness,0.13696581196581195,0.12222222222222222,0.13942307692307693,0.13942307692307693,0.13942307692307693,0.13942307692307693,0.13942307692307693,0.13942307692307693
167,contract,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
168,organization,0.1509157509157509,0.13333333333333333,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
169,environment,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
170,riser,0.43809523809523804,0.6666666666666666,0.4,0.4,0.4,0.4,0.4,0.4
171,surplus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,accident,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
173,dwelling,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
174,masters,0.38823529411764707,0.6,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
175,extent,0.14030612244897958,0.125,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
176,vehicle,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
177,leisure,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
178,drainage catchments,0.25439266615737205,0.2807486631016043,0.25,0.25,0.25,0.25,0.25,0.25
179,water service areas,0.35648148148148145,0.24537037037037038,0.375,0.375,0.375,0.375,0.375,0.375
180,arterial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,family structure,0.28493397358943573,0.3088235294117647,0.28095238095238095,0.28095238095238095,0.28095238095238095,0.28095238095238095,0.28095238095238095,0.28095238095238095
182,private,0.3316770186335404,0.5217391304347826,0.3,0.3,0.3,0.3,0.3,0.3
183,walking,0.10952380952380951,0.1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
184,ladder,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
185,recycling,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
186,natural gas,0.38429845622459513,0.506265664160401,0.36397058823529416,0.36397058823529416,0.36397058823529416,0.36397058823529416,0.36397058823529416,0.36397058823529416
187,tod,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
188,detention,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
189,poles,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
190,low income,0.1617699711463533,0.14786967418546365,0.16408668730650156,0.16408668730650156,0.16408668730650156,0.16408668730650156,0.16408668730650156,0.16408668730650156
191,offense,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
192,handrails,0.36267138434321106,0.42105263157894735,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826
193,construction,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
194,current,0.24603174603174605,0.2222222222222222,0.25,0.25,0.25,0.25,0.25,0.25
195,force,0.1310924369747899,0.11764705882352941,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
196,hillshade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,approval,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
198,imagery,0.12301587301587302,0.1111111111111111,0.125,0.125,0.125,0.125,0.125,0.125
199,stormwater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,features,0.11587793011941619,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941
201,roads,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
202,city fleet,0.40053527483868046,0.2245614035087719,0.4298642533936652,0.4298642533936652,0.4298642533936652,0.4298642533936652,0.4298642533936652,0.4298642533936652
203,property id,0.334981684981685,0.21666666666666667,0.3547008547008547,0.3547008547008547,0.3547008547008547,0.3547008547008547,0.3547008547008547,0.3547008547008547
204,bench,0.34285714285714286,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
205,house,0.38492063492063494,0.4444444444444444,0.375,0.375,0.375,0.375,0.375,0.375
206,well,0.4100840336134453,0.47058823529411764,0.4,0.4,0.4,0.4,0.4,0.4
