,description,location,tree genus,tree species,tree variety,park ownership,maintenance responsibility,operational responsibility,operating location,operating location type
tree species,0.0,0.0,139.73333333333332,6506.1875,0.6111111111111112,0.0,0.0,0.0,0.0,0.0
